科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"64,902,201.70","60,121,686.47","93,561,431.07","67,197,019.99","46,672,682.27","485,367,193.62","386,717,070.92","358,963,970.60","361,814,465.51","381,971,760.71","378,870,141.06","239,978,429.13","219,323,033.10","279,537,807.94","260,608,451.43","253,559,353.28","175,359,126.89","184,609,266.19","179,643,333.71","147,726,569.98","143,188,834.92","173,787,592.94","202,826,093.74","197,658,737.83","176,077,161.99","206,699,969.58","266,265,219.71","281,909,101.80","390,353,702.73","430,460,907.29","350,926,889.65","305,775,488.01"
短期借款,"50,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,"39,500,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","20,000,000.00","35,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"70,000.00","3,360,000.00","1,750,704.64","10,131,130.60","10,844,672.66","10,286,000.00","3,257,709.50","1,825,401.00","150,000.00","9,296,809.20","11,199,865.00","20,685,440.00","16,838,440.00","17,755,855.50","9,782,763.02","10,854,094.70","570,000.00","9,225,800.00","10,921,816.50","5,785,584.38","1,960,000.00","1,707,560.00","4,496,149.00","3,399,858.00","3,614,432.45","8,353,126.58","4,809,215.78","14,166,295.65","8,948,133.85","11,578,258.91","37,363,834.12","24,944,549.15"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000.00","2,000,000.00",,,,,,,
应收账款,"31,463,343.48","30,348,386.43","28,029,849.09","29,666,013.86","36,003,113.73","41,501,240.50","53,403,936.38","67,134,887.08","71,981,718.58","75,905,267.53","62,164,365.25","69,805,016.96","65,841,460.84","60,274,182.78","56,914,433.29","59,459,884.73","63,736,534.14","75,446,943.26","84,374,610.06","78,573,467.35","71,042,280.35","123,441,629.60","143,175,670.94","167,139,003.50","161,632,996.53","173,785,771.87","153,707,659.41","191,666,511.14","172,309,338.37","156,324,449.43","151,881,331.94","217,928,218.85"
应付账款,"49,111,516.00","55,315,994.45","70,356,192.12","89,341,059.35","89,130,441.61","113,813,390.46","80,764,363.20","83,717,810.19","79,390,697.33","103,503,183.01","100,134,802.17","102,000,288.02","95,061,752.09","127,688,827.80","95,134,481.07","101,604,716.21","82,101,610.65","97,925,969.53","93,914,268.56","71,556,016.94","67,164,054.06","142,463,115.79","109,162,156.65","127,176,478.29","111,328,041.06","151,696,850.50","162,809,743.58","187,939,847.39","196,423,118.60","250,305,689.56","352,392,850.97","444,337,867.13"
预付款项,"10,289,288.61","10,384,709.91","5,213,863.13","29,426,462.56","9,994,045.64","21,086,877.02","40,785,446.77","32,381,390.18","28,719,484.57","20,616,795.90","46,935,752.97","36,286,021.47","26,801,003.95","11,898,097.12","12,039,382.20","18,907,725.08","21,983,370.83","1,422,053.73","1,781,534.30","1,719,067.45","1,645,572.40","4,125,502.07","11,898,098.17","30,913,563.67","24,245,248.61","23,562,363.58","22,227,248.78","33,139,383.49","66,095,017.60","90,302,927.43","160,364,401.55","139,129,836.92"
预收款项,"30,713,183.73","13,543,155.16","21,039,510.17","48,814,323.76","88,836,225.82","83,741,214.91","91,689,458.52","49,441,685.28","39,102,568.72","26,270,292.22","33,821,834.35","38,687,505.88","25,640,986.63","31,362,169.12","27,887,972.13","24,708,926.35","25,991,595.93","17,570,177.91","14,317,087.12","9,338,395.02","9,801,363.13","11,992,848.04","13,270,792.27","19,860,348.24","23,229,810.99","35,551,338.77","49,949,907.94","71,906,973.53","150,789,424.80","224,110,204.70","286,115,273.80","215,829,615.08"
其他应收款,"640,606.14","651,841.60","953,534.81","3,882,799.64","11,246,812.21","4,268,300.38","4,199,578.38","4,194,675.81","4,512,209.61","4,297,304.85","4,081,479.85","3,469,281.17","4,458,383.61","3,628,971.18","6,505,225.49","5,061,322.43","4,855,048.57","3,555,631.12","4,546,732.00","3,472,810.52","4,451,458.75","2,849,297.15","3,545,424.42","2,981,076.56","3,840,319.32","2,840,629.76","17,660,794.54","4,011,457.50","6,456,265.68","8,764,017.57","8,588,376.89","7,848,644.67"
应付职工薪酬,"7,271,015.00","12,751,925.00","9,036,884.00","7,329,646.43","8,490,350.03","7,468,711.03","6,665,265.43","8,034,603.43","9,165,156.43","10,571,501.43","9,027,200.43","9,176,356.43","11,522,250.43","12,819,051.53","6,721,313.21","6,226,475.17","5,895,907.17","7,913,086.85","4,149,041.00","5,050,910.50","7,892,562.18","17,722,046.79","8,352,726.77","10,662,670.09","12,583,852.75","16,035,577.92","6,518,082.34","12,057,805.65","17,806,871.94","24,636,035.23","12,249,980.71","17,442,212.42"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
