科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"54,495,665.56","49,406,699.05","34,469,396.39","396,333,988.42","389,043,512.96","351,219,883.37","335,327,048.91","390,378,639.43","351,016,359.11","318,826,234.94","313,040,429.67","378,824,821.80","170,170,180.53","139,224,731.74","136,242,205.15","235,371,119.09","166,036,803.23","134,426,614.41","140,414,093.92","279,964,545.27","212,805,371.65","175,777,158.96","177,359,405.41","315,351,540.47","244,716,986.49","195,642,784.83","177,406,774.29","373,976,558.12","266,834,066.75","545,110,190.03","197,737,779.50","532,675,048.16","445,303,625.75","264,165,850.25","261,030,113.39","561,680,511.43","341,986,285.85","335,515,800.97"
短期借款,,"500,000.00","500,000.00","10,000,000.00",,,,"1,218,900.00","591,622.50",,,"5,952,960.20","4,110,584.00","11,966,470.40","23,309,460.00","34,675,136.00","3,849,539.40","2,564,382.72","3,166,023.06","4,068,233.82","4,818,766.40","4,890,742.30","5,085,401.64","4,644,965.82","4,631,348.49","4,507,482.91","4,762,359.67","4,823,428.75","5,139,672.67","23,337,377.32","16,284,730.29","15,370,108.86","10,000,258.07","10,314,937.92","5,856,842.59","5,055,848.52","5,851,845.82","5,919,503.20"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"170,000.00",,,,"300,200.00","580,200.00",,,,,,,"137,400.00",,,,"160,000.00","160,000.00",,,"428,000.00","218,000.00",,"768,300.00","1,677,500.00","1,616,209.40","1,331,304.41","924,444.20","1,940,823.90","1,940,823.90","2,069,100.00","2,640,100.00","4,117,040.00","2,330,640.00","1,663,300.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300,000.00",,
应收账款,"21,887,806.17","41,140,399.55","65,494,191.62","56,705,511.10","61,226,074.56","55,995,632.00","98,411,625.32","86,233,970.36","88,528,530.10","110,384,927.94","110,297,303.21","131,159,064.30","149,074,186.53","170,112,908.98","168,335,125.07","120,991,082.01","129,442,159.76","143,692,459.09","154,126,436.47","138,611,551.63","163,070,390.31","165,702,969.00","167,272,894.98","139,591,688.69","155,914,578.02","182,566,282.38","223,929,205.26","164,785,262.74","202,119,625.16","320,695,130.65","381,362,570.65","296,103,530.04","363,982,919.50","443,966,876.21","554,345,455.03","413,357,441.58","510,699,924.44","623,594,920.35"
应付账款,"3,940,237.66","5,985,520.50","12,185,134.13","14,021,277.47","9,986,292.47","9,413,382.47","27,220,162.63","24,457,435.65","20,949,650.33","19,506,761.96","21,128,948.47","48,182,565.57","41,846,048.15","49,011,955.16","47,329,950.05","57,318,714.72","49,692,339.78","49,972,709.32","55,981,203.43","67,916,992.78","66,862,774.20","70,632,784.15","63,090,218.78","83,858,945.61","70,857,002.61","83,529,793.03","103,321,884.10","113,693,422.23","105,721,972.67","122,972,216.75","134,334,697.20","188,178,335.93","169,213,760.81","182,493,278.62","219,823,410.87","225,953,802.54","207,587,380.29","204,755,438.51"
预付款项,"3,958,960.57","5,803,831.74","5,297,845.14","6,983,961.14","6,943,876.37","6,943,876.37","10,519,299.64","35,564,297.87","39,633,870.33","41,988,213.62","47,104,675.28","55,523,569.92","64,795,919.50","66,891,657.43","70,468,663.94","33,228,431.74","33,180,077.60","33,672,170.18","32,595,158.44","27,942,751.39","36,457,269.62","33,045,403.51","30,883,280.41","29,928,557.38","37,525,995.91","29,822,461.56","34,529,448.29","6,148,971.76","8,028,060.28","12,729,499.96","11,197,009.59","10,580,787.60","12,950,119.16","14,082,367.83","14,837,115.89","8,722,865.50","13,800,531.96","15,609,803.65"
预收款项,"18,213,788.10","19,983,802.04","21,997,177.06","16,543,198.94","14,294,958.08","7,394,813.91","27,080,809.35","40,149,892.36","25,082,028.81","24,583,289.55","14,675,549.54","43,568,410.34","44,773,879.73","41,219,231.77","47,170,231.18","23,160,163.96","16,970,176.64","16,676,269.75","19,696,539.78","26,449,301.85","22,718,434.39","19,161,320.11","38,862,660.61","39,614,310.26","39,230,363.08","21,500,790.08","20,032,630.08","47,816,735.96","44,885,319.82","47,996,428.54","45,290,162.53","91,649,043.88","81,086,224.93","88,588,335.18","81,762,516.39","179,897,572.96","162,608,023.83","169,517,749.81"
其他应收款,"16,874,150.71","10,531,555.83","14,907,484.95","8,076,832.09","16,494,922.72","17,267,555.88","33,894,086.78","11,497,265.17","19,772,053.43","23,562,887.77","23,207,086.84","12,226,506.55","16,592,508.15","16,098,234.09","18,684,560.55","13,682,077.14","17,159,120.77","16,747,137.42","27,334,480.12","10,763,194.70","15,190,541.74","20,019,654.84","21,221,054.88","14,956,469.16","19,011,654.41","34,769,271.09","27,327,189.47","18,838,434.17","35,105,392.21","52,774,787.77","70,593,045.83","55,332,086.68","74,210,749.01","83,123,593.37","111,027,124.36","76,867,761.00","115,069,069.77","112,913,379.09"
应付职工薪酬,"5,529,494.31","12,370,754.38","6,730.88","9,129,500.48","3,821,138.34","3,310,527.00","35,760.57","12,071,066.28","1,319,695.78","1,372,876.29","1,286,448.96","14,938,693.57","685,390.74","941,121.82","290,985.57","12,843,108.94","9,151,471.65","7,782,051.42","195,526.85","12,195,584.14","1,623,232.41","802,039.45","1,506,453.80","16,098,396.24","2,465,317.48","1,702,877.09","2,903,468.79","23,226,634.82","3,142,269.99","5,266,944.68","8,119,823.28","44,733,948.07","9,245,097.51","15,804,017.16","15,959,224.34","98,395,104.53","43,497,288.37","36,466,087.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
