科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"6,007,006.55","6,874,063.99","3,105,181.44","3,800,333.88","4,225,905.70","-172,378.34","-756,194.33","-1,377,524.48","-8,012,660.61","-1,349,899.45","-3,665,468.31","-7,503,780.47","-4,975,946.34","-102,103.65","-2,777,557.31","-3,477,099.89","-7,374,026.35","-811,103.87","-2,641,899.13","-4,471,473.38","-7,878,028.68","-352,460.91","-2,084,692.56","-4,382,079.35","-8,192,542.01","-5,617,944.52","-9,943,631.56","-15,629,733.89","-17,145,302.33","-2,888,495.47","-3,444,611.51","-4,039,550.56","-3,091,853.27","-876,046.09","-711,880.16","-1,299,617.56","-755,791.85","-1,053,539.03"
三、利润总额,"63,091,627.31","79,189,666.62","43,068,797.24","63,760,492.08","108,496,980.78","46,309,982.66","61,252,510.75","88,209,471.61","161,220,174.70","77,334,255.80","112,154,316.09","168,110,852.28","272,236,418.23","102,581,058.79","145,830,711.16","217,271,385.69","352,849,513.21","117,000,963.21","181,221,031.28","280,816,635.47","422,507,023.82","133,180,954.48","206,963,199.75","319,523,888.84","490,571,394.92","130,189,271.80","233,901,560.88","320,142,950.85","491,279,001.09","113,572,773.99","215,263,881.00","309,242,808.73","556,952,942.72","101,597,242.35","202,497,512.29","307,617,938.05","600,958,527.68","117,671,485.48"
资产减值损失,"263,948.44","845,517.75","-1,082,319.91","-1,280,742.53","-1,478,219.91","255,903.05","362,927.71","1,794,139.82","812,983.95","759,541.20","984,570.84","1,599,794.07","4,115,869.72","110,725.93","375,030.61","1,218,248.05","2,800,129.39","768,478.58","-388,306.36","2,576,298.34","6,237,787.07","100,824.50","-251,729.76","-713,730.54","5,887,024.29","1,291,828.02","1,404,650.24","2,107,297.99","13,811,275.76","-2,296,734.14","-2,437,111.77","1,381,617.39","11,932,355.89","-7,656,364.29","-5,529,056.14","-5,703,370.04","5,835,714.09","-4,535,057.42"
减:所得税,"4,666,928.18","13,440,634.47","9,361,626.62","13,006,658.79","22,391,699.23","10,004,702.50","13,466,500.37","19,201,179.52","33,462,368.59","18,064,180.27","26,484,847.29","39,222,109.56","65,297,625.03","25,661,928.46","36,506,209.59","54,371,819.80","92,565,851.61","29,140,692.40","45,158,735.32","70,153,576.54","107,561,552.30","32,609,839.90","49,400,533.09","75,599,193.27","114,018,852.90","29,174,534.64","50,987,758.81","69,702,112.83","90,053,617.07","25,063,953.43","45,902,821.91","65,739,055.28","117,932,231.99","22,288,862.63","43,911,094.49","67,057,749.07","107,491,520.19","20,809,549.50"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,"20,328.76",,,,,,,,,"3,122,265.47",,,,"119,671.23","118,356.16","1,644,250.19","6,317,472.41","12,012,656.60","772,876.71","3,873,017.43","6,658,557.00","16,862,699.91","4,794,794.44","14,578,890.34","19,195,986.19","18,309,739.62","7,503,150.68","12,582,123.27","22,202,165.86","22,419,837.09","12,846,614.15","13,274,011.41","22,034,526.75","30,638,859.37","8,288,255.64"
四、净利润,"58,424,699.13","65,749,032.15","33,707,170.62","50,753,833.29","86,105,281.55","36,305,280.16","47,786,010.38","69,008,292.09","127,757,806.11","59,270,075.53","85,669,468.80","128,888,742.72","206,938,793.20","76,919,130.33","109,324,501.57","162,899,565.89","260,283,661.60","87,860,270.81","136,062,295.96","210,663,058.93","314,945,471.52","100,571,114.58","157,562,666.66","243,924,695.57","376,552,542.02","101,014,737.16","182,913,802.07","250,440,838.02","401,225,384.02","88,508,820.56","169,361,059.09","243,503,753.45","439,020,710.73","79,308,379.72","158,586,417.80","240,560,188.98","493,467,007.49","96,861,935.98"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"58,363,588.09","65,749,032.15","33,707,170.62","50,753,833.29","86,105,281.55","36,305,280.16","47,786,010.38","69,008,292.09","127,757,806.11","59,270,075.53","85,669,468.80","128,888,742.72","206,938,793.20","76,919,130.33","109,324,501.57","162,899,565.89","260,283,661.60","87,860,270.81","136,062,295.96","210,663,058.93","314,945,471.52","100,571,114.58","157,562,666.66","243,924,695.57","376,552,542.02","101,014,737.16","182,913,802.07","250,440,838.02","401,225,384.02","88,508,820.56","169,361,059.09","243,503,753.45","439,020,710.73","79,308,379.72","158,586,417.80","240,560,188.98","493,467,007.49","96,861,935.98"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"61,111.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
