科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"79,358,432.93","103,662,633.42","149,634,610.08","33,276,834.18","69,080,967.57","112,249,001.62","159,837,075.37","62,786,287.41","103,696,777.03","145,694,824.06","183,653,737.12","63,109,162.55","102,244,828.74","139,637,415.46","175,776,478.03","60,661,367.21","111,366,939.06","157,143,706.72","199,632,025.81","65,579,859.25","112,426,692.62","169,481,000.75","197,187,842.96","66,616,482.68","114,350,482.12","163,703,230.68","206,018,692.98","84,555,617.60","136,635,424.90","190,104,530.30","238,197,347.14","98,474,134.15"
取得借款收到的现金,"158,000,000.00","101,000,000.00","197,800,000.00","100,518,000.00","192,518,000.00","235,518,000.00","235,518,000.00",,"38,000,000.00","78,000,000.00","78,000,000.00",,,"20,000,000.00","90,000,000.00",,,,"4,000,000.00","6,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"20,000,000.00","50,000,000.00","50,000,000.00",
支付的各项税费,"38,254,614.55","55,654,814.53","83,024,180.89","38,953,005.42","46,101,814.55","68,923,079.25","93,054,497.02","32,226,175.64","47,011,238.94","81,389,863.44","93,257,743.90","33,277,541.92","40,038,917.87","52,670,268.40","76,113,971.13","44,332,379.46","49,676,059.76","70,817,923.19","100,386,503.33","41,363,085.80","57,033,511.89","76,252,236.48","98,684,626.88","42,840,047.75","60,222,807.80","82,040,180.04","118,001,419.04","64,206,495.65","75,157,677.05","100,735,062.41","139,252,261.50","53,196,773.01"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,"30,015,589.60","10,632,200.00","62,458,155.50","68,288,155.50","51,200,200.00","500,000.00","500,000.00","500,000.00","35,820,000.00",,,,,,,"-400,421.00",,
支付其他与经营活动有关的现金,"67,878,659.25","71,889,838.78","70,923,907.09","12,180,851.86","67,757,588.31","61,886,144.82","89,227,763.86","27,558,623.65","47,781,414.55","67,689,896.27","103,487,977.17","20,184,769.21","52,010,778.47","69,572,284.10","104,915,646.98","15,973,789.47","44,400,417.29","55,802,203.17","96,425,003.30","26,107,949.55","61,443,434.74","70,992,219.47","110,835,064.29","25,856,445.51","53,886,373.31","78,703,051.23","113,222,994.32","30,550,206.25","75,287,054.64","113,707,370.09","145,991,553.82","36,780,375.95"
筹资活动现金流入小计,"278,556,800.00","101,000,000.00","197,800,000.00","100,518,000.00","192,518,000.00","777,585,898.00","769,804,828.00",,"38,000,000.00","78,000,000.00","78,000,000.00",,,"20,000,000.00","120,505,589.60","10,632,200.00","70,418,155.50","77,548,155.50","88,200,200.00","7,050,000.00","55,925,000.00","52,625,000.00","95,010,000.00","10,000,000.00","30,000,000.00","33,700,000.00","33,700,000.00",,"20,000,000.00","49,599,579.00","50,000,000.00",
经营活动现金流出小计,"384,578,829.87","435,795,889.32","602,538,491.42","165,732,303.45","335,397,709.26","454,450,619.06","616,637,607.75","191,562,956.37","336,799,772.75","489,644,983.60","639,092,301.89","187,888,055.80","337,168,373.01","497,616,566.07","673,497,298.15","236,127,076.04","324,511,167.69","510,656,816.76","671,985,668.78","216,143,289.55","419,543,949.16","558,897,391.52","651,559,728.39","220,063,478.71","393,021,280.68","570,229,564.21","714,793,079.31","292,414,011.64","544,662,968.49","774,833,774.82","983,097,042.76","332,432,958.40"
偿还债务支付的现金,"197,000,000.00","66,000,000.00","158,000,000.00","39,400,000.00","102,800,000.00","310,318,000.00","310,318,000.00",,"23,000,000.00","58,000,000.00","68,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","60,000,000.00",,,,"40,000,000.00",,,"18,000,000.00","29,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00",,,"20,000,000.00","50,000,000.00",
经营活动产生的现金流量净额,"12,288,589.02","57,034,813.36","90,212,529.36","-25,188,859.82","-28,779,417.41","-16,687,460.62","62,715,713.01","-18,136,971.49","5,370,264.21","11,210,818.95","132,090,007.06","-67,162,123.83","-50,914,321.11","-65,147,322.62","103,718,616.28","-67,608,911.45","-101,790,472.81","-108,495,041.25","92,944,972.38","-79,359,599.93","-131,119,701.16","-71,514,555.91","129,202,833.13","-72,364,129.21","-82,323,731.91","-67,012,759.16","140,256,515.88","-124,200,309.95","-181,130,817.13","-145,903,454.10","119,600,166.09","-120,168,100.37"
分配股利、利润或偿还利息支付的现金,"63,810,385.04","29,451,337.49","32,971,948.22","29,730,368.71","32,246,770.48","34,272,746.66","34,272,746.66",,"49,630,022.21","49,974,266.65","50,184,266.65","20,222.22","49,305,222.22","49,426,555.55","49,750,111.10","720,961.18","72,435,528.18","73,189,324.96","74,032,375.46","96,301.75","53,606,453.01","56,377,757.12","54,388,708.66","181,446.56","53,773,261.02","54,140,111.02","54,248,456.10",,"53,227,800.00","53,712,003.27","53,920,523.00",
收回投资收到的现金,"1,000,000.00",,,,,,,,,,,,,,,"9,800,000.00","9,800,000.00","9,800,000.00","9,841,079.45","9,800,000.00","9,800,000.00","9,800,000.00","28,453,282.47","9,620,505.37","34,420,000.00","39,420,000.00","65,420,000.00","66,454,052.81","78,454,052.81","139,454,052.81","150,300,000.00","14,900,000.00"
支付其他与筹资活动有关的现金,,,,,,"7,781,070.00",,,,,,,,,"40,000,000.00","50,708,742.24","73,049,449.82","83,422,476.32","99,703,959.60","9,502,206.70","16,602,780.26","31,413,386.71","69,270,463.29",,,,"51,600,000.00",,,"554,410.40",,"4,584,298.88"
取得投资收益收到的现金,,,,,,,,,,,,,,,,"41,079.45","41,079.45","41,079.45",,"53,282.47","53,282.47","64,613.98","66,807.74","56,590.46","110,793.21","150,872.26","250,611.16","272,757.29","395,864.14","454,028.54","500,655.39","75,132.19"
筹资活动现金流出小计,"260,810,385.04","95,451,337.49","190,971,948.22","69,130,368.71","135,046,770.48","352,371,816.66","344,590,746.66",,"72,630,022.21","107,974,266.65","118,184,266.65","10,020,222.22","59,305,222.22","59,426,555.55","149,750,111.10","51,429,703.42","145,484,978.00","156,611,801.28","213,736,335.06","9,598,508.45","70,209,233.27","105,791,143.83","152,659,171.95","10,181,446.56","73,773,261.02","74,140,111.02","155,848,456.10",,"53,227,800.00","74,266,413.67","103,920,523.00","4,584,298.88"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,000.00","61,000.00","552,789.03","7,000.00","343,632.69","399,430.17","527,516.76","13,747.90","43,420.72","43,420.72","49,335.25",,"608,653.80","781,498.47","3,944,120.40","156,893.20","160,721.40","162,694.56","116,079.18","181,765.33","908,796.79","1,239,144.74","911,020.38","49,029.13","225,336.82","528,150.80","605,473.25","2,855,701.96","3,093,027.64","3,557,606.04","3,760,040.68","270,577.50"
筹资活动产生的现金流量净额,"17,746,414.96","5,548,662.51","6,828,051.78","31,387,631.29","57,471,229.52","425,214,081.34","425,214,081.34",,"-34,630,022.21","-29,974,266.65","-40,184,266.65","-10,020,222.22","-59,305,222.22","-39,426,555.55","-29,244,521.50","-40,797,503.42","-75,066,822.50","-79,063,645.78","-125,536,135.06","-2,548,508.45","-14,284,233.27","-53,166,143.83","-57,649,171.95","-181,446.56","-43,773,261.02","-40,440,111.02","-122,148,456.10",,"-33,227,800.00","-24,666,834.67","-53,920,523.00","-4,584,298.88"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"1,700,000.00","3,165,000.00","2,765,000.00","2,045,000.00","5,624,636.61","5,624,636.61","3,591,669.00",,,,,,,,,,,,"31,744,558.08",,,,"3,000,000.00",,,,"72,199,953.63","370,000.00","370,000.00","370,000.00","3,534,322.69",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,705,000.00","3,226,000.00","3,317,789.03","2,052,000.00","5,968,269.30","6,024,066.78","4,119,185.76","13,747.90","43,420.72","43,420.72","49,335.25",,"608,653.80","781,498.47","3,944,120.40","9,997,972.65","10,001,800.85","10,003,774.01","41,701,716.71","10,035,047.80","10,762,079.26","11,103,758.72","32,431,110.59","9,726,124.96","34,756,130.03","40,099,023.06","138,476,038.04","69,952,512.06","82,312,944.59","143,835,687.39","158,095,018.76","15,245,709.69"
五、现金及现金等价物净增加额,"18,136,465.31","12,744,948.19","-6,024,270.05","-22,981,110.99","-22,239,421.01","337,963,325.90","303,682,707.74","-103,982,636.59","-119,544,023.50","-121,124,136.80","-26,718,401.28","-81,077,497.70","-121,507,335.52","-129,444,813.65","-9,596,296.22","-107,370,179.09","-186,123,918.51","-202,902,692.92","-59,773,596.53","-111,830,688.61","-181,141,164.72","-169,259,426.70","28,498,078.54","-76,454,917.30","-133,260,471.62","-126,136,755.22","-62,371,649.83","-83,431,243.82","-163,909,598.17","-128,608,655.17","97,143,665.24","-141,539,004.07"
购建固定资产、无形资产和其他长期资产支付的现金,"10,603,538.67","50,339,527.68","104,337,640.22","26,836,882.46","54,959,502.42","74,902,361.60","188,366,272.37","85,859,413.00","90,327,686.22","102,404,109.82","118,673,476.94","3,895,151.65","11,896,445.99","25,652,433.95","42,186,705.35","8,961,736.87","15,268,424.05","21,347,779.90","56,984,091.68","39,957,628.03","41,536,323.55","43,082,485.68","49,766,693.23","3,335,466.49","6,999,608.72","9,482,908.10","18,846,359.90","6,129,378.53","9,787,779.43","12,802,787.59","27,735,876.61","11,754,958.66"
期初现金及现金等价物余额,"8,782,273.79","26,918,739.10","39,663,687.29","33,639,417.24","33,639,417.24","33,639,417.24","33,639,417.24","337,322,124.98","337,322,124.98","337,322,124.98","337,322,124.98","310,603,723.70","310,603,723.70","310,603,723.70","310,603,723.70","301,007,427.48","301,007,427.48","301,007,427.48","301,007,427.48","241,234,870.24","241,233,830.95","241,233,830.95","241,233,830.95","269,731,909.49","269,731,909.49","269,731,909.49","269,731,909.49","207,360,259.66","207,360,259.66","207,360,259.66","207,360,259.66","304,503,924.90"
投资支付的现金,"1,200,000.00",,,,,,,,,,,,,,"9,800,000.00",,"4,000,000.00",,"11,900,058.88",,"4,962,986.00","12,600,000.00","25,720,000.00","10,300,000.00","34,920,000.00","49,300,000.00","124,700,000.00","22,000,000.00","21,000,000.00","86,900,000.00","97,800,000.00","19,800,000.00"
期末现金及现金等价物余额,"26,918,739.10","39,663,687.29","33,639,417.24","10,658,306.25","11,399,996.23","371,602,743.14","337,322,124.98","233,339,488.39","217,778,101.48","216,197,988.18","310,603,723.70","229,526,226.00","189,096,388.18","181,158,910.05","301,007,427.48","193,637,248.39","114,883,508.97","98,104,734.56","241,233,830.95","129,404,181.63","60,092,666.23","71,974,404.25","269,731,909.49","193,276,992.19","136,471,437.87","143,595,154.27","207,360,259.66","123,929,015.84","43,450,661.49","78,751,604.49","304,503,924.90","162,964,920.83"
