科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
实收资本(或股本),"500,000,000.00","500,000,000.00","500,000,000.00",,"568,000,000.00","568,000,000.00","1,136,000,000.00","1,136,000,000.00","1,283,581,055.00","1,283,581,055.00","1,283,581,055.00","1,283,581,055.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00","1,797,013,477.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"488,988,216.07","488,988,216.07","488,988,216.07",,"1,135,122,131.24","1,135,122,131.24","566,490,579.75","567,205,856.82","3,754,537,626.01","3,752,716,538.21","3,752,716,538.22","3,752,716,538.22","3,242,357,442.82","3,242,357,442.82","3,242,357,442.82","3,242,357,442.82","3,242,357,442.82","3,242,357,442.82","3,208,438,968.84","3,208,438,968.84"
无形资产,"4,147,193.61","7,340,949.98","8,770,824.53",,"17,157,233.05","20,574,924.21","21,414,518.54","20,994,756.68","23,209,825.03","23,128,430.94","23,070,907.71","26,634,350.73","27,381,767.33","95,978,250.94","101,276,217.31","106,185,643.54","105,588,731.49","105,870,315.33","110,587,105.06","114,798,391.36"
盈余公积,"53,930,169.96","88,701,654.01","140,639,062.13",,"140,639,062.13","140,639,062.13","250,553,492.04","250,553,492.04","250,553,492.04","250,553,492.04","367,597,890.55","367,597,890.55","367,597,890.55","367,597,890.55","488,891,601.14","488,891,601.14","488,891,601.14","488,891,601.14","611,140,003.29","611,140,003.29"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,
未分配利润,"286,007,121.17","549,873,649.68","875,621,988.11",,"1,333,331,777.83","1,787,850,422.50","1,412,195,127.19","1,866,423,947.81","2,122,402,301.36","2,355,842,513.67","2,223,329,676.14","2,643,726,244.34","2,527,381,802.76","3,146,275,022.13","3,106,771,856.82","3,539,419,319.50","3,315,333,560.97","4,131,488,818.82","3,807,731,517.96","4,213,758,134.40"
长期待摊费用,"353,110,960.34","448,354,664.60","438,735,910.45",,"475,418,078.29","504,735,108.15","534,178,905.40","535,648,534.57","561,242,272.01","593,464,879.33","600,539,889.09","626,798,832.00","619,662,457.05","637,569,508.72","656,743,337.65","685,459,218.76","706,288,156.45","796,620,847.31","924,997,300.71","1,013,863,562.50"
少数股东权益,,,"113,909,745.52",,"140,741,586.35","146,016,663.28","98,107,751.54","96,390,725.20","97,485,010.39","115,673,905.27","106,798,430.92","118,515,206.67","120,947,894.25","134,732,419.64","133,221,334.42","138,520,939.21","135,329,453.82","151,689,209.27","171,418,580.56","177,114,764.54"
递延所得税资产,"16,188,870.24","21,454,005.92","34,463,847.38",,"9,748,871.28","7,950,411.11","7,092,906.48","8,406,805.06","8,096,414.51","6,927,456.25","6,585,702.73","6,585,702.73","6,469,941.72","6,625,664.22","7,337,335.75","7,139,200.42","7,454,817.16","8,270,850.52","8,114,129.06","8,493,134.86"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"7,173,651.57","469,100.35","20,544,747.95",,"19,998,073.31","19,724,735.99","289,451,398.67","299,206,307.45","153,934,394.59","181,063,379.60","38,450,568.87","20,439,071.13","86,237,225.18","20,420,117.61","71,648,076.15","66,465,367.09","22,645,183.06","35,671,133.85","50,430,364.32","14,441,355.55"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"4,715,612,352.97","4,954,285,570.85","6,005,924,508.87",,"7,978,305,872.66","8,967,660,981.57","10,623,165,637.76","11,621,665,311.77","12,379,611,148.67","13,182,387,056.20","13,584,362,924.07","14,079,237,771.55","15,647,420,097.70","16,043,850,409.46","16,263,977,492.25","16,588,117,868.65","12,840,879,548.25","12,984,728,307.93","16,137,142,439.75","17,633,319,629.06"
所有者权益(或股东权益)合计,"1,328,925,507.20","1,627,563,519.76","2,119,159,010.84","2,315,914,700.00","3,317,833,854.59","3,777,627,055.26","3,463,209,064.20","3,916,870,523.60","7,505,144,195.43","7,754,537,025.71","7,735,084,059.06","8,167,974,718.70","8,056,337,733.83","8,688,438,204.06","8,783,477,024.74","9,220,262,870.17","8,990,635,922.39","9,821,661,819.07","9,600,383,558.56","9,999,618,407.36"
资产总计,"6,143,252,861.84","6,284,267,618.97","7,932,222,190.20","8,913,800,500.00","11,034,000,942.22","11,927,678,817.36","13,404,571,231.19","14,472,766,578.10","18,793,514,580.23","17,497,010,693.21","17,357,455,944.26","18,909,743,315.93","20,434,632,248.34","21,575,289,192.64","20,236,911,145.55","20,840,782,717.30","20,662,713,158.67","19,908,588,465.09","21,455,045,860.95","23,375,220,586.44"
负债和所有者(或股东权益)合计,"6,143,252,861.84","6,284,267,618.97","7,932,222,190.20","8,913,800,500.00","11,034,000,942.22","11,927,678,817.36","13,404,571,231.19","14,472,766,578.10","18,793,514,580.23","17,497,010,693.21","17,357,455,944.26","18,909,743,315.93","20,434,632,248.34","21,575,289,192.64","20,236,911,145.55","20,840,782,717.30","20,662,713,158.67","19,908,588,465.09","21,455,045,860.95","23,375,220,586.44"
