科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"157,515,148.16","168,338,634.72","213,531,719.06",,"780,532,682.62","415,167,466.05","391,178,417.48","402,819,239.91","254,165,964.93","263,592,201.45","428,628,319.95","364,349,623.10","184,587,115.95","193,776,049.33","263,484,603.85","238,592,605.78","269,470,431.38"
短期借款,"50,000,000.00",,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"140,000.00",,"600,000.00",,"2,300,000.00","1,300,000.00","300,000.00","1,496,260.00","4,214,160.00","5,380,000.00","7,590,600.00","4,927,600.00","1,812,450.00","1,785,500.00","3,478,254.00","4,866,108.00","3,059,597.00"
应付票据,,,,,,,,,,,,,,,,,
应收账款,"58,443,883.19","78,073,608.23","77,998,603.38",,"118,675,722.06","174,628,042.31","109,086,374.63","130,476,899.85","122,983,125.41","163,316,708.67","102,970,037.52","124,705,395.24","125,854,452.61","135,743,024.00","108,480,537.30","152,069,345.07","147,327,916.15"
应付账款,"21,253,863.55","40,837,019.44","30,653,554.26",,"21,375,043.32","19,552,541.53","21,391,631.60","20,736,600.18","27,402,044.67","22,003,501.85","28,166,630.17","30,774,796.82","24,751,341.18","26,817,916.13","28,696,437.94","30,470,989.56","32,398,644.91"
预付款项,"4,317,634.80","2,878,199.38","3,355,990.32",,"2,080,563.80","4,133,585.08","2,340,350.31","4,713,843.43","3,384,335.54","4,664,016.61","1,713,739.44","3,312,409.27","6,513,823.90","11,674,208.70","1,857,043.05","7,407,091.36","5,482,791.36"
预收款项,"10,955,985.65","13,284,587.12","18,614,442.57",,"14,894,723.28","18,154,660.03","18,629,799.49","19,628,717.87","12,103,978.73","13,889,768.37","29,806,763.91","17,223,191.27","16,164,386.81","15,310,023.24","17,371,213.17","13,665,088.20","27,303,678.44"
其他应收款,"4,860,282.96","5,453,319.08","43,171,787.50",,"2,930,683.20","2,658,002.33","2,621,022.63","3,199,465.93","3,655,744.13","3,224,944.22","7,286,352.84","7,896,710.74","5,351,001.36","2,502,394.16","2,609,104.96","3,063,083.97","3,076,391.38"
应付职工薪酬,"6,511,787.93","8,784,576.65","9,074,191.81",,"3,675,342.33","3,733,660.70","9,994,146.04","4,568,005.22","4,950,999.77","5,646,990.57","14,668,092.46","6,544,248.11","6,482,251.93","7,425,790.63","21,602,938.20","8,447,496.95","8,841,459.24"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"6,412,749.35","6,293,968.41","3,513,317.02",,"5,596,249.98","10,681,501.85","4,707,707.72","11,826,538.68","7,947,108.55","9,753,216.40","8,823,465.63","9,751,504.00","10,838,858.99","7,488,088.26","7,400,597.71","7,932,131.04","10,990,337.91"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"748,000.00","748,000.00","448,800.00","448,800.00","429,600.00"
存货,"45,648,041.08","52,846,063.05","52,570,932.69",,"61,333,717.16","58,356,550.31","60,348,645.63","61,091,752.63","61,450,989.21","58,877,322.76","61,655,749.45","72,396,877.17","74,923,107.68","69,201,318.08","71,088,934.60","72,061,112.36","77,437,302.26"
其他应付款,"38,758,327.49","49,579,166.86","63,711,510.57",,"77,630,516.89","83,351,095.47","87,470,649.29","84,097,356.30","83,933,172.47","87,984,745.37","142,727,047.20","143,764,660.00","149,213,374.53","154,764,987.16","131,032,949.17","139,510,308.84","126,301,242.18"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,"275,533.94","242,108.99","227,981.81",,"227,981.81","300,227,981.80","400,256,465.74","400,256,465.74","500,256,465.74","500,256,465.74","515,368,777.34","530,390,139.90","670,508,861.15","685,449,058.57","700,851,931.55","700,511,006.53","450,847,329.47"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"271,200,524.13","307,831,933.45","391,457,014.76","404,894,726.21","968,081,350.65","956,471,627.88","966,131,276.42","1,004,053,927.49","950,110,784.96","999,311,659.45","1,125,213,576.54","1,107,978,755.42","1,069,550,812.65","1,100,131,552.84","1,151,850,409.31","1,178,570,353.07","956,701,759.00"
