科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
流动负债合计,"133,892,713.97","118,779,318.48","125,567,016.23","134,800,037.74","123,171,875.80","135,473,459.58","142,193,934.14","140,857,218.25","136,337,304.19","139,278,222.56","224,191,999.37","208,058,400.20","208,198,213.44","212,554,805.42","206,552,936.19","200,474,814.59","206,264,962.68"
可供出售金融资产,,,,,,,,"2,900,000.00","24,150,000.00","25,150,000.00","25,150,000.00","44,340,000.00","48,727,500.00","48,727,500.00","39,974,700.00","44,974,700.00","84,974,700.00"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,"5,998,392.78","6,215,673.69",,"6,376,709.32","6,356,614.99","6,682,122.22","6,618,497.49","17,594,392.99","17,443,530.50","17,177,045.09","21,414,027.93","20,842,985.65","20,088,090.59","18,560,174.43","17,149,855.86","174,258,400.26"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"173,548,053.04","234,504,629.10","267,405,924.00",,"255,299,479.70","258,303,729.29","254,168,796.53","249,095,512.02","251,229,209.94","251,881,892.47","263,610,904.35","262,619,914.49","256,783,125.25","345,310,115.54","343,082,648.56","336,268,682.23","335,316,517.26"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"8,299,875.23","58,585,829.23","26,765,106.83",,"35,876,830.17","32,655,311.45","36,558,022.67","41,224,897.55","42,153,859.96","55,625,529.91","69,907,433.74","89,694,647.09","97,672,581.18","27,061,855.31","26,200,593.23","29,968,130.84","33,304,406.98"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"7,770,457.14","8,569,823.12","28,570,958.82",,"24,847,551.44","25,772,011.04","24,296,470.58","23,293,529.30","22,290,588.02","17,787,646.85","31,713,877.55","31,081,760.20","29,819,642.85","31,326,756.27","29,718,485.07","28,110,213.87","26,501,942.67"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"141,663,171.11","127,349,141.60","154,137,975.05","160,682,374.50","148,019,427.24","161,245,470.62","166,490,404.72","164,150,747.55","158,627,892.21","157,065,869.41","255,905,876.92","239,140,160.40","238,017,856.29","243,881,561.69","236,271,421.26","228,585,028.46","232,766,905.35"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"120,000,000.00","120,000,000.00","120,000,000.00",,"160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00","320,000,000.00","320,000,000.00","323,740,000.00","323,740,000.00","323,740,000.00","323,740,000.00","323,740,000.00","323,740,000.00","323,740,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"53,094,429.35","53,094,429.35","53,094,429.35",,"572,979,096.35","572,979,096.35","572,979,096.35","572,979,096.35","412,979,096.35","412,979,096.35","458,683,494.81","464,239,792.50","469,796,090.19","475,352,387.88","478,420,861.20","479,370,588.67","480,279,516.14"
无形资产,"123,382,933.19","120,624,172.14","114,940,758.30",,"141,469,687.52","140,078,360.96","231,111,160.38","229,325,295.08","228,429,208.25","230,261,535.06","214,756,262.70","212,890,453.81","211,024,644.94","209,158,836.06","207,519,576.52","205,642,049.57","208,244,160.64"
盈余公积,"26,976,023.97","42,062,199.54","56,905,618.48",,"56,905,618.48","56,905,618.48","71,854,611.61","71,854,611.61","71,854,611.61","71,854,611.61","90,745,232.30","90,745,232.30","90,745,232.30","90,745,232.30","101,398,173.67","101,398,173.67","101,398,173.67"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"45,740,200.00","45,740,200.00","45,740,200.00","45,740,200.00","26,995,320.00","26,995,320.00","27,014,520.00"
商誉,,,,,,,,,,,,,,,,,
未分配利润,"240,397,083.98","388,172,989.75","453,586,492.07",,"476,222,730.67","522,764,739.88","532,379,651.47","576,130,249.53","574,571,379.13","640,587,504.12","653,491,176.00","686,863,132.54","650,681,683.68","681,165,658.76","692,276,099.96","730,827,360.10","704,430,837.75"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"571,884.57","875,187.52","1,220,974.52",,"1,136,469.52","1,611,007.31","1,076,656.48","1,269,568.36","1,245,700.15","1,630,833.28","1,730,676.24","1,721,344.66","3,367,381.71","4,317,881.71","2,055,683.98","2,599,733.45","2,739,650.81"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,"5,127,438.25","2,258,616.02","29,719,062.85",,"5,886,345.86","78,418,273.45","7,975,729.45","10,627,007.05","23,119,823.05","21,182,100.82","19,279,681.37","18,328,974.34","19,271,631.08","14,348,808.58","15,867,450.06","21,752,325.88","20,061,317.96"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"310,930,184.28","422,846,826.79","446,267,500.19",,"446,045,522.09","517,423,297.45","537,572,487.73","541,060,777.55","587,922,194.34","603,175,422.04","611,612,003.49","651,009,362.32","657,689,849.81","669,013,087.79","653,260,826.78","658,355,477.83","858,899,153.91"
所有者权益(或股东权益)合计,"440,467,537.30","603,329,618.64","683,586,539.90","682,319,596.71","1,266,107,445.50","1,312,649,454.71","1,337,213,359.43","1,380,963,957.49","1,379,405,087.09","1,445,421,212.08","1,480,919,703.11","1,519,847,957.34","1,489,222,806.17","1,525,263,078.94","1,568,839,814.83","1,608,340,802.44","1,582,834,007.56"
资产总计,"582,130,708.41","730,678,760.24","837,724,514.95","843,001,971.21","1,414,126,872.74","1,473,894,925.33","1,503,703,764.15","1,545,114,705.04","1,538,032,979.30","1,602,487,081.49","1,736,825,580.03","1,758,988,117.74","1,727,240,662.46","1,769,144,640.63","1,805,111,236.09","1,836,925,830.90","1,815,600,912.91"
负债和所有者(或股东权益)合计,"582,130,708.41","730,678,760.24","837,724,514.95","843,001,971.21","1,414,126,872.74","1,473,894,925.33","1,503,703,764.15","1,545,114,705.04","1,538,032,979.30","1,602,487,081.49","1,736,825,580.03","1,758,988,117.74","1,727,240,662.46","1,769,144,640.63","1,805,111,236.09","1,836,925,830.90","1,815,600,912.91"
