科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
存货,"222,001,747.59","324,127,526.45","408,970,681.49","444,232,550.22","383,343,092.65","357,220,084.59","476,065,085.32","621,082,470.08","555,815,406.59","448,202,396.06","620,737,435.93","615,235,302.37","512,453,705.87","534,544,676.17","794,646,138.01","876,625,086.23","725,825,106.63","511,783,006.70","631,703,036.89","594,374,428.41","617,880,162.41","410,520,967.81","755,582,544.85","973,901,922.65","916,840,008.16","721,885,817.90","861,863,200.99","709,482,230.36"
其他应付款,"135,777,037.39","22,654,449.28","29,212,229.06","30,800,213.62","47,284,256.14","58,192,195.41","37,565,558.20","59,188,094.17","45,019,043.48","41,745,491.74","38,000,443.91","42,258,083.17","31,383,215.40","65,294,247.74","60,384,692.72","77,753,850.78","221,255,637.57","141,529,412.32","136,979,704.70","188,204,456.39","221,951,659.05","259,741,726.81","306,513,790.68","396,108,964.70","288,518,499.00","246,186,361.57","242,243,429.61","334,915,371.17"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"81,600,000.00","72,000,000.00","90,816,000.14","90,816,000.14"
其他流动资产,,,,,,,"20,533,954.47","20,309,102.53","36,284,961.43","19,941,632.28","121,121,506.12","2,385,684.80","3,605,282.54","46,612,339.05","46,285,449.54","35,138,594.89","36,723,069.91","23,707,720.06","334,192,598.19","37,576,784.68","63,703,556.13","25,250,949.68","63,688,047.38","61,196,681.55","1,594,018,598.07","1,707,751,435.75","2,176,016,857.76","1,663,484,278.17"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"948,170,651.31","1,083,345,535.05","1,446,824,935.79","1,333,963,491.00","1,893,202,438.78","1,776,719,560.27","1,742,168,729.72","1,997,965,993.08","2,036,883,719.88","1,986,396,758.04","2,201,012,545.82","2,098,339,880.53","2,202,549,897.13","2,199,442,164.16","2,218,045,616.14","2,360,627,934.20","2,724,113,767.61","2,386,539,320.81","2,551,667,957.23","2,388,131,507.30","2,771,124,682.50","2,864,859,827.24","3,302,467,407.40","6,414,449,562.91","6,486,991,637.61","7,301,223,921.06","7,451,411,987.55","7,214,681,412.31"
流动负债合计,"754,909,460.03","903,060,699.44","1,222,295,522.63","1,112,900,568.86","1,307,801,489.94","1,162,202,379.72","1,122,020,111.78","1,350,702,403.88","1,362,698,794.49","1,283,415,417.51","1,477,536,174.76","1,355,148,607.59","1,430,794,992.93","1,467,162,960.20","1,675,511,895.57","1,794,296,866.80","2,166,813,136.80","1,798,599,810.44","2,149,561,413.43","1,953,935,675.64","2,227,759,425.99","2,218,675,901.58","2,667,404,860.00","3,206,092,443.37","3,949,843,656.30","4,850,464,445.93","5,092,037,144.40","4,888,682,057.76"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"15,000,000.00","35,000,000.00","41,000,000.00","89,510,000.00","344,016,663.31","617,936,663.31","679,336,663.31","687,336,663.31"
长期借款,,,"80,000,000.00","70,000,000.00",,,,,,,,,,,,,,,"360,000,000.00","342,000,000.00","324,000,000.00","306,000,000.00","428,000,000.00","398,330,000.00","168,000,000.00","350,160,000.00","308,343,999.86","285,935,999.79"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,"986,736,198.96","988,225,193.76","989,246,188.56","990,267,183.36","891,674,695.83"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,"299,987.98","299,987.98","449,983.11","10,405,589.01","203,104,538.57","207,041,733.77","209,316,148.76","215,281,546.19","215,898,657.02","226,038,332.12"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,"4,654,392.00","6,457,635.80","16,772,359.30","16,468,448.30","24,526,200.00","27,404,100.00","27,586,385.67","31,814,529.73","32,870,482.80","32,400,574.91","30,551,361.66","31,356,456.24","29,968,869.68","22,863,896.86","20,988,032.44","24,669,936.87","27,237,569.41","28,015,276.80","24,253,315.11","23,977,767.13","22,692,305.95","24,307,978.82","22,730,843.54","21,164,365.46","23,265,519.49","24,641,880.37","21,272,680.06","21,742,283.68"
固定资产,"108,615,855.37","144,047,857.93","273,340,516.12","391,546,971.76","409,688,485.65","411,949,253.42","436,845,203.53","497,793,482.31","521,098,837.05","549,109,958.91","563,320,867.67","580,913,167.12","583,717,787.19","596,821,645.74","636,536,513.04","658,374,686.62","688,750,263.88","1,015,206,904.15","1,058,948,093.97","1,110,517,219.37","1,103,972,791.05","1,093,405,345.39","1,083,514,692.91","1,134,042,666.22","1,169,665,622.94","1,229,145,197.44","1,291,509,065.05","1,270,775,481.05"
递延所得税负债,"793,797.35","4,172,064.53","808,736.54","315,539.05","-77,965.91","-68,227.95","1,163,154.69","2,371,710.22","1,480,730.11","2,415,143.74","1,725,691.71",,,"1,921,971.52","2,095,013.71","509,246.31",,"-1,511,522.11","238,197.30","792,119.72","2,086,512.98","198,100.46","184,734.84","162,458.82","308,003.61","144,638.00","2,839,505.72","5,980,696.27"
在建工程,,"85,325,716.50","111,519,734.13","10,596,908.55","29,778,136.78","44,193,467.74","52,859,995.19",,,,,,"2,879,618.65","78,188,403.04","176,485,810.68","251,422,899.68","286,422,039.18",,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,"559,944,044.00","536,550,000.00","536,550,000.00","536,550,000.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"5,448,189.35","10,629,700.33","97,581,095.84","86,783,987.35","24,448,234.09","27,335,872.05","28,749,540.36","34,186,239.95","34,351,212.91","34,815,718.65","32,277,053.37","31,356,456.24","29,968,869.68","24,785,868.38","23,083,046.15","25,179,183.18","28,871,550.40","26,503,754.69","384,491,512.41","366,769,886.85","348,778,818.93","330,506,079.28","450,915,578.38","1,406,393,023.24","1,739,742,760.86","1,900,742,706.93","1,859,273,369.00","1,741,883,675.57"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"760,357,649.38","913,690,399.77","1,319,876,618.47","1,199,684,556.21","1,332,249,724.03","1,189,538,251.77","1,150,769,652.14","1,384,888,643.83","1,397,050,007.40","1,318,231,136.16","1,509,813,228.13","1,386,505,063.83","1,460,763,862.61","1,491,948,828.58","1,698,594,941.72","1,819,476,049.98","2,195,684,687.20","1,825,103,565.13","2,534,052,925.84","2,320,705,562.49","2,576,538,244.92","2,549,181,980.86","3,118,320,438.38","4,612,485,466.61","5,689,586,417.16","6,751,207,152.86","6,951,310,513.40","6,630,565,733.33"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"124,000,000.00","124,000,000.00","124,000,000.00","124,000,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","165,350,000.00","226,953,652.00","635,470,226.00","635,470,226.00","635,470,225.00","637,712,605.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"77,050,976.37","77,050,976.37","77,050,976.37","77,050,976.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","451,013,626.37","465,326,693.04","479,639,759.73","493,278,652.78","2,304,763,086.20","1,166,672,921.08","1,168,915,821.08","1,085,723,415.60","1,136,388,442.71"
无形资产,"6,717,345.88","36,927,916.33","68,964,195.56","75,429,584.49","75,057,364.11","75,039,977.22","74,494,694.93","74,054,766.31","73,614,837.70","73,174,909.09","74,391,299.68","73,905,362.20","73,419,424.72","72,933,487.24","72,447,549.76","71,961,612.28","71,475,674.80","70,989,737.32","69,164,171.74","68,263,881.29","67,356,729.34","66,453,091.48","65,397,915.41","64,509,186.47","65,320,551.67","63,181,505.23","61,858,680.36","55,228,819.17"
盈余公积,"11,799,457.20","24,948,007.66","39,359,572.25","39,517,120.00","39,359,572.25","39,359,572.25","55,521,081.72","55,521,081.72","55,521,081.72","55,521,081.72","74,758,355.75","74,758,355.75","74,758,355.75","74,758,355.75","94,340,941.81","94,340,941.81","94,340,941.81","94,340,941.81","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07","119,716,312.07"
开发支出,,,,,,,,,,,,,,,,,,,,,,,"10,356,781.08","20,827,129.71","32,400,486.93","47,794,283.36","57,983,278.44","81,323,592.75"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,"39,500.71","39,500.71","39,550.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","39,500.71","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50","547,890,932.50"
未分配利润,"103,005,240.68","221,342,194.88","352,621,753.70","385,364,136.09","435,323,885.89","480,751,373.24","499,977,823.25","531,573,024.84","581,570,488.74","640,549,395.39","659,908,784.16","698,793,716.09","738,820,128.57","792,330,799.73","805,443,737.81","834,141,114.57","890,299,790.87","960,683,817.71","1,000,804,212.58","1,042,614,975.48","1,144,878,980.58","1,245,698,862.62","1,272,062,383.05","1,240,878,052.01","1,323,704,962.48","1,436,176,435.76","1,603,607,472.34","1,691,351,908.96"
长期待摊费用,"10,028,799.48","8,561,170.32","7,118,001.60","8,625,411.22","6,359,726.58","7,758,263.32","5,625,912.00","6,366,787.93","5,105,235.59","4,731,223.70","4,795,823.27","4,345,582.64","4,857,258.68","4,382,768.06","3,908,277.44","3,433,786.82","2,959,296.20","2,484,805.58","2,461,836.22","1,973,350.12","1,499,820.32","1,056,534.53","3,477,749.52","2,751,809.87","2,345,298.72","2,207,893.71","2,641,587.99","2,225,740.18"
少数股东权益,,,,,,,,,,,,,,,,,,,"61,637,089.92","79,680,707.00","98,073,543.40","122,935,737.99","165,958,972.51","60,096,921.96","19,780,210.75","20,094,593.25","18,411,415.50","16,543,840.57"
递延所得税资产,"2,680,671.59","2,783,881.84","5,102,036.88","5,414,870.94","9,171,155.93","10,312,800.95","10,598,147.40","12,125,846.42","13,763,073.30","17,212,889.19","17,283,957.26","18,877,268.84","23,242,486.22","23,593,641.48","17,539,925.03","18,461,312.42","22,928,503.87","21,231,682.45","19,643,356.36","18,933,508.21","25,300,943.72","31,054,283.21","33,500,325.97","43,824,627.65","52,109,225.94","63,759,360.78","59,716,456.70","76,984,588.99"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"89,740,054.91",,,,"82,497,830.78","43,070,796.64","37,287,891.47","32,397,049.91","43,976,415.43","37,428,341.75","45,724,481.16","44,519,237.44","45,992,044.99","72,343,280.26"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"128,042,672.32","277,686,043.63","466,083,985.00","491,653,297.67","530,094,369.76","549,293,263.36","580,463,453.76","590,380,383.68","613,621,484.35","644,268,481.60","659,831,448.59","678,080,881.51","688,156,076.17","775,959,446.27","996,697,631.57","1,003,693,798.53","1,072,575,278.64","1,109,952,630.21","1,780,906,209.55","1,790,949,676.11","1,798,759,091.51","1,817,662,826.03","2,032,219,351.39","2,147,826,427.94","2,468,789,411.93","2,831,716,619.96","2,962,827,366.36","3,020,147,430.33"
所有者权益(或股东权益)合计,"315,855,674.25","447,341,178.91","593,032,302.32","625,932,232.46","1,091,047,084.51","1,136,474,571.86","1,171,862,531.34","1,203,457,732.93","1,253,455,196.83","1,312,434,103.48","1,351,030,766.28","1,389,915,698.21","1,429,942,110.69","1,483,452,781.85","1,516,148,305.99","1,544,845,682.75","1,601,004,359.05","1,671,388,385.89","1,798,521,240.94","1,858,375,620.92","1,993,345,529.09","2,133,340,672.41","2,216,366,320.41","3,949,790,524.24","3,266,194,632.38","3,381,733,388.16","3,462,928,840.51","3,604,263,109.31"
资产总计,"1,076,213,323.63","1,361,031,578.68","1,912,908,920.79","1,825,616,788.67","2,423,296,808.54","2,326,012,823.63","2,322,632,183.48","2,588,346,376.76","2,650,505,204.23","2,630,665,239.64","2,860,843,994.41","2,776,420,762.04","2,890,705,973.30","2,975,401,610.43","3,214,743,247.71","3,364,321,732.73","3,796,689,046.25","3,496,491,951.02","4,332,574,166.78","4,179,081,183.41","4,569,883,774.01","4,682,522,653.27","5,334,686,758.79","8,562,275,990.85","8,955,781,049.54","10,132,940,541.02","10,414,239,353.91","10,234,828,842.64"
负债和所有者(或股东权益)合计,"1,076,213,323.63","1,361,031,578.68","1,912,908,920.79","1,825,616,788.67","2,423,296,808.54","2,326,012,823.63","2,322,632,183.48","2,588,346,376.76","2,650,505,204.23","2,630,665,239.64","2,860,843,994.41","2,776,420,762.04","2,890,705,973.30","2,975,401,610.43","3,214,743,247.71","3,364,321,732.73","3,796,689,046.25","3,496,491,951.02","4,332,574,166.78","4,179,081,183.41","4,569,883,774.01","4,682,522,653.27","5,334,686,758.79","8,562,275,990.85","8,955,781,049.54","10,132,940,541.02","10,414,239,353.91","10,234,828,842.64"
