科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"9,544,589.01","26,107,778.67","19,019,587.96","26,190,295.93","35,206,990.82","21,206,946.30","30,589,031.88","42,556,156.44","55,993,492.62","31,998,002.30","54,840,531.94","76,422,899.85","103,290,430.47","49,685,726.86","85,034,745.36","123,934,399.95","164,303,525.30","82,670,485.00","136,097,569.50","199,307,978.81","269,984,580.04","120,287,534.45","211,162,380.89","318,032,557.44","422,890,113.53","160,610,036.36","265,196,341.43","381,830,266.74","488,147,739.19","119,164,719.27","254,640,542.55","371,553,767.46","472,742,421.80","111,719,488.51","246,704,616.70","353,213,768.65","471,910,344.87","120,212,182.93"
取得借款收到的现金,"73,803,786.89","124,000,000.00","30,000,000.00","75,827,768.83","70,000,000.00","3,822,728.00","3,822,728.00","63,822,728.00","63,822,728.00","30,000,000.00","47,607,537.14","47,607,537.14","263,226,762.14",,"162,943,000.00","385,101,555.00","700,696,962.20","13,098,494.25","535,345,840.60","1,104,742,826.13","1,519,578,586.07","715,327,486.60","1,043,349,978.14","1,535,883,464.74","1,655,088,009.59","431,230,617.06","1,369,363,499.98","2,096,937,575.91","1,779,288,090.25","218,738,000.00","603,224,712.00","852,196,232.00","927,996,232.00","88,162,000.00","188,162,000.00","311,162,000.00","467,162,000.00","165,000,000.00"
支付的各项税费,"42,464,962.07","43,792,944.71","40,823,598.17","62,531,321.36","75,695,178.55","50,730,547.49","64,802,934.39","80,480,660.65","97,744,845.03","31,093,611.48","78,710,857.57","103,559,422.64","132,963,328.10","44,187,255.88","65,740,438.18","104,872,965.61","187,336,261.11","112,977,589.72","194,061,111.87","365,433,296.94","369,961,510.98","108,988,947.24","222,814,768.99","303,777,797.04","450,290,606.43","102,109,876.32","138,270,283.86","178,586,335.69","224,223,481.79","72,167,761.02","130,821,958.82","180,394,128.72","222,621,087.22","67,693,192.43","123,685,303.21","161,515,753.41","205,889,174.29","79,704,746.74"
收到其他与筹资活动有关的现金,"6,000,000.00",,"8,000,000.00","8,000,000.00","8,000,000.00",,,,"3,803,000.00","8,727,000.00","8,727,000.00","8,727,000.00","15,095,000.00",,"81,330,000.00","107,871,190.97","110,117,215.78",,"15,349,151.67","13,384,766.58","30,815,691.18","2,819,800.00","59,336,209.62","70,238,377.68","75,975,589.20","35,519,041.16","1,725,402.12","162,649,214.15","434,254,210.08","91,544,491.25","124,570,940.65","141,708,308.92","189,919,033.97","8,901,051.56","16,558,452.39","16,561,149.91","42,455,572.01","15,267,156.00"
支付其他与经营活动有关的现金,"12,405,779.49","20,939,069.17","12,314,148.44","19,207,142.12","23,618,017.44","9,876,517.38","17,870,782.86","30,321,407.44","39,192,810.15","18,022,976.05","32,261,146.53","50,731,904.25","92,806,887.09","26,928,217.54","47,176,316.88","84,167,288.94","123,074,615.91","46,217,040.11","84,269,754.65","100,416,028.70","188,297,960.29","52,066,266.56","138,018,897.19","257,685,748.92","274,467,873.18","84,474,735.70","160,355,789.84","228,398,444.41","305,316,431.73","77,861,730.23","135,660,382.65","204,864,340.25","277,328,174.82","74,427,966.36","174,643,218.24","293,791,048.81","368,080,019.88","135,092,257.20"
筹资活动现金流入小计,"86,771,386.89","126,013,500.00","39,750,000.00","85,977,768.83","80,150,000.00","1,705,290,228.00","1,705,290,228.00","1,765,290,228.00","1,769,093,228.00","38,727,000.00","57,834,537.14","60,234,537.14","282,761,762.14",,"244,273,000.00","494,221,965.97","816,311,627.18","13,098,494.25","550,694,992.27","1,124,227,612.71","1,557,668,077.25","3,675,467,197.05","4,060,006,098.21","4,563,441,752.87","4,698,183,509.24","466,749,658.22","1,371,088,902.10","2,259,586,790.06","2,213,542,300.33","500,282,491.25","727,795,652.65","993,904,540.92","1,117,915,265.97","97,063,051.56","204,720,452.39","327,723,149.91","509,617,572.01","193,267,156.00"
经营活动现金流出小计,"317,649,537.34","476,910,271.66","276,202,153.08","414,701,442.52","529,648,167.02","230,678,264.59","438,243,039.76","697,067,229.68","951,265,303.26","401,632,814.66","716,958,313.11","1,045,692,694.74","1,561,274,033.84","476,814,903.59","788,387,837.89","1,414,828,190.41","2,144,528,385.24","810,304,971.34","1,720,204,128.93","2,868,762,976.90","3,557,959,290.37","848,084,335.64","1,687,368,406.35","2,834,932,887.79","3,746,649,093.09","1,169,750,730.92","1,865,857,787.89","2,704,773,037.07","3,327,831,763.12","643,045,278.54","1,217,261,808.69","2,015,729,915.50","2,623,845,540.21","616,012,893.66","1,293,673,584.96","2,050,848,482.45","2,743,135,984.80","898,515,995.97"
偿还债务支付的现金,"27,000,000.00","116,803,786.89","60,000,000.00","75,000,000.00","105,000,000.00","30,000,000.00","30,000,000.00","90,000,000.00","90,000,000.00","30,000,000.00","34,322,768.74","34,322,768.74","134,322,768.74",,"7,085,290.59","62,555,915.59","231,982,715.59","56,616,358.25","205,447,838.29","492,097,903.32","1,300,951,259.80","584,695,575.27","1,371,200,916.59","1,660,607,241.21","1,909,188,041.21","309,295,325.00","402,630,285.00","1,148,714,602.13","1,750,594,272.13","337,245,914.06","546,551,569.87","793,282,827.47","944,974,355.12","111,561,416.00","111,561,416.00","347,204,816.00","425,204,816.00","246,116,819.63"
经营活动产生的现金流量净额,"985,221.37","97,663,441.93","28,396,823.74","-3,678,219.12","145,492,669.09","-113,699,663.04","-132,634,759.65","-173,022,281.97","-44,759,372.70","-132,622,907.59","-139,150,520.69","-84,353,161.62","-139,510,883.12","-113,654,691.55","-100,798,103.62","-202,223,633.43","174,686,445.89","-222,021,669.89","83,309,841.06","-94,789,430.02","509,701,686.99","-5,249,492.22","860,267,863.73","516,235,037.96","457,802,590.87","-187,184,171.82","71,583,313.48","-131,347,453.11","68,967,597.63","8,481,193.93","176,290,454.90","193,689,792.85","346,405,206.15","-1,326,252.81","169,716,386.46","272,078,969.11","443,968,213.41","79,276,093.10"
分配股利、利润或偿还利息支付的现金,"5,342,368.55","6,988,200.51","38,246,969.08","39,005,199.62","39,847,739.53","3,314,584.57","72,242,049.12","72,356,273.52","72,459,996.75","189,959.87","92,084,359.87","92,105,353.41","92,178,242.30","1,043,952.53","72,128,562.70","73,966,559.65","80,131,964.30","1,834,219.43","121,432,264.83","122,363,166.37","142,004,796.00","5,325,719.78","175,688,193.72","192,958,987.64","200,187,331.01","5,053,585.57","202,979,733.96","215,381,810.28","224,925,384.34","10,550,269.00","47,280,009.43","51,910,323.68","59,763,593.74","5,423,829.96","39,382,624.39","44,004,682.85","49,058,572.69","5,892,510.13"
收回投资收到的现金,"461,000.00",,,,,,,,,,,,,,,"5,773,502.34","9,600,000.00",,,,,,,,"5,000,000.00",,,"1,876,172.61","1,876,172.60",,,"2,818,379.58","2,818,379.58",,,,,
支付其他与筹资活动有关的现金,"14,856,000.00",,"8,000,000.00","8,000,000.00","25,223,000.00","12,332,552.54","16,834,202.80","17,895,202.80","15,003,537.59","4,289,000.00","37,309,000.00","79,487,882.00","159,245,746.70","14,263,525.99","147,185,277.51","191,076,332.71","93,280,232.74","7,053,519.56","413,036,253.38","485,384,658.74","18,554,891.16","523,328,707.33","109,672,216.04","63,471,652.19","162,677,736.01","36,087,354.47","49,049,448.02","82,240,308.05","430,210,458.51","31,050,049.98","69,174,947.92","94,086,824.87","146,397,496.54","10,091,610.00","34,503,738.94","327,241,547.32","314,324,795.79","35,994,332.17"
取得投资收益收到的现金,,,,,,,"2,557,047.19","2,557,047.19","2,557,047.19",,,,,,"5,773,502.34",,"6,925,502.34",,"8,371,649.33","8,371,649.33","12,060,687.98",,,,"15,589,085.31",,,,,,,"6,426,187.01","6,426,187.01",,"3,500,000.00","3,500,000.00","3,500,000.00",
筹资活动现金流出小计,"47,198,368.55","123,791,987.40","106,246,969.08","122,005,199.62","170,070,739.53","45,647,137.11","119,076,251.92","180,251,476.32","177,463,534.34","34,478,959.87","163,716,128.61","205,916,004.15","385,746,757.74","15,307,478.52","226,399,130.80","327,598,807.95","405,394,912.63","65,504,097.24","739,916,356.50","1,099,845,728.43","1,461,510,946.96","1,113,350,002.38","1,656,561,326.35","1,917,037,881.04","2,272,053,108.23","350,436,265.04","654,659,466.98","1,446,336,720.46","2,405,730,114.98","378,846,233.04","663,006,527.22","939,279,976.02","1,151,135,445.40","127,076,855.96","185,447,779.33","718,451,046.17","788,588,184.48","288,003,661.93"
处置固定资产、无形资产和其他长期资产收回的现金净额,"41,200.00","13,330.70","3,600.00","3,650.00","278,280.00",,"2,158.12","2,158.12","2,158.12","7,000.00","37,000.00","120,774.80","242,936.63","42,120.72","144,010.58","254,057.99","167,951.78","35,557.63","59,101.66","99,211.29","106,645.83","164,008.53","171,271.17","220,882.25","281,536.03","9,764,070.73","10,411,979.27","10,454,779.26","10,485,510.94","11,219,905.20","11,533,214.98","11,619,598.22","49,712,864.62","4,150.71","65,757.49","155,671.19","5,505,458.42",310.00
筹资活动产生的现金流量净额,"39,573,018.34","2,221,512.60","-66,496,969.08","-36,027,430.79","-89,920,739.53","1,659,643,090.89","1,586,213,976.08","1,585,038,751.68","1,591,629,693.66","4,248,040.13","-105,881,591.47","-145,681,467.01","-102,984,995.60","-15,307,478.52","17,873,869.20","166,623,158.02","410,916,714.55","-52,405,602.99","-189,221,364.23","24,381,884.28","96,157,130.29","2,562,117,194.67","2,403,444,771.86","2,646,403,871.83","2,426,130,401.01","116,313,393.18","716,429,435.12","813,250,069.60","-192,187,814.65","121,436,258.21","64,789,125.43","54,624,564.90","-33,220,179.43","-30,013,804.40","19,272,673.06","-390,727,896.26","-278,970,612.47","-94,736,505.93"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,417,619.31",,,,,,,,,
四、汇率变动对现金的影响,"-124,129.09","-1,182,608.21","-33,615.15","-30,176.48","-29,399.19","-6,913.78","-1,762,280.40","-351,480.06","-43,684.72","-419,987.39","-1,992,543.53","-4,276,031.52","-5,100,325.11","-51,426.46","16,754.31","568,725.78","-2,041,249.22","-4,036,439.48","-23,918,814.65","-25,121,994.42","-43,348,838.29","-2,185,956.87","3,586,013.12","-1,288,454.88","-8,993,661.50","-3,873,235.78","-598,105.63","7,872,225.09","1,195,381.89","14,213,113.11","23,664,450.16","30,156,797.51","56,275,549.40","49,077,149.23","-10,621,617.15","-19,300,020.45","-34,305,394.35","-27,037,406.42"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"8,049,069.29","8,049,069.29","8,049,069.29","8,049,069.29","113,500,000.00","186,615,343.41","183,478,998.69","233,980,506.82","187,600,000.00","187,600,000.00","187,600,000.00","244,818,694.99","380,105,193.56","1,064,026,341.00","1,079,099,451.29","1,102,020,710.51","354,763,403.64","131,790,347.22","45,385,636.43","1,102,380,391.16","546,257,412.90","463,849,926.63","216,714,215.30","1,837,950,392.16","1,467,862,078.91"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"502,200.00","13,330.70","3,600.00","3,650.00","278,280.00",,"2,559,205.31","2,559,205.31","2,559,205.31","7,000.00","37,000.00","120,774.80","242,936.63","8,091,190.01","13,966,582.21","14,076,629.62","24,742,523.41","113,535,557.63","195,046,094.40","191,949,859.31","246,147,840.63","187,764,008.53","187,771,271.17","187,820,882.25","265,689,316.33","389,869,264.29","1,074,438,320.27","1,091,430,403.16","1,118,800,013.36","365,983,308.84","143,323,562.20","66,249,801.24","1,161,337,822.37","546,261,563.61","467,415,684.12","220,369,886.49","1,846,955,850.58","1,467,862,388.91"
五、现金及现金等价物净增加额,"20,115,459.00","66,853,377.80","-55,767,012.48","-60,411,848.40","23,249,855.37","1,536,835,011.15","1,436,770,435.39","1,389,145,025.99","1,484,750,262.78","-145,322,450.95","-569,638,263.86","-668,189,103.87","-696,286,741.53","-192,724,370.40","-334,739,929.42","-462,576,712.58","-98,033,764.82","-239,796,136.06","-116,728,573.44","-239,486,448.25","125,236,729.38","2,533,498,131.71","3,142,931,815.02","2,817,387,716.48","1,373,260,992.61","159,133,405.33","131,805,659.10","-271,352,825.80","-618,570,037.44","415,542,745.41","-303,839,991.87","-621,170,013.33","-390,148,788.08","100,798,780.13","117,930,606.85","-236,231,733.09","-146,503,439.26","93,259,996.19"
购建固定资产、无形资产和其他长期资产支付的现金,"18,159,851.62","24,226,112.75","17,636,851.99","20,679,672.01","32,570,955.00","9,101,502.92","15,519,444.90","22,992,907.92","61,049,317.72","16,534,596.10","179,432,965.87","290,781,576.22","270,879,041.99","68,301,963.88","259,327,765.74","432,364,904.00","496,263,966.88","74,867,981.33","122,599,235.18","267,212,247.96","427,126,570.80","166,197,759.76","254,925,158.50","426,373,627.03","610,102,604.40","145,099,181.60","264,295,046.67","330,551,515.96","469,925,377.02","59,012,796.52","73,289,405.97","67,472,791.24","144,627,278.98","44,954,433.69","102,295,321.51","113,346,933.85","124,193,237.24","68,553,817.64"
期初现金及现金等价物余额,"18,277,882.01","38,393,341.01","105,246,718.81","105,246,718.81","105,246,718.81","141,916,574.18","128,496,574.18","128,496,574.18","128,496,574.18","1,613,246,836.96","1,613,246,836.96","1,613,246,836.96","1,613,246,836.96","916,960,095.43","916,960,095.43","916,960,095.43","916,960,095.43","818,926,330.61","818,926,330.61","818,926,330.61","818,926,330.61","944,163,059.99","944,163,059.99","944,163,059.99","944,163,059.99","2,317,424,052.60","2,317,424,052.60","2,317,424,052.60","2,317,424,052.60","1,698,854,015.16","1,698,854,015.16","1,698,854,015.16","1,698,854,015.16","1,308,705,227.08","1,308,705,227.08","1,308,705,227.08","1,308,705,227.08","1,162,201,787.82"
投资支付的现金,"2,661,000.00","7,636,186.47",,,,,"2,086,261.05","2,086,261.05","3,586,261.05",,"143,217,642.30","143,217,642.30","168,454,432.34","3,500,000.00","6,471,265.78","9,256,688.57","27,574,232.57",,"9,345,094.84","14,278,594.83","14,278,594.83","42,749,862.64","57,212,946.36","105,409,993.65","85,597,629.66","10,892,662.94","16,282,662.94","127,212,260.05","127,212,260.05",,,,"1,000,000.00","11,405,441.81","13,726,821.13","13,726,821.13","13,726,821.13","44,461,396.30"
期末现金及现金等价物余额,"38,393,341.01","105,246,718.81","49,479,706.33","44,834,870.41","128,496,574.18","1,678,751,585.33","1,565,267,009.57","1,517,641,600.17","1,613,246,836.96","1,467,924,386.01","1,043,608,573.10","945,057,733.09","916,960,095.43","724,235,725.03","582,220,166.01","454,383,382.85","818,926,330.61","579,130,194.55","702,197,757.17","579,439,882.36","944,163,059.99","3,477,661,191.70","4,087,094,875.01","3,761,550,776.47","2,317,424,052.60","2,476,557,457.93","2,449,229,711.70","2,046,071,226.80","1,698,854,015.16","2,114,396,760.57","1,395,014,023.29","1,077,684,001.83","1,308,705,227.08","1,409,504,007.21","1,426,635,833.93","1,072,473,493.99","1,162,201,787.82","1,255,461,784.01"
