科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"135,195,117.12","163,933,811.25","186,580,730.31",,"109,892,565.78","159,245,002.76","218,696,117.29","51,828,177.65","123,923,416.54","182,104,146.08","258,704,367.16","57,328,145.39","129,766,748.26","194,699,668.12","313,942,768.96","88,314,231.20","189,507,741.07","277,664,251.79","386,634,456.69","74,917,766.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"74,678,094.03",,,,,
收到的税费返还,,,,,,,,,,,,,,,"1,790,880.00","1,679,360.00","2,938,880.00","5,669,155.18","5,540,800.00","406,356.32"
支付其他与投资活动有关的现金,"750,000.00",,,,"20,000.00","20,000.00",,,,"4,000.00",,,,,,"63,571.36",,"10,173,328.83",,
收到其他与经营活动有关的现金,"3,938,303.10","2,090,805.01","5,407,365.85",,"2,143,791.96","5,647,621.07","4,203,660.86","633,681.65","2,313,354.63","4,123,634.53","1,837,240.00","1,187,372.65","3,753,829.84","5,595,986.67","4,512,585.10","4,816,461.82","10,830,236.30","13,364,119.26","7,316,737.53","717,010.04"
投资活动现金流出小计,"38,476,519.90","37,796,395.51","32,665,362.31",,"137,128,939.65","260,196,782.29","366,870,157.85","26,801,732.86","129,045,500.51","252,301,681.49","410,271,378.86","240,449,364.15","289,819,217.77","454,450,554.99","708,058,383.88","133,986,092.02","258,760,149.47","552,240,215.92","770,785,123.32","181,038,352.37"
经营活动现金流入小计,"139,133,420.22","166,024,616.26","191,988,096.16",,"112,036,357.74","164,892,623.83","222,899,778.15","52,461,859.30","126,236,771.17","186,227,780.61","260,541,607.16","58,515,518.04","133,520,578.10","200,295,654.79","320,246,234.06","94,810,053.02","203,276,857.37","296,697,526.23","399,491,994.22","76,041,132.46"
投资活动产生的现金流量净额,"-15,989,473.54","-31,314,299.13","-10,104,494.51",,"-123,597,982.98","-125,301,830.78","-124,291,954.96","94,663,797.34","19,872,911.65","-2,232,756.89","-38,911,725.45","6,231,023.05","78,670,614.44","10,141,778.54","-30,922,348.00","-12,657,747.85","-997,536.34","-77,372,989.62","-92,273,931.23","-10,345,030.30"
购买商品、接受劳务支付的现金,"60,033,608.14","82,217,852.99","85,228,091.34",,"51,914,677.69","82,229,945.51","102,207,593.78","20,365,194.93","48,782,340.35","85,462,712.81","118,690,808.74","33,817,976.81","67,711,428.68","109,789,876.73","156,656,492.15","65,895,673.34","112,511,236.44","157,084,279.69","191,992,385.97","45,017,722.44"
吸收投资收到的现金,,,,,"148,686,000.00","148,686,000.00","155,559,200.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"14,596,909.61","19,943,237.92","25,224,999.50",,"15,550,492.83","22,586,097.50","29,384,971.19","9,035,391.38","16,893,698.74","24,784,147.25","33,189,965.08","10,930,467.05","19,892,535.77","29,673,254.67","41,764,643.68","14,830,036.44","27,192,258.55","40,435,030.02","53,647,795.49","17,946,811.39"
取得借款收到的现金,,"2,300,000.00",,,,,,,,,,,,,,,,,,
支付的各项税费,"17,208,672.01","17,143,047.51","23,063,753.51",,"13,576,929.73","19,645,538.01","26,324,873.21","7,178,008.34","15,774,517.95","22,221,023.84","29,197,728.36","5,992,373.58","13,759,130.43","19,934,658.13","29,575,456.73","8,095,571.19","20,822,093.22","29,163,504.68","41,089,578.18","7,553,379.66"
收到其他与筹资活动有关的现金,"3,012,338.39",,,,"6,873,200.00","6,873,200.00",,,,,"1,000,000.00",,,,,,"2,684,040.48","1,013,105.94","2,794,175.40",
支付其他与经营活动有关的现金,"20,880,165.41","20,831,163.61","21,643,630.60",,"12,927,298.14","17,899,198.87","22,324,932.38","7,239,440.38","13,312,879.94","20,567,960.08","24,129,086.89","6,783,012.95","13,867,511.69","24,546,795.74","28,737,498.48","14,899,195.38","25,329,294.34","40,122,973.08","37,997,795.95","9,892,270.79"
筹资活动现金流入小计,"3,012,338.39","2,300,000.00",,,"155,559,200.00","155,559,200.00","155,559,200.00",,,,"1,000,000.00",,,,,,"2,684,040.48","1,013,105.94","2,794,175.40",
经营活动现金流出小计,"112,719,355.17","140,135,302.03","155,160,474.95",,"93,969,398.39","142,360,779.89","180,242,370.56","43,818,035.03","94,763,436.98","153,035,843.98","205,207,589.07","57,523,830.39","115,230,606.57","183,944,585.27","256,734,091.04","103,720,476.35","185,854,882.55","266,805,787.47","324,727,555.59","80,410,184.28"
