科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"1,874,078,277.34","78,806,308.69","54,657,379.90","75,470,902.00","89,136,319.17","59,610,786.92","109,946,140.16","119,383,303.67","109,800,314.44","70,907,923.00","141,030,983.53","109,092,162.45","134,794,720.61","56,690,475.60","80,010,291.86","92,437,580.82","172,556,800.81","76,281,553.35","90,372,350.59","112,700,038.98","132,311,693.99","73,695,336.40","198,407,503.31","206,878,893.58","244,382,758.69"
应付职工薪酬,"62,542,358.24","68,383,453.75","73,639,370.68","40,904,075.34","48,481,930.09","64,613,421.55","43,909,513.99","52,179,791.74","59,229,578.80","56,395,376.93","34,497,225.87","45,666,937.17","50,453,926.25","57,168,682.04","40,775,756.53","47,475,954.89","60,174,173.90","76,604,039.21","57,893,679.09","62,680,758.37","75,541,763.94","94,492,672.25","94,302,297.52","96,454,483.26","96,440,665.77"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"30,247,972.58","38,477,612.61","35,336,783.95","27,059,698.08","32,131,701.19","6,488,669.63","33,283,951.56","2,799,437.87","22,471,221.19","-4,692,448.41","15,098,726.77","180,697.35","16,126,915.52","38,675,528.11","52,816,126.81","31,755,186.60","58,143,999.70","74,799,716.22","64,253,291.73","68,705,057.02","77,698,939.59","37,172,103.20","177,687,225.45","158,363,559.03","211,523,846.60"
应收利息,,,,,,,,,,"7,438,467.39","11,257,652.32","9,145,365.02","3,417,283.62","5,623,412.67","5,258,638.89","8,134,897.88","4,457,770.83","5,907,053.21","7,545,325.44","3,436,963.83","4,087,438.83","2,546,806.12","2,834,557.75","1,059,243.29","2,242,805.08"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,"2,115,806.59","2,135,930.38"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"222,401,942.12","173,508,202.98","251,783,937.36","217,866,835.24","212,367,137.75","257,495,288.92","253,002,444.86","287,261,771.18","266,113,612.61","250,557,359.03","243,220,584.32","216,677,993.00","213,707,770.24","244,955,741.20","207,114,711.13","242,066,178.12","246,983,403.46","421,674,523.68","431,423,912.70","392,658,734.83","442,126,799.30","506,421,747.67","493,151,964.53","512,671,476.74","594,545,416.53"
其他应付款,"566,382,373.12","408,339,181.05","439,829,946.89","413,512,392.48","535,453,411.92","452,173,590.86","440,002,699.87","477,168,556.24","498,605,073.18","514,951,233.12","428,065,193.77","440,466,355.26","494,982,989.11","473,506,124.79","488,257,398.52","501,986,202.19","558,505,160.80","542,050,471.89","663,774,037.10","580,314,668.32","572,711,709.11","588,619,969.78","605,908,832.48","625,140,957.07","627,560,589.25"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"15,856,273.75","2,517,707.55",,,,,"986,229.60","17,413,351.49"
其他流动资产,,,,,,,,,,,,,,"549,686,730.42","638,979,588.98","356,738,240.03","209,341,463.15","370,081,315.70","382,735,748.52","412,558,148.12","365,127,872.35","501,232,070.48","62,839,812.15","106,711,678.08","263,100,040.14"
其他流动负债,,,,,,"5,751,796.08","4,702,317.93","7,086,864.70","5,215,117.73","6,435,703.63","4,826,443.06","15,306,745.89","11,904,096.36","6,852,519.74","5,096,033.23","7,248,707.55","5,408,949.14","7,950,042.37","6,212,789.69","7,930,047.84","6,002,577.06","9,037,756.10","6,778,317.08","13,437,627.29","10,078,220.48"
流动资产合计,"3,370,871,860.31","2,194,147,535.18","2,666,292,633.03","2,445,557,973.34","3,116,495,322.98","3,461,774,085.88","3,391,284,469.96","3,522,735,192.21","3,636,505,841.57","3,422,094,276.10","3,476,012,422.75","3,532,985,930.32","3,473,944,162.88","3,556,659,662.35","3,292,855,540.35","3,292,783,676.86","3,407,307,904.18","4,199,586,580.62","4,260,331,892.21","4,401,095,089.49","4,656,204,658.07","4,796,662,359.03","5,496,207,752.32","5,368,165,521.91","4,719,896,177.37"
流动负债合计,"3,037,332,087.04","1,525,026,814.90","1,968,983,622.48","1,598,671,708.26","1,665,909,499.14","1,929,777,781.51","1,753,977,670.43","1,885,977,412.14","1,888,153,843.57","1,741,286,775.98","1,641,440,651.99","1,852,243,212.95","1,802,015,697.64","1,813,050,337.77","1,624,771,898.42","1,824,145,741.41","1,964,116,787.92","2,671,489,477.08","2,589,128,613.02","2,546,913,280.91","2,710,048,079.92","3,102,225,366.76","3,411,131,351.13","3,310,342,588.56","3,452,498,290.70"
可供出售金融资产,,,,,,,,,,,,,,,,,,"3,339,154.19","3,321,098.89","3,379,489.65","3,901,065.62","4,844,463.03","5,247,586.27","5,276,787.63","5,183,376.62"
长期借款,,,,,,,,,,,,,,,,,,"12,839,368.86","12,164,766.27","11,834,534.74","10,859,145.52","11,199,266.15","100,465,624.63","105,426,418.00","88,141,471.59"
持有至到期投资,,,,,,,,,"29,905,980.00",,,"150,220,020.00","257,241,430.00","251,036,700.00","297,549,500.00","470,690,065.00","355,569,810.00","361,033,771.00","370,240,490.00","223,141,410.00","381,481,030.00","631,306,612.00","315,034,995.00","24,104,230.00","820,923,575.00"
应付债券,,,,,,,,,,,,,,,,,,,,,,,"36,860,500.00","38,748,000.00","39,116,500.00"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,"1,250,000.00",,,,,,,,,,,,"50,000,000.00","50,151,983.34","50,554,125.06","53,470,471.12","16,993,418.82","17,059,082.03","16,682,976.33","16,507,843.14","16,030,761.01","21,280,154.12","22,291,965.09","23,500,743.70","25,218,125.95"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,"8,211,647.24","22,141,330.35","23,765,272.12","28,125,689.66","33,485,164.01","41,228,317.92","38,229,406.48","13,824,381.18","9,690,973.99","9,354,373.96","8,395,979.52","377,100,297.42","384,958,726.35","385,034,436.90","423,163,188.00","423,163,188.00","423,246,444.31","423,246,444.31"
预计负债,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","52,000,000.00","52,000,000.00","51,000,000.00","50,316,032.50"
固定资产,"685,614,544.86","662,786,422.25","1,258,201,090.13","1,262,387,740.41","1,242,316,070.76","1,268,328,582.10","1,411,481,747.55","1,434,578,452.07","1,413,292,510.00","1,592,701,988.24","1,563,384,703.63","1,545,097,439.72","1,523,308,795.84","1,571,074,686.38","1,622,432,647.30","1,641,037,774.46","1,864,324,204.15","2,114,765,833.90","2,000,307,497.99","2,050,568,670.43","2,023,557,105.79","2,160,473,925.46","2,384,455,783.68","2,474,316,459.40","2,486,351,579.70"
递延所得税负债,"14,429,788.83","12,576,404.74","11,686,324.10","9,673,774.10","9,673,774.10","9,461,117.54","9,461,117.54","10,296,785.61","10,296,785.61","9,123,188.50","9,123,188.50","7,972,249.10","7,972,249.10","8,352,550.08","8,352,550.08","8,195,822.59","8,195,822.59","7,527,222.29","37,487,202.55","36,940,776.94","36,940,776.94","46,874,606.74","46,874,606.74","46,506,473.96","47,241,581.50"
在建工程,"297,908,189.88","446,732,445.07","203,379,799.34","232,039,711.87","274,962,434.73","283,192,262.55","173,306,971.20","143,921,212.46","177,659,349.34","139,170,978.63","156,963,517.29","184,737,725.04","244,177,552.17","299,168,354.79","322,000,040.52","343,219,284.26","462,466,853.07","272,572,644.59","317,955,814.36","251,391,619.14","317,447,502.26","211,084,629.53","219,158,818.11","189,965,750.34","280,099,534.26"
其他非流动负债,"6,700,000.00","45,724,025.00","111,082,554.38","108,700,987.99","108,994,508.84","107,471,569.12","107,471,569.12","104,086,233.37","121,576,233.37","125,898,259.98","124,969,843.87","114,836,106.65","114,836,106.65",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"21,129,788.83","58,300,429.74","122,768,878.48","118,374,762.09","118,668,282.94","116,932,686.66","116,932,686.66","114,383,018.98","131,873,018.98","135,021,448.48","134,093,032.37","122,808,355.75","122,808,355.75","128,413,235.13","126,599,884.42","120,373,684.29","179,751,443.99","198,513,067.87","227,212,700.51","222,245,779.24","221,133,878.99","239,824,491.69","416,682,982.02","408,889,946.36","388,222,384.75"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"3,058,461,875.87","1,583,327,244.64","2,091,752,500.96","1,717,046,470.35","1,784,577,782.08","2,046,710,468.17","1,870,910,357.09","2,000,360,431.12","2,020,026,862.55","1,876,308,224.46","1,775,533,684.36","1,975,051,568.70","1,924,824,053.39","1,941,463,572.90","1,751,371,782.84","1,944,519,425.70","2,143,868,231.91","2,870,002,544.95","2,816,341,313.53","2,769,159,060.15","2,931,181,958.91","3,342,049,858.45","3,827,814,333.15","3,719,232,534.92","3,840,720,675.45"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"705,000,000.00","720,000,000.00","720,000,000.00","720,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","804,191,400.00","804,913,410.00","804,913,410.00","798,744,931.00","803,582,685.00","837,768,246.00","837,768,246.00","837,768,246.00","844,606,412.00","845,091,420.00","845,161,180.00","2,113,077,350.00","2,113,077,350.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"133,878,676.86","287,936,881.74","287,936,881.74","287,936,881.74","699,028,835.76","695,028,835.76","695,028,835.76","695,028,835.76","697,874,835.76","681,037,115.01","681,037,115.01","688,986,866.01","729,229,823.81","738,773,753.78","742,056,420.78","662,813,692.02","707,419,903.34","1,166,189,704.53","1,167,562,384.53","1,171,087,268.12","1,233,978,737.11","1,255,082,583.06","1,374,721,406.41","411,927,659.53","411,927,659.53"
无形资产,"124,190,202.02","124,409,363.98","271,138,509.71","267,281,776.30","265,685,634.61","263,867,075.98","269,032,555.79","274,781,091.96","272,785,189.13","315,772,200.03","318,066,821.48","316,053,154.44","317,072,219.29","332,314,041.62","391,276,988.17","402,294,322.37","429,017,999.57","443,362,452.91","397,332,554.45","427,803,873.38","445,621,731.90","452,932,604.55","484,675,573.13","487,542,204.13","618,319,978.52"
盈余公积,"24,491,503.75","6,870,899.97","49,738,447.03","49,738,447.03","49,738,447.03","88,437,978.32","88,437,978.32","88,437,978.32","88,437,978.32","151,236,385.28","151,236,385.28","151,236,385.28","151,236,385.28","173,506,008.05","173,506,008.05","173,506,008.05","173,506,008.05","192,582,479.44","192,582,479.44","192,582,479.44","192,582,479.44","278,669,692.73","278,669,692.73","278,669,692.73","278,669,692.73"
开发支出,,,,,,,,,,,,,,,"4,939,016.80","7,425,518.70","11,573,748.38","26,330,734.24","35,198,638.19","37,487,843.19","44,163,202.95","55,847,885.83","65,939,317.21","72,141,571.21","100,383,391.77"
减:库存股,,,,,,,,,,,,,,,"91,337,515.47",,,,,"23,000,000.00","23,000,000.00","23,000,000.00","23,000,000.00","25,514,243.33","25,514,243.33"
商誉,,,,,,,,,,,,,,,,,"358,902,038.85","865,774,927.69","865,774,927.69","865,774,927.69","865,774,927.69","865,774,927.69","1,006,534,577.16","1,007,516,818.37","1,007,516,818.37"
未分配利润,"591,577,903.51","847,404,120.77","1,245,213,650.84","1,418,876,499.04","1,546,879,779.60","1,627,992,445.57","1,765,333,930.72","1,768,903,291.19","1,905,054,774.03","1,955,982,400.80","2,100,783,366.10","2,108,125,139.11","2,254,945,922.72","2,377,671,489.99","2,536,238,786.82","2,543,739,010.08","2,823,066,797.00","2,945,333,664.66","3,151,691,472.77","3,215,175,014.36","3,441,200,638.17","3,575,396,905.60","3,686,552,222.74","3,231,385,192.35","3,404,524,497.86"
长期待摊费用,"651,249.71",,,,,,,,,,,,,,,,"723,450.00","1,556,810.10","1,504,446.83","1,636,932.91","1,606,404.34","1,627,427.26","15,063,882.05","21,205,315.36","15,605,087.92"
少数股东权益,,"7,824,333.72","51,090,872.78","57,242,921.46","62,808,636.31","69,895,223.96","76,114,774.02","78,986,084.47","88,131,660.02","80,059,221.29","85,161,793.01","91,120,167.55","94,688,088.32","114,528,789.68","130,676,985.91","145,215,949.44","312,674,985.33","366,537,941.48","383,387,636.78","407,586,284.13","426,975,797.41","451,277,426.76","551,081,926.74","567,633,260.54","535,745,550.49"
递延所得税资产,"32,923,913.21","25,287,714.36","46,720,321.14","43,574,017.70","43,574,017.70","50,902,945.27","50,720,131.41","47,489,024.92","47,235,910.29","51,118,631.72","51,199,188.95","51,940,693.12","52,143,195.42","52,222,189.44","51,993,639.55","47,926,929.53","47,884,809.65","64,729,525.66","63,319,064.43","65,899,236.05","66,044,635.35","70,005,266.49","73,358,502.74","72,798,010.30","73,167,012.11"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"181,171,465.03","181,171,465.03","285,510,482.26","143,903,005.27"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"1,142,538,099.68","1,259,215,945.66","1,779,439,720.32","1,805,283,246.28","1,826,538,157.80","1,866,290,865.90","1,904,541,405.95","1,908,981,428.65","1,963,020,269.11","2,122,529,070.74","2,117,739,921.01","2,281,534,196.33","2,485,171,510.64","2,594,197,362.05","2,754,570,338.58","2,975,755,339.43","3,556,810,706.45","4,178,920,915.83","4,448,737,806.58","4,328,550,571.93","4,550,662,803.81","5,079,512,548.99","5,196,095,653.47","5,087,124,817.01","5,999,917,929.80"
所有者权益(或股东权益)合计,"1,454,948,084.12","1,870,036,236.20","2,353,979,852.39","2,533,794,749.27","3,158,455,698.70","3,281,354,483.61","3,424,915,518.82","3,431,356,189.74","3,579,499,248.13","3,668,315,122.38","3,818,218,659.40","3,839,468,557.95","4,034,291,620.13","4,209,393,451.50","4,296,054,096.09","4,324,019,590.59","4,820,250,378.72","5,508,504,951.50","5,892,728,385.26","5,960,486,601.27","6,275,685,502.97","6,534,125,049.57","6,864,489,072.64","6,736,057,804.00","6,879,093,431.72"
资产总计,"4,513,409,959.99","3,453,363,480.84","4,445,732,353.35","4,250,841,219.62","4,943,033,480.78","5,328,064,951.78","5,295,825,875.91","5,431,716,620.86","5,599,526,110.68","5,544,623,346.84","5,593,752,343.76","5,814,520,126.65","5,959,115,673.52","6,150,857,024.40","6,047,425,878.93","6,268,539,016.29","6,964,118,610.63","8,378,507,496.45","8,709,069,698.79","8,729,645,661.42","9,206,867,461.88","9,876,174,908.02","10,692,303,405.79","10,455,290,338.92","10,719,814,107.17"
负债和所有者(或股东权益)合计,"4,513,409,959.99","3,453,363,480.84","4,445,732,353.35","4,250,841,219.62","4,943,033,480.78","5,328,064,951.78","5,295,825,875.91","5,431,716,620.86","5,599,526,110.68","5,544,623,346.84","5,593,752,343.76","5,814,520,126.65","5,959,115,673.52","6,150,857,024.40","6,047,425,878.93","6,268,539,016.29","6,964,118,610.63","8,378,507,496.45","8,709,069,698.79","8,729,645,661.42","9,206,867,461.88","9,876,174,908.02","10,692,303,405.79","10,455,290,338.92","10,719,814,107.17"
