科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"55,247,729.31","40,528,076.88","87,639,028.09","40,158,122.08","625,331,422.38","621,427,125.07","576,677,147.12","518,038,555.31","457,402,570.80","254,302,182.42","281,616,203.56","269,920,653.51","326,405,197.53","233,206,905.52","236,387,676.78","237,296,881.23","229,507,500.89","148,843,761.64","171,118,800.65","356,660,956.34","166,829,291.16","201,348,877.55","244,439,798.18","1,448,010,018.31","1,476,280,601.03","1,260,841,224.77","627,773,082.14","1,031,407,477.49","1,071,247,712.19","1,028,377,793.52","747,426,563.06","905,720,827.16","696,647,772.19","1,041,206,403.43"
短期借款,"54,000,000.00","54,250,000.00","80,250,000.00","101,050,000.00","20,890,000.00","20,000,000.00","20,000,000.00",,"20,000,000.00","82,000,196.17","91,728,661.20","116,951,422.84","172,940,924.90","120,970,422.91","126,250,166.49","169,148,299.76","139,060,719.73","123,172,693.38","137,868,649.50","133,807,115.98","271,976,320.81","297,995,551.04","394,213,023.66","694,640,550.82","798,664,036.36","460,578,403.27","515,475,095.34","757,093,880.26","714,837,029.56","539,095,712.31","1,039,694,691.92","1,117,478,769.00","1,548,389,312.66","1,509,574,232.37"
交易性金融资产,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00",,,,,,,,,,,,,,,,,,,,,"565,700.00","565,700.00",,
交易性金融负债,,,,,,,,,,,,,"60,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,,,,"698,500.00","838,750.00"
应收票据,"7,565,504.73","8,906,753.19","10,511,840.95","15,309,962.45","18,640,736.97","32,685,471.70","58,145,533.10","37,996,956.29","21,418,948.72","42,071,611.61","70,792,240.64","46,106,152.21","46,613,396.21","45,034,965.50","97,378,282.72","44,454,915.41","60,087,494.77","51,524,854.59","99,523,024.53","150,557,071.21","105,873,343.09","118,575,580.73","92,685,179.53","92,015,665.14","90,525,684.20","138,714,189.94","170,036,748.48","116,394,676.01","110,487,391.03","97,384,147.15","148,387,851.61","145,434,102.49","130,638,943.95","104,450,507.22"
应付票据,"8,350,000.00","113,884.63",,,,,,,,,,,,,,"13,700,000.00","14,700,000.00","1,000,000.00",,"5,362,300.00",,"5,662,664.99",,"11,807,987.93","14,538,272.30","56,703,332.41","46,026,988.22","32,900,689.64","6,959,469.98","35,410,187.40","60,265,700.70","39,137,626.52","34,843,505.52","80,165,485.44"
应收账款,"54,716,333.43","73,482,758.82","91,630,562.06","103,411,372.60","133,795,291.72","122,717,072.16","131,258,740.90","142,296,760.84","172,117,045.46","200,712,851.71","178,817,508.03","189,949,088.92","199,358,755.77","236,542,859.58","263,865,905.20","285,512,054.10","329,129,683.54","354,088,640.79","370,792,373.40","417,952,337.68","491,582,728.19","542,241,764.82","613,515,016.90","497,159,287.38","547,754,182.68","1,097,938,766.60","514,063,351.08","874,539,073.13","474,567,364.24","536,861,937.58","1,034,331,455.67","1,811,063,597.35","954,976,188.59","1,122,259,587.25"
应付账款,"1,941,549.45","10,983,937.72","18,151,412.13","7,888,956.30","18,817,450.93","10,377,021.62","18,634,471.90","8,974,624.04","11,446,970.19","40,469,893.62","79,731,329.40","35,435,214.34","41,972,492.27","54,977,082.18","108,881,678.09","76,914,119.14","97,633,947.73","159,371,780.48","156,935,586.58","242,201,940.98","284,696,184.73","364,434,567.36","448,799,099.16","328,582,684.38","507,184,680.63","973,770,018.94","275,509,642.82","861,513,381.09","548,730,571.11","593,761,547.41","1,422,680,894.49","2,392,348,676.73","791,004,081.25","1,057,887,505.29"
预付款项,"18,993,121.31","10,908,816.92","31,717,701.76","28,117,129.16","25,026,374.97","44,585,245.80","89,744,116.01","156,683,037.96","194,726,033.06","182,313,079.79","45,335,585.85","80,873,899.76","41,438,684.53","56,146,189.58","28,050,736.29","69,190,859.69","89,786,592.43","105,617,168.32","12,402,112.01","74,681,190.52","111,493,486.90","113,797,571.23","12,237,345.38",,"40,542,011.75","54,215,922.89","8,133,364.21","11,791,874.03","18,084,657.01","35,751,067.43","9,408,700.73","13,746,929.78","9,078,478.79","27,833,393.10"
预收款项,"211,280.30",,,,,,,,,,"1,091,213.13",,"221,860.32","200,210.12","3,785,083.05","3,377,392.11",,,"3,328,406.74",,"7,457,268.19","5,646,781.95","3,141,827.41","3,198,342.31","5,254,439.05","4,016,653.47","5,137,682.67","2,232,273.72","2,595,324.96","1,206,903.20","3,005,081.74","2,016,296.70","2,601,911.25","1,234,144.56"
