科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"1,952,565.75","27,305,409.76","43,038,256.01","56,815,881.84","637,111,977.61","649,573,860.68","645,297,400.98","635,850,167.86","651,164,973.92","695,343,146.97","700,400,702.56","648,084,213.95","644,008,909.09","680,605,813.04","686,370,013.42","677,773,434.25","710,408,794.35","700,851,164.86","573,974,263.01","629,124,938.36","599,837,913.18","288,940,794.79","476,211,448.13","497,563,557.08","422,760,288.97","744,601,552.29","1,121,185,737.35","1,085,754,190.11","1,072,255,760.41","1,173,818,281.17","1,280,066,260.48","1,205,214,079.55","1,443,173,547.15","1,738,139,965.43","1,790,705,964.22"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000.00",,,,,"418,783.51","418,783.51",,"495,000.00"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"1,399,360.09","4,071,905.79","11,419,040.04","12,138,203.44","28,517,811.82","39,351,128.46","48,047,858.32","55,001,827.49","61,415,095.62","51,220,139.75","50,608,151.05","85,771,115.68","92,005,639.73","84,473,495.60","82,543,810.37","93,690,908.60","88,187,752.87","126,348,588.39","135,149,266.15","141,529,826.52","143,913,014.25","132,897,805.92","108,002,110.91","146,079,449.27","159,711,524.13","152,368,217.11","164,521,317.72","169,517,879.98","197,710,635.78","189,970,467.11","179,091,898.07","207,303,591.52","244,608,083.72","240,318,843.05","247,327,573.28"
应付账款,,,"435,253.49","975,846.01","1,615,564.85","808,457.37","764,881.26","503,571.07","1,959,061.56","3,880,603.35","1,605,661.91","13,573,059.71","11,733,092.33","9,136,571.52","10,347,102.41","10,518,156.97","8,638,658.82","27,100,625.39","31,233,219.21","34,791,437.15","40,343,781.52","37,113,807.51","46,744,224.35","40,338,189.49","45,968,061.33","62,774,866.65","116,312,756.40","90,331,474.48","123,640,112.13","108,653,944.11","78,333,101.56","99,549,721.38","136,644,080.39","164,792,443.19","149,243,637.07"
预付款项,"15,885.00","176,940.00","158,747.00","983,209.87","1,261,549.70","31,244.00","2,048,689.00","153,351.24","555,841.80","15,753.73","1,653,032.81","1,161,695.80","1,744,261.50","239,557.53","191,881.20","2,000.00","3,002,000.00","800,562.20","1,026,543.59","1,226,307.67","2,855,542.84","1,319,497.94","2,395,368.67","2,976,573.88","2,533,792.49","4,567,259.07","6,562,093.41","8,430,333.96","11,534,493.41","2,640,828.45","6,265,682.37","14,333,929.22","7,663,384.23","4,339,799.78","14,283,979.56"
预收款项,"10,000.00","1,778,045.01","4,471,970.59","2,111,010.90","1,222,986.26","824,676.82","1,097,092.92","1,201,899.10","2,452,919.94","888,193.16","2,118,739.58","10,601,596.11","11,272,845.86","10,246,118.33","11,094,446.07","11,197,850.51","11,728,246.82","14,961,985.31","18,457,424.67","16,871,437.60","24,693,594.92","33,048,908.33","37,898,268.73","48,019,512.43","81,913,989.22","93,223,141.51","190,354,986.22","146,535,856.43","170,563,363.51","132,012,824.27","178,059,058.07","234,030,564.74","171,277,337.06","136,879,313.42","173,788,654.52"
