科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"6,660,857.64","5,098,990.86","6,074,822.19","4,490,499.66","4,779,799.06","4,447,667.54","7,810,342.37","2,951,292.68","5,204,858.10","6,430,582.42","3,807,935.32","5,181,391.55","5,323,120.23","5,292,677.50","4,144,424.50","5,012,971.40","4,448,927.51","5,574,024.44","5,698,769.19","5,629,781.21","4,313,991.52","6,120,902.61","6,596,519.18","11,592,569.48","9,525,084.47","10,612,255.06","6,945,344.21","7,640,972.26","10,226,579.18","10,226,395.48","8,236,821.92","9,187,904.91","7,125,035.62","7,344,301.53","14,584,339.05","5,861,334.74","5,633,293.56","8,469,864.30","18,636,925.95","6,213,394.62","6,829,500.02","9,578,850.45","22,942,582.59","14,377,836.42","14,885,065.19","16,268,206.11","6,330,496.96","5,458,351.01"
应付职工薪酬,"1,385,034.92","994,810.38","664,637.01","648,519.77","978,696.18","1,208,900.50","1,352,522.22","1,610,213.81","1,809,676.09","1,788,111.98","4,051,607.24","841,061.62","752,885.70","582,658.58","4,188,812.55","29,924.52","169,758.35","272,674.54","5,613,564.57","350,209.23","752,046.39","773,158.36","7,089,289.94","2,367,004.30","4,683,301.99","6,815,468.14","9,177,116.64","2,820,883.96","5,567,977.94","8,045,471.85","10,577,511.53","3,316,118.25","5,858,706.73","8,046,625.84","10,161,875.94","2,221,660.82","5,326,582.64","7,383,941.15","9,838,412.08","3,705,658.64","5,077,931.71","7,449,780.23","12,120,630.10","4,533,182.27","7,626,886.43","8,771,072.55","12,910,100.73","4,798,337.38"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,444,459.12","2,159,347.69","5,886,719.76","4,919,687.64","3,938,442.94","3,679,122.08","-969,393.45","-1,926,266.95","-1,275,786.82","-825,770.67","2,140,156.07","1,822,679.96","3,807,953.01","4,990,483.54","3,884,457.41","1,768,835.09","8,103,524.22","6,541,324.47","12,162,993.03","7,561,259.80","9,372,920.06","3,893,957.89","3,415,942.64","4,364,140.71","2,925,122.76","4,113,472.82","6,573,043.96","4,432,252.27","6,199,602.84","11,674,944.76","28,037,294.79","17,059,683.91","5,228,583.38","6,545,127.57","4,092,318.72","6,882,205.84","2,223,564.98","5,360,132.48","5,719,708.93","1,421,055.21","1,364,951.86","7,698,043.45","6,817,478.59","5,006,398.03","2,056,378.07","6,621,947.41","1,806,053.24","5,367,319.04"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,952,440.50",,,,,,,,,,,,
存货,"142,726,235.25","151,568,527.75","169,191,679.28","199,875,414.68","207,463,256.99","211,570,416.06","214,702,772.98","208,317,603.96","196,699,430.18","161,228,923.72","170,017,138.95","190,135,547.56","224,937,748.04","240,963,967.54","257,597,064.35","285,531,901.44","258,889,720.31","247,968,564.79","276,319,519.61","297,696,787.15","290,871,777.07","309,407,721.82","356,752,922.86","400,304,537.85","426,157,323.19","457,594,656.36","458,123,780.35","516,077,741.44","484,805,590.24","454,965,591.39","383,147,380.88","352,002,217.21","358,916,232.44","383,803,489.23","368,745,265.98","339,574,661.92","330,058,465.29","362,489,194.91","399,117,143.82","389,486,051.05","418,306,135.76","405,852,326.04","409,055,741.61","367,692,667.98","329,014,516.02","330,260,634.11","292,705,981.46","294,972,365.76"
其他应付款,"3,239,173.23","2,591,507.60","3,983,365.71","3,048,023.51","5,124,877.80","4,077,405.47","5,937,513.74","5,578,282.16","6,941,340.94","4,497,339.50","4,182,403.32","1,684,857.36","2,317,834.68","1,420,699.50","4,324,447.37","2,928,197.98","2,127,908.07","2,765,623.28","3,074,038.32","4,785,748.51","5,678,096.07","4,140,825.02","4,307,059.59","3,250,231.18","4,178,804.00","3,077,110.83","12,090,472.24","10,054,280.53","9,989,445.07","11,595,383.88","18,495,492.78","23,503,767.06","15,868,147.01","35,862,830.88","17,468,336.73","12,809,890.56","12,234,742.08","9,222,406.58","16,071,217.29","13,815,335.32","12,204,990.11","14,666,692.57","24,660,103.48","15,803,649.10","15,212,036.85","16,423,064.24","23,680,042.18","17,592,435.30"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"6,000,000.00",,,,,,"13,900,000.00","9,900,000.00",,"30,000,000.00",,,,,,,,,,,,,,,,,,,,,"16,000,000.00","22,000,000.00","22,000,000.00","34,000,000.00","45,293,922.00","60,562,637.00","51,833,397.18","38,439,831.77","35,382,999.15","32,692,042.03","24,989,347.65","21,062,049.95","12,137,795.96","7,971,615.71","3,811,726.74","399,512.02","403,395.46","400,550.85"
其他流动资产,,"49,010.00",,,,,,,,,,,,,,,,,"1,534,723.18","1,440,600.17","4,838,682.18","3,825,925.42","3,142,014.95","2,276,363.55","928,365.04","122,667.59","6,920,828.60","6,021,815.38","6,395,073.22","6,356,264.13","9,174,272.30","8,422,477.40","7,454,514.46","6,420,898.24","10,218,814.91","10,160,546.63","10,153,811.19","9,329,754.37","9,389,344.78","8,841,269.26","13,560,154.78","10,473,700.60","6,213,013.34","5,508,132.04","7,057,408.61","5,067,701.71","9,237,722.36","7,417,284.40"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"354,262,448.23","367,790,290.56","383,202,088.28","500,516,419.75","499,293,890.99","494,391,021.56","487,142,617.15","484,738,888.13","464,193,409.77","484,312,035.06","617,818,555.40","637,494,820.29","616,212,269.24","610,659,008.05","678,467,936.76","697,168,318.67","694,158,798.20","661,892,679.76","668,568,051.30","763,733,350.57","735,039,087.76","786,220,859.71","834,154,404.47","902,178,103.74","936,375,014.63","1,082,365,262.09","1,059,611,421.60","1,101,435,454.38","1,055,954,704.40","992,074,760.76","927,539,402.26","1,025,947,035.41","983,132,333.18","1,022,980,259.62","1,063,059,232.87","1,053,839,210.95","1,029,795,541.80","1,087,414,653.72","1,119,309,340.19","1,083,055,697.07","1,105,984,644.81","1,101,857,160.84","1,167,264,750.14","1,124,714,757.26","975,226,598.17","989,403,825.87","992,373,649.47","984,914,672.85"
流动负债合计,"322,579,425.09","335,905,278.11","341,717,029.21","345,811,958.42","346,949,298.39","351,084,917.63","380,352,080.19","374,174,524.07","366,751,518.98","402,427,716.97","356,426,420.04","386,367,308.97","375,334,091.22","375,356,232.51","462,275,459.15","476,097,208.61","474,761,616.15","437,703,981.35","461,963,445.67","554,463,793.09","536,627,494.36","574,120,424.55","622,874,932.26","693,943,781.68","747,238,743.81","945,047,886.96","962,568,978.20","986,174,317.27","928,553,712.17","872,451,485.88","798,812,764.25","857,517,383.26","813,343,185.83","899,123,543.84","916,023,178.02","891,382,796.89","886,729,553.82","953,661,508.48","996,348,279.64","947,666,125.33","979,869,946.88","970,889,724.24","1,001,217,851.36","936,393,168.39","784,131,049.89","790,716,753.98","776,327,588.88","772,339,803.08"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,"10,000,000.00","10,000,000.00","13,900,000.00","13,900,000.00","43,900,000.00","43,900,000.00","40,000,000.00","40,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,431,761.53","44,346,088.62","35,326,624.32","30,304,156.61","15,294,254.34","10,277,180.48","10,252,275.36","5,132,110.32","5,105,509.51",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,392,620.78","22,697,682.79","19,045,456.80","6,054,875.68","24,277,657.28","21,978,874.49","13,937,054.44","10,036,632.02","6,202,283.12","2,343,517.23","2,026,643.78","1,540,426.94","1,391,667.72","1,367,735.71","1,320,335.24","1,214,592.82","1,089,691.88"
长期股权投资,"2,927,972.96","2,927,972.96","2,809,182.15","2,569,527.31","2,504,067.76","3,005,391.80","3,199,246.28","2,712,059.55","2,529,402.63","5,040,971.42","5,864,222.64","5,365,457.75","5,972,973.67","4,976,567.15","7,895,241.22","7,150,087.19","5,802,364.54","5,637,880.16","4,791,224.55","4,536,696.70","6,061,246.83","6,399,918.66","5,916,050.31","5,104,747.23","4,425,117.30","84,705,834.52","87,026,140.09","74,742,362.40","57,710,819.64","60,769,356.83","48,225,701.60","37,317,792.22","37,705,329.74","44,796,720.59","20,871,820.96","19,509,312.08","19,671,474.61","18,992,026.87","12,971,975.37","11,326,462.10","11,188,900.04","10,184,339.71","3,361,930.44","3,389,307.93","3,407,742.87","3,462,807.73","3,534,812.81","3,525,894.05"
专项应付款,"12,197,886.96","18,226,922.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"105,078,197.09","104,395,823.93","111,267,709.63","110,372,290.93","116,488,275.95","115,701,805.27","129,438,595.41","150,468,852.38","169,365,839.08","167,396,810.17","237,903,323.76","234,836,319.97","240,882,819.55","293,168,623.48","300,362,247.22","297,293,820.22","294,189,175.87","294,501,921.46","349,730,118.00","344,525,433.65","367,845,023.73","376,848,321.62","374,279,787.42","367,264,202.44","360,868,264.18","357,070,253.91","392,465,295.43","385,235,464.50","379,947,520.16","377,833,783.82","459,437,141.26","450,650,238.72","440,547,358.39","432,901,812.96","440,254,112.27","440,803,947.22","434,188,511.70","426,299,103.10","410,906,099.39","402,851,617.54","398,798,380.38","393,363,256.71","387,938,081.02","383,729,976.50","377,607,845.27","372,005,776.12","370,382,492.22","363,190,375.98"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"416,376.08","416,376.08","416,376.08","416,376.08","509,168.68","534,853.81","561,778.19","515,016.45","615,503.43","615,503.43","615,503.43","615,503.43","600,464.34","600,464.34","600,464.34","600,464.34","419,156.35","419,156.35"
在建工程,"39,464,514.12","52,740,266.90","52,182,207.24","56,147,588.08","90,299,693.91","108,640,671.47","130,598,751.77","118,390,924.66","107,114,727.65","109,428,112.83","38,818,368.94","58,033,247.28","65,119,892.09","36,201,182.41","46,674,770.97","53,893,355.14","63,588,987.33","74,767,542.33","39,245,154.12","48,546,326.04","31,013,287.66","15,465,552.45","1,041,808.25","14,593,105.11","37,711,458.21","45,529,852.30","44,921,698.37","52,632,506.73","67,414,983.59","76,788,105.72","730,970.50","1,114,250.13","1,080,181.79","13,732,260.15","7,527,601.26","10,533,045.10","2,695,791.39","2,617,853.89","369,541.39","267,850.00","879,850.00","1,302,939.17","556,750.00","295,850.00","675,463.79","824,900.00","160,000.00","160,000.00"
其他非流动负债,,,"19,516,392.49","21,733,989.76","26,431,587.03","26,291,593.30","24,703,207.08","29,213,213.35","27,233,219.62","29,073,225.89","26,603,232.16","26,195,238.43","27,885,244.70","31,505,250.97","28,565,257.24","28,925,263.51","26,315,269.78","24,890,276.05","22,980,282.32","21,705,288.59","18,630,294.86","17,666,901.13","18,109,907.40","15,709,913.67","12,434,919.94","9,933,938.75","14,333,903.75","16,734,006.75","19,334,109.74","18,734,212.73",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"22,197,886.96","28,226,922.73","33,416,392.49","35,633,989.76","70,331,587.03","70,191,593.30","64,703,207.08","69,213,213.35","57,233,219.62","29,073,225.89","26,603,232.16","26,195,238.43","27,885,244.70","31,505,250.97","28,565,257.24","28,925,263.51","26,315,269.78","24,890,276.05","22,980,282.32","21,705,288.59","18,630,294.86","17,666,901.13","18,109,907.40","15,709,913.67","12,434,919.94","39,933,938.75","44,333,903.75","46,734,006.75","49,334,109.74","49,165,974.26","62,616,702.08","79,987,102.53","70,238,440.83","50,724,306.57","31,898,314.81","49,269,871.92","41,178,405.94","38,677,380.81","29,075,727.08","24,365,535.65","25,530,927.23","24,390,711.25","21,857,544.18","32,758,377.85","31,833,996.57","33,953,749.54","37,885,881.68","36,334,184.12"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"344,777,312.05","364,132,200.84","375,133,421.70","381,445,948.18","417,280,885.42","421,276,510.93","445,055,287.27","443,387,737.42","423,984,738.60","431,500,942.86","383,029,652.20","412,562,547.40","403,219,335.92","406,861,483.48","490,840,716.39","505,022,472.12","501,076,885.93","462,594,257.40","484,943,727.99","576,169,081.68","555,257,789.22","591,787,325.68","640,984,839.66","709,653,695.35","759,673,663.75","984,981,825.71","1,006,902,881.95","1,032,908,324.02","977,887,821.91","921,617,460.14","861,429,466.33","937,504,485.79","883,581,626.66","949,847,850.41","947,921,492.83","940,652,668.81","927,907,959.76","992,338,889.29","1,025,424,006.72","972,031,660.98","1,005,400,874.11","995,280,435.49","1,023,075,395.54","969,151,546.24","815,965,046.46","824,670,503.52","814,213,470.56","808,673,987.20"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"85,000,000.00","85,000,000.00","85,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00","114,000,000.00","130,162,700.00","130,162,700.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00","195,244,050.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"44,444,006.98","44,444,006.98","44,444,006.98","123,151,906.98","123,151,906.98","123,151,906.98","123,151,906.98","123,151,906.98","123,151,906.98","123,151,906.98","286,988,114.98","286,988,114.98","221,906,764.98","221,906,764.98","223,239,469.62","221,909,142.24","223,239,469.62","223,239,469.62","223,545,065.89","223,545,065.89","223,545,065.89","223,545,065.89","223,544,416.95","223,544,416.95","223,544,416.95","223,544,416.95","223,532,268.50","223,532,268.50","223,532,268.50","223,532,268.50","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36","225,143,581.80","225,143,581.80","222,663,411.43","222,663,411.43","222,663,411.43","222,663,411.43","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36","223,237,092.36"
无形资产,"1,149,135.24","1,126,072.04","1,031,419.01","945,677.93","892,830.14","808,443.03","4,881,963.94","4,809,276.35","4,706,759.21","4,848,584.62","5,457,626.37","5,454,254.56","5,546,043.40","7,504,061.39","7,212,839.16","7,197,450.51","9,800,443.85","9,111,571.70","9,661,844.40","11,012,785.29","10,724,568.00","10,319,562.31","21,800,442.72","21,319,098.48","20,948,388.04","20,731,853.49","20,667,851.28","20,180,272.26","19,978,537.36","19,531,366.45","19,064,968.32","18,652,816.81","18,221,995.34","17,826,816.20","18,762,085.68","18,439,567.34","18,225,936.40","20,444,444.03","19,186,535.93","18,793,681.87","21,757,374.47","21,262,168.76","21,166,836.44","20,970,894.58","20,781,987.23","20,317,994.45","21,497,757.68","20,918,580.95"
盈余公积,"3,010,978.56","3,010,978.56","6,098,712.18","6,098,712.18","6,098,712.18","6,098,712.18","9,459,529.05","9,459,529.05","9,459,529.05","9,459,529.05","13,395,329.56","13,395,329.56","13,395,329.56","13,395,329.56","18,361,792.81","18,361,792.81","18,361,792.81","18,361,792.81","23,550,861.34","23,550,861.34","23,550,861.34","23,550,861.34","26,494,555.37","26,494,555.37","26,494,555.37","26,494,555.37","28,645,198.64","28,645,198.64","28,645,198.64","28,645,198.64","30,519,052.77","30,519,052.77","30,519,052.77","30,519,052.77","32,387,082.26","32,387,082.26","32,387,082.26","32,387,082.26","32,387,082.26","32,387,082.26","32,387,082.26","32,387,082.26","33,034,088.24","33,034,088.24","33,034,088.24","33,034,088.24","33,729,681.34","33,729,681.34"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"27,317,667.50","34,060,937.46","41,292,529.88","47,625,155.09","50,710,118.75","59,775,713.78","65,839,881.69","73,366,258.06","79,695,296.98","95,464,030.15","95,562,086.23","101,660,397.09","103,144,736.66","118,363,868.45","124,688,331.66","133,371,375.08","141,461,410.95","158,444,651.16","162,002,272.29","171,280,936.25","180,595,261.37","187,956,499.79","181,825,403.32","186,774,572.93","186,189,606.60","190,653,116.48","194,208,058.07","197,564,178.79","198,807,202.51","201,220,770.25","201,665,062.57","205,451,987.95","206,139,433.79","194,219,878.38","210,648,834.32","209,787,850.67","194,312,420.48","182,554,020.98","163,378,245.21","166,152,912.88","154,402,148.12","152,566,983.69","182,909,488.39","184,552,967.05","183,335,313.30","180,034,449.78","190,216,947.70","182,186,360.55"
长期待摊费用,,,,"294,154.00","286,800.15","279,446.31",,,,,,"309,203.32",,,"6,968,828.65","6,835,962.68","6,569,649.32","6,902,437.38","11,193,164.59","10,759,702.66","20,450,645.13","20,051,755.23","22,995,834.90","22,721,107.38","22,153,692.88","21,340,593.12","33,708,948.79","32,477,959.43","31,263,783.11","30,393,986.05","37,680,696.82","37,207,261.78","36,868,286.44","36,307,711.89","37,124,862.96","35,656,997.79","45,809,799.11","44,068,381.30","45,459,106.70","43,295,453.12","41,465,893.75","40,130,818.69","38,203,542.07","36,046,465.99","34,758,323.40","32,483,526.22","32,033,931.70","29,903,592.24"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,"1,667,697.45","1,667,697.45","1,476,064.43","1,476,064.43","1,476,064.43","1,476,064.43","2,245,430.44","2,245,430.44","2,381,333.27","2,549,894.94","3,275,785.86","3,275,785.86","3,176,219.17","3,262,053.99","4,792,496.50","4,369,837.84","5,274,190.20","5,070,188.20","6,096,420.55","6,675,700.25","7,068,632.03","6,788,688.93","7,708,834.96","8,330,949.70","8,644,266.84","9,152,363.42","9,435,988.98","10,197,028.35","10,943,109.06","12,010,706.49","18,556,317.67","20,263,217.96","20,397,427.26","23,609,899.46","20,106,002.83","20,678,575.20","22,501,959.90","25,584,946.67","26,109,056.38","25,282,841.87","27,053,637.81","27,648,152.77","30,366,930.14","30,729,790.03","32,663,810.13","34,477,546.09","34,623,533.99","37,738,339.51"
