科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"74,094,483.97","89,543,964.19","104,874,781.84","1,090,034,480.36","931,953,081.30","879,209,574.91","706,156,053.30","637,275,774.05","585,815,324.27","602,895,771.55","598,459,100.42","622,164,145.34","666,859,290.50","615,626,144.01","566,858,048.01","477,175,427.14","560,174,060.87","571,953,970.44","396,894,847.57","360,065,259.04","195,199,482.92","491,858,599.70","345,943,479.51","235,278,526.22","182,140,391.90","190,464,193.41","409,232,159.45","1,950,516,037.15","1,281,269,608.42","743,557,319.29","1,288,117,002.50"
短期借款,"64,000,000.00","48,853,464.31","4,958,418.54",,,,"60,000,000.00","40,000,000.00",,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,"126,745,200.00","113,301,600.00",,"218,000,683.49","670,753,280.00","460,000,000.00","400,000,000.00","380,000,000.00","485,000,000.00","590,139,949.40","548,000,000.00","308,000,000.00","422,317,200.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"8,407,254.77","20,612,500.00","8,939,992.61","16,497,901.85","33,375,725.45","45,974,708.29","36,104,274.19","52,839,157.24","59,820,633.41","44,302,590.55","63,361,216.35","57,410,553.69","61,545,444.61","59,762,601.27","67,755,083.85","76,104,462.05","76,717,829.29","78,859,024.73","66,774,831.75","35,847,660.60","57,902,855.37","36,492,360.73","46,814,651.68","23,049,515.16","42,394,627.25","42,837,257.95","48,833,600.89","43,466,709.87","51,486,860.93","73,810,676.98","79,635,764.49"
应付票据,,,,,,,,,,,,,,,,,"94,260,326.84","77,773,260.84","43,851,566.05","77,004,331.96","59,049,422.06","60,829,486.78","66,201,687.82","101,014,513.01","157,543,482.66","133,828,790.61","48,945,968.85","64,679,196.70","45,331,091.03","71,564,340.54","160,426,093.82"
应收账款,"12,023,129.22","25,854,148.49","40,751,482.03","43,872,482.71","66,800,046.11","80,757,624.24","70,855,012.24","118,280,857.88","120,838,218.44","130,743,217.26","116,686,098.80","165,575,423.44","192,043,032.94","223,744,393.79","218,177,402.82","209,108,076.86","372,492,608.59","365,784,129.35","463,240,706.22","435,500,922.27","471,848,982.06","521,734,700.04","578,951,145.18","605,278,788.34","580,840,323.03","519,258,371.97","590,425,744.13","552,914,395.07","444,148,663.06","385,126,393.61","405,372,479.26"
应付账款,"17,899,886.41","25,139,853.14","44,989,400.21","59,777,887.14","54,673,914.25","65,107,135.11","104,465,403.04","90,332,948.58","71,430,004.50","75,428,790.42","65,131,294.99","102,142,266.11","96,180,898.19","102,517,657.30","91,215,693.23","78,742,412.88","169,484,364.02","168,821,579.02","188,009,704.39","173,593,748.28","162,890,311.44","226,366,063.74","232,004,183.16","184,619,515.81","203,876,139.03","193,908,665.76","182,599,844.16","219,951,643.05","193,320,603.03","213,053,929.05","256,026,656.99"
预付款项,"8,820,876.32","16,104,978.06","22,620,303.86","25,762,268.51","19,022,628.10","27,038,391.59","18,349,897.93","33,097,318.13","34,987,484.63","29,912,247.07","29,627,142.14","36,859,057.33","35,183,787.39","24,663,296.63","109,492,272.56","112,853,528.36","141,213,156.19","147,986,912.15","195,365,165.34","214,587,357.30","341,577,076.66","350,860,196.51","311,109,490.02","297,547,696.32","276,115,713.28","241,396,565.85","105,878,061.70","145,338,890.57","141,644,436.28","134,627,177.50","92,129,070.96"
预收款项,"28,251,699.08","21,440,098.77","65,296,683.32","44,747,719.54","52,965,923.00","44,326,338.52","40,411,182.99","44,848,686.00","38,537,200.76","30,664,055.84","19,139,011.91","12,211,350.77","19,375,851.82","21,502,926.50","18,497,071.85","14,663,712.44","29,926,584.52","26,597,579.65","17,661,726.56","22,891,003.04","26,578,712.54","23,954,852.33","18,614,781.97","16,812,158.88","26,648,123.82","27,320,488.88","14,846,896.48","45,404,172.11","42,976,909.24","46,427,507.15","31,032,024.41"
其他应收款,"3,822,597.32","5,687,479.63","2,985,730.71","2,931,634.95","4,460,861.76","5,687,790.02","149,531,631.98","151,018,972.14","88,833,940.39","88,862,501.37","80,814,161.08","76,555,417.06","8,055,918.57","6,958,068.92","6,957,731.21","11,575,517.56","17,919,671.05","11,346,501.94","7,778,907.54","8,732,092.19","20,837,055.23","12,400,878.26","19,749,022.71","8,561,207.88","13,678,461.67","4,722,090.68","13,573,071.23","12,527,568.58","12,853,677.10","6,790,262.15","11,412,484.67"
应付职工薪酬,"3,524,933.62","3,317,821.48","3,346,964.16","3,140,126.91","3,585,501.96","3,001,645.64","4,259,126.04","3,654,595.19","4,106,044.93","4,459,353.32","5,507,584.26","5,582,140.77","5,857,250.25","2,199,329.05","3,911,096.15","4,257,343.99","6,627,682.71","5,837,568.52","9,901,620.75","4,406,335.61","8,028,139.63","8,426,941.05","11,845,673.35","4,164,790.96","16,939,665.02","15,251,735.46","18,189,169.42","11,338,089.67","13,153,856.42","12,488,240.43","23,526,470.22"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,854,898.53","8,406,813.71","-797,501.18","1,432,546.45","8,904,268.98","19,408,970.23","4,600,430.17","9,650,058.40","11,877,622.06","9,209,328.33","12,997,949.97","12,181,594.33","19,049,987.61","-1,104,772.19","10,332,428.42","-9,907,406.69","16,799,274.64","6,677,518.71","19,723,982.49","12,605,177.90","8,503,888.14","16,798,341.55","18,452,492.96","30,520,302.47","1,562,709.59","3,683,598.35","27,888,959.68","-1,963,078.85","-12,688,195.56","-10,033,457.93","1,672,938.23"
应收利息,,,,,"5,460,000.00","10,443,194.44","14,432,863.01","19,502,684.93","12,071,527.78","14,580,555.56","15,955,068.49","17,332,328.77","2,346,780.82","3,661,438.36","3,364,931.51","4,553,047.95","1,860,870.60","3,674,202.26","4,026,158.89","5,794,341.67","151,250.00","316,250.00",,,,,,,"2,372,355.40","1,838,000.00","2,289,217.78"
应付利息,,,,,,,,,,,,,,,,,,,"82,676.32",,,,"718,698.87",,,,"617,158.33",,"695,069.44","362,777.78","4,157,246.44"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
