科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"23,920,134.00","89,450,032.00","153,496,127.82","207,970,224.27","24,436,243.33","51,193,493.08","56,568,465.51","77,747,303.48","5,992,110.11","30,819,252.76","31,666,441.16","50,938,646.85","5,329,080.00","13,428,534.00","19,410,671.38","30,146,820.49","2,278,116.19","6,040,777.78","6,709,606.10","60,149,579.38","14,279,413.85","31,370,932.37","48,604,343.21","78,542,594.14","12,900,731.67","37,863,464.30","40,024,043.62","95,117,659.29","7,247,816.46","27,059,810.48","47,251,374.32","83,375,787.58","24,801,604.27","65,592,599.34","96,218,259.24","272,917,192.95","195,274,271.48","246,597,067.55","337,062,553.52","503,587,408.10",,"150,536,644.64","312,024,076.18","473,204,458.26","355,293,329.24"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"23,428,600.00",,,,,,,,,,,,,"125,000,000.00","120,636,175.61","120,518,863.30","120,533,373.30",,"187,417,711.42","342,201,747.34","320,000,259.64",,"10,241,498.56","53,741,498.56","105,246,056.70",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,610,332.00","5,775,333.00","13,804,912.00","8,737.86","3,849,825.86","4,054,025.86","11,204,450.78","180,000.00","521,006.97","4,498,909.56","9,140,754.17","160,300.00"
支付其他与投资活动有关的现金,"280,000.00","580,000.00","580,000.00","1,411.77",,,,,,,,,,,,,"36,213,313.24","36,213,313.24","36,213,313.24","36,213,313.24",,,,,,,,,,,,,"17,825,500.00",,,"4,900,000.00",,,,,,"600,000.00",,,
收到其他与经营活动有关的现金,"19,291,896.97","51,548,940.37","67,108,825.13","18,673,786.59","124,899.75","15,678,615.16","28,684,484.10","13,877,746.83","2,285,241.01","2,388,728.66","8,316,784.74","1,592,801.06","4,792,884.64","3,654,122.29","4,621,913.87","1,578,686.84","31,987,178.25","32,032,793.99","37,186,077.62","90,280,207.16","3,781,496.87","5,811,328.13","12,832,716.24","4,806,512.36","11,006,434.06","9,723,498.78","18,540,227.03","4,254,291.41","1,088.89","2,149,416.35","10,258,588.47","7,813,413.37","16,629,347.12","14,678,977.15","32,689,681.63","18,146,910.53","34,208,631.68","31,210,591.18","87,383,105.04","47,123,280.92","73,332,474.90","86,074,030.29","22,923,058.00","104,293,809.45","41,995,486.53"
投资活动现金流出小计,"283,950.00","670,950.00","674,500.00","897,108.77","2,250.00","15,990.00","15,990.00","402,050.00",,"20,288.00","20,288.00","268,033.00",,"5,760.00","483,193.00","487,692.00","65,480,513.24","65,501,563.24","65,508,163.24","91,146,133.76","39,657.00","96,239.00","257,688.00","289,788.51","2,950.00","9,670.00","14,666.00","20,235,421.24","76,000.00","8,628,997.32","8,735,771.68","11,566,855.59","142,927,718.97","122,346,440.93","122,316,173.59","127,907,649.18","41,897,100.43","293,875,428.04","468,974,943.96","643,807,601.11","8,665,185.66","73,284,283.12","146,109,196.63","260,152,915.99","744,624,159.90"
经营活动现金流入小计,"43,212,030.97","140,998,972.37","220,604,952.95","226,644,010.86","24,561,143.08","66,872,108.24","85,252,949.61","91,625,050.31","8,277,351.12","33,207,981.42","39,983,225.90","52,531,447.91","10,121,964.64","17,082,656.29","24,032,585.25","31,725,507.33","34,265,294.44","38,073,571.77","43,895,683.72","150,429,786.54","18,060,910.72","37,182,260.50","61,437,059.45","83,349,106.50","23,907,165.73","47,586,963.08","58,564,270.65","99,371,950.70","7,248,905.35","29,209,226.83","57,509,962.79","91,189,200.95","41,430,951.39","85,881,908.49","134,683,273.87","304,869,015.48","229,491,641.02","281,657,484.59","428,499,684.42","561,915,139.80","168,106,155.45","237,131,681.90","339,446,043.74","586,639,021.88","397,449,115.77"
投资活动产生的现金流量净额,"-283,950.00","10,938,010.40","10,944,373.69","8,510,627.68",615.69,"-15,990.00","-15,990.00","-402,050.00","5,967,602.40","5,599,499.14","5,599,499.14","5,352,484.14",,"-5,760.00","-483,193.00","-487,692.00","-65,480,513.24","-65,501,163.24","-65,507,763.24","-91,145,733.76","-39,657.00","-96,239.00","-257,688.00","-152,028.51","-2,950.00","-9,670.00","45,334.00","-17,410,189.80","1,972,100.00","-6,580,897.32","-6,687,671.68","-7,518,755.59","-142,868,678.97","-122,287,400.93","-82,394,720.54","-40,850,296.12","16,752,754.15","-293,875,428.04","-468,930,663.96","-643,763,321.11","-8,603,185.66","141,351,827.45","70,204,167.10","-58,040,772.42","-652,481,151.24"
购买商品、接受劳务支付的现金,"21,524,494.07","314,003.73","961,637.67","56,924,710.51",,"6,034,200.00","6,784,200.00","6,834,368.40","1,350,120.00","4,405,444.12","5,369,980.70","9,006,151.77","522,237.49","1,982,723.35","2,504,118.44","4,823,228.55","181,295.40","137,163.81","523,735.55","80,988,981.31","6,645,471.25","18,112,897.02","28,784,007.68","51,746,626.43","5,910,099.17","20,081,064.75","17,729,043.94","49,678,716.86","5,703,007.12","22,313,121.57","35,440,083.96","60,167,431.18","23,450,814.71","56,035,204.14","138,317,144.72","283,669,114.34","174,397,673.78","227,221,208.11","324,624,959.68","687,604,784.34","250,688,654.55","543,377,799.71","683,500,364.74","1,129,379,542.00","344,090,982.98"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,"20,000,000.00",,,"5,000,000.00",,,,,,,,,,"175,000,000.00","161,000,000.00","161,000,000.00","161,000,000.00","584,500,000.00","584,500,000.00","584,500,000.00","596,320,000.00",,"11,040,000.00","62,108,876.80","132,648,000.00","46,500,000.00"
