科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"9,523,003,644.00","8,998,083,132.00","7,684,464,509.00",,"4,102,606,083.66","7,209,807,301.94","9,717,484,722.77","2,730,520,303.39","5,284,534,854.25","8,426,528,320.57","11,214,637,264.00","2,634,321,828.00","5,199,668,628.00","9,143,150,813.00","12,131,768,308.00","3,554,815,130.00"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"11,646,209.00","60,956,214.00","49,195,888.00",,"14,122,930.05","29,103,489.15","96,101,742.43","18,163,972.50","45,240,787.60","69,371,645.68","67,295,531.00","33,240,878.00","64,708,094.00","112,821,376.00","144,100,249.00","128,032,241.00"
支付其他与投资活动有关的现金,"354,422,154.00","812,633,457.00","514,025,085.00",,"110,996,685.75","133,997,746.60","158,996,686.75","474,512.84","30,464,799.59","60,070,949.42","142,099,650.00","54,337,157.00","80,762,878.00","107,492,877.00","133,342,878.00","542,035,917.00"
收到其他与经营活动有关的现金,"25,936,246.00","115,706,023.00","129,527,638.00",,"162,061,224.87","196,692,279.24","213,998,963.48","48,072,788.90","43,017,839.13","65,855,012.77","63,304,690.00","52,903,219.00","52,022,504.00","266,009,305.00","320,292,600.00","54,508,941.00"
投资活动现金流出小计,"1,916,572,467.00","2,875,353,520.00","1,619,711,626.00",,"347,661,610.18","698,159,792.73","1,170,920,364.04","132,729,701.37","341,877,418.90","552,191,889.49","1,524,991,147.00","381,610,327.00","726,421,065.00","1,369,780,299.00","3,342,489,291.00","813,033,547.00"
经营活动现金流入小计,"9,560,586,099.00","9,174,745,369.00","7,863,188,035.00",,"4,278,790,238.58","7,435,603,070.33","10,027,585,428.68","2,796,757,064.79","5,372,793,480.98","8,561,754,979.02","11,345,237,485.00","2,720,465,925.00","5,316,399,226.00","9,521,981,494.00","12,596,161,157.00","3,737,356,312.00"
投资活动产生的现金流量净额,"-1,613,866,453.00","-2,265,748,103.00","-1,274,321,331.00","-140,739,200.00","-214,310,866.82","-539,569,286.37","-979,798,052.29","-131,973,047.28","-306,316,218.90","-487,083,862.78","-1,342,708,841.00","-327,807,449.00","-645,772,467.00","-1,263,283,067.00","-3,056,536,744.00","-267,826,319.00"
购买商品、接受劳务支付的现金,"7,549,091,488.00","6,967,839,216.00","5,337,262,582.00",,"2,572,390,495.54","4,357,947,155.78","6,060,146,587.22","2,537,219,467.68","4,930,787,559.71","7,450,360,838.13","8,499,585,574.00","2,075,859,543.00","4,122,456,148.00","6,405,535,305.00","8,867,979,770.00","2,110,038,642.00"
吸收投资收到的现金,,"3,400,000.00","3,500,000.00",,"2,515,820,000.00","2,515,820,000.00","2,515,820,000.00",,,,,,,"1,500,000.00","1,500,000.00",
