科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"120,322,460.26","151,753,522.22","171,987,724.51","124,655,420.99","198,115,149.76","267,608,156.58","70,153,274.96","147,246,385.38","216,348,169.78","288,914,534.26","65,127,467.21","143,644,695.81","216,597,226.34","288,578,562.10","67,133,647.53","151,056,534.50","229,972,509.09","328,148,816.66","80,129,480.88","180,889,584.81","284,413,027.53","419,865,028.42","126,891,450.61","260,924,994.64","426,580,866.52","523,071,860.16","123,639,987.51","280,284,988.47","425,922,485.06","547,908,294.84","134,646,430.55","274,223,706.50","403,789,815.02","548,333,314.07","247,499,111.97","393,980,710.10","580,253,715.19","807,119,529.30","301,448,049.05"
二、营业利润,"30,311,695.96","28,022,007.34","37,830,383.12","29,803,517.89","43,019,350.92","51,792,046.85","15,290,549.05","27,156,603.22","31,314,195.60","31,262,782.10","12,313,640.23","22,150,438.41","27,216,341.04","28,250,511.17","5,315,759.29","10,365,752.89","16,869,458.02","22,148,246.17","7,538,065.68","11,536,317.57","16,984,007.48","13,726,283.81","14,801,042.00","29,424,151.40","39,058,693.10","27,187,450.93","15,321,200.52","8,791,864.46","34,578,300.74","-80,608,054.80","24,101,476.24","45,077,232.05","36,868,262.47","10,443,928.55","56,575,722.01","55,468,397.16","87,024,503.35","113,386,425.58","69,352,155.46"
减:营业成本,"77,141,411.74","98,167,864.51","109,831,075.45","79,467,889.72","128,477,292.83","176,023,348.25","46,758,881.86","101,994,471.91","155,708,406.66","216,660,078.25","44,656,098.14","104,977,411.46","162,316,087.27","220,362,026.99","53,281,799.58","118,954,565.19","177,772,823.31","254,147,851.19","57,387,366.28","135,184,843.31","213,856,276.79","321,915,207.19","88,975,636.62","184,148,188.64","310,341,558.19","376,963,695.25","79,695,388.41","182,283,132.22","263,087,630.27","343,396,877.93","86,570,843.11","166,755,771.58","258,437,638.02","369,460,140.20","147,143,769.48","267,996,662.18","388,714,768.90","523,089,387.02","165,782,457.62"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"75,205.96","101,821.30","284,720.86","171,364.12","277,117.79","452,774.11","577,002.95","874,223.46","1,449,228.74","1,769,644.98","400,641.15","810,132.64","1,300,724.45","1,693,742.28","355,129.53","943,805.19","1,464,255.87","2,028,280.58","491,196.44","1,054,909.40","1,815,121.50","2,511,829.18","446,210.34","1,175,234.13","2,440,446.00","3,807,972.31","1,418,950.15","2,307,237.28","3,700,408.36","6,607,784.81","1,527,880.57","2,818,508.29","3,876,234.66","6,963,738.90","1,844,322.17","2,761,823.00","4,688,278.27","7,623,049.18","1,154,246.86"
营业外收入,"1,271,879.60","8,195,828.38","201,433.04","94,108.90","194,067.55","243,469.69","1,417,000.00","1,698,828.00","17,679,132.30","12,618,330.04","29,078.87","54,805.80","178,611.25","946,385.48","161,498.11","212,046.40","566,851.99","1,297,493.50","302,593.27","533,858.82","567,769.71","3,519,189.05","833,061.48","1,809,679.26","2,788,993.03","7,748,373.47","3,042,493.22","3,438,485.38","7,947,051.24","17,502,582.71","1,047,974.25","1,525,897.76","6,159,090.59","4,103,092.47","119,963.18","2,254,512.38","2,823,193.37","505,009.66","81,823.07"
销售费用,"5,316,125.40","4,876,037.24","4,380,753.88","1,926,570.54","2,996,135.37","4,746,955.44","902,770.92","2,475,334.56","3,833,128.66","5,320,737.97","1,486,592.29","3,291,897.30","4,992,006.03","6,900,846.09","1,703,693.29","3,810,902.18","5,936,916.75","8,940,898.26","2,419,295.35","5,367,811.75","8,375,495.30","13,885,413.91","3,867,925.19","7,591,984.70","12,288,467.39","17,044,964.02","4,499,372.16","8,667,138.92","14,733,162.97","21,075,816.49","4,603,015.15","10,910,166.03","19,131,543.39","28,155,023.04","6,245,313.07","14,504,522.37","22,884,935.40","40,016,280.00","7,115,237.46"
减:营业外支出,"835,302.66","86,738.66","282,382.72","26,407.90","26,407.90","59,546.22","56,892.64","158,002.31","550,474.96","577,579.41","10,163.16","265,440.98","293,241.52","348,696.31","1,106.45","99,402.07","71,421.97","106,739.41","6,919.69","27,920.38","235,813.16","1,805,578.62","3,036.51","23,771.72","144,631.18","9,155,014.55","10,050.77","113,774.46","157,017.18","19,784,227.38","2,444.93","184,517.19","499,861.60","5,199,301.73","157,124.33","250,696.51","309,021.24","448,881.48","25,777.87"
管理费用,"6,752,698.53","16,310,968.35","17,369,444.75","12,124,619.10","19,675,677.77","29,289,029.76","7,828,823.26","15,137,222.00","23,092,568.15","31,456,040.03","7,471,994.78","16,205,076.89","26,068,141.84","35,197,373.09","7,461,401.36","17,379,922.73","27,648,653.54","39,126,378.92","11,021,572.88","23,518,301.44","37,335,263.43","61,008,961.79","17,201,601.26","34,455,861.70","57,103,286.29","88,896,395.97","17,788,113.29","39,738,261.13","58,874,589.58","98,048,340.64","17,483,300.69","41,523,974.15","64,245,256.99","90,942,163.70","20,177,423.98","45,493,027.48","46,886,178.09","59,292,676.71","21,793,982.62"
其中:非流动资产处置净损失,,,,,,,,,,,,"20,007.23",,,,,,,,,,"1,693,147.18",,,,"325,070.87",,,,"617,866.17",,,,,,,,,
