科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"193,330,210.68","398,953,613.46","474,697,239.90","242,473,555.49","339,584,867.58","427,836,237.18","94,150,656.27","249,064,611.97","411,428,466.73","432,456,476.38","26,539,960.70","157,741,866.60","220,255,094.40","294,836,378.63","64,408,009.35","183,498,485.49","245,024,056.33","347,600,746.73","85,434,350.50","162,829,619.73","285,040,953.31","368,330,685.67","141,520,594.75","369,495,754.92","584,129,961.60","694,119,192.11","146,323,828.87","268,409,706.15","488,203,682.27","742,204,891.40","141,180,434.03","377,903,812.82","590,417,597.60","843,388,977.51","153,822,612.38","376,872,794.09"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"1,601,304.19",,,,,,,,,,,,,,,,,,,,"3,365,827.21",,"1,199,681.84","1,199,681.84","1,199,681.84",,,,,,,"12,607,446.17","15,222,973.17","8,865,867.97","16,662,048.93"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,852,711.45","11,331,892.70","27,614,619.63","14,278,985.51","27,346,339.25","39,474,170.96","5,587,280.80","25,412,314.74","37,133,296.96","55,973,851.69","9,918,648.67","30,473,775.83","97,062,531.23","45,365,790.39","19,783,238.73","32,853,490.83","47,146,328.51","151,092,612.04","42,758,382.24","96,698,326.10","114,877,085.37","80,008,759.75","15,629,800.63","27,901,974.77","122,114,678.36","202,002,779.94","16,321,997.73","46,347,738.60","70,562,615.85","98,812,316.77","18,258,552.21","36,244,028.41","52,895,718.60","78,756,756.95","13,700,972.76","44,855,616.90"
投资活动现金流出小计,"11,153,180.97","19,094,844.55","54,103,533.88","5,391,299.61","6,250,509.61","8,673,793.61","44,692.29","433,954.29","30,879,928.69","39,473,369.35","6,028,635.60","34,108,404.41","63,024,333.63","118,962,836.44","20,434,346.09","89,384,438.48","178,554,870.79","665,054,707.17","696,523,209.09","1,334,363,578.92","1,891,178,413.80","2,452,932,289.72","387,367,016.63","740,171,222.39","1,040,624,769.58","1,239,194,655.30","206,924,600.53","323,725,662.49","535,608,241.65","698,611,942.22","102,350,688.68","260,058,263.15","493,928,775.25","757,835,087.13","228,989,169.05","429,955,076.31"
经营活动现金流入小计,"196,182,922.13","411,886,810.35","502,311,859.53","256,752,541.00","366,931,206.83","467,310,408.14","99,737,937.07","274,476,926.71","448,561,763.69","488,430,328.07","36,458,609.37","188,215,642.43","317,317,625.63","340,202,169.02","84,191,248.08","216,351,976.32","292,170,384.84","498,693,358.77","128,192,732.74","259,527,945.83","399,918,038.68","451,705,272.63","157,150,395.38","398,597,411.53","707,444,321.80","897,321,653.89","162,645,826.60","314,757,444.75","558,766,298.12","841,017,208.17","159,438,986.24","414,147,841.23","655,920,762.37","937,368,707.63","176,389,453.11","438,390,459.92"
投资活动产生的现金流量净额,"-11,153,180.97","-19,094,844.55","-53,998,533.88","-5,371,299.61","-5,913,809.61","-8,337,093.61","-44,692.29","104,045.71","-30,341,928.69","-38,935,369.35","-6,028,635.60","-34,108,404.41","-63,024,333.63","-98,962,836.44","-20,434,346.09","-89,384,438.48","-178,524,870.79","-470,628,684.43","-104,909,839.21","-209,508,858.34","-289,715,078.84","-295,518,820.54","-29,363,096.82","-12,693,108.80","-75,838,058.68","-71,317,778.49","-78,562,275.12","-61,539,592.15","-83,570,452.25","-123,872,272.05","121,467,119.94","147,610,463.85","151,515,791.11","143,819,197.55","-22,815,376.52","14,988,960.62"
购买商品、接受劳务支付的现金,"170,524,182.70","328,763,826.66","328,099,340.52","204,326,223.74","410,982,222.09","482,476,635.40","114,422,331.01","190,993,394.14","288,927,433.19","334,588,255.90","39,214,899.66","72,284,362.48","214,191,056.25","245,396,041.15","32,346,101.80","43,553,771.56","68,252,707.85","136,362,945.71","52,458,361.79","195,220,333.96","301,111,734.11","380,175,427.55","80,609,920.96","259,876,067.22","335,546,422.40","530,181,134.24","69,707,886.98","191,880,956.93","317,793,039.67","543,002,506.40","196,475,116.64","418,204,150.52","622,688,526.05","828,690,633.38","164,017,188.05","336,147,886.79"
吸收投资收到的现金,,,,,"1,097,100,000.00","1,097,100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,890,000.00","29,890,000.00"
