科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,059,615.24","1,849,436.02","2,789,068.23","582,023.77","832,840.61","-347,914.75","-1,204,585.09","-1,134,720.67","-1,609,867.06","-1,328,251.14","-550,948.73","793,126.37","2,255,554.50","4,156,111.97","6,154,947.42","2,231,028.17","4,681,071.30","7,024,689.17","9,569,699.46","3,058,098.20","6,757,002.78","9,356,206.77","12,739,600.66","3,128,036.64","7,161,784.54","12,025,980.63","17,121,140.47","5,098,173.31","10,227,926.45","16,736,219.65","23,893,933.58","6,709,482.73","14,080,818.18"
三、利润总额,"28,790,731.01","36,788,957.53","45,693,537.55","346,849.04","7,083,663.44","8,946,323.36","29,127,078.20","1,823,784.86","11,446,714.93","12,409,823.35","28,280,513.59","-8,511,957.41","-8,225,821.06","-292,226.48","4,311,160.93","3,382,434.30","1,460,348.24","4,817,807.95","16,361,530.62","-5,015,437.78","-12,766,218.72","7,230,464.31","27,399,487.09","-7,723,830.07","3,636,323.80","37,440,329.52","103,042,001.36","4,943,846.75","35,989,215.31","91,274,003.64","176,448,321.27","-19,501,010.80","25,352,100.27"
资产减值损失,"160,076.92","970,112.80","664,199.74","-235,509.76","306,905.98","630,689.33","734,885.26","271,979.06","620,883.08","514,159.69","1,119,419.19","-215,145.72","1,119,184.65","1,944,492.62","4,025,860.99","1,367,756.41","2,643,954.72","3,999,348.27","2,708,919.56","-1,082,451.08","416,911.42","2,097,532.91","5,960,394.32","1,825,860.88","11,153,556.43","22,738,711.71","31,677,112.72","-2,636,853.01","7,989,202.39","16,476,347.87","22,574,041.80","-1,209,018.92","6,347,179.97"
减:所得税,"3,258,965.02","4,457,374.74","5,525,152.36","52,857.21","1,088,264.16","1,504,937.21","4,455,711.25","413,993.90","1,960,391.41","1,974,257.52","4,218,027.27","-492,048.36","-411,498.13","-716,322.36","-1,174,190.82","20,666.40","1,245,049.70","971,981.93","44,377.64","-267,531.68","-1,431,521.40","452,898.98","2,571,147.86","1,415,585.93","1,004,728.85","3,707,516.86","16,208,183.81","3,413,557.60","7,301,485.63","15,343,221.19","17,094,892.32","26,414.95","4,819,732.05"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"65,789.66",,,,,,,,,,,,,,,,,,"263,900.15",,,,"574,000.00",,"-106,940.45","-106,940.45","-1,413,845.86","-192,184.71","-403,587.16","-662,840.31","-894,455.57","-952,331.48","1,268,840.83"
四、净利润,"25,531,765.99","32,331,582.79","40,168,385.19","293,991.83","5,995,399.28","7,441,386.15","24,671,366.95","1,409,790.96","9,486,323.52","10,435,565.83","24,062,486.32","-8,019,909.05","-7,814,322.93","424,095.88","5,485,351.75","3,361,767.90","215,298.54","3,845,826.02","16,317,152.98","-4,747,906.10","-11,334,697.32","6,777,565.33","24,828,339.23","-9,139,416.00","2,631,594.95","33,732,812.66","86,833,817.55","1,530,289.15","28,687,729.68","75,930,782.45","159,353,428.95","-19,527,425.75","20,532,368.22"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,"-106,940.45",,"-366,171.44",,"-403,587.16",,"-901,417.07","-952,331.48","-214,519.09"
归属于母公司所有者的净利润,"25,531,765.99","32,210,838.45","39,438,146.99","291,502.28","5,873,255.36","7,683,962.79","24,717,459.75","1,804,260.72","10,185,235.56","11,450,479.31","24,836,314.72","-7,945,681.04","-7,509,032.28","1,068,134.18","5,555,509.10","3,781,382.41","122,368.25","4,095,476.44","16,477,146.41","-4,463,661.36","-11,114,365.13","7,012,655.74","25,568,153.98","-8,604,392.35","4,057,310.13","35,009,536.65","88,382,785.10","1,615,217.40","28,315,227.35","75,663,347.86","160,417,068.91","-18,798,018.54","21,606,553.64"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,"120,744.34","730,238.20","2,489.55","122,143.92","-242,576.64","-46,092.80","-394,469.76","-698,912.04","-1,014,913.48","-773,828.40","-74,228.01","-305,290.65","-644,038.30","-70,157.35","-419,614.51","92,930.29","-249,650.42","-159,993.43","-284,244.74","-220,332.19","-235,090.41","-739,814.75","-535,023.65","-1,425,715.18","-1,276,723.99","-1,548,967.55","-84,928.25","372,502.33","267,434.59","-1,063,639.96","-729,407.21","-1,074,185.42"
