科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
长期待摊费用,"531,716.61","537,825.67","1,280,982.07",,"1,463,550.83","1,492,001.17","1,821,849.87","1,757,059.26","1,870,873.70","1,860,868.10","1,765,357.82","1,880,704.51","2,139,193.69","2,134,848.20","2,020,216.70","1,924,217.44","1,793,671.24"
少数股东权益,,,,,,,,,,,,"3,050,138.55","1,471,301.02","774,923.44","821,211.32","726,476.46","-6,851.46"
递延所得税资产,"1,520,746.07","2,024,003.15","5,133,994.13",,"3,606,023.47","3,353,608.89","4,058,774.00","4,098,219.95","3,404,511.36","3,475,316.19","2,376,744.18","2,337,239.74","4,966,198.23","5,169,305.30","4,275,413.75","3,940,759.26","4,173,156.94"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"806,959.15","766,080.00","16,438,480.01","20,376,453.23","2,828,470.38","3,243,175.80","4,693,743.43","6,924,924.81","3,708,030.59","5,521,064.64","2,968,060.85"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"50,989,767.76","53,470,864.23","56,708,442.98",,"56,305,237.85","56,234,445.55","58,429,746.46","57,902,963.93","72,419,558.28","76,642,842.92","81,685,856.36","180,875,626.47","136,352,310.85","138,551,880.56","138,166,233.64","140,268,842.00","141,256,292.51"
所有者权益(或股东权益)合计,"192,949,454.79","231,909,814.38","317,813,148.28","341,046,957.11","638,175,417.66","651,838,813.22","677,598,187.45","676,748,812.96","694,303,499.78","703,848,235.90","715,148,134.83","790,197,538.62","787,639,482.54","798,053,032.16","805,771,555.72","802,955,741.88","813,507,434.53"
资产总计,"261,834,238.25","334,475,397.03","467,687,932.24","479,476,864.62","745,533,511.21","758,555,812.97","799,970,886.90","819,299,824.65","807,408,535.03","811,222,629.62","829,066,738.88","898,669,911.51","910,585,521.70","928,183,433.79","967,181,808.16","951,850,062.25","942,581,268.17"
负债和所有者(或股东权益)合计,"261,834,238.25","334,475,397.03","467,687,932.24","479,476,864.62","745,533,511.21","758,555,812.97","799,970,886.90","819,299,824.65","807,408,535.03","811,222,629.62","829,066,738.88","898,669,911.51","910,585,521.70","928,183,433.79","967,181,808.16","951,850,062.25","942,581,268.17"
