科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,306,227.12","135,005,866.89","218,931,951.51",,"376,942,630.79","292,735,782.98","559,432,514.34","272,716,860.82","431,232,403.01","312,487,064.46","314,035,214.16","322,227,798.23","302,705,816.06","328,801,777.66","331,776,999.67","219,409,109.87","203,979,134.98"
短期借款,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"4,339,368.87","7,272,850.99","3,759,616.06",,"12,836,116.40","28,077,636.05","15,538,479.22","21,248,112.32","19,016,606.45","15,603,708.09","10,505,720.49","8,644,721.51","22,037,502.60","32,251,041.57","41,847,545.09","41,028,552.31","18,841,466.29"
应付票据,"19,055,000.00","22,820,000.00","28,054,362.10",,"30,615,221.20","24,717,141.40","16,491,038.40","23,853,969.80","31,590,650.50","30,672,381.80","25,165,816.40","18,358,575.20","17,056,500.70","20,516,644.00","28,075,666.60","27,040,193.60","27,696,674.60"
应收账款,"59,506,625.80","90,984,606.83","118,071,252.05",,"98,724,206.05","74,979,695.87","109,921,961.18","114,838,895.48","109,178,991.11","88,295,745.64","93,512,843.55","91,541,129.49","165,907,180.81","178,960,497.05","189,759,358.55","170,334,148.00","176,426,337.30"
应付账款,"27,666,964.18","46,971,129.88","73,825,630.68",,"41,527,805.92","44,703,321.35","63,770,572.00","55,197,059.11","44,785,919.83","38,989,193.65","51,925,710.29","49,330,806.52","69,361,509.21","69,613,355.49","91,912,007.66","81,568,298.50","64,072,615.35"
预付款项,"2,092,469.23","1,801,842.93","3,791,439.61",,"2,305,582.72","3,697,673.82","1,337,389.36","1,520,016.94","928,767.00","923,196.29","771,499.25","2,315,827.17","2,809,059.58","3,275,437.11","3,797,792.45","5,083,606.72","4,771,249.54"
预收款项,"3,843,487.53","1,917,596.41","1,830,844.93",,"605,240.18","2,388,888.19","1,276,558.91","2,010,645.13","1,060,032.21","2,534,274.60","1,370,929.87","2,643,985.09","3,841,432.69","3,388,122.27","1,728,687.39","2,928,948.47","3,819,853.81"
其他应收款,"2,812,472.91","3,202,568.49","4,171,313.10",,"2,753,746.91","2,267,590.93","1,715,607.70","2,851,830.28","2,816,825.43","3,660,745.32","6,366,657.01","11,561,516.85","4,092,298.66","5,625,189.35","1,673,920.20","3,023,535.61","4,187,230.45"
应付职工薪酬,"5,828,352.82","7,394,913.38","16,580,893.89",,"7,662,030.14","7,266,280.71","10,610,652.19","9,319,223.46","6,486,459.56","7,925,963.54","10,586,617.39","9,056,413.44","7,725,399.18","8,976,483.21","13,554,449.76","9,174,914.13","8,302,608.32"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"4,537,852.53","6,359,700.34","9,776,474.26",,"6,479,236.92","6,097,035.40","7,249,071.63","9,854,119.04","6,707,218.73","5,886,326.80","4,054,541.27","3,797,556.09","5,501,463.15","7,233,809.00","5,517,172.75","7,022,693.92","4,814,192.76"
应收利息,,,,,,,,,,,,,,,"1,844,219.18","478,219.18",
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"20,223,600.00",,,,,,,,,
存货,"44,787,306.56","42,736,796.67","62,253,916.93",,"45,665,990.49","50,562,987.77","53,595,188.64","48,221,144.88","41,815,383.75","43,609,326.90","51,841,907.10","51,436,808.03","56,000,775.39","59,910,917.31","77,798,665.95","81,616,141.75","82,334,125.86"
其他应付款,"933,126.40","1,458,242.64","2,162,578.10",,"3,024,559.19","2,200,332.70","3,730,806.32","2,948,395.15","3,430,754.42","2,422,253.33","2,321,512.88","7,142,413.81","1,561,045.43","2,854,152.07","3,868,694.37","4,756,551.05","4,516,021.31"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"150,000,000.00","250,000,000.00",,"300,000,000.00","130,000,000.00","270,000,000.00","270,347,040.96","230,066,483.76","220,680,577.75","180,806,693.18","180,517,073.43","290,607,906.81","310,785,431.24"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"210,844,470.49","281,004,532.80","410,979,489.26","421,107,149.57","689,228,273.36","702,321,367.42","741,541,140.44","761,396,860.72","734,988,976.75","734,579,786.70","747,380,882.52","717,794,285.04","774,233,210.85","789,631,553.23","829,015,574.52","811,581,220.25","801,324,975.66"
流动负债合计,"61,864,783.46","86,921,582.65","132,230,783.96","120,885,907.51","89,914,093.55","87,372,999.75","103,128,699.45","123,407,011.69","94,061,035.25","88,430,393.72","95,425,128.10","90,329,750.15","105,047,350.36","112,582,566.04","144,656,678.53","132,491,599.67","113,221,966.15"
可供出售金融资产,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"106,919.27","106,919.27",,,
长期股权投资,,,,,,,,,,,,"95,969,061.45",,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,
固定资产,"40,836,260.93","45,323,498.66","44,425,999.48",,"43,795,554.63","43,839,371.28","44,257,148.99","43,845,557.96","43,191,583.98","43,457,642.39","62,885,991.50","63,349,368.45","64,735,690.08","63,967,047.47","66,220,662.53","65,995,033.40","66,469,237.03"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,"2,750,836.91","214,122.39","66,000.00",,"1,789,077.00","1,973,399.98","1,983,917.91","2,009,917.91","2,162,948.07","2,196,369.54","205,378.38","205,378.38","366,709.86","1,057,273.17","2,367,582.29","3,941,130.42","6,041,874.27"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"7,020,000.00","15,644,000.00","17,644,000.00",,"17,444,000.00","19,344,000.00","19,244,000.00","19,144,000.00","19,044,000.00","18,944,000.00","18,493,475.95","18,142,622.74","17,898,688.80","17,547,835.59","16,753,573.91","16,402,720.70","15,851,867.49"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"68,884,783.46","102,565,582.65","149,874,783.96","138,429,907.51","107,358,093.55","106,716,999.75","122,372,699.45","142,551,011.69","113,105,035.25","107,374,393.72","113,918,604.05","108,472,372.89","122,946,039.16","130,130,401.63","161,410,252.44","148,894,320.37","129,073,833.64"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"63,195,000.00","63,195,000.00","63,195,000.00",,"84,265,000.00","168,530,000.00","168,530,000.00","168,530,000.00","168,530,000.00","168,530,000.00","168,530,000.00","170,912,351.00","170,912,351.00","170,912,351.00","170,912,351.00","170,912,351.00","170,912,351.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"36,650,576.56","36,650,576.56","36,650,576.56",,"294,786,544.06","210,521,544.06","210,521,544.06","210,521,544.06","210,521,544.06","210,521,544.06","210,521,544.06","272,048,254.51","272,263,931.54","272,263,931.54","272,263,931.54","272,263,931.54","272,263,931.54"
无形资产,"5,350,207.24","5,371,414.36","5,801,467.30",,"5,651,031.92","5,576,064.23","5,501,096.54","5,426,128.85","5,351,161.16","5,276,193.47","11,623,914.10","11,631,194.87","11,894,742.54","11,742,448.59","12,523,915.39","12,653,160.70","13,516,816.04"
盈余公积,"9,637,754.79","14,298,389.39","23,952,697.62",,"28,128,999.01","28,128,999.01","31,990,420.25","31,990,420.25","35,643,158.42","35,643,158.42","37,726,164.13","37,726,164.13","39,108,498.09","39,108,498.09","40,866,393.82","40,866,393.82","40,866,393.82"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,"2,259,503.27","47,556,033.02","47,556,033.02","47,050,412.39","46,293,476.14","46,293,476.14"
未分配利润,"83,466,123.44","117,765,848.43","194,014,874.10",,"230,994,874.59","244,658,270.15","266,556,223.14","265,706,848.65","279,608,797.30","289,153,533.42","298,370,426.64","306,460,630.43","303,883,400.89","314,993,328.09","320,907,668.04","318,186,589.06","329,471,609.63"
