科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"245,110,492.78","538,118,060.85","890,808,738.23","1,242,063,130.73","326,058,075.79","680,699,956.03","1,061,544,543.84","1,559,462,335.27","547,922,666.97","1,259,271,600.04","2,025,655,778.53","2,707,966,188.01","657,260,693.16","1,381,848,051.36","2,146,272,390.05","2,897,890,234.41","750,823,279.91","1,655,896,862.33","2,499,033,341.05","3,384,899,556.94","863,552,490.62","1,855,392,055.22","2,926,668,806.15","3,978,459,748.47","949,805,544.98","1,964,489,632.18","2,997,179,161.80","4,146,762,633.50","1,110,664,047.36","2,331,468,327.89","3,615,727,398.95","4,697,242,655.08","1,289,957,223.05","2,340,352,980.91","3,549,524,619.22","4,897,425,196.96","1,125,209,521.22","2,304,399,622.71","3,547,667,604.78","6,066,287,021.49","1,376,408,261.25","3,013,255,371.93","4,681,149,973.65","6,387,491,088.16","1,617,511,305.99","3,557,954,941.99"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"106,780,888.83",,"310,000.00","638,100.00",,,,,,,"-21,378,313.47","-21,378,313.47",,,,,,,,,,,,,,,,,"37,631,740.46",,,,,"4,762,961,084.69","2,966,313,157.14"
收到的税费返还,,"251,775.26","280,304.84","887,877.71",,"735,000.00","735,000.00","785,072.55","474,771.77","474,771.77","474,771.77","1,135,913.65",,,,"160,280.00",,"928,712.90","19,989,867.97","19,989,867.97","143,733.81","143,733.81","143,733.81","2,463,448.43",,,"100,000.00","147,891.72",,,,"5,107,129.84","202,987.55","194,603.55","206,603.55","220,603.55","67,423.97","84,423.97","84,423.97","13,479,983.13","1,657,872.78","2,110,360.65","4,382,608.64","78,000.00","2,472,389.89","6,364,716.26"
支付其他与投资活动有关的现金,,,,,,,,,,"25,500.00",,,,,,"133,708.10",,,,,,,,,,"8,019,504.21","8,038,650.23","8,019,504.21",,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,868,994.09","21,865,929.36","29,944,412.88","36,501,390.79","8,377,495.69","21,560,512.27","29,901,933.00","38,363,733.08","6,207,139.71","22,213,381.81","33,724,087.79","65,898,345.41","12,802,875.79","32,337,679.86","46,686,455.12","82,893,353.81","14,615,541.44","40,947,739.57","41,383,336.22","60,367,484.13","25,551,705.89","56,963,048.41","80,456,001.37","98,108,736.48","33,084,459.43","65,638,281.88","96,051,662.70","110,821,416.26","22,525,113.70","70,811,694.06","87,661,837.15","247,734,625.59","19,489,666.54","42,069,665.76","74,449,158.82","101,460,358.45","22,143,544.91","161,780,365.90","187,111,794.06","218,632,795.87","19,186,096.83","43,070,141.62","94,641,856.10","235,890,469.75","15,629,529.21","65,390,528.21"
投资活动现金流出小计,"13,385,427.67","31,507,384.95","40,676,689.83","62,909,812.25","10,932,289.71","26,754,553.96","34,990,119.79","47,622,737.05","61,271,179.74","71,029,105.14","99,054,045.47","661,778,445.72","79,405,855.01","171,921,105.61","281,678,348.56","487,054,020.39","121,443,314.96","184,568,005.91","290,624,409.25","540,905,777.50","47,812,931.18","77,508,609.35","133,448,085.00","190,466,467.59","81,220,151.47","108,941,343.44","137,030,914.26","164,283,238.38","28,279,816.74","252,998,094.06","279,616,560.79","405,431,150.64","735,386,189.66","2,665,578,994.59","2,867,377,613.32","3,031,679,765.75","419,340,702.41","1,933,699,201.90","2,880,220,758.92","2,581,292,766.45","1,245,113,170.47","1,347,374,784.59","1,379,674,293.93","2,207,914,754.26","5,259,633,208.41","3,505,349,518.80"
经营活动现金流入小计,"253,979,486.87","560,235,765.47","921,033,455.95","1,279,452,399.23","334,435,571.48","702,995,468.30","1,092,181,476.84","1,598,611,140.90","554,604,578.45","1,281,959,753.62","2,059,854,638.09","2,775,000,447.07","670,063,568.95","1,414,185,731.22","2,192,958,845.17","2,980,943,868.22","765,438,821.35","1,697,773,314.80","2,560,406,545.24","3,465,256,909.04","889,247,930.32","1,912,498,837.44","3,007,268,541.33","4,079,031,933.38","982,890,004.41","2,030,127,914.06","3,093,330,824.50","4,257,731,941.48","1,133,189,161.06","2,402,280,021.95","3,703,389,236.10","4,950,084,410.51","1,309,649,877.14","2,382,617,250.22","3,624,180,381.59","4,999,106,158.96","1,147,420,490.10","2,466,264,412.58","3,734,863,822.81","6,298,399,800.49","1,397,252,230.86","3,058,435,874.20","4,780,174,438.39","6,623,459,557.91","1,635,613,225.09","3,629,710,186.46"
投资活动产生的现金流量净额,"-13,082,826.67","-30,941,929.59","-40,032,584.47","-61,026,553.84","-5,839,269.71","-20,125,423.96","-28,226,547.39","-29,261,509.76","-61,060,115.99","-69,338,543.42","-97,220,495.30","-658,746,870.55","-78,923,881.01","-170,106,148.61","-218,911,912.52","-94,624,343.21","-121,006,220.09","-180,174,468.04","-285,782,750.22","-354,198,583.30","-47,476,150.41","-76,299,271.47","-131,781,649.04","-167,269,034.16","-80,930,674.55","-108,460,796.52","-93,949,275.03","-120,698,381.04","-28,136,816.74","-252,693,894.06","-86,548,053.47","-218,725,767.91","-735,067,549.66","-1,843,939,226.74","-1,444,492,230.12","-45,165,634.81","-414,038,105.18","-1,174,715,587.57","-1,014,157,498.80","-1,347,054,167.37","-325,366,386.68","-316,685,535.20","37,986,026.74","126,911,484.80","-4,843,180,896.26","-2,473,893,228.15"
购买商品、接受劳务支付的现金,"220,098,126.60","479,954,964.39","716,002,016.57","972,565,710.85","307,731,852.70","655,423,611.19","969,795,850.73","1,359,458,948.46","407,347,822.93","966,532,843.70","1,563,000,832.38","2,136,829,319.54","602,236,412.03","1,173,793,187.17","1,798,721,932.88","2,423,382,580.67","648,935,102.09","1,371,004,095.92","2,042,310,123.79","2,738,412,450.27","734,082,023.71","1,498,520,637.25","2,260,183,634.66","2,942,529,463.63","758,526,074.24","1,526,721,755.42","2,283,115,226.22","3,238,417,908.50","833,597,545.62","1,776,031,052.34","2,794,878,820.41","3,646,500,020.63","915,262,009.30","1,472,927,327.91","2,234,755,228.61","3,191,836,091.27","823,117,943.57","1,644,162,659.16","2,450,520,301.77","4,033,122,783.14","1,030,774,022.55","2,218,029,629.44","3,426,687,193.26","4,599,060,344.84","1,239,428,248.28","2,639,820,970.11"
吸收投资收到的现金,,,,,,,,,,,"4,000,000.00","993,470,000.00",,,,,,,,,,,,,,,,,,,,,"3,975,999,991.78","3,975,999,991.78","3,975,999,991.78","3,975,999,991.78",,,,"17,331,841.45",,,,"46,928.77","731,391,352.02","717,157,100.48"
