科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"128,910,913.76","259,316,581.16","298,482,195.91","189,108,533.74","297,950,452.11","441,355,979.49","134,185,252.46","341,284,560.57","535,567,186.73","761,011,898.18","243,465,240.62","495,314,126.44","837,633,447.50","1,219,675,027.39","428,712,147.18","847,908,291.94","1,265,677,170.12","1,740,251,274.45","459,765,351.17","966,970,653.05","1,494,457,837.25","2,110,518,066.33","829,408,759.91","1,761,447,347.64","3,004,192,189.94","3,795,022,159.71","1,316,893,688.94","3,204,447,935.33","4,850,023,487.83","6,094,101,038.19","2,474,036,806.36","4,290,472,283.35","6,657,989,751.70","8,453,638,082.69","2,168,447,183.19","4,234,747,678.77"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"57,167,485.56",,,,,,,,,,,,,"38,632,721.79","38,632,721.79","38,632,721.79","164,733,001.93",,,,"113,316,091.70",,
收到的税费返还,,,,,,,,,,,,,"49,094.00","5,722,006.48","187,206.08","1,599,232.74","2,351,728.21","3,799,602.75","623,272.71","1,896,819.00","4,170,685.17","7,885,122.52","352,545.04","1,575,266.20","2,303,901.72","9,557,026.22","454,742.81","4,424,978.73","17,377,851.49","17,181,331.99","11,330,722.17","23,000,969.97","28,208,815.04","54,995,083.41","7,421,656.35","48,649,774.36"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"689,000,000.00",,"90,000,000.00","90,000,000.00","160,000,000.00",,,,,,
收到其他与经营活动有关的现金,"4,455,325.55","1,867,679.35","4,585,523.83","419,193.35","11,080,069.43","2,772,968.17","2,437,359.77","5,234,548.13","18,070,514.99","23,485,154.81","4,609,685.55","9,611,305.62","28,616,165.02","23,871,776.36","5,453,620.92","5,495,321.44","49,809,536.00","11,330,800.77","5,922,259.06","11,928,605.09","18,957,079.18","18,344,495.27","6,998,235.44","11,319,998.89","7,069,293.98","17,948,646.31","7,985,884.14","20,225,519.70","37,018,734.47","72,221,178.24","23,318,323.29","40,031,323.94","64,689,884.10","99,799,074.93","29,954,486.67","40,725,407.16"
投资活动现金流出小计,"26,012,183.24","25,556,261.86","38,142,304.49","25,073,052.83","62,820,006.83","73,989,139.42","37,567,347.83","80,906,814.46","128,694,127.10","243,944,327.98","140,585,111.52","258,535,800.64","410,056,535.78","563,573,930.75","46,758,476.41","166,675,623.47","271,083,506.22","317,162,507.49","61,403,951.95","195,738,654.98","474,378,672.25","724,566,692.69","153,740,431.75","998,242,547.08","1,305,716,981.42","1,644,154,072.48","227,888,140.82","638,819,453.19","957,116,053.48","1,417,252,954.60","204,854,570.05","615,327,431.60","1,036,311,546.54","1,333,722,334.46","223,106,675.71","483,575,824.61"
经营活动现金流入小计,"133,366,239.31","261,184,260.51","303,067,719.74","189,527,727.09","309,030,521.54","444,128,947.66","136,622,612.23","346,519,108.70","553,637,701.72","784,497,052.99","248,074,926.17","504,925,432.06","866,298,706.52","1,249,268,810.23","434,352,974.18","855,002,846.12","1,317,838,434.33","1,755,381,677.97","466,310,882.94","980,796,077.14","1,517,585,601.60","2,136,747,684.12","836,759,540.39","1,774,342,612.73","3,013,565,385.64","3,822,527,832.24","1,325,334,315.89","3,229,098,433.76","4,904,420,073.79","6,183,503,548.42","2,508,685,851.82","4,353,504,577.26","6,750,888,450.84","8,608,432,241.03","2,205,823,326.21","4,324,122,860.29"
投资活动产生的现金流量净额,"-26,012,183.24","-24,660,771.28","-38,142,304.49","-25,073,052.83","-62,820,006.83","-73,989,139.42","-37,567,347.83","-80,906,814.46","-128,694,127.10","-243,944,327.98","-140,585,111.52","-258,535,800.64","-410,056,535.78","-547,769,224.04","-46,758,476.41","-166,080,663.47","-269,610,814.45","-309,223,402.69","-56,392,284.82","-190,656,987.85","-468,281,005.12","-716,164,972.58","-153,716,571.83","-596,422,047.31","-802,739,328.35","-1,120,898,979.19","-92,564,825.75","-423,162,947.98","-690,739,943.42","-1,115,573,486.98","-166,299,153.23","-531,656,255.15","-917,025,908.09","-1,203,598,109.07","-212,295,069.74","-461,439,233.63"
购买商品、接受劳务支付的现金,"104,581,138.75","120,935,043.61","162,752,155.16","109,960,354.55","183,562,968.81","279,474,839.40","100,015,285.70","193,371,674.46","281,907,704.03","408,628,878.67","132,864,630.23","255,526,397.65","441,242,927.46","598,001,101.17","214,733,601.88","343,905,422.86","604,383,921.92","751,404,614.18","224,938,799.54","447,646,347.92","723,532,137.84","1,117,514,754.28","481,335,224.89","980,963,386.09","1,400,612,626.83","1,516,128,213.83","540,992,554.28","1,279,873,571.62","2,440,021,040.73","2,732,015,736.86","1,553,823,572.72","2,762,185,779.49","4,281,708,286.61","5,101,171,274.48","1,258,588,920.92","2,402,504,216.76"
吸收投资收到的现金,"79,450,000.00",,"49,500,000.00",,"851,538,800.00","857,862,500.00",,,,,,,,,,,,,,,,,"959,299,996.50","959,299,996.50","1,028,195,482.15","1,029,818,726.66",,"4,961,036.66","72,720,445.04","80,137,554.15","2,228,713.24","2,228,713.24","83,012,019.40","88,198,202.92","2,790,510.88","2,790,510.88"
