科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"710,972,116.92","789,076,366.36","779,723,593.37","843,919,054.93","874,462,640.77","893,894,254.46","811,861,222.98","825,940,312.54","965,610,837.76","944,481,518.79","1,284,836,716.05","845,842,133.00","803,871,673.09","671,928,964.34","527,516,124.98","832,452,161.52","646,031,585.04","1,057,193,362.64","1,082,831,615.75","1,533,499,632.09","1,556,642,824.92","1,653,256,834.13","1,890,025,124.86","1,980,065,216.45","2,543,443,501.41","2,322,124,719.40","2,439,916,848.93","2,717,855,916.96","2,570,723,900.28","2,201,918,270.35","2,272,356,229.21","2,604,581,702.44","2,706,458,657.33","3,070,113,457.56","2,715,499,563.57","2,785,269,948.99","2,447,848,578.56","1,967,054,712.98","2,005,448,730.92","1,886,090,639.87","1,997,167,766.99","2,002,388,452.86","1,993,285,580.61","2,224,725,744.24","1,719,104,272.42"
短期借款,"1,209,380,000.00","1,084,380,000.00","1,214,380,000.00","1,388,146,000.00","1,409,146,000.00","1,408,146,000.00","1,409,972,800.00","1,413,776,800.00","1,403,776,800.00","1,453,776,800.00","2,113,465,400.00","2,106,392,200.00","2,213,392,200.00","1,903,392,200.00","1,853,540,000.00","2,478,702,223.20","2,422,770,000.00","2,254,000,000.00","2,409,830,178.42","2,485,001,675.01","2,422,311,070.99","2,721,150,670.29","2,499,483,352.93","2,734,546,443.05","2,777,123,746.43","2,984,020,000.00","3,370,210,000.00","3,325,830,000.00","3,191,590,000.00","3,140,487,000.00","3,467,076,000.00","2,829,581,000.00","2,617,026,097.37","2,588,841,097.37","2,872,233,000.00","3,405,811,000.00","3,429,395,000.00","3,891,719,000.00","4,826,948,539.08","4,878,692,000.00","5,098,425,000.00","4,800,075,000.00","4,788,028,829.07","4,438,898,829.07","4,530,288,294.86"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"70,354,783.83","132,873,538.21","59,241,777.69","172,189,492.91","140,670,340.60","132,650,222.77","87,058,719.80","138,004,860.12","167,802,909.32","252,193,443.16","251,175,020.03","311,279,477.39","201,327,345.36","230,492,644.18","215,363,046.55","478,832,714.70","298,829,542.68","448,144,130.63","360,095,097.82","404,322,660.60","417,679,543.48","375,819,314.38","528,367,476.00","652,150,995.69","618,487,441.78","763,556,111.00","553,643,188.06","906,326,912.98","656,322,463.81","1,099,723,767.60","515,779,429.73","433,518,678.97","611,702,418.47","627,153,513.17","590,592,339.48","815,627,158.84","774,852,435.24","859,739,909.50","1,086,536,456.83","926,202,297.94","887,233,991.40","741,370,416.48","687,526,185.86","776,904,365.72","796,762,754.32"
应付票据,"357,200,000.00","631,200,000.00","786,600,000.00","677,600,000.00","758,500,000.00","662,500,000.00","583,000,000.00","732,500,000.00","938,090,000.00","1,114,590,000.00","706,000,000.00","833,000,000.00","755,700,000.00","919,000,000.00","938,200,000.00","1,099,700,000.00","876,350,000.00","1,516,000,000.00","1,620,855,839.15","2,251,000,000.00","2,453,500,000.00","2,765,000,000.00","3,106,000,000.00","3,575,000,000.00","3,900,000,000.00","4,494,000,000.00","4,442,960,000.00","4,815,000,000.00","5,180,870,735.40","5,050,770,735.40","4,206,320,000.00","4,793,700,000.00","5,692,900,000.00","6,240,690,000.00","6,041,990,000.00","5,523,660,000.00","5,274,706,044.59","4,267,339,238.51","3,384,239,238.51","3,290,150,000.00","3,271,230,000.00","3,397,190,000.00","3,424,940,000.00","3,591,550,000.00","3,078,619,841.93"
应收账款,"581,794,602.26","613,889,161.55","671,142,341.19","512,141,942.90","642,823,079.33","583,500,085.15","658,868,851.34","453,928,294.91","467,928,186.47","496,809,684.48","536,301,498.31","392,217,404.26","520,662,115.01","392,871,673.13","711,061,651.72","579,421,809.64","792,028,566.70","703,042,833.29","821,300,094.11","701,951,628.57","891,444,925.12","873,894,810.16","784,303,602.58","679,805,342.57","956,655,288.91","921,901,877.96","1,123,957,804.77","864,022,429.03","1,272,162,969.67","905,072,835.23","1,086,266,032.63","848,432,497.65","1,054,405,242.82","1,263,753,238.98","1,372,251,422.30","1,124,099,290.93","1,368,309,217.60","1,293,887,456.16","1,353,789,480.20","1,113,792,530.69","1,274,949,452.80","1,200,223,822.97","1,318,212,550.52","732,917,479.01","650,546,180.76"
应付账款,"912,903,535.34","960,816,629.18","919,568,695.77","714,763,016.26","945,886,219.03","899,813,334.64","1,018,162,846.54","738,916,748.14","795,446,039.98","543,189,492.49","773,727,303.32","629,229,127.31","608,928,460.57","537,137,914.12","805,114,675.42","584,136,980.42","744,395,004.13","961,465,946.97","809,922,778.33","704,531,494.21","899,313,168.48","820,340,505.81","910,108,850.44","933,816,054.48","1,199,497,645.50","971,833,582.05","923,397,201.30","934,066,429.47","897,882,096.73","864,792,577.93","883,035,676.99","1,210,981,550.12","1,129,143,523.53","1,170,586,565.81","1,184,876,334.51","922,515,960.79","1,003,949,979.85","915,182,143.05","1,174,225,690.03","978,164,733.49","1,042,275,626.27","1,020,073,152.69","978,274,453.49","1,094,698,227.40","1,250,262,182.45"
预付款项,"122,252,861.72","57,042,605.93","288,168,546.12","25,293,996.45","31,921,776.31","45,480,128.72","34,416,670.55","48,223,846.65","41,842,584.21","37,410,734.07","24,481,994.30","157,999,554.23","124,156,074.38","106,681,566.85","150,139,359.60","203,651,395.94","228,813,866.53","179,828,347.64","223,926,308.75","207,260,234.06","166,260,515.14","145,587,085.11","111,568,376.52","158,640,205.28","133,776,000.30","107,818,067.79","168,996,730.94","75,203,347.21","119,086,501.29","80,124,980.94","220,644,245.05","135,868,563.04","264,526,712.58","252,610,428.64","424,083,331.84","168,281,451.08","229,085,436.78","198,367,412.11","116,537,467.31","212,084,882.64","219,986,073.99","286,005,484.54","294,768,255.69","132,743,145.48","212,941,942.75"
预收款项,"170,577,759.83","138,057,086.10","147,957,101.87","132,416,138.83","144,455,628.59","164,635,886.52","177,038,734.57","103,615,206.99","135,648,652.03","176,993,347.94","134,224,892.85","100,778,587.17","122,589,865.20","93,925,278.92","126,187,447.85","140,746,761.86","152,737,882.38","112,314,569.31","114,402,212.03","147,048,733.24","154,455,318.07","110,813,142.85","163,359,700.61","96,240,657.18","130,350,328.73","103,130,712.18","83,976,522.05","78,540,633.78","90,127,830.60","82,314,055.37","85,725,810.25","68,912,502.97","66,020,103.50","82,130,984.76","85,143,677.68","75,482,777.49","83,204,580.34","66,149,464.87","68,109,932.11","103,359,975.53","67,289,118.48","63,640,142.73","97,861,231.30","342,645,414.77","93,466,211.00"
