科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,875,149,859.10","2,546,811,188.22","4,050,223,182.21","2,756,598,210.96","4,610,865,370.66","6,389,708,517.35","1,569,872,693.29","3,403,162,454.90","5,292,527,120.05","7,074,774,551.62","1,826,474,217.07","4,023,252,267.28","6,203,931,168.76","8,021,863,964.24","2,390,479,036.27","4,911,601,121.25","8,102,030,256.09","11,128,234,903.41","1,982,919,725.24","4,546,519,091.28","7,192,826,285.49","9,769,448,673.81","2,251,532,202.24","5,149,808,816.85","8,050,294,798.03","11,133,009,151.63","3,152,400,781.57","6,525,991,723.46","10,261,934,697.41"
二、营业利润,"28,425,000.65","141,668,970.25","124,451,001.92","62,091,289.59","93,362,511.02","115,866,128.04","14,625,773.59","68,674,492.06","136,556,259.82","171,163,703.78","72,017,763.07","143,735,417.79","215,011,079.29","263,251,008.43","85,289,287.82","220,334,034.64","404,531,367.26","429,857,868.55","33,236,532.11","114,311,227.51","193,340,200.91","238,100,832.87","114,213,022.05","246,655,835.45","366,522,828.35","430,056,324.67","-49,175,200.41","28,280,916.54","204,419,240.80"
减:营业成本,"1,711,388,890.57","2,221,478,264.14","3,711,908,950.91","2,560,927,466.97","4,304,759,595.07","5,953,927,613.72","1,460,844,318.64","3,142,246,694.99","4,834,806,520.90","6,382,055,362.63","1,622,229,339.59","3,585,782,418.05","5,458,560,178.33","6,988,555,846.71","2,034,556,740.23","4,121,703,357.62","6,701,713,088.34","9,076,857,346.16","1,651,896,320.13","3,697,409,160.01","5,853,857,315.22","7,911,339,938.64","1,796,862,675.68","4,152,285,804.80","6,459,910,290.81","8,998,860,330.26","2,794,395,378.82","5,673,826,027.39","8,687,252,753.54"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,329,115.53","4,951,527.21","1,437,680.97","886,224.46","1,371,761.68","1,667,562.59","35,458.28","2,831,564.15","6,083,273.44","13,082,604.06","3,396,760.65","8,593,896.62","16,503,289.82","21,344,573.71","171,606.55","6,931,092.02","10,660,769.91","11,725,282.83","2,216,484.09","10,210,597.72","16,546,594.15","22,290,818.42","3,073,206.36","22,518,736.87","31,259,368.51","59,652,100.35","15,724,031.18","24,729,732.39","53,406,018.17"
营业外收入,"4,542,256.10","5,012,658.45","6,186,494.47","4,937,654.70","9,673,745.46","14,482,007.42","938,034.95","3,610,805.43","5,376,640.59","13,643,734.71","6,492,624.33","10,888,287.80","16,197,670.48","30,765,485.75","23,767,435.15","29,389,347.98","39,157,766.56","60,783,449.89","1,392,280.90","14,319,672.92","18,379,381.77","30,812,285.48","8,010,659.79","14,671,720.28","21,570,618.55","33,481,088.21","4,763,650.51","18,511,965.18","50,524,082.42"
销售费用,"46,169,988.66","72,454,859.08","95,737,977.94","44,719,944.55","76,073,245.50","117,133,295.61","28,349,172.10","70,981,159.41","123,107,461.44","229,123,546.41","62,108,065.96","142,543,023.31","288,407,285.60","444,368,935.09","100,064,422.25","231,831,378.12","444,601,578.80","767,257,681.31","86,620,065.86","313,554,516.30","509,991,644.96","694,671,293.05","150,941,272.40","346,342,599.55","567,993,687.54","742,090,719.60","181,469,828.29","335,779,250.22","618,142,528.56"
减:营业外支出,"140,509.77","151,215.55","373,548.26",,,"1,089,665.90","3,487.00","6,570.80","342,371.18","724,289.69","79,185.97","3,533,062.58","5,681,638.95","6,487,570.40","969,828.26","1,544,862.13","2,494,320.58","9,171,458.16","220,754.59","420,752.58","3,955,320.85","8,698,576.54","2,378,087.05","8,356,887.61","12,097,718.85","33,862,831.34","2,759,896.94","13,104,133.95","38,573,660.70"
管理费用,"62,185,365.63","67,301,515.98","87,936,244.08","54,474,724.13","89,836,116.02","129,848,638.72","41,740,983.37","73,459,443.39","113,580,709.88","173,496,633.57","44,415,102.47","93,414,994.87","147,296,202.07","194,855,701.58","108,799,676.62","209,662,541.80","365,971,017.97","545,440,521.00","137,859,963.30","267,413,131.61","402,411,549.39","562,652,459.07","133,915,907.28","274,279,127.43","445,764,534.45","627,615,039.24","153,037,953.08","297,222,645.09","431,375,544.48"
其中:非流动资产处置净损失,,,,,,"1,082,384.90",,978.80,"320,586.18","386,105.24","64,592.90","2,213,708.95","4,360,147.27","4,632,493.59",,"33,390.25","151,903.03","4,492,224.84","64,973.45","89,725.65","2,800,758.49","6,670,367.57","2,191,912.41","6,422,648.17","7,935,941.17","21,470,197.75","1,455,848.90","11,315,968.50","34,404,186.07"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"22,699,660.57","32,274,926.75","25,908,941.12","25,244,381.70","37,207,961.81","60,097,729.97","24,276,987.31","45,457,569.15","82,400,865.80","107,593,113.51","40,208,691.04","69,234,134.46","120,577,536.07","180,779,521.94","59,590,875.11","125,219,168.50","178,604,535.38","265,910,704.94","70,916,474.05","123,849,813.02","188,932,725.55","288,567,504.11","42,626,290.08","69,582,906.69","99,380,484.99","161,479,134.66","56,326,854.32","131,347,715.14","228,590,709.58"
三、利润总额,"32,826,746.98","146,530,413.15","130,263,948.13","67,028,944.29","103,036,256.48","129,258,469.56","15,560,321.54","72,278,726.69","141,590,529.23","184,083,148.80","78,431,201.43","151,090,643.01","225,527,110.82","287,528,923.78","108,086,894.71","248,178,520.49","441,194,813.24","481,469,860.28","34,408,058.42","128,210,147.85","207,764,261.83","260,214,541.81","119,845,594.79","252,970,668.12","375,995,728.05","429,674,581.54","-47,171,446.84","33,688,747.77","216,369,662.52"
资产减值损失,"2,951,837.49","6,534,141.39","2,952,663.84","8,254,179.56","8,254,179.56","11,167,548.70",,"-488,468.25","-284,415.78","12,151,698.62",-27.85,"15,619,650.83","15,928,735.98","13,683,847.94","56,420.08","7,223,823.11","7,252,172.99","35,200,198.97","173,885.70","19,770,645.11","27,746,255.31","51,825,827.65","9,899,828.39","38,278,762.21","79,817,660.90","114,064,304.27","699,703.42","35,127,771.96","39,376,618.70"
减:所得税,"6,524,657.27","22,152,172.74","17,004,429.73","13,944,467.83","19,197,630.99","24,306,417.07","4,243,112.22","14,024,247.62","22,983,090.49","24,783,397.08","11,590,133.16","20,371,523.93","31,498,651.16","53,309,778.67","11,190,689.26","51,177,897.63","139,641,025.18","137,441,361.67","-259,271.42","18,228,101.84","43,950,418.41","62,942,232.99","23,102,264.14","39,913,544.55","60,245,948.88","58,456,001.38","6,524,874.15","12,133,100.37","33,958,111.71"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
