科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"83,127,012.04","100,406,728.67","170,809,636.73","199,678,419.18","224,017,095.97","248,088,208.35","1,874,674,325.52","1,788,637,604.38","1,742,449,748.21","1,722,694,216.11","1,779,413,709.13","1,749,748,177.08","1,839,906,090.93","1,957,034,367.66","1,986,663,372.90","2,049,830,388.18","2,092,624,198.29","2,083,840,166.96","2,042,987,691.11","2,041,045,647.67","1,872,962,569.71","1,856,359,246.23","1,726,453,643.02","1,813,176,304.79","1,703,862,155.42","1,127,044,840.08","1,049,434,561.17","1,003,445,390.19","792,898,029.01","889,204,347.44","1,096,453,607.87","1,018,765,491.59","691,877,844.52","783,302,328.92","759,684,443.60"
短期借款,,,,,,"16,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00",,,"18,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00","9,652,000.00","5,000,000.00",,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"21,899,020.05","12,366,117.39","35,043,493.99","45,607,320.83","52,899,826.30","65,063,333.38","57,376,814.07","43,865,714.93","24,186,560.07","49,963,939.09","73,886,314.54","142,740,620.99","135,051,162.41","149,623,776.26","252,778,207.41","218,464,192.78","127,268,307.36","82,635,469.30","98,182,250.26","103,332,024.68","112,742,920.14","134,597,702.97","85,220,596.91","83,934,352.03","86,068,109.77","60,628,717.63","77,522,300.45","64,092,670.05","66,332,161.69","74,055,987.41","79,088,862.72","67,972,463.90","64,968,067.04","101,165,159.60","142,130,233.72"
应付票据,,,,,"41,676,939.89",,,,,,,,,,,,,,,,,"1,654,488.00","7,591,172.38","8,770,816.78","22,244,225.01","25,120,132.20","19,029,987.17","18,159,602.48","15,156,268.88","25,494,699.77","24,636,749.90","39,472,520.48","65,444,763.16","61,526,724.98","40,188,208.89"
应收账款,"24,703,518.55","22,392,569.14","34,725,849.39","47,251,338.27","46,331,065.25","55,898,595.42","54,567,934.90","77,160,235.40","86,042,096.73","98,367,759.99","123,024,161.19","105,788,835.61","111,630,009.97","134,010,973.00","138,700,680.41","147,696,626.54","147,368,649.04","168,963,668.29","201,097,773.05","197,746,947.86","199,579,858.60","228,931,217.26","255,017,961.34","288,347,957.39","314,120,347.34","336,831,195.78","368,873,324.11","379,529,639.14","390,595,428.47","382,732,989.06","424,972,555.94","433,033,532.23","466,839,832.20","475,885,136.68","522,210,002.25"
应付账款,"12,949,643.56","16,763,507.12","22,564,659.75","38,281,076.12","411,458,527.78","35,234,268.75","33,883,387.36","48,936,942.62","37,905,909.83","42,842,385.81","41,151,694.16","63,500,960.37","79,334,096.71","126,157,895.77","146,918,275.81","158,766,729.92","139,578,925.32","146,783,981.27","175,463,930.78","146,630,277.36","158,639,279.77","191,953,080.75","165,638,558.38","204,114,967.93","157,521,090.03","160,819,515.76","171,927,601.83","178,246,223.51","187,200,794.26","199,809,632.97","217,078,325.12","258,910,129.39","344,147,659.09","287,256,784.67","241,525,951.72"
预付款项,"2,812,972.00","6,044,655.69","38,117,084.13","12,429,430.74","13,967,003.69","16,548,867.24","18,215,201.58","19,569,299.32","19,604,197.78","49,406,063.17","64,031,320.71","85,506,536.31","69,653,439.34","43,510,634.44","49,794,209.08","72,303,989.98","98,566,777.15","79,402,859.43","60,894,545.02","84,724,980.23","111,561,450.11","83,386,307.27","57,875,112.33","53,281,035.26","71,844,641.35","77,901,940.74","76,110,225.14","79,474,315.95","92,453,038.09","88,501,235.09","125,824,948.44","139,267,459.67","149,400,993.48","104,462,270.39","140,049,014.38"
预收款项,"105,273,299.60","180,359,123.14","301,469,001.29","377,113,591.92",,"461,633,455.21","464,832,381.08","411,636,040.41","399,610,749.02","414,492,240.71","493,615,558.08","578,659,464.67","693,978,040.62","855,208,578.54","968,118,350.31","1,210,533,594.26","1,273,202,187.63","1,278,708,976.76","1,234,269,215.05","1,161,421,667.80","1,211,238,327.78","1,208,813,848.51","1,092,483,380.06","982,170,739.34","953,637,525.19","794,588,702.29","655,776,235.11","649,673,652.52","699,589,664.80","692,729,178.61","560,617,108.66","686,725,888.05","778,398,940.25","807,736,015.25","864,118,591.07"
