科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"6,608,423,033.40","6,780,485,138.81","7,860,081,284.84","3,602,220,206.71","5,949,526,158.46","8,346,955,173.10","2,564,830,944.53","4,602,209,682.26","6,850,266,893.43","9,364,778,702.02","4,131,292,400.42","6,501,964,844.29","8,610,856,851.92","12,855,445,337.16","3,780,303,475.91","6,152,594,935.14","8,871,644,991.96","13,013,471,089.71","4,214,807,622.59","6,678,925,416.56","8,790,182,628.82","13,239,568,930.05","4,891,688,288.22","5,848,448,460.57","9,365,807,422.36","13,226,821,746.76","4,731,854,110.96","7,673,494,265.78","10,950,286,557.93","16,912,856,624.21","5,225,357,560.79"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"170,764,320.00",,,,,"67,689,256.29","47,427,377.49","52,607,377.49","52,607,377.49",,,,"132,566,538.04",,,,,,,,,
收到的税费返还,"70,000.00","1,088,550.23","3,055,706.75","394,661.84","394,661.84","547,278.95",,,,"16,753,888.92",,"10,400.71","273,495.63","121,809.37","594,700.51","1,706,686.46","2,286,480.70","1,569,946.30","267,628.50","260,000.00","2,005,125.42","517,574.05","739,676.78",,,"959,412.31","3,280.31",,,"1,453,595.07",
支付其他与投资活动有关的现金,,"10,480,000.00","12,180,000.00",,,,,,,"3,300,000.00",,"200,000.00","200,000.00",,,,,,,,,,,"17,561.00",,,,,,,"2,523,585.00"
收到其他与经营活动有关的现金,"219,790,011.50","285,431,568.52","322,421,541.70","194,178,918.26","80,925,895.89","856,034,972.13","718,377,659.18","127,463,727.55","247,255,191.17","516,976,814.36","355,574,242.75","642,065,815.90","710,911,960.97","853,960,553.51","395,929,756.65","534,478,966.46","609,955,430.51","755,782,169.25","291,295,184.87","371,713,448.47","563,640,814.80","750,241,733.90","183,552,756.59","276,689,475.19","362,265,454.04","860,156,612.81","205,811,939.63","315,162,874.67","435,241,710.13","703,377,185.40","223,907,287.70"
投资活动现金流出小计,"154,461,316.10","71,849,062.50","104,239,302.83","43,970,307.18","76,515,281.92","106,039,089.33","11,718,576.04","19,510,228.07","21,082,116.27","256,599,253.51","13,914,348.20","35,030,112.64","31,060,179.06","125,753,064.72","102,967,082.30","145,048,133.97","166,593,625.37","185,493,320.10","13,929,370.91","29,729,455.46","68,431,159.29","276,588,574.43","16,255,414.72","91,872,029.14","95,805,279.07","92,472,908.19","51,369,082.84","107,454,023.89","112,605,037.00","316,744,878.80","24,177,156.51"
经营活动现金流入小计,"6,828,283,044.90","7,067,005,257.56","8,185,558,533.29","3,796,793,786.81","6,030,846,716.19","9,203,537,424.18","3,283,208,603.71","4,729,673,409.81","7,097,522,084.60","9,898,509,405.30","4,486,866,643.17","7,144,041,060.90","9,322,042,308.52","13,709,527,700.04","4,176,827,933.07","6,688,780,588.06","9,483,886,903.17","13,770,823,205.26","4,506,370,435.96","7,050,898,865.03","9,355,828,569.04","13,990,328,238.00","5,075,980,721.59","6,125,137,935.76","9,728,072,876.40","14,087,937,771.88","4,937,669,330.90","7,988,657,140.45","11,385,528,268.06","17,617,687,404.68","5,449,264,848.49"
投资活动产生的现金流量净额,"-102,786,450.82","-32,666,641.33","-90,156,008.38","-27,433,623.68","-55,887,275.14","-85,157,135.51","-11,595,400.04","-18,248,330.50","-19,846,333.70","93,338,146.70","-13,846,984.20","-31,230,444.04","-26,060,432.34","-97,672,995.89","-87,983,885.91","-79,890,899.61","-100,809,789.65","-118,642,626.45","-13,790,620.08","-29,413,855.63","-67,946,008.49","-275,679,118.25","-16,013,580.18","-85,647,843.97","-89,416,042.57","-91,186,480.69","-51,155,507.43","-97,119,912.50","-101,998,582.15","-254,575,624.38","-22,915,280.44"
购买商品、接受劳务支付的现金,"6,126,467,032.92","6,078,831,950.22","7,207,943,387.07","3,719,024,360.52","5,919,440,423.94","8,430,817,693.69","2,438,316,068.07","4,355,842,787.02","6,576,444,828.55","8,644,088,466.28","3,911,959,664.80","6,409,420,432.38","8,457,293,398.41","12,257,481,793.56","3,807,184,079.11","6,221,600,232.93","8,840,149,544.62","12,711,594,020.70","4,430,960,849.99","6,484,241,965.08","8,426,154,021.17","12,081,850,089.27","4,592,435,152.84","5,073,781,751.81","8,799,818,200.87","11,823,443,220.99","5,011,330,149.06","7,077,201,020.18","10,228,539,377.75","14,837,833,546.97","5,332,942,162.20"
吸收投资收到的现金,,,,,"587,353,473.81","587,353,473.81",,,,,,"158,136,312.00","158,136,312.00","158,136,312.00",,,,,,"4,201,000.00","4,201,000.00","8,790,210.00",,,,,,"10,020,000.00","10,020,000.00","50,694,500.00",
