科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"293,465,194.93","259,336,857.85","280,660,336.64","120,129,321.85","184,465,275.99","331,871,411.29","11,445,624.73","118,153,238.91","194,496,646.03","347,927,231.75","38,417,693.65","112,698,682.25","174,711,264.09","277,845,012.00","55,481,416.84","160,890,342.26","202,593,116.54","323,803,615.47","59,743,799.71","189,359,927.65","248,916,466.27","451,255,216.86","57,192,904.61","155,170,231.57","269,017,932.35","438,692,932.12","76,625,963.33","158,320,201.65","240,461,456.21","491,454,786.65","113,192,380.41","252,490,834.79","425,472,350.51","624,989,087.67","227,973,414.20"
取得子公司及其他营业单位支付的现金净额,,,"2,409,000.00",,,,,"6,690,256.22","6,690,256.22","6,312,315.56",,,,"157,946,472.64",,,,"14,335,544.26",,,,,,,,,,,,,,,,"92,000,000.00",
收到的税费返还,"6,392,334.52","7,700,764.44","8,267,827.58","175,239.00",,"750,687.78",,,,"1,197,348.86",,"55,356.82",,"312,903.68",,"353,181.51","855,373.09","1,094,700.29","350,702.21","301,939.04","690,534.36","780,900.75","1,193,015.51","1,516,038.76","2,042,550.61","2,853,799.79","702,258.84","911,239.05","921,781.43","2,239,223.77","953,170.60","2,655,183.49","4,948,532.25","6,949,866.81","2,257,729.62"
支付其他与投资活动有关的现金,,,"663,444.43",,,,,"190,195.50",,,,,,,,,,,"50,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,"20,000,000.00","20,000.00","4,545,341.17",,,,,
收到其他与经营活动有关的现金,"24,285,401.20","12,308,984.09","11,869,569.14","28,120,916.03","13,312,883.94","30,523,304.72","6,385,009.13","20,146,156.44","37,457,283.10","44,438,135.44","27,370,364.04","38,684,963.54","103,856,506.31","131,274,754.59","5,773,721.08","118,364,950.00","117,214,188.15","133,148,721.18","39,020,676.85","78,564,265.41","117,993,566.34","145,340,603.45","16,328,383.14","27,881,296.02","39,674,806.99","73,227,622.49","5,212,236.55","8,615,333.17","70,209,870.53","106,882,905.82","14,348,348.23","37,346,363.04","67,031,224.53","119,886,544.99","14,775,697.20"
投资活动现金流出小计,"4,097,425.01","32,202,061.16","7,190,259.49","2,922,754.42","2,008,527.30","15,056,855.75","19,682,508.21","17,513,772.99","30,038,361.21","41,920,609.86","12,978,706.62","78,715,559.20","96,967,084.83","209,859,489.67","26,767,296.97","47,987,570.52","54,689,101.00","61,372,875.45","11,606,569.50","57,529,706.22","65,751,109.65","88,175,878.61","16,339,099.51","28,206,893.70","49,290,178.57","76,148,092.96","6,520,393.29","39,909,014.15","54,432,256.54","72,334,901.47","97,099,667.25","109,125,423.97","116,602,599.12","155,336,252.58","7,655,724.57"
经营活动现金流入小计,"324,142,930.65","279,346,606.38","300,797,733.36","148,425,476.88","197,778,159.93","363,145,403.79","17,830,633.86","138,299,395.35","231,953,929.13","393,562,716.05","65,788,057.69","151,439,002.61","278,567,770.40","409,432,670.27","61,255,137.92","279,608,473.77","320,662,677.78","458,047,036.94","99,115,178.77","268,226,132.10","367,600,566.97","597,376,721.06","74,714,303.26","184,567,566.35","310,735,289.95","514,774,354.40","82,540,458.72","167,846,773.87","311,593,108.17","600,576,916.24","128,493,899.24","292,492,381.32","497,452,107.29","751,825,499.47","245,006,841.02"
投资活动产生的现金流量净额,"-2,317,656.71","-29,874,686.36","-6,186,259.49","3,643,423.58","4,767,285.59","-8,390,677.75","-14,025,774.01","-12,120,372.99","-24,295,119.75","-36,268,508.49","-12,917,806.62","-78,099,587.75","-96,349,070.72","-204,714,834.86","-26,767,296.97","-46,516,116.52","-52,527,647.00","-40,779,727.23","-11,471,569.50","-57,379,360.07","-65,616,109.65","-57,523,741.94","-16,336,099.51","-28,093,340.30","-49,281,678.57","-75,895,684.86","-6,375,393.29","-39,909,014.15","-54,187,256.54","-52,788,479.36","-97,089,667.25","-109,065,615.63","-114,849,404.51","-153,549,262.71","-7,649,207.04"
购买商品、接受劳务支付的现金,"201,980,878.66","154,510,188.82","191,131,517.65","133,240,760.27","181,315,462.11","249,099,764.20","66,491,738.59","173,111,428.86","248,637,787.91","332,796,000.85","56,234,900.68","125,728,204.77","174,381,487.73","264,343,480.36","37,245,022.88","111,309,488.49","133,034,505.98","198,859,362.29","38,729,914.91","168,146,407.26","188,524,211.38","369,668,038.31","68,063,944.33","212,176,469.55","316,598,786.55","432,083,458.71","83,031,560.14","209,022,079.54","229,051,926.14","362,017,655.03","109,211,996.12","252,867,775.95","407,460,895.10","536,610,076.45","170,181,729.34"
吸收投资收到的现金,"3,984,100.00","38,486,000.00",,,,,"664,121,500.00","664,121,500.00","664,121,500.00","665,591,500.00",,"500,000.00","500,000.00","500,000.00",,"500,000.00","500,000.00","1,400,000.00","20,090,000.00","20,090,000.00","20,090,000.00","20,090,000.00",,,"11,365,000.00","57,330,000.00",,,"50,000,000.00","183,229,994.75",,"50,000,000.00","59,500,000.00","59,690,000.00",
