科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"7,880,536.99","30,612,443.76","51,167,772.52","29,517,158.99","16,015,311.86","42,976,463.48","41,164,268.64","60,916,311.99","174,902,712.43","63,713,854.67","115,657,832.14","100,731,570.78","117,288,577.82","244,919,918.40","293,141,904.76","348,070,208.03","778,355,603.36","949,253,520.89","759,134,532.25","717,001,747.92","866,709,858.17","644,629,442.12","664,191,214.53","402,815,976.92","465,047,763.33","648,204,606.68","360,736,538.81","405,806,407.96","356,333,848.07","2,488,865,950.22","1,499,847,724.33","1,424,460,138.95","1,502,293,022.15","708,332,668.27","935,312,247.36","843,204,105.77","647,620,299.25","1,796,144,477.56","1,996,868,933.36","2,093,164,521.25","1,617,288,270.37","1,348,935,675.79","1,686,579,317.21","2,280,753,208.73","1,966,268,974.06","1,655,958,512.10","1,397,611,766.73","1,164,311,489.32","1,104,622,971.08"
短期借款,"35,840,000.00","46,142,500.00","96,142,500.00","96,142,500.00","100,142,500.00","104,500,000.00","107,500,000.00","191,000,000.00","242,000,000.00","199,000,000.00","143,000,000.00","153,000,000.00","203,000,000.00","223,000,000.00","292,000,000.00","260,000,000.00","480,000,000.00","504,000,000.00","510,000,000.00","520,000,000.00","520,000,000.00","470,000,000.00","440,000,000.00","440,000,000.00","738,000,000.00","858,000,000.00","1,008,000,000.00","1,193,000,000.00","1,720,072,847.48","1,062,000,000.00","420,000,000.00","130,000,000.00","400,000,000.00","500,000,000.00","550,000,000.00","550,000,000.00","550,000,000.00","586,000,000.00","730,000,000.00","814,500,000.00","474,200,000.00","514,000,000.00","581,800,000.00","877,450,000.00","1,022,620,000.00","810,000,000.00","1,454,800,000.00","1,048,950,000.00","1,056,750,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"22,341,816.79","21,410,250.31","32,978,191.48","41,113,781.20","33,012,259.34","26,038,195.00","23,585,239.29","12,184,522.72","18,037,850.73","18,365,833.47","18,054,113.75","27,070,671.45","33,513,106.12","22,223,121.24","27,377,550.06","27,544,535.50","28,914,193.53","38,928,306.12","51,759,118.42","58,017,787.48","45,753,504.38","52,301,502.48","30,967,618.40","34,340,700.32","15,980,890.99","19,924,005.03","27,552,538.34","33,274,112.31","23,740,540.15","19,160,677.90","20,410,525.83",,,,,,,,,,,,"160,000,000.00","245,000,000.00","205,000,000.00","70,000,000.00","51,800,000.00",,
应付票据,,"14,044,850.00","35,393,350.00","25,300,000.00","16,490,000.00","44,600,000.00","30,950,000.00","7,200,000.00","17,790,000.00","23,000,000.00","46,800,000.00","41,350,000.00","45,200,000.00","52,500,000.00","76,469,576.80","60,500,000.00","71,000,000.00","76,000,000.00","74,000,000.00","46,000,000.00","68,000,000.00","58,000,000.00","51,000,000.00","107,000,000.00","105,850,000.00","325,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
应收账款,"85,787,729.35","76,975,262.73","85,856,910.46","94,529,832.69","95,061,768.10","119,224,821.93","117,316,375.46","101,915,087.81","95,651,111.87","106,696,273.79","128,598,280.85","132,871,802.94","130,563,508.78","143,133,086.26","131,911,923.56","131,058,840.86","122,610,413.73","138,637,751.34","139,426,073.52","116,041,973.90","127,904,854.57","133,964,919.64","132,224,919.21","139,806,976.02","139,176,534.43","90,608,801.64","108,340,251.35","107,617,120.79","135,816,721.88","158,496,783.98","147,213,957.42","46,936,839.21","46,634,546.59","52,003,100.12","48,399,649.07","58,867,615.67","71,065,847.52","81,047,753.17","85,405,719.19","143,973,052.03","131,875,516.58","143,753,354.09","166,715,826.06","379,140,088.54","358,869,309.89","395,823,498.84","416,431,236.99","386,212,616.89","309,943,544.36"
应付账款,"24,306,264.87","30,998,912.51","30,625,700.72","28,094,074.94","31,173,666.20","44,517,282.26","36,275,830.71","27,580,167.00","27,507,005.01","31,681,786.19","31,291,310.19","36,274,470.04","37,492,021.97","48,705,424.97","51,583,592.65","57,197,309.98","40,078,612.51","40,154,569.23","35,556,243.92","96,763,105.55","78,866,289.38","111,640,586.53","111,691,464.15","151,542,774.93","113,576,700.53","106,294,210.06","90,520,477.54","109,331,979.95","124,139,254.97","119,987,716.03","116,482,180.97","74,288,984.88","71,640,086.31","59,999,625.94","53,080,974.72","77,534,453.33","63,732,322.72","80,919,052.38","68,476,539.13","83,955,789.95","83,274,979.87","96,025,466.08","88,347,686.52","161,923,478.65","138,808,968.12","237,333,473.98",,"195,891,318.31",
预付款项,"27,284,758.40","35,340,620.78","28,449,599.71","32,687,422.32","25,838,398.85","41,226,298.85","70,369,927.86","37,638,163.06","40,942,323.01","57,180,244.65","55,247,328.86","107,552,581.16","130,491,135.95","126,234,552.22","137,612,027.85","146,071,174.69","142,620,122.87","139,857,684.68","131,266,363.43","72,505,622.06","97,305,257.66","131,377,263.06","128,785,769.80","43,104,408.27","37,996,668.90","31,091,218.82","41,415,981.23","37,739,238.87","75,795,756.03","82,760,357.50","98,069,245.79","87,088,929.50","88,264,268.65","82,460,839.82","78,724,786.40","114,409,574.87","116,714,228.24","152,648,540.95","276,177,791.92","123,449,088.77","135,579,867.83","133,506,699.93","139,241,737.07","112,460,777.14","108,890,920.34","103,345,797.25","97,671,189.42","97,506,254.57","101,538,415.28"
预收款项,"5,256,149.69","4,989,944.24","6,469,956.92","4,627,613.14","6,180,908.33","7,036,290.69","5,283,266.67","7,306,533.34","4,170,037.54","5,141,296.97","6,074,301.30","8,863,739.90","9,211,397.85","4,935,408.36","11,290,873.42","104,076,893.14","342,299,198.67","540,733,812.82","592,569,933.73","425,179,474.38","341,366,464.11","300,203,681.35","263,591,554.59","191,531,099.94","207,495,616.68","243,834,118.35","162,637,184.64","76,990,355.97","24,340,579.36","32,521,724.82","25,892,946.23","26,997,109.64","12,853,478.18","10,313,122.51","13,976,201.39","14,009,131.40","14,930,451.66","11,642,730.39","16,954,295.64","57,036,522.76","22,911,215.45","13,789,409.79","34,426,870.62","48,807,905.92","33,573,511.45","37,490,141.61","44,430,595.76","34,138,742.15","42,902,221.22"
其他应收款,"7,589,168.66","8,465,647.87","7,913,863.52","5,704,679.88","11,410,046.71","4,074,476.70","6,801,660.62","17,189,064.07","19,911,905.76","22,559,604.08","112,501,793.17","26,374,807.64","32,706,444.46","37,078,175.95","38,456,794.41","98,529,892.28","29,756,253.39","52,610,029.61","211,640,431.25","64,686,626.60","69,095,173.60","72,476,251.50","107,515,485.97","85,097,882.84","81,865,569.64","158,372,011.72","120,679,377.80","186,124,413.88","221,059,196.55","199,616,308.03","233,794,625.54","543,122,691.51","252,126,114.50","234,333,952.87","255,367,068.47","217,997,783.98","264,599,739.96","157,643,843.39","369,370,927.96","337,942,346.90","638,922,372.15","610,065,533.04","513,074,366.65","416,867,411.71","394,383,545.34","405,603,815.84","565,915,248.47","520,822,633.69","490,726,329.15"
应付职工薪酬,"4,390,118.10","4,884,219.04","8,584,487.62","8,356,569.06","8,508,064.05","8,642,433.85","9,099,923.54","8,957,433.48","8,812,723.54","9,020,250.12","9,342,547.75","8,792,848.27","8,679,232.21","8,821,674.44","8,793,825.93","7,721,680.67","7,518,602.99","7,958,297.54","7,996,575.55","9,341,295.87","9,868,489.58","9,712,601.76","10,114,984.02","10,952,573.24","8,711,454.67","5,454,414.88","5,327,040.21","4,842,731.81","5,849,820.86","6,166,817.17","5,923,441.02","1,747,334.13","2,052,075.44","2,295,786.53","2,483,806.99","4,095,437.93","3,633,665.90","3,523,835.40","3,628,870.48","5,398,323.99","4,511,074.07","4,583,939.88","4,641,868.40","5,331,075.47","3,730,782.22","4,203,939.85","3,945,984.68","2,678,904.20","1,818,559.67"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
