科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"623,240,364.11","654,455,371.51","815,565,436.00",,"369,629,646.67","559,809,225.62","1,570,413,223.12","367,260,852.08","785,064,051.92","1,253,922,147.88","1,809,994,155.97","463,639,068.62","1,209,178,784.37","1,909,875,957.11","2,734,226,486.49","521,447,494.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"41,398,863.99","25,459,368.58","26,896,841.76",,"4,256,445.69","6,585,115.31","7,972,142.72","22,049,271.92","32,357,625.18","41,005,250.72","42,232,469.52","13,050,087.99","21,934,790.40","29,680,762.95","46,097,138.01","24,412,692.39"
支付其他与投资活动有关的现金,,,,,,,"170,000,000.00",,,,"10,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","776,000,000.00"
收到其他与经营活动有关的现金,"8,685,704.36","9,604,704.68","35,553,118.52",,"6,044,656.01","15,098,373.10","20,310,060.81","2,110,499.21","33,056,529.64","34,016,204.24","68,875,461.66","7,145,549.86","4,706,313.11","11,348,249.59","60,425,051.77","4,978,399.34"
投资活动现金流出小计,"198,487,534.88","208,871,944.65","162,173,892.41",,"51,152,529.85","264,590,766.62","382,382,110.78","109,208,503.67","148,927,293.10","228,102,822.16","292,708,897.23","138,524,384.73","199,233,483.00","282,819,114.87","450,048,257.60","793,618,204.54"
经营活动现金流入小计,"673,324,932.46","689,519,444.77","878,015,396.28",,"379,930,748.37","581,492,714.03","1,598,695,426.65","391,420,623.21","850,478,206.74","1,328,943,602.84","1,921,102,087.15","483,834,706.47","1,235,819,887.88","1,950,904,969.65","2,840,748,676.27","550,838,585.83"
投资活动产生的现金流量净额,"-10,672,186.86","-116,037,553.22","-143,628,085.24","-24,658,600.00","-52,395,380.11","-265,351,863.75","-373,225,370.42","-51,718,597.62","23,075,216.11","-55,716,838.64","-165,603,573.69","-86,454,521.71","-117,848,026.31","-201,433,654.58","-398,993,475.40","-792,486,533.32"
购买商品、接受劳务支付的现金,"365,186,019.53","417,349,543.78","583,019,421.03",,"352,862,643.68","462,034,567.23","1,228,975,026.48","268,019,151.37","609,436,106.56","960,290,457.12","1,400,936,528.83","297,741,218.12","789,485,073.71","1,201,404,497.06","1,425,290,862.11","447,406,950.18"
吸收投资收到的现金,,,,,"700,714,700.00","700,714,700.00","700,967,690.43",,,,,,,,"1,398,900,926.45",
支付给职工以及为职工支付的现金,"37,569,977.16","44,463,230.37","59,135,622.76",,"31,357,234.56","46,992,231.97","64,462,179.46","12,483,480.22","35,960,627.36","53,688,830.60","72,882,334.19","16,377,191.99","40,578,634.78","61,614,098.42","85,294,000.21","23,423,609.23"
取得借款收到的现金,,,,,,,,,,,,,,,,
