科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"103,688,009.30","213,344,516.80","284,442,043.06","197,199,495.91","295,202,257.86","382,792,439.38","112,407,862.64","233,406,482.64","346,414,984.44","484,687,467.76","141,521,828.13","288,774,078.19","440,765,215.52","705,333,942.97","212,492,808.75","439,180,348.18","663,615,136.88","996,496,782.31","181,284,827.91","375,737,466.37","476,582,040.07","584,600,053.32","155,418,996.16","991,511,331.01","2,366,472,105.93","3,867,380,857.78","720,121,991.36","1,709,280,117.48","3,770,129,981.01","6,223,163,636.39","4,833,159,605.91","8,088,225,942.69","9,964,862,164.72"
二、营业利润,"9,847,197.03","27,944,249.30","28,356,661.65","15,191,829.59","33,479,023.31","39,571,109.56","14,470,023.15","31,448,542.09","50,269,691.89","57,714,240.06","17,002,462.15","26,962,964.27","31,561,949.77","-18,031,678.56","7,675,615.27","-1,174,043.49","-2,658,980.15","-13,472,585.87","-6,149,056.88","-1,030,433.16","10,483,877.52","2,903,406.94","955,818.47","22,388,757.32","32,374,392.44","-78,134,723.75","8,943,537.68","10,712,865.09","14,111,528.42","228,511,379.40","110,926,072.41","-9,240,447.69","66,494,270.55"
减:营业成本,"88,322,165.98","177,957,615.63","249,338,749.12","177,737,580.65","255,328,379.53","332,145,259.31","95,424,016.44","196,706,622.66","286,004,867.42","411,617,117.09","117,605,587.45","247,265,029.65","387,240,611.06","662,786,326.44","184,133,013.70","395,760,296.30","602,122,182.83","920,200,799.36","165,376,976.75","361,254,023.67","457,998,678.62","589,130,553.65","164,543,000.72","982,433,761.96","2,339,577,203.09","3,901,501,714.68","696,354,842.81","1,652,472,207.12","3,799,235,852.91","5,732,543,143.90","4,655,000,869.85","7,838,280,725.67","9,612,216,871.58"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,"21,857.99","7,507.50","7,507.50","14,503.20",,,"20,242.04","45,409.92","27,801.41","40,407.85","69,419.10","69,419.10","440,082.61","463,234.61","514,444.11","214,330.92","5,137.11","13,434.32","19,001.64","313,561.52","2,690.12","5,221.32","73,514.79","92,940.29","36,545.65","40,243.79","37,648,808.95","50,981,762.91","21,277,063.17","43,674,776.97","70,611,586.41"
营业外收入,"1,224,639.11","2,389,934.56","1,973,956.20","1,626,000.00","2,156,221.00","2,277,000.00","3,055,124.57","3,126,072.59","4,235,072.59","5,212,184.57","585,815.89","1,002,279.50","1,068,216.79","7,073,608.39","1,436,017.48","3,025,320.66","4,746,650.39","20,559,659.79","2,996,599.77","11,887,436.62","12,855,919.27","28,267,953.63","1,568,907.02","4,776,922.00","9,023,723.16","125,077,094.16","2,011,648.60","3,812,324.30","68,974,871.14","5,562,872.18","4,108,506.89","32,195,102.34","41,942,824.82"
销售费用,"1,082,790.50","800,918.70","2,090,328.60","1,005,550.59","1,221,208.59","1,931,451.98","570,050.30","1,035,508.39","1,211,009.85","1,809,256.71","349,822.83","761,660.02","1,611,854.44","4,606,786.37","3,427,680.36","7,363,962.61","11,355,091.93","15,098,625.30","4,206,155.73","8,688,043.80","15,422,885.39","18,361,066.87","5,709,764.94","13,213,437.63","20,988,229.69","35,522,939.19","12,961,805.08","30,434,244.17","53,897,597.97","122,660,684.62","41,012,213.73","130,951,633.42","216,233,161.35"
减:营业外支出,,"764,151.77","129,735.17","1,044,879.46","1,222,749.19","1,352,169.16",,"15,000.00","1,181,743.59","5,953,677.97","148,019.76","308,268.87","313,246.65","8,086,799.43","375,915.87","921,721.61","1,119,789.00","1,935,663.75","220,896.25","2,309,520.80","8,700,793.82","8,334,282.65","255,290.43","3,485,069.91","10,081,474.22","24,154,182.72","353,053.50","985,660.38","1,243,377.19","13,998,030.46","467,703.72","1,053,070.71","2,653,797.43"
管理费用,"1,845,036.66","2,931,507.59","3,307,784.80","2,410,483.60","3,373,837.37","6,482,757.82","2,535,911.73","6,512,754.62","11,164,073.82","18,352,814.85","6,339,766.99","12,799,044.23","19,613,173.21","45,001,201.99","10,829,387.65","22,777,215.50","33,501,392.86","47,889,593.14","12,157,013.66","27,032,356.97","44,991,035.12","62,890,385.21","16,715,068.87","35,811,033.95","58,973,111.13","105,327,295.07","28,112,027.03","54,755,015.65","122,653,122.12","213,151,814.92","79,560,669.71","180,447,668.19","266,732,472.33"
其中:非流动资产处置净损失,,"764,151.77","129,735.17","1,044,879.46",,"1,352,169.16",,,"946,743.59","4,597,477.97",,"127,885.29",,"2,685,071.73",,"708,794.18","797,740.57","1,335,676.17",,"1,660,236.06",,"4,220,716.74",,,,"21,464,968.93","21,464,968.93",,,"5,396,337.72",,"728,758.46","1,641,401.95"
