科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
处置固定资产、无形资产和其他长期资产收回的现金净额,"136,984.61","19,612.27","8,400.00",200.00,"30,200.00","49,200.00","10,000.00","10,000.00","11,500.00","79,500.00",
筹资活动产生的现金流量净额,"-21,440,000.00","-14,680,319.17","-3,236,246.34","-1,668,804.77","482,652,170.63","477,062,170.63",,"-273,000,000.00","-395,405,319.26","-388,906,924.24","29,672,477.89"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,
四、汇率变动对现金的影响,"-243,631.95","-460,666.92","-162,584.29","21,636.94","24,597.20","1,056,595.39","-324,049.40","-601,445.35","-815,698.06","-1,070,649.28","-713,988.23"
收到其他与投资活动有关的现金,,,,,,"648,310,253.97","909,365,989.19","2,339,659,305.88","3,404,406,704.15","3,904,042,498.62","736,529,363.94"
四(2)、其他原因对现金的影响,,,,,,,,,,,
投资活动现金流入小计,"136,984.61","19,612.27","8,400.00",200.00,"30,200.00","648,359,453.97","909,375,989.19","2,339,669,305.88","3,404,418,204.15","3,904,121,998.62","736,529,363.94"
五、现金及现金等价物净增加额,"5,360,643.31","62,742,807.13","82,726,402.84","82,918,377.76","621,648,426.53","-140,021,193.93","70,751,046.27","15,932,337.51","-36,718,826.74","-29,276,268.67","26,858,473.94"
购建固定资产、无形资产和其他长期资产支付的现金,"76,315,648.38","179,063,849.27","221,813,212.83","83,120,515.88","118,914,256.31","237,415,763.14","203,930,718.74","286,968,495.46","391,865,741.84","455,165,002.83","88,122,266.04"
期初现金及现金等价物余额,"45,402,875.58","50,763,518.89","113,506,326.02","196,232,728.86","196,232,728.86","196,232,728.86","56,211,534.93","56,211,534.93","56,211,534.93","56,211,534.93","26,935,266.26"
投资支付的现金,,,"700,000.00","6,300,000.00","6,300,000.00","6,300,000.00",,,"5,250,000.00","14,175,000.00",
期末现金及现金等价物余额,"50,763,518.89","113,506,326.02","196,232,728.86","279,151,106.62","817,881,155.39","56,211,534.93","126,962,581.20","72,143,872.44","19,492,708.19","26,935,266.26","53,793,740.20"
