科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"163,747,033.22","239,826,694.54","484,804,135.19","156,112,362.09","370,999,981.32","498,828,148.30","673,361,634.27","123,176,151.53","281,221,649.20","403,823,685.97","565,212,103.33","106,521,870.24","276,590,725.38","353,821,670.97","528,214,114.72","99,852,950.41","193,292,888.18","321,301,319.28","496,963,281.30","82,181,442.30","189,152,190.33","306,964,598.62","448,335,174.71","109,926,916.71","231,878,833.38","328,576,523.93","507,833,883.08","105,908,751.28","265,004,764.33","409,605,668.18","647,223,069.37","198,202,900.23","392,155,802.29","565,651,497.84","881,874,643.29","147,317,053.73","275,546,011.13","757,064,981.80","662,535,630.65","153,678,656.76"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,"143,900,118.90","143,900,118.90","143,900,118.90",,,,,,,,,,,,,,,,,,,,,"607,827,177.78","607,827,177.78","935,450,554.36","999,200,554.36",
收到的税费返还,"4,644,472.22","6,122,756.39","9,549,746.72","23,427.05","2,728,256.30","12,947,694.55","21,115,296.45","93,806.90","11,192,504.01","11,444,190.32","25,029,534.29","592,983.07","6,622,468.65","11,422,578.07","12,106,812.61","5,035,616.01","5,328,700.70","10,557,181.39","15,186,399.58","110,171.66","5,259,694.64","9,130,299.02","12,633,860.69","4,488,799.80","6,805,056.01","10,683,310.31","16,267,261.25","2,010,568.02","5,370,410.25","15,588,137.95","19,927,494.48","6,046,148.45","8,828,375.56","16,182,496.29","26,997,611.21","8,059,152.34","12,988,275.26","20,982,567.81","20,589,987.39","1,248,402.57"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"564,890.75","564,890.75",,
收到其他与经营活动有关的现金,"13,497,171.52","23,786,077.60","26,201,802.81","3,568,134.98","10,934,629.36","36,277,617.50","60,397,179.32","13,786,311.16","25,290,078.56","35,983,426.52","71,141,008.96","9,036,898.21","81,236,202.79","167,537,794.74","246,582,690.38","62,555,037.62","165,067,698.64","218,704,506.66","298,714,479.14","36,751,944.95","115,096,770.43","152,446,803.56","214,601,038.69","23,751,473.67","95,708,043.78","159,840,937.60","164,219,011.28","5,811,906.67","35,635,480.81","46,909,994.86","60,932,475.35","8,423,164.87","24,823,035.68","38,559,531.30","34,547,562.50","11,583,808.07","24,379,210.52","94,460,538.72","599,779,983.26","23,114,434.44"
投资活动现金流出小计,"2,311,071.52","4,379,183.75","11,072,462.99","3,368,630.16","8,939,610.52","15,500,087.83","33,014,896.03","23,556,957.24","52,489,487.56","61,715,910.55","90,049,646.94","9,409,260.68","164,331,644.70","177,175,107.97","182,146,770.82","3,225,330.23","120,984,173.37","126,393,608.42","226,760,336.13","9,161,104.28","12,263,907.98","13,273,529.08","224,223,117.21","11,352,180.88","76,990,775.96","84,329,336.78","4,396,773,988.50","992,603,121.06","2,705,529,215.46","4,330,845,902.47","5,540,675,029.40","1,203,175,610.39","2,982,257,855.74","4,543,601,179.84","5,712,805,228.90","973,027,303.48","1,709,282,742.27","2,621,831,470.76","2,782,198,718.65","72,881,561.06"
经营活动现金流入小计,"181,888,676.96","269,735,528.53","520,555,684.72","159,703,924.12","384,662,866.98","548,053,460.35","754,874,110.04","137,056,269.59","317,704,231.77","451,251,302.81","661,382,646.58","116,151,751.52","364,449,396.82","532,782,043.78","786,903,617.71","167,443,604.04","363,689,287.52","550,563,007.33","810,864,160.02","119,043,558.91","309,508,655.40","468,541,701.20","675,570,074.09","138,167,190.18","334,391,933.17","499,100,771.84","688,320,155.61","113,731,225.97","306,010,655.39","472,103,800.99","728,083,039.20","212,672,213.55","425,807,213.53","620,393,525.43","943,419,817.00","166,960,014.14","312,913,496.91","872,508,088.33","1,282,905,601.30","178,041,493.77"
投资活动产生的现金流量净额,"-2,299,351.52","-4,312,234.83","-11,012,462.99","-3,368,630.16","-8,934,310.52","-15,488,137.83","-33,002,946.03","-23,556,957.24","-52,489,487.56","-61,715,910.55","-90,048,106.94","-9,409,260.68","-164,331,644.70","-177,175,107.97","-182,128,770.82","-3,225,330.23","-120,984,173.37","-126,147,808.42","-123,672,851.19","-8,931,104.28","39,323,192.09","40,467,770.99","-125,433,966.36","-8,143,701.43","-40,693,367.06","-29,370,485.43","-1,319,067,037.96","-96,526,436.04","-161,129,664.55","-214,667,407.76","-170,659,610.64","-81,657,732.27","-93,105,431.60","-19,454,386.56","169,827,613.36","-260,732,969.71","-75,007,500.70","-559,266,945.24","-495,270,688.19","-29,672,177.73"
购买商品、接受劳务支付的现金,"140,760,131.33","154,029,529.81","323,640,300.71","92,418,259.98","202,310,950.46","299,610,701.75","408,934,006.42","98,291,280.84","203,626,617.55","334,574,585.84","406,412,545.26","125,157,528.03","230,333,594.92","315,389,349.56","377,225,451.73","98,884,045.95","186,220,910.51","295,638,451.88","389,171,692.78","70,744,633.53","171,524,606.06","293,533,262.17","385,197,552.87","97,919,785.75","229,299,538.35","362,271,353.52","469,030,388.23","141,374,123.12","271,266,329.26","411,172,138.48","523,713,435.64","150,018,518.40","328,232,093.95","533,455,792.00","750,316,682.77","133,409,727.17","324,950,246.95","445,269,165.93","628,415,212.09","117,709,147.57"
吸收投资收到的现金,,"10,874,531.26","16,904,888.49",,"2,308,600,000.00","2,308,600,000.00","2,308,600,000.00",,,,"126,418.00",,"379,140.00","695,905.00","632,277.00",,,,,,,,,,"169,224,000.00","169,224,000.00","169,224,000.00",,,,,,,"-362,235.50","16,200,000.00","600,000.00","600,000.00","600,000.00",,
支付给职工以及为职工支付的现金,"14,974,029.51","27,110,455.46","43,726,539.55","29,091,379.28","57,528,658.85","82,322,005.50","101,118,051.55","44,929,074.60","74,353,916.19","104,264,945.55","124,618,503.07","45,788,154.37","74,121,906.08","108,140,603.54","130,982,740.42","34,416,690.96","60,230,257.01","89,616,447.40","109,144,201.19","30,231,047.67","51,967,863.34","79,959,682.16","108,398,929.04","28,291,333.46","50,679,375.21","73,056,605.91","86,657,516.60","29,732,888.20","48,500,891.78","72,504,347.57","90,144,048.31","30,615,899.43","55,043,273.10","82,009,450.73","102,171,956.11","35,451,461.95","65,507,445.71","97,473,788.37","128,449,985.00","36,725,323.49"
