科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"159,720,447.83","197,579,974.11","106,420,237.84","169,502,122.22","259,935,728.40","69,427,761.80","165,703,663.61","277,832,618.45","400,106,025.55","105,921,711.75","268,525,815.83","462,044,402.92","631,142,104.69","174,541,884.12","366,844,482.72","532,312,310.06","734,915,101.95","171,790,560.27","358,002,811.47","539,280,110.88","722,271,254.95","196,143,208.90","410,722,234.73","601,480,790.95","792,032,814.55","210,488,676.84","386,555,223.93","604,723,007.84","856,036,785.73","261,673,673.63","603,821,520.19","972,150,435.08","1,360,140,600.09","370,959,082.43","799,402,739.77","1,159,629,110.37"
取得子公司及其他营业单位支付的现金净额,,"10,208,491.18",,,,,,,,,,,,,,,,,,,,,"14,098,669.12","32,213,002.30","32,212,892.32",,"326,626,368.63","326,626,368.63","329,226,320.63",,,,"4,121,600.00",,"1,472,000.00","85,314,556.41"
收到的税费返还,"215,929.81","284,811.93",,,,,,"348,015.28",,,,"232,456.00","232,456.00",,,,470.27,,"1,505,396.22","1,505,396.22","1,505,396.22",,"752,892.61","752,892.61","879,517.52","2,010,722.29","866,649.42","1,390,782.84","2,246,495.46","420,115.78","450,598.49","1,312,274.60","1,750,399.40","959,462.16","5,649,632.56","7,481,898.51"
支付其他与投资活动有关的现金,,"564,928.23","5,919,182.14",749.00,"4,829,793.48","30,742.25","2,851,700.00","2,851,700.00","557,750.00",,,,231.00,"24,560.00",,,,,"2,380,823.33","2,380,823.33","2,880,823.33",,,,"1,800,000.00","151,436.00","3,365,163.70","5,126,014.22","5,124,245.59","3,315.95","4,015.59","8,683.07","1,607,889.38","1,652.99","2,915.52","3,772.36"
收到其他与经营活动有关的现金,"226,588.53","1,183,477.73","3,498,369.21","3,780,859.20","3,974,082.70","1,607,238.45","3,126,909.31","4,219,273.70","3,554,500.04","957,704.34","1,710,063.24","2,662,144.98","3,302,691.16","710,281.40","3,565,769.01","4,311,091.88","8,001,910.73","2,948,967.15","9,164,882.72","9,726,516.04","15,794,736.30","329,523.74","3,009,702.51","4,611,038.51","11,509,292.64","6,317,099.97","10,018,509.68","10,500,103.23","12,435,773.93","1,531,152.65","6,387,325.66","8,091,132.30","16,162,270.73","4,176,138.86","8,931,526.60","11,891,839.83"
投资活动现金流出小计,"14,285,804.17","16,755,372.98","27,650,033.48","25,689,957.22","31,880,161.63","1,102,244.50","9,487,493.38","25,296,661.32","47,607,598.68","32,913,992.38","97,478,763.62","154,563,338.27","189,717,787.26","15,342,504.30","32,178,668.73","60,266,923.57","180,708,512.78","89,077,807.25","199,812,096.86","338,512,090.14","492,720,834.47","75,851,913.51","196,358,595.12","604,729,940.38","886,266,280.19","245,196,006.18","867,336,047.65","1,114,504,328.93","1,388,487,429.95","272,016,492.21","499,260,838.26","651,244,481.74","806,944,331.88","456,236,896.46","1,105,814,969.38","1,819,651,079.31"
经营活动现金流入小计,"160,162,966.17","199,048,263.77","109,918,607.05","173,282,981.42","263,909,811.10","71,035,000.25","168,830,572.92","282,399,907.43","403,660,525.59","106,879,416.09","270,235,879.07","464,939,003.90","634,677,251.85","175,252,165.52","370,410,251.73","536,623,401.94","742,917,482.95","174,739,527.42","368,673,090.41","550,512,023.14","739,571,387.47","196,472,732.64","414,484,829.85","606,844,722.07","804,421,624.71","218,816,499.10","397,440,383.03","616,613,893.91","870,719,055.12","263,624,942.06","610,659,444.34","981,553,841.98","1,378,053,270.22","376,094,683.45","813,983,898.93","1,179,002,848.71"
投资活动产生的现金流量净额,"-14,237,072.03","-16,639,534.17","-11,434,491.37","-4,651,300.02","-10,806,521.08","3,774,060.16","-4,150,438.50","-19,958,406.44","-42,269,343.80","-32,913,992.38","-97,416,463.62","-154,491,571.87","-189,596,035.86","-15,342,504.30","-32,078,575.73","-60,166,230.57","-176,553,852.80","-57,718,993.55","-89,482,163.03","-102,402,172.69","-187,026,663.59","6,846,239.92","-42,428,585.52","-110,992,593.79","-136,143,936.26","27,213,038.03","-214,369,043.71","-224,796,512.11","-332,259,223.74","-3,040,452.64","-34,883,638.54","-35,570,917.88","-115,584,792.60","-110,716,713.83","-232,099,347.33","-347,347,475.06"
购买商品、接受劳务支付的现金,"109,711,505.59","140,378,315.63","70,174,440.47","117,342,907.65","173,196,586.63","65,878,073.71","143,439,136.31","234,360,703.35","314,283,294.20","99,749,268.36","219,231,875.00","330,960,298.36","446,735,726.87","93,894,167.97","202,983,307.62","314,451,674.43","425,429,342.49","123,965,863.94","233,326,219.41","345,570,453.74","446,733,153.23","100,595,010.97","200,074,539.46","321,327,962.06","427,902,198.53","126,679,541.16","229,298,392.91","339,448,301.26","477,807,026.67","168,188,670.94","352,486,049.59","583,003,892.73","818,925,372.66","293,536,288.75","548,425,899.60","761,541,848.30"
吸收投资收到的现金,"5,600,000.00","20,070,668.00",,,"744,093,500.00",,,,,,,,,,,,,,,,,,,,,,"162,999,997.52","162,999,997.52","162,999,997.52",,,"9,400,000.00","22,806,902.00","144,939,596.00","144,939,596.00","144,939,596.00"
支付给职工以及为职工支付的现金,"9,266,136.87","14,025,902.86","9,505,967.03","14,909,193.20","21,125,960.18","6,104,307.73","16,627,071.10","25,457,999.42","34,839,896.34","15,032,025.94","28,363,700.04","43,397,336.48","58,057,956.78","20,956,482.16","36,901,296.62","54,512,037.27","71,029,426.25","18,453,557.58","40,866,767.44","61,007,373.24","79,980,502.71","17,843,263.52","50,132,052.65","74,772,706.52","98,751,713.60","23,261,869.25","61,257,877.16","96,147,710.43","133,554,057.11","41,040,024.85","88,957,157.63","124,698,826.73","161,868,905.47","49,476,119.34","110,339,772.66","154,268,072.53"
取得借款收到的现金,"17,271,000.00","44,300,000.00","49,116,400.00","49,116,400.00","49,116,400.00",,"2,851,700.00","2,851,700.00","2,851,700.00",,,,,,,,,,,,,,,,"2,400,000.00",,"3,917,248.00","3,917,248.00","3,917,248.00",,"7,251,276.80","7,251,276.80","7,251,276.80",,"225,000,000.00","225,000,000.00"
支付的各项税费,"7,915,709.36","15,641,906.60","12,717,306.91","22,698,881.28","28,175,148.11","7,747,707.11","15,237,528.79","25,518,473.17","35,349,710.05","10,946,795.18","22,029,108.44","38,898,463.50","55,404,128.48","17,823,992.21","31,024,280.83","49,627,291.02","66,554,202.89","15,044,423.07","25,680,118.67","35,525,023.10","47,967,371.17","15,202,890.60","33,453,201.22","54,013,576.26","71,854,032.30","15,927,184.75","33,595,486.35","54,651,070.72","78,544,656.95","24,347,888.22","51,456,451.45","84,789,060.42","127,237,022.38","36,899,013.86","65,173,041.02","97,021,532.32"
收到其他与筹资活动有关的现金,"160,342.09",,,,,,,,"13,073,828.24","1,413,714.15","3,764,267.04","4,023,116.79","13,869,713.63","173,954.00","2,297,257.96","3,112,729.05","12,622,238.20","2,292,970.43","3,026,408.50","5,151,635.87","5,786,949.51","8,545,437.59","8,583,428.34","10,203,536.50","10,897,033.52","8,903,810.84","9,192,936.88","9,254,610.71","15,246,274.26","349,917.78","6,775,514.28","11,960,758.39","13,811,315.34","5,940,845.99","8,155,935.02","9,849,785.22"
支付其他与经营活动有关的现金,"6,432,742.35","11,032,667.05","4,890,361.61","9,158,589.48","13,216,583.31","5,136,787.44","9,777,746.83","15,537,837.91","19,990,545.19","7,791,388.24","14,595,243.70","24,001,293.65","31,926,969.78","10,088,462.56","20,916,149.64","30,196,607.32","40,664,769.23","10,512,134.25","19,684,505.37","27,933,177.03","46,254,230.75","10,532,349.98","22,084,804.78","35,265,277.46","72,847,258.24","23,992,418.56","42,323,969.44","57,934,921.48","76,976,610.54","13,898,692.59","33,189,040.41","51,102,784.14","80,676,805.53","22,713,320.04","39,496,856.82","60,383,848.33"
