科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得投资收益收到的现金,,,,,,,,"242,136.99","667,972.61","929,041.10","1,145,945.20","552,191.79","1,287,328.78","2,611,535.43","7,255,965.71","831,135.89","3,818,236.32","5,330,402.16","8,033,474.57","3,054,072.86"
筹资活动现金流出小计,"49,129,030.01","34,855,555.55","10,396,672.18",,,,"9,001,164.00",,"18,000,000.00","18,000,109.20","18,000,000.00",,"15,000,000.00","15,000,000.00","15,000,000.00",,"15,029,882.86","23,641,588.27","127,735,599.51",
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,000.00","4,500.00",,,,,"12,276.00","12,276.00","12,276.00","12,276.00",,,,"4,430.00",,,,"500,000.00",
筹资活动产生的现金流量净额,"-9,962,236.90","-14,855,555.55","-10,396,672.18",,,,"270,998,836.00",,"-18,000,000.00","-18,000,109.20","-18,000,000.00",,"-15,000,000.00","-15,000,000.00","-15,000,000.00",,"-3,289,359.86","-11,901,065.27","-115,995,076.51",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"39,094.92","-107,166.03","-152,155.51","49,344.51","-92,539.35",,"987,833.13","-600,889.22","958,597.01","1,380,465.19","3,781,001.60","-487,853.59","-1,792,486.18","-2,993,698.27","-3,826,236.63","-2,193,365.93","182,755.04","2,483,704.42","2,390,411.16","-1,115,016.92"
收到其他与投资活动有关的现金,,,,,,,,"50,000,000.00","160,000,000.00","260,000,000.00",,"115,000,000.00","195,000,000.00","275,000,000.00",,,"159,500,000.00","219,500,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,000.00","4,500.00",,,,,"50,254,412.99","160,680,248.61","260,941,317.10","1,158,221.20","115,552,191.79","196,287,328.78","277,611,535.43","459,260,395.71","82,831,135.89","163,318,236.32","224,830,402.16","368,833,474.57","129,054,072.86"
五、现金及现金等价物净增加额,"28,089,121.89","25,649,238.39","29,522,270.89","-1,088,855.46","-127,083.95","-2,202,902.40","240,585,142.75","-23,688,969.88","-9,963,855.14","-17,556,123.88","-4,864,871.86","-98,355,329.32","-130,186,145.71","-129,401,470.39","-228,948,296.78","-157,653,112.15","8,218,198.36","-47,264,458.68","-31,036,212.38","-15,468,868.14"
购建固定资产、无形资产和其他长期资产支付的现金,"36,699,415.09","8,455,674.52","33,840,655.39","7,291,678.49","18,711,695.45",,"27,291,279.57","7,733,844.36","7,296,621.08","18,103,687.80","18,845,579.82","204,844.61","26,798,980.65","29,349,083.79","30,159,128.31","2,066,808.85","10,259,056.26","11,688,620.15","33,512,748.18","1,539,751.41"
期初现金及现金等价物余额,"55,918,352.80","84,007,474.69","109,656,713.08","139,178,983.97","139,178,983.97",,"139,178,983.97","379,764,126.72","379,764,126.72","379,764,126.72","379,764,126.72","374,899,254.86","374,899,254.86","374,899,254.86","374,899,254.86","282,418,552.60","145,950,958.08","145,950,958.08","145,950,958.08","114,914,745.70"
投资支付的现金,"500,000.00",,,,,,,,,,,,,,"558,500,000.00","78,003,188.28",,,"286,900,000.00","114,000,000.00"
期末现金及现金等价物余额,"84,007,474.69","109,656,713.08","139,178,983.97","138,090,128.51","139,051,900.02",,"379,764,126.72","356,075,156.84","369,800,271.58","362,208,002.84","374,899,254.86","276,543,925.54","244,713,109.15","245,497,784.47","145,950,958.08","124,765,440.45","154,169,156.44","98,686,499.40","114,914,745.70","99,445,877.56"
