科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"452,862,059.21","988,509,296.46","1,491,509,589.88","1,939,879,226.75","509,059,909.59","959,101,898.07","1,633,440,972.88","1,555,751,410.65","302,314,683.84","695,575,536.21","1,136,068,558.28","1,209,964,122.99","345,852,522.82","1,054,936,535.28","1,769,471,217.51","2,423,459,843.37","492,693,439.85","1,004,760,594.58","1,502,544,032.29","2,302,012,043.25","371,235,140.15","924,485,088.15","1,463,879,700.73","2,230,164,436.52","467,058,094.94","995,696,130.99","1,508,352,456.74","1,898,260,471.87","457,155,469.23","1,003,127,303.56","1,593,071,972.51","2,462,894,267.11","483,745,085.55","1,027,995,483.58","1,672,795,557.76","2,298,193,828.84","450,654,163.81","1,028,884,732.48","1,878,412,096.36","2,256,091,775.92","603,038,061.44","1,293,206,942.75","2,009,048,603.98","2,783,278,607.63","711,994,202.01","1,538,074,801.24"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"54,640,200.00",,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"9,152,553.01","35,749,347.50","48,644,576.44","56,183,078.63","15,835,706.12","37,369,261.24","44,888,634.38","86,343,499.18","22,360,432.33","41,364,804.54","65,276,402.23","75,123,176.54","37,419,620.62","73,953,632.23","113,804,333.05","147,874,300.72","51,495,979.96","100,436,724.47","133,500,640.47","176,032,046.88","42,379,402.84","83,005,570.92","127,486,091.01","177,299,092.36","48,444,406.99","91,126,870.71","127,010,899.98","151,951,309.33","56,680,203.32","103,191,795.76","103,828,008.19","154,726,248.20","76,895,566.48","108,364,967.09","194,127,548.28","248,426,937.30","55,085,918.69","118,025,349.60","189,173,986.85","257,800,920.41","64,309,124.08","145,573,977.69","229,782,691.89","321,177,310.45","98,438,556.92","191,152,013.33"
支付其他与投资活动有关的现金,"299,687.16",,,,,,,,,,,,,,,,,,,,,,,"243,640.20",,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,664,103.41","3,700,894.43","21,862,358.07","11,286,739.98","316,626.42","6,538,782.41","70,946,130.39","31,656,960.10","1,018,823.15","2,476,780.63","3,928,716.60","6,104,458.91","672,740.78","2,390,545.61","42,212,643.15","52,029,255.30","1,121,776.68","27,150,644.39","28,137,512.06","47,603,747.00","37,511,687.87","42,088,024.60","49,302,900.78","62,727,929.44","5,547,207.23","39,304,664.71","51,286,595.35","18,247,084.08","8,974,299.71","9,794,849.59","43,345,958.33","50,438,914.61","16,240,137.22","14,512,472.34","40,671,882.15","47,813,853.12","18,456,064.70","10,707,735.93","23,808,895.19","27,093,026.09","18,433,475.64","11,115,238.42","27,137,288.90","37,743,389.97","11,495,264.89","30,685,455.67"
投资活动现金流出小计,"11,243,718.85","35,672,977.66","66,236,094.76","86,674,199.63","11,093,817.23","18,438,292.96","27,878,262.31","31,008,532.91","4,182,500.47","5,501,778.78","8,633,276.75","15,910,862.82","4,183,062.06","12,316,754.78","22,769,225.50","36,448,635.88","6,838,328.28","13,160,684.93","25,224,058.37","41,770,037.00","13,130,103.34","76,234,255.03","93,011,742.36","46,412,534.17","10,082,794.05","20,297,349.18","36,091,996.91","67,977,622.78","145,156,290.80","150,702,054.50","163,171,449.33","279,224,068.31","80,596,394.35","141,538,808.88","188,483,417.52","266,282,279.22","22,893,354.53","158,264,136.02","181,438,303.42","215,968,878.07","33,863,618.88","45,908,626.30","70,742,454.10","156,347,775.43","15,304,766.61","46,718,185.74"
经营活动现金流入小计,"464,678,715.63","1,027,959,538.39","1,562,016,524.39","2,007,349,045.36","525,212,242.13","1,003,009,941.72","1,749,275,737.65","1,673,751,869.93","325,693,939.32","739,417,121.38","1,205,273,677.11","1,291,191,758.44","383,944,884.22","1,131,280,713.12","1,925,488,193.71","2,623,363,399.39","545,311,196.49","1,132,347,963.44","1,664,182,184.82","2,525,647,837.13","451,126,230.86","1,049,578,683.67","1,640,668,692.52","2,470,191,458.32","521,049,709.16","1,126,127,666.41","1,686,649,952.07","2,068,458,865.28","522,809,972.26","1,116,113,948.91","1,740,245,939.03","2,668,059,429.92","576,880,789.25","1,150,872,923.01","1,907,594,988.19","2,594,434,619.26","524,196,147.20","1,157,617,818.01","2,091,394,978.40","2,540,985,722.42","685,780,661.16","1,449,896,158.86","2,265,968,584.77","3,142,199,308.05","821,928,023.82","1,759,912,270.24"
投资活动产生的现金流量净额,"-10,459,899.85","-34,889,158.66","-64,891,489.16","-70,818,900.63","-10,493,022.41","-18,285,804.64","-27,674,873.99","-29,412,290.57","-4,067,500.47","-5,386,778.78","-8,518,276.75","-15,642,122.82","-4,073,706.19","-11,082,950.38","-16,589,197.69","-31,954,950.30","-6,838,328.28","18,933,880.07","7,838,706.63","6,914,646.89","-12,613,873.34","-66,718,025.03","-83,305,312.36","-38,004,322.50","-10,082,794.05","-20,026,349.18","-35,780,796.91","-66,259,354.32","-145,056,590.80","-150,387,114.50","-162,856,509.33","-278,905,284.84","-80,594,146.75","-141,521,561.28","-188,466,169.92","-265,772,237.07","-22,778,724.53","-158,019,486.02","-181,178,653.42","-215,748,608.78","-33,863,618.88","-45,908,626.30","-70,104,774.10","-147,233,640.28","-15,304,766.61","-41,679,385.74"
购买商品、接受劳务支付的现金,"403,416,959.67","921,693,992.78","1,402,268,538.92","1,775,046,357.36","486,191,547.79","888,334,743.71","1,536,486,945.73","1,462,361,566.26","251,910,008.42","620,035,635.67","1,072,837,300.29","1,097,455,781.53","304,952,265.31","1,018,688,646.07","1,743,975,189.15","2,384,912,767.74","466,497,415.83","970,804,422.39","1,499,476,276.44","2,231,795,805.31","393,738,521.43","879,659,395.42","1,388,562,897.38","2,138,562,916.32","446,516,704.87","943,458,349.83","1,424,131,542.90","1,705,067,149.90","419,767,226.69","911,629,978.73","1,459,243,915.61","2,317,078,365.99","475,537,475.95","924,246,105.90","1,593,709,495.30","2,172,821,538.13","426,565,993.79","932,872,566.89","1,669,418,189.18","2,057,585,947.62","580,665,658.03","1,195,200,966.77","1,917,403,097.08","2,560,651,662.11","709,411,499.86","1,521,654,441.01"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"245,000.00",,,,"936,975.00","301,945,274.11","301,945,274.11","301,945,274.11","301,945,274.11",,,,,,,,,,,,"594,352,739.32",,
