科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"189,223,678.84","281,613,316.93","201,239,138.24","191,302,575.34","210,896,487.01","2,351,600,753.66","2,049,265,227.15","1,888,272,705.06","1,783,819,982.26","1,769,453,810.66","1,721,775,461.21","1,695,640,479.01","1,467,454,592.08","1,521,096,616.13","1,441,537,312.88","754,270,491.76","770,604,105.95","668,565,845.60","497,804,494.26","546,256,754.91","392,754,869.67","877,711,823.93","778,641,594.38","684,988,657.87","771,743,504.58","847,142,482.66","2,156,343,253.78","1,845,221,465.68","1,728,140,713.64","1,562,333,972.29","1,484,325,542.03","1,329,687,051.91","1,479,886,890.84"
短期借款,"332,290,000.00","334,000,000.00","448,794,236.19","698,500,000.00","810,225,599.40","989,225,599.40","934,500,000.00","1,032,080,000.00","1,120,200,000.00","1,272,300,000.00","1,757,050,000.00","1,345,050,000.00","1,198,800,000.00","1,485,790,000.00","1,613,250,000.00","1,869,081,920.00","1,644,002,220.00","1,521,327,520.00","1,506,030,000.00","1,657,130,000.00","1,802,430,000.00","2,042,795,222.00","2,115,598,930.00","1,826,228,512.52","1,869,372,199.46","1,831,258,690.00","1,811,338,780.89","1,762,500,000.00","1,742,500,000.00","1,619,570,000.00","1,564,130,000.00","1,608,230,000.00","1,970,480,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"19,373,502.24","33,857,536.00","88,531,428.07","52,562,930.00","38,379,654.00","45,994,640.98","51,132,818.30","57,035,056.94","135,715,863.25","125,100,542.58","127,988,025.34","132,538,617.40","104,508,775.92","116,382,684.02","126,812,704.00","120,557,271.06","106,034,196.00","96,321,619.88","142,036,241.56","167,567,198.73","168,801,034.87","184,154,340.58","211,460,762.54","165,307,248.64","230,263,000.65","159,938,080.14","196,555,684.93","229,158,845.22","223,924,744.14","172,907,823.19","170,129,656.43","224,469,547.98","277,941,972.24"
应付票据,"232,300,000.00","221,800,000.00","34,900,000.00",,,"24,986,760.66","36,486,760.66","46,275,737.96","237,886,683.96","234,901,949.27","116,967,183.66","151,779,468.29","125,457,662.67","164,533,826.51","147,643,994.15","76,048,399.08","80,443,906.02","88,890,951.70","116,816,315.68","195,000,876.08","276,311,831.50","220,418,590.55","349,465,298.23","246,319,338.50","277,817,009.87","392,894,083.00","273,156,483.00","314,390,145.70","297,451,160.65","372,807,529.14","451,865,104.58","498,740,134.08","495,558,749.63"
应收账款,"63,867,846.09","130,043,183.68","159,705,786.62","300,924,924.84","333,052,594.08","430,952,765.36","517,304,959.61","541,368,362.34","563,715,023.30","647,649,234.21","772,695,462.67","779,256,510.82","733,646,426.86","798,023,648.67","853,670,109.80","900,909,995.21","815,774,853.37","837,629,917.45","866,011,514.72","865,439,733.03","868,618,578.93","896,279,681.94","957,175,950.58","1,011,426,143.92","1,004,708,480.70","1,112,109,916.30","1,078,432,805.40","1,069,474,133.69","1,093,140,713.87","1,156,381,406.54","1,187,569,071.98","1,172,045,397.62","1,241,886,675.84"
应付账款,"258,595,613.63","265,600,227.97","107,055,321.69","146,977,324.60","207,570,838.86","169,237,852.08","149,699,613.94","166,832,566.88","198,914,099.14","194,942,183.29","262,199,961.85","244,082,825.06","268,226,739.66","293,827,048.38","282,067,592.15","314,318,267.36","273,573,440.31","281,738,831.15","266,784,081.51","255,268,115.58","279,892,969.18","285,855,509.69","301,648,195.93","329,531,656.89","299,632,306.50","322,884,520.05","303,117,936.30","290,268,783.70","259,134,704.60","265,507,925.70","276,073,417.37","345,637,168.58","283,621,021.32"
预付款项,"47,926,773.68","52,105,653.16","55,491,475.82","38,611,531.20","33,755,573.57","73,512,871.24","74,628,887.47","66,018,823.46","75,090,174.01","62,235,974.93","41,435,987.51","84,482,866.78","77,675,852.23","138,731,270.40","161,588,622.77","218,202,721.94","117,385,794.93","86,198,101.15","85,120,494.97","101,248,947.97","67,958,120.05","105,238,092.24","90,659,981.30","112,525,043.96","66,044,139.32","103,431,905.46","94,335,550.89","109,464,393.63","90,305,084.90","185,600,171.28","251,650,878.53","222,903,225.41","129,492,654.27"
预收款项,"48,730,208.85","49,411,531.92","17,562,569.30","6,755,868.56","10,689,394.96","7,021,486.50","5,598,946.37","3,664,338.42","26,230,305.15","26,181,341.71","38,512,680.00","29,761,922.90","28,653,429.43","37,607,015.94","27,193,184.28","41,244,127.51","27,891,593.08","41,660,632.17","32,249,600.21","71,563,603.44","51,375,369.14","69,676,332.10","53,883,943.63","61,790,270.31","39,051,426.34","40,589,485.50","23,418,218.50","28,954,585.04","29,468,537.55","45,725,174.63","49,321,749.03","69,190,233.30","71,063,233.74"
其他应收款,"15,587,041.90","27,840,095.86","31,097,515.76","22,903,837.57","19,442,096.26","12,612,933.13","8,316,685.73","4,655,895.46","7,401,401.27","9,022,077.74","6,637,240.99","8,133,483.58","5,444,684.98","5,661,414.39","8,993,074.21","10,121,786.72","6,743,254.80","7,614,032.46","7,768,440.93","5,731,941.86","8,806,411.85","10,596,533.93","20,875,650.97","22,563,931.38","39,877,685.48","21,009,263.13","15,633,028.61","19,928,215.47","7,256,552.52","16,521,520.18","18,071,024.92","16,416,935.36","14,068,559.66"
应付职工薪酬,"7,135,089.47","10,083,991.65","11,656,874.14","11,593,325.84","21,932,831.48","20,211,984.73","13,965,286.59","7,519,176.97","36,605,445.30","31,102,438.44","28,696,102.72","23,894,217.91","31,045,765.23","24,126,752.52","27,379,081.54","24,973,164.23","31,873,787.59","38,677,251.25","46,710,118.17","34,554,834.09","53,622,837.72","63,597,367.27","73,809,584.26","59,373,867.96","77,090,839.32","92,328,875.62","99,744,394.95","88,245,456.59","78,836,429.20","88,779,806.59","96,457,767.77","59,305,880.20","97,154,443.50"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"40,650,010.63","47,657,103.53","47,191,307.64","5,660,549.95","-20,827,529.26","-10,429,755.08","-19,611,541.63","-58,983,395.76","-30,155,124.42","-41,680,324.41","-65,548,049.01","-67,904,267.73","-63,267,107.29","-62,691,627.95","-88,843,809.67","-77,402,480.03","-96,643,576.49","-110,014,659.79","-100,565,470.58","-104,793,893.67","9,627,747.18","9,268,777.75","15,834,600.84","14,282,146.65","17,886,575.44","18,101,827.69","35,223,025.70","41,700,136.73","29,301,788.66","18,154,370.66","28,645,530.14","21,778,426.65","52,920,912.46"
应收利息,,,,,,"3,562,404.00","3,463,255.42","12,182,685.83","17,495,621.11","26,651,571.39","36,159,031.94","12,360,642.50","18,858,522.64","22,721,437.50","23,469,119.44","3,302,879.17","4,985,694.48","4,641,872.22","5,564,722.22","60,937.50","389,073.61","117,562.50","456,045.84","17,777.78","13,911.69","265,222.80","39,558.33","4,679,406.11","9,351,934.17","12,480,681.94","16,709,886.11","5,003,779.60","9,153,633.56"
应付利息,,,,,,,,,,,,"5,509,777.77","11,395,222.22","17,030,222.22","22,416,493.15",,,,,,,"7,042,191.78","17,000,000.00","27,200,000.00","37,893,698.63","7,515,809.74","17,493,698.63","27,693,698.63","37,893,698.63","7,293,698.63","17,493,698.63","27,693,698.63","37,893,698.63"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"24,000,000.00","26,747,783.84","32,014,571.53",,,,,,,,"32,700,000.00","3,222,800.00","3,222,800.00","1,527,120.00","1,527,120.00","1,527,120.00","1,527,120.00","1,527,120.00","1,527,120.00","1,527,120.00","1,227,120.00","1,227,120.00",,,"1,890,178.00","1,890,178.00",,,,,"130,709,757.12",,
存货,"421,408,293.36","513,409,480.73","372,070,383.41","434,455,959.05","486,779,103.63","520,196,743.04","521,909,505.11","582,642,459.15","684,431,324.57","692,393,642.30","819,274,520.29","790,975,576.38","774,716,354.21","863,619,357.71","872,109,631.83","1,004,954,502.48","1,039,545,837.69","1,129,171,514.74","1,101,266,223.93","1,141,126,350.98","1,175,422,175.41","1,211,927,895.57","1,279,733,001.33","1,269,387,067.13","1,211,327,669.64","1,221,092,787.32","1,241,520,788.43","1,339,323,705.90","1,335,971,833.94","1,436,329,251.65","1,593,629,090.21","1,773,952,316.48","1,825,138,325.38"
其他应付款,"105,685,111.73","83,059,782.78","53,557,898.04","68,115,941.68","71,957,999.30","72,486,331.20","68,856,401.12","71,347,737.25","72,417,434.90","69,848,558.82","79,286,558.17","72,558,272.73","72,798,512.78","57,613,728.35","118,816,606.25","122,957,889.77","66,363,548.79","77,463,830.68","116,188,862.00","55,649,439.86","64,722,968.51","50,287,720.67","61,584,479.82","69,359,402.73","56,217,259.84","48,000,220.82","53,289,592.10","56,359,952.61","54,649,721.88","55,598,915.63","69,813,926.98","74,620,217.68","92,081,156.70"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00",
一年内到期的非流动负债,"34,240,000.00",,"91,390,000.00","90,190,000.00","120,300,000.00","115,490,000.00","155,510,000.00","188,730,000.00","196,676,300.00","206,316,300.00","195,596,300.00","125,532,203.92","135,830,303.92","125,580,303.92","140,080,303.92","149,580,303.92","177,395,437.26","208,725,437.26","284,875,203.92","253,715,203.92","272,227,711.12","238,080,638.15","135,872,736.06","158,112,966.21","155,362,614.40","173,781,675.72","191,378,785.83","361,411,073.10","442,036,417.82","432,054,561.18","943,969,663.69","699,962,517.10","776,815,365.78"
