科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"414,784,321.89","630,905,946.93","676,314,453.25","183,872,716.83","376,014,578.70","551,018,782.79","755,434,925.62","230,966,750.89","494,232,072.89","723,803,672.82","1,001,151,805.28","297,193,352.44","654,716,943.12","970,491,404.77","1,270,852,547.87","357,360,472.17","806,340,629.33","1,174,096,788.73","1,568,668,858.06","395,418,725.43","928,408,140.18","1,323,316,676.21","1,808,980,761.14","401,193,419.58","946,079,805.78","1,339,884,278.04","1,820,809,289.15","402,439,243.42","954,491,303.74","1,343,539,073.06","1,832,821,359.70","444,086,078.59","1,050,197,278.91","1,529,759,938.41","2,245,305,884.69","647,354,096.28"
二、营业利润,"46,611,063.37","97,133,595.33","116,919,945.59","29,956,396.35","56,683,580.25","87,033,742.00","109,007,957.19","34,060,731.97","58,369,498.42","86,791,293.99","112,585,277.77","40,975,668.70","92,447,049.50","143,718,261.09","176,705,670.07","51,936,835.48","124,906,337.86","178,637,124.05","228,920,020.88","57,293,852.80","143,739,827.84","212,148,013.89","272,824,163.55","59,508,992.49","157,793,516.59","212,977,185.38","273,368,806.58","49,748,844.55","129,664,595.27","155,859,089.56","174,645,849.07","57,526,135.35","152,245,608.59","205,362,194.58","280,103,974.99","84,702,853.04"
减:营业成本,"302,809,667.12","428,696,843.23","449,784,993.70","123,119,043.33","264,175,085.60","389,638,836.42","537,690,414.13","168,904,561.81","380,124,141.55","558,699,458.49","784,601,569.18","230,691,227.60","501,953,385.49","735,804,565.81","957,376,626.36","266,171,517.79","591,070,181.15","856,472,673.62","1,152,067,861.38","283,336,342.64","662,046,413.40","940,553,666.46","1,302,231,503.82","289,013,273.55","674,890,045.77","962,510,652.43","1,333,379,383.73","293,631,033.45","698,901,176.93","998,504,844.17","1,396,360,744.91","311,094,819.06","738,320,365.46","1,093,000,035.88","1,645,186,979.28","465,455,858.11"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"291,080.76","910,936.33","1,148,600.17","796,911.40","918,642.99","1,085,026.71","1,346,654.81","119,740.65","124,664.90","136,363.54","148,651.16","7,762.28","12,162.19","39,236.21","58,470.34","11,242.00","685,090.38","1,165,579.72","1,582,736.27","101,430.47","1,407,340.26","1,407,353.54","1,408,677.98","1,723.18","602,303.02","871,713.87","1,174,313.15","147,205.21","553,531.55","1,266,040.97","6,720,536.78","1,985,925.17","9,360,867.89","12,111,774.54","15,104,275.55","3,363,926.36"
营业外收入,"3,349,806.10","8,200,853.98","4,819,784.58","2,684,510.24","10,889,192.15","13,856,802.58","16,646,648.05","1,160,800.18","17,710,084.80","19,655,175.19","21,106,745.40","2,727,275.48","5,094,676.18","15,935,488.40","17,225,886.75","1,855,022.07","4,212,360.82","5,487,758.28","6,562,661.46","1,553,148.18","3,942,082.36","6,078,695.54","12,585,960.76","2,065,773.91","6,910,900.25","8,777,869.56","10,266,361.53","2,015,865.10","4,969,209.08","11,368,663.46","21,323,847.15","1,628,735.59","192,385.00","417,132.41","575,890.41","373,661.68"
销售费用,"26,301,164.82","34,213,026.53","37,316,993.21","6,792,880.74","15,985,531.28","21,721,659.81","37,162,511.90","8,678,077.79","19,590,238.73","30,420,318.26","43,941,881.00","10,829,946.75","24,324,524.77","37,466,781.78","52,143,175.52","9,370,641.80","24,494,255.52","36,771,746.32","51,741,525.08","9,497,578.18","24,726,085.76","36,955,838.80","53,745,642.76","9,713,126.82","24,176,883.44","35,934,212.79","55,425,989.32","14,100,856.15","29,339,892.56","46,947,808.42","72,484,301.95","17,750,445.57","38,116,208.80","58,261,101.04","86,643,119.75","21,484,229.94"
减:营业外支出,"3,180,456.59","3,141,439.82","4,758,289.77","2,520,717.75","1,432,147.71","2,761,246.43","3,482,357.98","633,416.38","1,650,566.26","3,797,263.51","4,112,682.89","2,689,997.08","4,929,423.80","7,032,720.34","10,795,071.30","5,714,303.10","9,468,946.96","11,243,104.72","14,584,998.71","5,341,221.43","10,053,113.50","12,057,466.16","13,107,948.83","6,329,473.85","9,120,415.25","11,246,309.19","18,708,486.09","6,286,867.37","9,866,577.47","13,109,662.75","14,657,720.82","6,661,528.89","9,994,968.74","13,387,338.68","17,245,841.98","8,004,483.67"
管理费用,"29,577,063.34","52,286,201.85","60,168,544.53","19,504,570.40","34,080,074.17","48,623,936.00","78,179,468.14","19,412,259.23","42,591,984.37","61,170,505.20","80,182,033.46","18,861,633.85","46,698,722.70","71,847,107.86","107,715,206.81","26,245,824.76","61,387,803.76","100,182,513.66","138,115,792.98","36,612,452.43","79,853,102.48","116,065,244.79","159,720,472.45","35,439,092.81","78,163,834.12","118,000,847.11","149,044,358.29","35,506,412.87","80,597,769.24","122,094,886.57","165,210,013.09","44,102,660.26","94,159,080.43","144,503,754.48","205,821,325.55","55,385,926.13"
其中:非流动资产处置净损失,"883,777.85","865,639.82","2,699,100.96","7,440.57","102,240.81","225,797.25","604,278.98","171,206.00","782,128.84","853,600.09","1,129,019.47","423,847.08","1,291,435.78","1,613,112.64","4,236,245.09","768,303.10","1,754,324.31","2,544,057.62","3,464,827.84","1,040,821.43","4,146,474.41","4,212,287.05","4,805,030.89",3.85,"2,045,131.93","2,738,850.87","9,150,819.43","160,156.69","3,000,565.69","5,494,238.77","6,998,502.81",,"2,539,316.63","4,970,067.89",,
