科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"3,621,492.49","8,618,831.05","36,658,263.27","9,754,221.11","46,679,186.09","426,181,330.86","354,375,540.34","302,935,123.82","331,342,784.22","150,254,566.63","112,172,461.03","83,940,533.19","29,832,304.36","37,350,999.81","78,448,117.93","34,572,484.46","74,763,824.80","83,040,553.38","92,946,752.28","37,722,699.97","107,022,768.26","134,497,438.65","92,525,972.70","53,357,215.85","101,053,300.44","306,262,589.67","403,167,690.39","264,403,777.56","426,021,585.02","266,845,187.45","190,214,445.36","188,775,276.02","126,919,919.48"
短期借款,"37,473,712.40","70,313,533.39","151,119,668.30","140,391,519.26","185,188,827.52","197,599,354.99","183,672,879.30","116,975,667.77","76,642,696.68","65,998,798.29","110,245,398.62","196,869,015.96","183,697,873.65","281,356,327.13","355,702,022.61","350,665,387.17","346,000,000.00","480,000,000.00","449,424,549.79","328,285,850.85","203,429,587.43","328,334,410.26","289,426,600.00","207,620,320.00","197,955,678.03","307,000,000.00","318,000,000.00","241,000,000.00","215,000,000.00","644,600,000.00","518,000,000.00","538,240,906.24","245,040,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000,000.00","51,500,000.00",,"500,000.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"200,000.00",,"654,880.00","204,867.85","105,937.85",,,"200,000.00",,"26,301,084.20","18,297,936.88","7,264,008.93","3,615,502.00","13,822,452.93","9,319,709.12","7,485,643.65","25,137,148.91","40,662,583.07","22,469,265.21","16,766,868.20","12,236,450.00","5,347,650.00","4,229,438.27","7,338,900.00","7,038,900.00","6,811,720.80","5,253,698.28","5,188,516.40","5,882,573.98","8,826,236.00","9,457,635.72","7,785,269.12","13,588,428.29"
应付票据,,,"15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00",,
应收账款,"25,577,731.26","58,835,481.33","39,323,495.08","47,040,609.18","62,564,466.38","79,729,815.63","134,084,819.38","94,487,087.11","73,054,942.64","74,712,511.14","85,155,276.08","79,999,424.15","63,562,886.68","68,400,062.41","101,471,763.41","84,432,784.88","63,644,898.59","76,830,635.29","71,032,011.74","103,232,958.78","97,572,682.04","81,142,836.90","84,421,719.48","140,896,454.57","131,342,702.25","128,876,649.29","137,059,986.90","161,195,208.37","181,519,895.28","245,383,106.00","259,446,393.26","231,869,009.46","186,849,477.21"
应付账款,"22,795,923.73","107,926,973.62","15,126,584.10","7,324,604.58","8,388,173.03","20,897,753.05","17,702,262.55","12,998,465.41","38,119,449.33","35,466,446.08","60,982,587.98","35,898,642.60","72,645,454.21","82,367,980.30","86,570,389.65","38,498,441.58","16,976,576.58","44,872,575.94","80,055,719.65","31,042,165.51","20,357,683.15","54,887,807.23","58,439,135.76","35,583,724.24","51,690,903.47","57,158,639.06","36,286,779.00","38,657,463.35","58,848,869.50","36,014,188.63","32,204,100.62","43,797,457.35","59,122,398.62"
预付款项,"13,893,669.02","39,289,711.47","27,010,538.03","29,452,881.40","57,609,315.11","48,916,299.36","39,446,226.64","64,337,147.83","124,416,255.37","101,412,225.59","114,029,827.40","120,142,357.61","97,187,461.79","60,973,869.21","36,042,299.69","51,681,269.83","54,739,830.35","34,377,987.78","21,109,053.72","36,854,423.76","29,642,043.87","86,054,505.43","87,853,579.71","51,604,927.24","46,152,962.91","60,288,572.39","72,423,667.50","79,224,449.11","102,481,292.08","159,009,029.44","105,847,668.79","212,024,877.31","140,478,309.55"
预收款项,"991,678.44","3,185,078.86","5,749,407.14","4,666,841.68","6,111,475.57","6,208,521.75","6,504,204.34","16,444,324.39","14,580,990.71","25,679,753.22","25,918,814.21","12,232,070.13","15,674,507.38","29,301,322.31","31,641,134.88","21,864,888.73","39,569,525.61","40,684,521.41","32,237,809.49","38,900,937.24","34,220,980.50","35,769,345.00","60,475,872.16","27,611,090.29","32,163,414.09","108,568,604.17","77,855,638.47","45,020,325.20","74,050,906.18","95,826,850.36","115,677,124.63","128,103,786.37","59,970,720.78"
其他应收款,"22,889,694.53","40,703,465.22","10,270,465.78","12,777,127.09","11,688,539.56","17,307,511.60","18,341,772.48","21,723,592.49","29,717,480.35","56,165,553.83","36,681,789.43","25,463,268.17","22,956,344.16","22,032,995.45","21,607,692.26","7,371,069.14","25,173,290.86","17,036,686.79","8,441,704.10","13,105,980.91","10,906,853.72","14,153,478.33","13,819,853.87","10,159,108.29","29,170,450.80","17,156,903.67","9,547,818.89","18,449,823.07","21,934,318.78","14,835,950.79","13,370,696.12","14,348,503.93","13,429,220.80"
应付职工薪酬,"2,640,734.75","4,874,065.41","3,450,073.60","3,095,571.23","3,942,350.31","4,431,036.17","4,032,631.64","3,981,999.03","3,681,254.15","5,003,538.37","4,882,616.83","4,293,834.00","5,829,129.50","3,707,446.06","2,857,255.58","2,178,448.72","1,821,605.96","3,152,197.28","2,206,435.75","2,175,791.01","2,419,824.21","4,035,438.83","3,084,324.08","4,028,419.70","3,745,355.27","9,065,624.59","9,033,191.45","12,347,548.64","15,067,316.41","20,438,379.56","17,691,820.22","16,125,075.25","14,487,638.31"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"968,950.84","4,194,824.63","-7,933,143.92","-1,038,795.96","-972,221.29","-24,518,780.23","-15,257,220.16","-20,859,938.51","-13,849,778.34","-11,087,365.53","-27,963,488.92","-43,163,876.41","-26,462,628.74","1,563,370.25","467,099.71","349,318.68","99,728.12","1,871,511.15","405,660.20","315,687.21","417,980.45","4,226,484.71","3,778,480.15","3,097,523.30","3,139,899.63","4,217,161.62","11,200,550.23","4,504,506.74","1,417,248.01","4,508,878.47","3,660,041.33","18,285,545.98","18,241,708.70"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,"183,687.50","714,937.50","1,511,645.83","2,675,826.38","1,468,865.17","441,213.18","674,605.75","897,604.19"
应付利息,"1,200,433.64","2,103,546.88","91,482.40","47,624.76","222,278.33","374,606.25","592,905.86","479,322.35","257,416.44","103,810.48","288,311.97","147,494.43","164,305.82","436,245.91","226,983.09","624,029.84","27,140.43","545,672.76","526,953.85","650,805.06","259,782.66","447,556.16","512,173.44","293,136.38","309,754.55","638,533.57","1,120,725.53","451,150.95","170,278.10","1,052,929.06","643,534.44","1,068,148.17","428,600.69"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,212.33","612,292.05"
应付股利,,,,,,,,"338,384.84",,917.50,,,,,,"127,400.00","127,400.00",,,,,,,,,,,,,,,"89,106.24","89,106.24"
存货,"64,891,955.42","145,548,146.69","139,543,838.36","121,844,462.53","88,429,884.11","350,023,511.37","364,483,349.02","330,942,971.60","222,089,200.45","302,932,040.18","387,520,174.50","423,483,108.39","554,025,981.42","627,319,811.77","678,721,287.75","619,337,307.41","554,857,804.07","675,413,011.55","709,199,192.80","539,192,147.07","385,207,697.74","532,755,620.44","570,992,196.28","479,014,570.70","461,381,518.89","800,934,663.41","681,803,973.50","495,845,000.06","469,068,007.08","1,025,751,154.38","1,042,401,375.62","862,901,391.62","703,950,866.29"
其他应付款,"14,928,143.43","39,610,110.73","1,765,204.79","1,928,896.80","3,998,682.08","3,054,953.31","1,852,613.80","4,784,635.53","4,314,891.45","12,415,685.68","10,706,399.81","17,182,125.78","19,969,694.14","26,503,129.99","31,155,572.32","18,694,817.63","26,036,455.04","12,208,202.33","12,430,913.57","10,770,535.97","10,483,477.82","11,450,042.79","13,256,226.52","12,030,603.47","7,093,241.69","13,666,110.47","13,515,846.66","28,779,326.41","48,743,911.26","52,678,143.15","57,791,114.67","42,045,178.16","78,462,598.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"2,697,750.00","2,697,750.00","2,697,750.00",,"2,712,600.00","2,728,960.74","2,745,321.48","2,761,682.22",,,,,,,,,"5,834,969.36","5,834,969.52","6,007,112.63","5,989,829.36","6,606,414.08","6,076,803.04","7,099,370.76","6,730,255.38","7,178,127.77","6,063,396.12","7,132,558.27","7,109,790.40"
其他流动资产,,,,,,,,,,,,,,"59,236,936.20","55,479,687.81","86,810,888.84","74,207,810.56","81,833,346.02","85,482,045.10","97,302,089.65","76,739,754.80","50,578,931.44","49,528,481.53","65,263,235.09","28,481,465.23","27,234,075.56","22,550,961.96","22,052,839.99","42,169,276.60","43,489,860.27","60,217,818.95","47,478,094.34","50,245,526.89"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"131,074,542.72","292,995,635.76","253,461,480.52","221,074,169.16","267,077,329.10","922,158,468.82","910,731,707.86","814,625,922.85","780,620,663.03","711,777,981.57","753,857,465.32","740,292,700.44","771,180,480.41","889,137,127.78","981,090,557.97","891,691,448.21","872,524,608.14","1,009,194,803.88","1,010,680,024.95","844,177,168.34","719,328,250.43","904,530,461.19","903,371,241.84","807,634,411.74","804,621,300.52","1,347,748,862.29","1,332,522,734.92","1,247,871,260.39","1,303,252,775.20","1,765,609,389.50","1,681,897,247.00","1,565,861,239.88","1,236,971,644.75"
流动负债合计,"80,999,577.23","232,208,133.52","184,369,276.41","156,416,262.35","206,879,565.55","210,745,195.29","201,798,027.33","137,840,610.81","123,746,920.42","136,294,184.09","187,789,601.24","226,204,627.97","274,280,018.18","425,235,821.95","508,620,457.84","433,002,732.35","430,658,431.74","583,334,680.87","577,288,042.30","412,141,772.85","271,589,316.22","444,986,054.34","434,807,781.63","296,271,930.01","302,088,076.09","506,921,087.56","473,089,534.38","377,859,692.05","420,028,784.84","912,297,497.00","801,731,132.03","794,887,762.03","482,952,562.41"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,500,000.00","6,500,000.00","6,500,000.00","6,500,000.00","6,500,000.00","71,400,000.00","101,500,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
