科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付原保险合同赔付款项的现金,,,,,,,,,,,,,,,
筹资活动现金流出小计,"1,362,349,000.00","21,277,548,000.00","165,249,985,000.00","37,201,742,000.00","172,745,483,000.00","250,823,279,000.00","102,791,718,000.00","240,182,700,000.00","417,635,380,000.00","671,350,382,000.00","242,848,266,000.00","475,853,024,000.00","669,300,387,000.00","874,192,299,000.00","204,944,706,000.00"
支付保单红利的现金,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,"5,200,651,000.00","30,847,634,000.00","85,882,898,000.00","42,343,984,000.00","89,681,127,000.00","111,381,318,000.00","17,018,545,000.00","-28,479,482,000.00","-32,288,422,000.00","-55,993,414,000.00","38,215,697,000.00","34,769,452,000.00","25,773,692,000.00","8,641,395,000.00","-3,283,834,000.00"
支付给职工以及为职工支付的现金,"3,490,855,000.00","3,902,401,000.00","4,141,957,000.00","1,499,582,000.00","3,654,408,000.00","4,358,148,000.00","1,731,947,000.00","2,469,877,000.00","3,669,975,000.00","4,426,302,000.00","1,933,164,000.00","2,652,052,000.00","3,943,783,000.00","4,702,605,000.00","2,042,069,000.00"
四、汇率变动对现金的影响,"-103,718,000.00","102,250,000.00","229,786,000.00","1,490,000.00","531,154,000.00","497,441,000.00","-109,828,000.00","-199,448,000.00","-438,980,000.00","-543,994,000.00","-247,427,000.00","114,094,000.00","399,615,000.00","514,763,000.00","-301,957,000.00"
支付的各项税费,"3,423,517,000.00","4,665,658,000.00","5,221,537,000.00","1,055,394,000.00","4,609,793,000.00","5,610,598,000.00","695,619,000.00","2,751,690,000.00","3,281,360,000.00","3,617,487,000.00","1,103,607,000.00","4,809,014,000.00","6,583,040,000.00","6,683,602,000.00","1,990,092,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"2,069,936,000.00","1,304,595,000.00","7,235,453,000.00","16,959,320,000.00","1,561,447,000.00","7,717,754,000.00","405,926,000.00","20,585,327,000.00","33,798,635,000.00","22,999,278,000.00","35,229,283,000.00","73,779,923,000.00","39,936,175,000.00","38,008,418,000.00","17,039,773,000.00"
五、现金及现金等价物净增加额,"8,792,286,000.00","58,053,020,000.00","-39,582,194,000.00","-50,996,060,000.00","-15,145,580,000.00","-18,117,083,000.00","31,008,940,000.00","94,307,000.00","-12,216,208,000.00","1,118,028,000.00","4,413,485,000.00","-3,041,519,000.00","-17,849,612,000.00","328,839,000.00","-7,026,881,000.00"
经营活动现金流出小计,"99,259,303,000.00","111,142,378,000.00","144,646,482,000.00","46,710,143,000.00","129,703,669,000.00","135,135,103,000.00","81,649,319,000.00","134,361,633,000.00","194,286,013,000.00","232,296,142,000.00","130,528,410,000.00","217,398,524,000.00","276,487,027,000.00","300,419,342,000.00","88,685,924,000.00"
期初现金及现金等价物余额,"74,808,869,000.00","83,601,155,000.00","141,654,175,000.00","102,071,981,000.00","102,071,981,000.00","102,071,981,000.00","83,954,898,000.00","83,954,898,000.00","83,954,898,000.00","83,954,898,000.00","85,072,926,000.00","85,072,926,000.00","85,072,926,000.00","85,072,926,000.00","85,401,765,000.00"
经营活动产生的现金流量净额,"129,533,696,000.00","106,041,273,000.00","60,143,077,000.00","26,629,737,000.00","104,919,760,000.00","170,845,912,000.00","-23,513,436,000.00","-71,868,548,000.00","-86,613,578,000.00","-60,767,289,000.00","-82,595,773,000.00","-79,780,074,000.00","-81,803,063,000.00","-21,732,994,000.00","3,225,393,000.00"
期末现金及现金等价物余额,"83,601,155,000.00","141,654,175,000.00","102,071,981,000.00","51,075,921,000.00","86,926,401,000.00","83,954,898,000.00","114,963,838,000.00","84,049,205,000.00","71,738,690,000.00","85,072,926,000.00","89,486,411,000.00","82,031,407,000.00","67,223,314,000.00","85,401,765,000.00","78,374,884,000.00"
二、投资活动产生的现金流量,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
