科目,2007年度,2008年度,2009年度,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"38,539,755.78","52,852,232.38","53,738,038.15","50,593,193.63","64,733,656.63","22,241,191.01","39,302,464.66","55,874,534.09","72,170,710.53","27,569,542.38","47,692,775.37","70,784,901.95","85,560,423.40","42,342,802.46","76,788,191.97","112,208,920.74","134,375,256.26","54,264,759.61","89,245,996.58","124,198,790.21","165,618,525.71","58,899,659.46","98,794,312.72","141,150,832.12","189,371,535.92","59,819,898.75","99,226,015.77","145,078,453.66","198,206,514.31","69,840,249.20","112,387,418.74","160,201,344.33","214,769,344.27","71,514,233.88","116,738,246.52","169,205,475.72","207,052,869.46","67,666,353.33"
取得借款收到的现金,"243,500,000.00","446,500,000.00","445,500,000.00","695,000,000.00","745,000,000.00",,,"150,000,000.00","340,000,000.00","230,000,000.00","330,000,000.00","380,000,000.00","700,000,000.00","300,000,000.00","430,000,000.00","430,000,000.00","946,500,000.00","470,000,000.00","680,000,000.00","890,000,000.00","1,090,000,000.00","380,000,000.00","740,000,000.00","1,070,000,000.00","1,070,000,000.00","200,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,"375,373,690.00","780,512,090.00","1,060,512,090.00","1,060,512,090.00","140,000,000.00"
支付的各项税费,"17,450,066.06","48,403,683.92","25,716,952.81","19,385,770.20","23,913,006.42","5,210,708.47","28,168,133.80","32,860,604.88","40,254,799.25","13,610,872.32","25,724,459.72","35,647,410.33","74,859,519.43","7,998,085.76","17,446,751.07","26,088,434.94","83,617,408.34","8,425,200.35","17,864,253.87","28,210,866.47","31,073,988.08","10,089,734.31","18,660,489.89","29,567,388.77","47,260,111.77","12,884,308.12","33,663,189.21","60,587,810.84","88,403,420.40","27,275,929.72","57,361,391.17","73,046,935.19","96,619,707.66","15,282,772.45","54,108,901.05","79,094,699.04","118,786,363.86","8,287,795.18"
收到其他与筹资活动有关的现金,,,,,,,,,,"5,014,844.42","7,522,109.82","7,522,109.82","2,512,971.38",,"2,994,273.04","2,994,273.04","2,486,654.55","2,516,267.55","2,516,267.55","2,516,267.55",,"8,250,000.00","8,250,000.00","12,112,874.84",,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"37,596,100.76","62,685,324.79","50,667,910.78","31,336,367.30","48,590,091.73","17,050,167.83","30,177,529.47","98,682,048.56","68,824,162.13","26,206,078.95","51,207,238.55","71,704,540.37","66,702,982.34","49,600,956.37","47,703,019.21","59,304,509.78","103,490,361.59","23,108,510.10","33,248,829.23","58,855,281.99","115,459,366.71","29,356,121.52","65,677,023.24","80,612,800.38","139,334,782.89","30,375,420.29","55,326,973.72","79,436,069.37","149,650,033.53","33,368,617.90","59,512,876.00","115,307,244.41","149,970,361.44","13,490,410.91","57,448,973.75","129,707,440.72","171,874,846.75","24,202,526.24"
筹资活动现金流入小计,"243,500,000.00","446,500,000.00","445,500,000.00","695,000,000.00","745,000,000.00","988,000,000.00","951,120,000.00","1,101,120,000.00","1,281,668,188.41","235,014,844.42","337,522,109.82","387,522,109.82","702,512,971.38","250,000,000.00","432,994,273.04","432,994,273.04","948,986,654.55","472,516,267.55","682,516,267.55","892,516,267.55","1,387,600,000.00","388,250,000.00","748,250,000.00","2,111,732,874.68","2,394,928,097.84","200,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00",,,,,"375,373,690.00","780,512,090.00","1,060,512,090.00","1,060,512,090.00","140,000,000.00"
经营活动现金流出小计,"828,201,785.25","1,225,578,449.32","1,039,852,760.13","868,357,247.04","1,242,583,886.39","422,395,347.60","613,760,220.71","1,184,718,696.34","1,449,197,177.45","415,421,767.06","835,709,440.75","1,132,479,422.02","2,033,030,285.04","352,108,651.55","577,947,443.22","751,878,198.44","2,170,786,614.16","422,288,553.68","639,996,761.81","766,817,756.76","2,459,697,805.24","290,376,563.33","677,068,311.08","1,010,357,677.19","1,290,844,265.67","666,870,264.25","1,020,649,322.32","1,620,841,486.95","2,119,172,220.15","564,204,902.61","1,047,777,219.56","1,672,699,356.73","2,010,708,726.24","415,102,062.17","1,004,845,822.61","1,787,142,770.00","2,178,859,849.86","453,317,440.46"
偿还债务支付的现金,"322,000,000.00","426,000,000.00","653,500,000.00","625,000,000.00","685,000,000.00","190,000,000.00","190,000,000.00","190,000,000.00","240,000,000.00","70,000,000.00","260,000,000.00","570,000,000.00","670,000,000.00",,"200,000,000.00","360,000,000.00","620,000,000.00","250,116,666.65","636,500,000.00","846,500,000.00","1,196,500,000.00","30,000,000.00","310,000,000.00","1,330,000,000.00","1,610,000,000.00",,"100,000,000.00","500,000,000.00","500,000,000.00",,,,"96,700,000.00","65,303,842.77","320,512,090.00","400,512,090.00","899,903,890.00","60,000,000.00"
经营活动产生的现金流量净额,"130,602,014.04","51,938,776.48","256,367,149.68","73,333,266.20","68,765,200.43","-211,411,203.80","-185,979,337.90","-384,587,566.40","-425,440,460.78","-69,056,604.13","84,179,034.29","341,160,451.83","93,503,277.60","-1,824,853.77","158,485,565.73","290,774,832.50","16,131,269.08","-221,642,111.30","-38,445,568.24","217,243,226.56","31,840,265.83","78,619,879.60","121,445,594.36","478,031,887.39","428,188,610.36","-281,136,800.40","1,273,806.91","315,067,036.47","591,435,686.63","-250,610,019.16","-231,218,644.59","-121,864,096.76","45,075,966.83","-108,058,689.46","-163,999,971.04","-175,260,461.32","208,925,186.52","-73,004,074.29"
分配股利、利润或偿还利息支付的现金,"38,419,892.17","20,709,719.03","43,945,962.72","10,857,025.00","12,802,802.77","1,171,650.01","29,809,939.23","30,948,828.11","35,041,488.88","19,788,050.44","40,222,702.90","43,072,669.57","44,864,116.65","7,366,666.63","44,246,572.47","51,520,239.11","58,994,058.84","9,937,916.58","51,556,515.03","61,914,848.32","77,590,876.91","39,119,594.57","51,870,237.81","61,060,335.04","83,601,641.02","341,982.50","74,746,252.68","76,978,950.61","111,323,995.37",,,"71,812,028.30","106,252,028.30","1,123,410.34","112,330,002.18","118,101,349.41","156,129,058.33","5,921,323.06"
收回投资收到的现金,,"500,000.00",,,,,,,,,,,,,,,,,,,,,,,,"210,000,000.00","620,000,000.00","920,000,000.00","1,894,000,000.00","1,183,000,000.00","2,865,000,000.00","3,905,000,000.00","5,135,244,239.56","121,468,383.56","121,468,936.80","121,469,436.80","122,167,266.14",
支付其他与筹资活动有关的现金,,,,,,"44,961,977.50","11,451,811.59","11,451,811.59","7,514,844.42",,,"2,500,000.00",,,"200,000,000.00","200,000,000.00",,,,,,"253,460,280.00","253,460,280.00","253,460,280.00",,,,,,,,,,,,,,
取得投资收益收到的现金,"299,020.00","18,977.81",,,,,,,,,,,,,,,,,,,,,,,,"2,178,150.68","4,759,863.01","7,088,972.61","12,212,561.66","4,306,245.74","12,548,019.81","16,736,962.53",,,,,"3,710,958.87",
筹资活动现金流出小计,"360,419,892.17","446,709,719.03","697,445,962.72","635,857,025.00","697,802,802.77","236,133,627.51","231,261,750.82","232,400,639.70","282,556,333.30","89,788,050.44","300,222,702.90","615,572,669.57","714,864,116.65","7,366,666.63","444,246,572.47","611,520,239.11","678,994,058.84","260,054,583.23","688,056,515.03","908,414,848.32","1,274,090,876.91","322,579,874.57","615,330,517.81","1,644,520,615.04","1,693,601,641.02","341,982.50","174,746,252.68","576,978,950.61","611,323,995.37",,,"71,812,028.30","202,952,028.30","66,427,253.11","432,842,092.18","518,613,439.41","1,056,032,948.33","65,921,323.06"
处置固定资产、无形资产和其他长期资产收回的现金净额,"20,000.00","280,000.00","20,050,000.00","20,111,954.38","31,655,358.23",,"162,000.00","162,000.00","159,307.69","6,000.00","23,300.00","32,800.00","242,975.96","42,000.00","43,700.00","43,700.00","220,490.00",,,,,"10,000.00","10,000.00","10,000.00","293,750.70","118,000.00","185,400.00","50,148,628.00","50,770,339.59",,"39,450,000.00","35,000,000.00","41,260,984.84",,,"26,800.00","25,122.03",
筹资活动产生的现金流量净额,"-116,919,892.17","-209,719.03","-251,945,962.72","59,142,975.00","47,197,197.23","751,866,372.49","719,858,249.18","868,719,360.30","999,111,855.11","145,226,793.98","37,299,406.92","-228,050,559.75","-12,351,145.27","242,633,333.37","-11,252,299.43","-178,525,966.07","269,992,595.71","212,461,684.32","-5,540,247.48","-15,898,580.77","113,509,123.09","65,670,125.43","132,919,482.19","467,212,259.64","701,326,456.82","199,658,017.50","325,253,747.32","-76,978,950.61","-111,323,995.37",,,"-71,812,028.30","-202,952,028.30","308,946,436.89","347,669,997.82","541,898,650.59","4,479,141.67","74,078,676.94"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,,,,"33,706,300.00",,,,"300,000.00",,,"3,710,958.97",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"319,020.00","798,977.81","20,050,000.00","20,111,954.38","31,655,358.23",,"162,000.00","162,000.00","159,307.69","6,000.00","23,300.00","32,800.00","242,975.96","1,042,000.00","43,700.00","43,700.00","220,490.00",,,,,"10,000.00","10,000.00","10,000.00","293,750.70","212,296,150.68","624,945,263.01","977,237,600.61","1,990,689,201.25","1,187,306,245.74","2,916,998,019.81","3,956,736,962.53","5,176,805,224.40","121,468,383.56","121,468,936.80","125,207,195.77","125,903,347.04",
五、现金及现金等价物净增加额,"-31,320,935.56","8,202,557.27","-10,530,303.68","67,334,111.61","60,799,669.10","536,587,919.57","479,821,720.91","388,628,217.07","360,915,214.42","-5,000,577.73","-76,896,748.34","-193,333,539.56","-306,898,414.43","198,087,282.02","13,312,326.30","-57,947,275.78","27,122,327.43","-37,975,389.85","-87,356,615.22","137,500,933.05","-82,743,011.69","29,947,234.87","125,264,734.83","663,916,178.87","604,496,358.60","-291,954,980.01","-116,817,388.71","-305,919,255.21","-499,416,859.86","-58,540,024.00","8,762,520.69","-57,092,319.97","369,770,518.55","218,692,269.97","31,473,773.24","180,701,909.85","36,947,761.84","-38,510,737.99"
购建固定资产、无形资产和其他长期资产支付的现金,"44,822,077.43","44,325,477.99","35,001,490.64","85,254,083.97","86,818,086.79","3,867,249.12","54,219,190.37","95,665,576.83","172,915,487.60","81,176,767.58","198,398,489.55","306,476,231.64","388,293,522.72","93,763,197.58","133,964,640.00","170,239,842.21","259,222,027.36","28,794,962.87","43,370,799.50","63,843,712.74","228,092,400.61","114,352,770.16","129,110,341.72","145,337,968.16","189,312,459.28","82,772,347.79","151,449,073.44","194,403,809.17","275,233,174.98","51,236,250.58","177,016,854.53","251,153,157.44","338,658,644.38","73,663,861.02","242,665,190.34","280,143,475.19","271,359,913.39","39,585,340.64"
期初现金及现金等价物余额,"73,935,242.60","42,614,307.04","50,816,864.31","40,286,560.63","40,286,560.63","101,086,229.73","101,086,229.73","101,086,229.73","101,086,229.73","462,001,444.15","462,001,444.15","462,001,444.15","462,001,444.15","155,597,302.76","155,103,029.72","155,103,029.72","155,103,029.72","182,225,357.15","182,225,357.15","182,225,357.15","182,225,357.15","99,482,345.46","99,482,345.46","99,482,345.46","99,482,345.46","703,978,704.06","703,978,704.06","703,978,704.06","703,978,704.06","204,561,884.20","204,561,844.20","204,561,844.20","204,561,844.20","574,332,362.75","574,332,362.75","574,332,362.75","574,332,362.75","611,280,124.59"
投资支付的现金,"500,000.00",,,,,,,,,,,,,"-50,000,000.00",,,,,,,,,,"136,000,000.00","336,000,000.00","340,000,000.00","920,000,000.00","1,330,000,000.00","2,695,000,000.00","944,000,000.00","2,500,000,000.00","3,569,000,000.00","4,230,500,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",
期末现金及现金等价物余额,"42,614,307.04","50,816,864.31","40,286,560.63","107,620,672.24","101,086,229.73","637,674,149.30","580,907,950.64","489,714,446.80","462,001,444.15","457,000,866.42","385,104,695.81","268,667,904.59","155,103,029.72","353,684,584.78","168,415,356.02","97,155,753.94","182,225,357.15","144,249,967.30","94,868,741.93","319,726,290.20","99,482,345.46","129,429,580.33","224,747,080.29","763,398,524.33","703,978,704.06","412,023,724.05","587,161,315.35","398,059,448.85","204,561,844.20","146,021,860.20","213,324,364.89","147,469,524.23","574,332,362.75","793,024,632.72","605,806,135.99","755,034,272.60","611,280,124.59","572,769,386.60"
