科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"19,424,731.33","8,902,627.66","19,362,901.33","3,202,539.90","26,384,685.46","260,254,380.82","238,346,614.25","213,469,557.76","205,608,853.86","178,815,596.55","191,300,366.84","179,512,468.30","93,450,674.21","39,778,689.76","70,190,763.32","38,321,114.70","54,122,546.05","21,321,356.45","39,144,749.44","12,761,108.08","42,418,327.29","10,715,084.87","14,602,570.91","153,746,705.91","228,364,950.08","205,762,227.23","228,271,748.52","117,825,869.54","723,548,741.70","479,391,067.43","529,553,629.87","570,936,467.61","557,389,179.05","1,343,853,656.22","1,418,456,569.29","1,016,691,198.55","1,821,935,167.82","871,060,432.92","735,462,342.48"
短期借款,"74,000,000.00","79,000,000.00","87,000,000.00","99,000,000.00","109,800,000.00","109,800,000.00","139,800,000.00","158,800,000.00","185,800,000.00","185,800,000.00","219,474,600.00","285,774,600.00","295,800,000.00","310,800,000.00","330,000,000.00","325,800,000.00","350,828,400.00","370,828,400.00","412,864,000.00","420,864,000.00","415,677,520.00","366,177,520.00","299,180,919.00",,,"323,800,000.00","341,800,000.00","305,800,000.00","317,800,000.00","42,800,000.00","210,800,000.00","205,000,000.00","61,000,000.00","112,000,000.00","412,000,000.00","562,750,000.00","726,250,000.00","668,250,000.00","677,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,"10,000,000.00","8,000,000.00","250,000.00",,,"200,000.00","200,000.00",,,"300,000.00",,,,,,,,,,,,"5,929,000.00","5,500,000.00","7,300,000.00","1,000,000.00","3,000,000.00","2,700,000.00"
应付票据,,,,,,,,,,,,"6,734,558.95","8,799,905.40","16,035,772.92","8,685,548.16","26,650,874.94","17,338,756.66","16,730,109.46","20,372,500.00","12,072,500.00",,,,,,,,,,,,,,,,,,,
应收账款,"34,639,732.36","56,899,084.76","53,489,444.13","59,050,053.53","59,683,203.37","67,563,499.58","74,547,782.37","73,622,413.28","78,065,003.08","91,255,533.15","117,402,210.65","136,201,347.12","147,382,117.30","147,229,265.99","141,858,411.65","153,388,526.74","96,906,207.65","112,971,046.93","135,925,320.75","118,558,659.37","115,626,759.82","75,693,755.20","55,058,375.52","80,341,579.39","86,406,366.23","124,864,343.25","121,862,372.61","122,091,815.43","416,323,629.54","451,209,578.62","394,892,780.71","443,116,321.21","408,152,490.02","749,874,235.73","883,216,865.26","656,473,503.36","643,480,407.37","845,935,033.29","750,686,483.12"
应付账款,"46,618,919.83","47,541,378.27","31,220,118.60","11,381,089.32","25,463,346.76","47,755,129.80","53,057,347.24","68,068,350.40","67,419,824.19","72,813,850.83","95,110,087.67","86,646,913.69","88,192,841.84","71,789,208.41","90,429,971.16","92,223,295.70","82,771,366.36","72,580,935.26","98,611,038.80","91,394,336.02","86,650,058.73","81,090,445.48","97,930,535.01","39,786,235.50","8,773,251.85","29,056,715.74","35,699,164.85","42,640,441.38","90,431,085.87","139,344,254.20","110,817,739.83","115,182,108.24","89,656,271.74","297,837,888.14","286,996,195.56","232,056,221.37","316,467,674.37","373,239,935.16","334,806,007.35"
预付款项,"20,538,798.17","8,818,007.80","6,700,457.86","582,558.87","8,657,170.98","36,781,348.32","66,545,124.35","97,631,588.83","90,769,773.62","131,214,899.16","109,114,602.94","178,041,769.49","170,124,795.07","191,460,438.09","103,731,805.20","99,364,848.57","91,319,397.47","89,734,535.80","99,780,002.47","109,447,833.96","59,418,838.55","70,961,375.99","31,442,552.27","11,485,418.77","3,700,484.57","17,143,562.39","11,655,768.90","35,581,222.58","80,968,765.15","75,690,497.20","54,246,335.37","54,131,909.08","23,391,424.10","231,933,894.87","177,760,838.40","263,528,065.20","145,316,958.97","264,598,578.14","329,447,339.72"
预收款项,,"958,236.75","1,760,416.39","126,669.72","1,656,918.77","1,834,964.56","4,517,099.31","3,968,200.82","735,873.49","2,501,421.11","4,158,062.24","9,549,325.21","1,125,228.56","2,335,538.63","4,069,573.37","8,161,390.25","10,121,771.71","11,178,801.39","10,036,800.00","9,776,404.81","13,289,234.12","9,439,436.80","22,120,440.50",,"1,193,205.00","1,197,729.00","688,134.89","289,228.39","23,508,308.57","21,691,842.51","16,064,096.04","13,958,729.58","14,864,072.40","101,550,682.51","111,697,749.14","109,338,153.52","81,219,030.46","61,191,964.08","74,375,406.77"
