科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"3,358,349,542.66","4,464,276,933.14","5,940,826,207.13","3,620,022,017.33","6,513,438,135.50","8,690,064,596.81","1,757,043,332.81","3,783,458,734.91","7,887,999,968.65","11,347,112,894.77","3,071,023,218.54"
取得子公司及其他营业单位支付的现金净额,,,,,,"-92,927.11",,,,"980,000.00","50,171,297.01"
收到的税费返还,"39,966,528.92","32,819,042.16","58,063,727.62","23,092,150.34","36,431,674.28","50,358,499.93","17,392,363.22","54,104,081.02","98,361,522.08","105,100,086.45","18,866,812.83"
支付其他与投资活动有关的现金,,,,"11,500,000.00","4,050,000.00","3,000,000.00",,,,,
收到其他与经营活动有关的现金,"8,509,029.93","42,780,544.24","42,918,575.38","18,165,430.40","30,575,446.90","46,964,939.01","42,151,438.43","54,372,792.66","68,283,816.34","100,491,764.53","49,348,648.88"
投资活动现金流出小计,"143,762,066.87","129,361,435.59","175,905,162.36","69,592,248.68","99,261,594.54","160,812,178.19","52,840,667.13","301,110,380.12","880,882,274.57","1,584,416,230.94","200,823,488.34"
经营活动现金流入小计,"3,406,825,101.51","4,539,876,519.54","6,041,808,510.13","3,661,279,598.07","6,580,445,256.68","8,787,388,035.75","1,816,587,134.46","3,891,935,608.59","8,054,645,307.07","11,552,704,745.75","3,139,238,680.25"
投资活动产生的现金流量净额,"-54,206,403.60","-129,108,782.91","-173,388,753.33","-12,528,449.53","-41,657,557.28","-103,586,599.75","-52,832,227.13","-224,999,688.37","-685,547,779.32","-730,247,875.52","-99,495,136.15"
购买商品、接受劳务支付的现金,"2,607,768,744.39","3,636,993,670.82","4,713,543,831.88","2,916,235,875.14","5,057,365,032.18","6,918,971,881.98","1,724,267,982.28","3,496,099,405.00","6,101,593,162.64","9,086,803,211.67","2,699,301,500.39"
吸收投资收到的现金,"600,000.00","2,400,000.00","400,000.00","200,000.00","1,700,000.00","1,700,000.00","722,614,086.00","849,155,961.51","853,897,245.00","855,377,245.00","2,940,000.00"
支付给职工以及为职工支付的现金,"187,120,793.52","278,580,818.69","359,152,686.11","243,182,869.07","370,384,597.52","513,522,398.11","200,547,327.00","330,829,523.45","502,016,907.41","702,390,683.34","269,652,688.37"
取得借款收到的现金,,,,,,,,,,,"2,000,000.00"
支付的各项税费,"77,522,489.08","117,593,228.57","158,045,175.59","129,628,505.44","175,140,007.11","276,988,815.29","63,435,070.33","96,078,661.61","221,680,190.11","361,393,180.72","83,646,465.74"
收到其他与筹资活动有关的现金,"315,340.00","82,947,372.08","27,034,477.36","36,869,890.84","36,869,890.84","36,869,890.84",,"58,040,438.05","61,383,186.16","61,282,854.16","20,372,678.01"
支付其他与经营活动有关的现金,"140,125,508.20","236,409,568.25","272,849,213.56","163,358,143.01","223,393,720.80","322,821,186.70","147,524,822.39","195,607,477.55","338,397,377.29","485,025,623.50","212,797,415.70"
筹资活动现金流入小计,"915,340.00","85,347,372.08","27,434,477.36","37,069,890.84","38,569,890.84","38,569,890.84","722,614,086.00","907,196,399.56","915,280,431.16","916,660,099.16","25,312,678.01"
经营活动现金流出小计,"3,012,537,535.19","4,269,577,286.33","5,503,590,907.14","3,452,405,392.66","5,826,283,357.61","8,032,304,282.08","2,135,775,202.00","4,118,615,067.61","7,163,687,637.45","10,635,612,699.23","3,265,398,070.20"
偿还债务支付的现金,,"83,048,498.76",,,,,,,,,"5,000,000.00"
经营活动产生的现金流量净额,"394,287,566.32","270,299,233.21","538,217,602.99","208,874,205.41","754,161,899.07","755,083,753.67","-319,188,067.54","-226,679,459.02","890,957,669.62","917,092,046.52","-126,159,389.95"
分配股利、利润或偿还利息支付的现金,"33,000,000.00","50,861,515.94","67,782,000.00","177,210,000.00","307,890,000.00","307,890,000.00",,"169,940,700.00","169,940,700.00","170,010,000.00","43,232.50"
收回投资收到的现金,"50,478,000.00",,,"49,158,743.68","49,158,743.68","49,158,743.68",,"67,127,347.18","187,767,847.18","837,767,847.18","100,000,000.00"
支付其他与筹资活动有关的现金,"82,947,372.08","27,133,460.36","36,869,890.84","38,063,307.36","12,283,330.57","2,910,954.16",,"61,148,712.00","70,963,209.47","65,773,758.01",
取得投资收益收到的现金,"204,000.00",,"2,246,160.00","7,840,000.00","7,840,000.00","7,840,000.00",,"5,037,200.00","7,336,466.06","12,629,677.56","1,185,488.99"
筹资活动现金流出小计,"115,947,372.08","161,043,475.06","104,651,890.84","215,273,307.36","320,173,330.57","310,800,954.16",,"231,089,412.00","240,903,909.47","235,783,758.01","5,043,232.50"
