科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"18,841,013.81","56,340,811.27","106,013,971.06","84,476,337.33","38,022,199.79","1,766,783,039.39","1,713,794,735.12","1,492,829,009.77","1,388,268,085.13","1,334,917,987.38","1,141,018,583.00","866,707,620.61","816,988,205.47","704,899,536.12","844,032,429.56","500,917,926.26","437,751,947.91","436,255,858.46","478,904,848.87","636,163,445.69","587,522,005.52","655,771,559.66","742,856,534.15","814,006,155.83","804,386,697.65","869,559,715.55","885,342,822.39","1,129,603,650.62","1,127,217,428.67","1,145,936,812.76","1,207,213,278.24"
短期借款,"6,000,000.00",,"50,000,000.00","90,000,000.00","140,000,000.00",,,,,,,,,,,,,"40,000,000.00","40,000,000.00","290,000,000.00","340,000,000.00","488,737,609.22","593,469,782.40","738,150,582.56","711,948,595.80","561,961,093.16","591,062,947.00","852,987,832.01","863,979,957.40","914,781,768.41","999,736,488.80"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"14,616,219.10","44,223,852.80","59,163,530.00","79,534,411.82","133,564,231.66","124,192,219.20","139,052,042.05","154,294,711.00","124,272,627.10","115,955,217.03","198,207,098.19","223,899,568.36","150,579,803.58","143,403,628.57","123,615,215.60","201,856,414.85","179,304,606.54","191,775,113.75","122,733,974.88","136,163,717.69","160,215,269.22","176,207,298.75","166,989,152.06","154,247,892.90",,"219,103,638.13","264,215,207.23","334,188,156.63","358,889,133.37","553,070,814.57","578,173,480.88"
应付票据,,,"35,000,000.00","36,000,000.00",,"43,800,000.00","30,920,000.00","13,350,000.00","22,310,000.00","30,420,000.00","20,593,000.00","25,953,000.00","30,650,000.00","25,324,525.00","26,284,525.00","32,653,958.31","41,531,958.31","45,089,000.00","51,306,000.00","53,590,000.00","50,165,503.00","58,361,503.00","58,499,000.00","72,622,000.00","100,901,000.00","113,926,000.00","133,470,000.00","165,281,727.50","177,316,991.40","191,095,263.90","225,560,516.29"
应收账款,"35,058,595.12","40,504,878.99","74,799,490.48","98,015,254.64","87,188,509.37","133,367,413.80","143,159,865.05","142,981,047.86","151,158,241.84","227,598,988.76","256,112,264.49","273,870,962.07","262,634,285.82","237,662,710.66","262,643,529.56","243,950,000.55","234,722,527.79","198,085,109.81","237,800,371.83","240,505,499.36","234,988,886.89","231,825,951.00","270,720,698.58","286,136,227.63","170,645,652.13","349,695,031.30","479,262,596.84","504,347,196.66","567,104,402.94","437,309,185.22","619,460,921.37"
应付账款,"15,829,707.26","34,682,482.54","97,748,644.16","88,242,289.41","67,553,257.28","131,084,831.44","131,799,590.64","133,631,484.40","152,773,498.54","219,479,916.46","171,130,701.13","172,409,989.25","142,869,789.08","142,064,622.54","148,550,295.80","172,904,841.00","158,349,749.69","195,575,730.71","203,184,023.07","202,394,108.61","174,994,914.92","142,723,672.95","179,654,201.92","188,241,569.86","198,781,280.20","224,526,926.24","311,656,703.41","237,748,516.99","279,597,641.54","318,070,010.95","405,286,197.97"
预付款项,"12,804,712.91","76,587,170.87","146,849,105.58","175,959,126.94","113,414,681.96","113,098,722.25","167,198,337.48","215,831,480.90","280,656,955.41","92,901,410.31","210,331,934.23","227,206,377.64","280,313,017.64","202,195,850.35","272,110,614.49","297,295,020.09","299,223,568.47","28,971,553.03","56,268,921.14","92,589,762.66","46,549,373.83","25,351,496.56","42,404,575.87","65,392,194.78","340,665,604.93","60,718,510.59","132,808,839.16","26,641,444.92","137,060,841.18","140,555,336.30","194,856,220.63"
预收款项,"8,169,047.17","18,705,258.39","55,747,082.56","64,458,379.86","37,588,104.34","27,781,847.23","59,343,282.51","39,078,237.53","30,205,869.83","40,261,184.27","85,956,238.25","60,815,967.40","41,207,998.41","38,761,200.50","40,192,246.14","38,103,945.43","47,864,145.07","44,073,616.19","45,776,571.00","53,766,437.90","47,052,142.44","40,712,163.96","50,597,554.65","58,986,457.69","69,093,499.80","66,679,590.04","86,688,998.13","126,985,857.04","100,794,199.52","96,666,494.39","122,210,084.24"
