科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
筹资活动现金流出小计,"245,038,562.96","168,978,515.94","139,742,872.64","30,469,572.58","44,106,221.47","66,731,560.73","75,788,882.43","6,467,259.26","129,244,939.92","133,824,397.03","169,726,365.84","23,394.44","50,505,205.55","51,785,489.79","60,251,948.04","20,142,737.13","46,926,366.25","42,020,255.38","37,870,141.21","55,981,657.71","78,075,341.08","65,127,254.56","98,122,703.40","68,958,858.10","94,196,552.55","65,207,134.43","79,328,891.47","90,371,549.51","267,081,031.14","361,483,698.95","385,423,727.94"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,380.00","1,962,490.00","8,710.00",,"2,500.00","2,500.00","16,757.00",,115.00,"15,915.00","145,677.83",535.00,"11,154.43","13,526.92","220,146.35","220,465.74","510,938.76","511,974.74","526,062.12","1,279.00","1,314.00","21,329.00","44,455.00","1,015.50","51,045.50","1,357,921.33","1,364,786.83","35,069.60","234,383.60","235,438.00","251,113.65"
筹资活动产生的现金流量净额,"-94,697,936.48","-28,978,515.94","-69,742,872.64","14,530,427.42","799,144,910.62","777,290,625.67","755,377,106.57","-6,467,259.26","-129,244,939.92","-133,824,397.03","-111,270,984.75","7,266,323.56","-33,861,071.55","-35,141,355.79","-43,607,814.04","1,347,249.87","-22,706,379.25","-17,800,268.38","-13,650,154.21","95,577,786.69","153,764,103.32","167,190,337.10","138,016,741.00","-22,985,623.40","19,892,390.59","68,381,808.71","54,260,051.67","695,017,267.86","518,248,153.86","490,108,686.05","483,285,657.06"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-9,889.86","18,737.30","-1,284,762.21","391,293.70","61,300.87","-2,372,193.67","-4,560,035.99","1,800,436.69","-3,642,004.84","-1,240,390.85","-2,669,085.37","-935,698.84","-1,427,388.70","-1,341,326.55","-879,461.92","894,934.68","1,117,998.91","-989,296.60","-2,343,135.01","-2,409,530.63","-635,948.08","548,106.90","1,974,145.97","51,481.50","1,355,785.79","1,111,722.33","3,907,554.72","-524,255.89","-1,585,424.27","-1,453,096.65","-5,365,856.14"
收到其他与投资活动有关的现金,,,,,,,"13,138,507.86",,"10,634,488.90","14,847,422.23","23,477,163.32","1,221,402.20","13,757,553.11","18,536,497.95","24,785,592.84","2,011,907.88","12,717,291.01","20,268,051.52","20,719,069.53","27,669,149.56","31,100,688.21","34,641,399.25","41,994,526.67","4,643,103.80","7,532,558.28","157,961,623.67","13,022,158.84","3,171,853.79","5,464,233.53","5,742,754.06","6,502,316.93"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,380.00","1,962,490.00","8,710.00",,"2,500.00","2,500.00","13,155,264.86",,"10,634,603.90","14,863,337.23","23,622,841.15","1,221,937.20","13,768,707.54","18,550,024.87","25,005,739.19","2,232,373.62","13,228,229.77","20,780,026.26","21,245,131.65","27,670,428.56","32,805,600.62","40,113,532.16","49,887,525.30","6,068,045.56","14,484,113.60","169,954,632.80","26,044,634.28","5,190,323.28","14,964,720.96","20,602,595.89","42,013,358.06"
五、现金及现金等价物净增加额,"-14,181,660.34","112,892,039.00","32,382,512.81","106,688,852.47","759,240,681.65","812,255,842.34","785,880,180.96","113,390,863.61","67,218,557.68","56,601,860.86","99,274,829.73","-14,678,886.24","-22,102,685.00","-15,250,805.82","-8,108,168.77","-50,940,186.37","-124,642,787.14","-206,732,966.36","-302,139,609.03","-112,163,278.57","-139,832,467.56","-24,472,673.68","-144,386,551.78","-154,042,078.34","-129,072,859.59","112,418,484.80","-96,698,554.71","468,201,327.62","-252,091,096.18","-216,879,194.40","-269,718,814.45"
购建固定资产、无形资产和其他长期资产支付的现金,"20,752,045.93","26,317,645.20","69,772,907.96","10,701,878.17","33,205,618.98","40,329,133.57","70,638,395.62","9,233,194.67","12,133,935.27","12,922,335.27","28,907,140.33","7,581,808.30","19,835,339.51","35,183,679.04","55,244,969.75","53,823,030.35","104,050,150.80","172,144,993.88","215,050,423.30","46,633,832.28","73,655,190.89","89,582,003.97","103,060,370.78","19,279,564.90","28,887,498.67","45,372,048.63","61,916,192.93","30,582,780.88","54,868,454.54","106,924,448.73","162,439,688.40"
期初现金及现金等价物余额,"36,904,432.56","22,722,772.22","135,614,811.22","167,997,324.03","167,997,324.03","167,997,324.03","167,997,324.03","974,892,886.08","953,877,504.99","953,877,504.99","953,877,504.99","1,053,152,334.72","1,053,152,334.72","1,053,152,334.72","1,053,152,334.72","1,045,044,165.95","1,045,044,165.95","1,045,044,165.95","1,045,044,165.95","742,904,556.92","742,904,556.92","742,904,556.92","742,904,556.92","598,518,005.14","598,518,005.14","598,518,005.14","598,518,005.14","501,819,450.43","501,819,450.43","501,819,450.43","501,819,450.43"
投资支付的现金,,"3,850,000.00",,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,"126,612,702.33",,,"6,000,000.00",,,,,"9,900,000.00","9,900,000.00","19,800,000.00",
期末现金及现金等价物余额,"22,722,772.22","135,614,811.22","167,997,324.03","274,686,176.50","927,238,005.68","980,253,166.37","953,877,504.99","1,088,283,749.69","1,021,096,062.67","1,010,479,365.85","1,053,152,334.72","1,038,473,448.48","1,031,049,649.72","1,037,901,528.90","1,045,044,165.95","994,103,979.58","920,401,378.81","838,311,199.59","742,904,556.92","630,741,278.35","603,072,089.36","718,431,883.24","598,518,005.14","444,475,926.80","469,445,145.55","710,936,489.94","501,819,450.43","970,020,778.05","249,728,354.25","284,940,256.03","232,100,635.98"
