科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"258,339,441.31","412,387,603.83","679,277,457.61","352,470,862.40","694,233,112.93","850,291,847.22","1,378,714,516.76","292,115,498.69","589,469,306.47","750,868,009.15","947,057,702.32","192,749,942.05","335,189,103.90","452,976,337.23","614,768,822.13","135,822,790.90","315,425,849.45","464,031,448.99","663,454,116.98","264,324,505.20","625,203,908.18","897,757,040.74","1,313,427,826.13","329,587,240.48","735,620,952.25","1,122,631,976.53","1,570,496,502.73","349,191,086.37","772,923,905.25","1,090,812,380.43","1,411,096,828.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"94,030,508.78","94,030,508.78","94,030,508.78",,,,,,,,
收到的税费返还,"423,212.98","224,007.20","697,252.69",,"4,000,686.04","11,721,534.99","12,657,099.24",,"35,699.74","7,052,134.51","9,375,293.84","2,555,323.93","2,555,323.93","2,639,240.30","3,855,981.91","6,211,863.53","11,168,920.63","14,213,383.24","18,921,673.78","9,143,506.07","12,804,978.99","12,804,978.99","15,935,522.99","8,087,627.54","9,495,937.59","9,495,937.59","10,251,628.74","11,638,242.74","21,048,983.98","42,019,643.42","42,400,958.18"
支付其他与投资活动有关的现金,,,,,,,,,,,"6,129,505.63",,,,"1,756,930.67","290,955.05","766,824.74","1,140,220.98","21,051,999.80","162,000,000.00","365,330,801.00","172,330,801.00","246,330,801.00","133,000,000.00","157,000,000.00","5,000,000.00","67,000,000.00","320,000,000.00","887,000,000.00","755,000,000.00","682,500,000.00"
收到其他与经营活动有关的现金,"802,285.39","1,909,023.83","5,508,888.87","9,996,187.09","11,192,539.75","23,804,341.93","15,361,485.35","3,578,331.10","4,898,956.73","8,339,472.62","10,005,638.28","2,234,956.72","4,841,030.66","5,353,107.83","7,625,140.97","857,050.70","1,087,171.40","1,565,211.31","11,013,933.13","755,418.63","2,999,612.25","9,407,764.38","13,413,504.52","4,692,295.33","9,231,856.23","25,485,473.02","30,227,342.89","23,198,753.43","26,864,480.15","29,018,669.16","29,819,210.58"
投资活动现金流出小计,"20,752,045.93","30,167,645.20","69,772,907.96","10,701,878.17","33,205,618.98","40,329,133.57","70,638,395.62","9,233,194.67","42,133,935.27","42,922,335.27","65,036,645.96","7,581,808.30","19,835,339.51","35,183,679.04","57,001,900.42","54,113,985.40","104,816,975.54","173,285,214.86","236,102,423.10","335,246,534.61","533,016,500.67","355,943,313.75","449,421,680.56","152,279,564.90","185,887,498.67","50,372,048.63","128,916,192.93","360,482,780.88","951,768,454.54","881,724,448.73","844,939,688.40"
经营活动现金流入小计,"259,564,939.68","414,520,634.86","685,483,599.17","362,467,049.49","709,426,338.72","885,817,724.14","1,406,733,101.35","295,693,829.79","594,403,962.94","766,259,616.28","966,438,634.44","197,540,222.70","342,585,458.49","460,968,685.36","626,249,945.01","142,891,705.13","327,681,941.48","479,810,043.54","693,389,723.89","274,223,429.90","641,008,499.42","919,969,784.11","1,342,776,853.64","342,367,163.35","754,348,746.07","1,157,613,387.14","1,610,975,474.36","384,028,082.54","820,837,369.38","1,161,850,693.01","1,483,316,997.38"
投资活动产生的现金流量净额,"-20,750,665.93","-28,205,155.20","-69,764,197.96","-10,701,878.17","-33,203,118.98","-40,326,633.57","-57,483,130.76","-9,233,194.67","-31,499,331.37","-28,058,998.04","-41,413,804.81","-6,359,871.10","-6,066,631.97","-16,633,654.17","-31,996,161.23","-51,881,611.78","-91,588,745.77","-152,505,188.60","-214,857,291.45","-307,576,106.05","-500,210,900.05","-315,829,781.59","-399,534,155.26","-146,211,519.34","-171,403,385.07","119,582,584.17","-102,871,558.65","-355,292,457.60","-936,803,733.58","-861,121,852.84","-802,926,330.34"
购买商品、接受劳务支付的现金,"123,971,920.58","181,068,441.93","427,622,606.36","240,311,912.93","670,526,519.87","734,083,102.04","1,182,474,049.88","128,247,426.56","285,491,877.21","442,909,956.85","573,862,311.55","185,590,142.94","262,945,819.93","333,969,980.51","443,832,408.64","119,385,449.61","284,676,100.63","416,481,468.30","629,432,119.62","141,842,327.14","340,690,522.80","624,287,078.41","978,060,210.40","261,025,411.18","592,443,839.21","1,008,614,918.41","1,338,861,652.83","157,882,277.23","483,735,877.02","772,322,222.89","1,118,697,225.12"
吸收投资收到的现金,,,,,"797,358,400.00","797,358,400.00","786,165,989.00",,,,"21,120,000.00","4,800,000.00","4,800,000.00","4,800,000.00","4,800,000.00",,,,,"125,699,979.70","205,979,979.70","205,979,979.70","210,279,979.70",,"10,300,628.44","10,300,628.44","10,300,628.44","742,999,996.50","742,940,364.13","742,940,364.13","742,940,364.13"
支付给职工以及为职工支付的现金,"17,682,044.24","27,457,051.72","40,972,306.85","12,574,552.93","25,904,963.62","41,579,206.75","56,886,473.41","18,305,416.65","33,524,364.13","47,201,086.90","61,118,863.68","13,556,928.83","31,021,099.82","45,616,355.63","59,430,838.82","15,476,606.00","36,731,427.77","57,796,468.85","81,219,431.04","20,387,006.80","61,942,034.89","96,905,617.44","132,027,163.35","47,300,957.21","89,965,389.73","133,748,511.25","178,954,190.66","55,209,523.23","108,065,379.12","154,929,843.47","203,457,638.03"
取得借款收到的现金,"150,340,626.48","140,000,000.00","70,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,,,,,,,,,,,,,,,,,"25,815,080.00","45,315,080.00","45,315,080.00",,,"66,263,200.00","83,380,200.00"
支付的各项税费,"11,373,375.32","30,321,180.60","37,516,134.15","5,633,002.44","15,989,439.26","26,388,726.19","55,445,987.31","19,907,585.45","39,914,380.86","50,416,070.76","64,686,816.53","7,241,997.03","20,986,787.84","30,203,864.31","38,094,735.86","4,960,664.46","10,759,040.73","28,289,190.02","37,808,570.55","6,071,512.48","21,231,664.79","54,535,932.82","74,334,755.44","11,707,434.66","32,811,405.93","61,737,524.77","87,301,340.08","25,111,973.28","31,979,784.01","36,397,175.26","48,764,660.96"
收到其他与筹资活动有关的现金,,,,,"892,732.09","1,663,786.40",,,,,"37,335,381.09","2,489,718.00","11,844,134.00","11,844,134.00","11,844,134.00","21,489,987.00","24,219,987.00","24,219,987.00","24,219,987.00","25,859,464.70","25,859,464.70","26,337,611.96","25,859,464.70","45,973,234.70","77,973,234.70","77,973,234.70","77,973,234.70","42,388,820.87","42,388,820.87","42,388,820.87","42,388,820.87"
支付其他与经营活动有关的现金,"5,260,767.61","5,616,987.77","6,198,206.19","1,478,571.67","3,767,826.83","6,102,645.25","19,380,349.61","1,942,520.28","3,868,506.93","6,006,854.99","12,141,938.02","5,800,793.76","8,379,343.68","13,312,954.22","16,516,693.27","4,369,744.20","6,981,033.38","12,681,129.15","16,218,631.04","3,678,012.06","9,893,999.69","20,622,491.53","43,198,007.94","7,229,777.40","18,045,762.10","30,170,063.12","57,852,893.24","16,823,535.55","29,006,421.42","42,614,382.35","57,109,758.30"
筹资活动现金流入小计,"150,340,626.48","140,000,000.00","70,000,000.00","45,000,000.00","843,251,132.09","844,022,186.40","831,165,989.00",,,,"58,455,381.09","7,289,718.00","16,644,134.00","16,644,134.00","16,644,134.00","21,489,987.00","24,219,987.00","24,219,987.00","24,219,987.00","151,559,444.40","231,839,444.40","232,317,591.66","236,139,444.40","45,973,234.70","114,088,943.14","133,588,943.14","133,588,943.14","785,388,817.37","785,329,185.00","851,592,385.00","868,709,385.00"
经营活动现金流出小计,"158,288,107.75","244,463,662.02","512,309,253.55","259,998,039.97","716,188,749.58","808,153,680.23","1,314,186,860.21","168,402,948.94","362,799,129.13","546,533,969.50","711,809,929.78","212,189,862.56","323,333,051.27","423,103,154.67","557,874,676.59","144,192,464.27","339,147,602.51","515,248,256.32","764,678,752.25","171,978,858.48","433,758,222.17","796,351,120.20","1,227,620,137.13","327,263,580.45","733,266,396.97","1,234,271,017.55","1,662,970,076.81","255,027,309.29","652,787,461.57","1,006,263,623.97","1,428,029,282.41"
偿还债务支付的现金,"116,340,626.48","120,000,000.00","130,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00","5,625,000.00","11,250,000.01","16,875,000.02","75,000,000.00",,,,,,,,,,,,,,,"5,815,080.00","5,815,080.00",,"20,000,000.00","39,500,000.00","39,500,000.00"
经营活动产生的现金流量净额,"101,276,831.93","170,056,972.84","173,174,345.62","102,469,009.52","-6,762,410.86","77,664,043.91","92,546,241.14","127,290,880.85","231,604,833.81","219,725,646.78","254,628,704.66","-14,649,639.86","19,252,407.22","37,865,530.69","68,375,268.42","-1,300,759.14","-11,465,661.03","-35,438,212.78","-71,289,028.36","102,244,571.42","207,250,277.25","123,618,663.91","115,156,716.51","15,103,582.90","21,082,349.10","-76,657,630.41","-51,994,602.45","129,000,773.25","168,049,907.81","155,587,069.04","55,287,714.97"
分配股利、利润或偿还利息支付的现金,"7,686,035.89","7,794,152.75","7,882,872.64","469,572.58","2,314,071.47","3,116,302.15","4,773,501.34","688,640.66","82,403,188.60","82,924,962.57","82,748,155.81",,"36,031,947.29","36,015,927.95","36,000,000.00",,"12,000,000.00","12,000,000.00","12,000,000.00",,"35,380,166.85","36,478,143.08","37,094,299.36",,"30,304,392.87","30,648,157.43","31,082,492.85","429,562.51","167,913,184.30","168,027,855.13","168,773,266.87"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00"
支付其他与筹资活动有关的现金,"121,011,900.59","41,184,363.19","1,860,000.00",,"11,792,150.00","13,615,258.58","21,015,381.09","153,618.60","35,591,751.31","34,024,434.44","11,978,210.03","23,394.44","14,473,258.26","15,769,561.84","24,251,948.04","20,142,737.13","34,926,366.25","30,020,255.38","25,870,141.21","55,981,657.71","42,695,174.23","28,649,111.48","61,028,404.04","68,958,858.10","63,892,159.68","28,743,897.00","42,431,318.62","89,941,987.00","79,167,846.84","153,955,843.82","177,150,461.07"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,"1,703,598.41","5,450,803.91","7,848,543.63","1,423,926.26","6,900,509.82","10,635,087.80","11,657,688.61","1,983,399.89","9,266,103.83","14,624,403.83","30,259,927.48"
