科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"298,984,733.77","393,879,358.73","280,897,706.90","416,868,266.66","565,197,407.70","184,829,598.30","382,723,591.49","564,122,526.89","770,100,945.78","237,211,439.37","469,111,811.32","678,769,523.57","919,846,240.19","289,918,261.67","506,692,053.75","751,525,453.42","1,015,920,079.79","292,817,845.69","605,523,557.11","950,177,028.95","1,303,267,831.76","364,147,971.18","792,344,899.50","1,224,525,102.76","1,668,636,955.67","629,096,324.52","1,332,018,311.95","1,974,967,121.78","2,768,717,463.81","798,731,779.85","1,675,949,656.56","2,524,522,143.75","3,467,748,233.68","1,031,621,618.79","2,182,637,167.48","3,290,350,199.68","4,537,642,656.24","1,435,819,242.16"
二、营业利润,"149,503,640.62","200,514,690.14","167,025,943.21","243,708,059.83","327,480,519.55","125,149,140.96","241,067,856.15","348,423,717.43","469,346,118.60","161,566,527.65","300,826,911.23","414,126,089.63","537,421,058.86","167,227,075.86","273,632,233.84","377,928,110.40","466,462,769.95","107,917,002.47","217,323,330.02","323,224,159.17","420,969,226.28","113,392,191.18","257,979,448.65","393,718,021.16","516,864,355.55","167,264,211.65","357,802,377.07","524,172,826.38","684,035,344.58","218,956,273.40","474,390,974.43","690,107,908.82","864,214,783.34","298,141,308.82","646,102,800.03","923,444,285.79","1,155,709,180.01","396,761,497.64"
减:营业成本,"74,197,799.98","84,385,846.97","51,406,186.74","79,574,337.27","103,249,046.42","29,458,502.66","59,442,465.67","92,310,687.02","131,528,976.33","36,396,810.80","76,347,282.47","112,735,740.33","160,642,094.59","48,217,462.20","85,363,085.05","139,120,987.19","212,032,561.01","84,966,251.30","177,170,366.94","280,078,168.12","403,774,346.42","130,416,949.87","290,540,149.97","447,603,548.59","608,275,957.91","298,956,770.28","618,590,867.93","899,059,061.07","1,236,936,592.93","335,279,437.85","668,314,039.01","996,432,426.38","1,354,140,999.04","376,282,582.48","772,127,415.71","1,109,749,411.53","1,486,913,583.17","394,143,560.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"353,819.59","202,428.24","625,064.14","907,527.93","1,183,963.04","155,765.03","489,358.69","854,371.92","2,183,445.02","2,775,077.59","5,269,576.76","7,892,071.54","10,275,055.96","4,024,042.34","6,837,886.41","9,449,619.00","12,389,531.44","3,277,128.12","7,024,386.08","10,670,139.55","14,313,146.20","3,995,211.78","8,081,330.43","15,538,848.10","20,741,264.51","6,586,914.72","13,870,832.30","20,737,847.27","30,717,993.96","8,101,904.56","18,130,866.67","27,884,609.39","48,623,295.26","12,539,593.69","29,483,661.03","44,925,845.29","68,622,862.51","19,579,008.20"
营业外收入,"1,769,425.53","1,813,679.02","398,010.03","460,920.26","4,252,717.27","829,122.00","1,005,022.27","2,670,071.72","4,810,810.86","952,013.96","1,196,742.93","2,121,442.37","5,903,441.00","4,267,890.30","5,034,659.08","6,094,802.46","13,699,117.68","1,640,561.00","2,616,296.20","4,449,677.67","12,127,008.96","705,303.87","5,099,313.68","7,054,177.45","20,600,967.23","5,002,808.31","23,019,190.53","29,249,069.64","21,260,562.82","8,173,136.32","12,667,329.12","19,254,807.71","29,916,774.48","5,981,926.07","7,711,355.18","51,265,069.85","44,365,763.41","5,958,660.05"
销售费用,"45,646,514.94","70,473,503.30","35,250,389.09","55,679,992.97","82,428,782.56","19,022,490.31","49,401,942.07","77,713,543.21","114,340,592.41","27,979,701.32","60,481,337.38","101,598,456.90","148,526,561.33","55,261,106.67","105,617,210.11","161,739,738.97","226,092,652.53","67,107,933.06","138,326,317.31","212,359,816.28","296,827,295.97","73,488,218.73","150,209,530.19","241,833,207.36","341,342,151.04","82,758,265.65","183,805,012.25","288,149,156.37","432,171,024.08","120,579,884.03","272,780,210.88","434,435,603.56","638,057,460.18","194,542,419.50","418,271,499.92","709,444,947.38","1,061,774,888.93","370,248,917.94"
减:营业外支出,"958,073.00","624,138.58","23,366.00","23,484.00","309,980.48","1,000,689.00","1,124,405.30","1,128,984.86","1,509,210.12","26,400.22","136,633.61","211,096.72","321,490.23","24,951.59","97,779.11","119,631.11","331,682.04","83,093.16","90,389.15","1,114,110.70","1,136,883.38","26,588.95","354,927.48","535,653.85","827,067.13","199,942.10","1,155,844.65","1,336,749.71","4,356,010.11","416,797.28","948,126.78","1,477,601.94","3,168,962.43","575,145.79","1,018,546.63","1,972,646.52","4,607,100.43","2,092,509.24"
管理费用,"33,988,508.10","40,816,429.28","26,545,836.78","37,266,907.66","57,653,539.00","15,533,984.13","39,896,937.06","57,182,456.94","72,970,118.38","15,486,714.83","39,835,801.37","63,559,725.00","89,886,454.23","23,506,888.58","51,445,542.54","86,602,493.01","124,150,923.53","32,694,587.16","72,025,781.48","121,359,854.09","172,152,503.98","44,374,230.06","83,674,988.52","125,102,979.50","180,386,344.17","71,215,493.29","142,035,496.77","222,572,613.68","347,339,497.21","102,514,721.26","217,811,015.96","328,652,272.67","476,543,109.63","123,561,106.22","266,571,416.53","413,627,574.76","613,074,915.88","205,244,447.05"
其中:非流动资产处置净损失,,,,,"5,596.48",,,,"82,533.55",,,,"62,908.58",,,,"110,150.08","28,321.28","24,872.90","28,321.28","28,321.28","26,588.95","132,576.03","194,598.82","335,546.61",,"520,072.77","535,965.52","3,112,832.59","404,998.45","845,150.77","1,059,787.45","2,243,480.16","10,534.26","115,615.87","128,360.73",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,258,002.59","-4,462,292.25","-1,205,808.92","-1,435,525.79","-6,108,608.06","-4,579,982.11","-10,172,766.37","-15,849,752.74","-22,719,328.65","-6,144,490.47","-12,207,379.00","-18,737,660.11","-27,224,787.19","-7,670,221.79","-15,499,380.94","-22,116,975.15","-28,220,330.12","-5,083,813.55","-10,085,471.92","-13,190,988.88","-18,776,192.68","-3,568,701.95","-6,891,789.03","-9,972,121.21","-10,522,198.39","1,395,101.50","7,361,747.03","23,570,988.38","29,494,802.30","10,053,405.42","18,324,919.84","36,461,134.64","57,420,425.32","17,071,125.33","35,678,499.61","68,093,093.57","107,219,508.24","45,367,417.15"
三、利润总额,"150,314,993.15","201,704,230.58","167,400,587.24","244,145,496.09","331,423,256.34","124,977,573.96","240,948,473.12","349,964,804.29","472,647,719.34","162,492,141.39","301,887,020.55","416,036,435.28","543,003,009.63","171,470,014.57","278,569,113.81","383,903,281.75","479,830,205.59","109,474,470.31","219,849,237.07","326,559,726.14","431,959,351.86","114,070,906.10","262,723,834.85","400,236,544.76","536,638,255.65","172,067,077.86","379,665,722.95","552,085,146.31","700,939,897.29","226,712,612.44","486,110,176.77","707,885,114.59","890,962,595.39","303,548,089.10","652,795,608.58","972,736,709.12","1,195,467,842.99","400,627,648.45"
资产减值损失,"741,330.46","3,176,907.37","1,272,214.94","1,257,031.75","-424,766.03","124,623.57","2,597,798.22","3,487,503.11","2,649,201.25","258,164.74","1,212,187.06","1,448,514.49","4,973,535.21","310,386.87","1,565,990.69","2,543,800.55","6,625,462.25","1,938,757.13","3,538,485.63","15,377,786.52","13,652,712.13","2,049,871.51","8,460,201.86","10,354,002.45","13,141,778.76","2,700,168.00","12,387,792.86","10,815,247.06","16,829,542.82","5,700,956.96","9,646,885.31","12,459,408.25","26,535,860.84","7,391,126.48","12,769,483.78","20,991,911.03","58,233,054.91","4,917,934.27"
减:所得税,"589,477.93","534,535.93","19,115,648.89","28,228,413.62","39,065,188.49","16,198,892.83","31,524,732.66","45,323,853.64","62,006,699.75","20,608,627.89","38,574,850.17","53,278,979.66","69,845,337.71","25,872,068.37","41,770,524.77","57,780,498.83","76,503,230.05","17,304,509.93","33,373,428.95","50,514,903.78","65,309,283.55","19,142,289.85","42,328,152.87","64,269,116.33","84,401,787.03","28,358,956.79","56,228,479.78","80,105,699.56","104,948,858.18","37,183,598.60","77,785,058.77","116,579,505.26","144,254,555.02","48,266,478.32","106,775,633.78","162,909,038.14","201,787,920.69","66,801,786.83"
加:公允价值变动净收益,,"-8,384.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"6,704,882.51","1,236,539.25","22,119.08","90,064.96","265,068.78","34,926.25",,,"198,177.56","1,107,067.09","2,653,905.95","3,853,414.21","4,653,732.80","958,479.06","2,270,513.95","3,742,320.55","3,613,490.80",,"-200,361.57","-298,094.10","-354,793.46",,"-291,038.91","-346,616.81","1,592,697.88","1,780,600.57","3,835,814.26","5,599,723.64","8,807,334.07","2,454,803.63","3,449,255.54","1,911,219.96","-2,212,300.07","-2,092,356.27","-3,279,524.43","-4,290,691.14","-8,029,003.96","-645,138.22"
四、净利润,"149,725,515.22","201,169,694.65","148,284,938.35","215,917,082.47","292,358,067.85","108,778,681.13","209,423,740.46","304,640,950.65","410,641,019.59","141,883,513.50","263,312,170.38","362,757,455.62","473,157,671.92","145,597,946.20","236,798,589.04","326,122,782.92","403,326,975.54","92,169,960.38","186,475,808.12","276,044,822.36","366,650,068.31","94,928,616.25","220,395,681.98","335,967,428.43","452,236,468.62","143,708,121.07","323,437,243.17","471,979,446.75","595,991,039.11","189,529,013.84","408,325,118.00","591,305,609.33","746,708,040.37","255,281,610.78","546,019,974.80","809,827,670.98","993,679,922.30","333,825,861.62"
其中:对联营企业和合营企业的投资权益,,,,"90,064.96",,,,,"-51,429.45",,,"3,853,414.21","4,653,732.80",,,"3,742,320.55",,,"-200,361.57","-298,094.10","-354,793.46",,"-291,038.91","-346,616.81","1,592,697.88","1,780,600.57","3,835,814.26","5,599,723.64","8,807,334.07","2,454,803.63","3,449,255.54","1,911,219.96","-1,928,648.77","-2,092,356.27","-3,279,524.43","-4,290,691.14","-12,525,910.81","-2,222,948.90"
