科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他流动资产,"45,785,099.02","47,950,437.69","57,045,288.07","30,995,241.51","32,014,586.74","57,110,869.56","792,715,564.71","718,083,125.04","1,113,721,377.16","1,057,661,887.56","1,172,751,730.04","929,614,152.58","1,199,052,374.37","1,174,687,329.25","1,276,375,597.27","1,423,046,376.26"
其他流动负债,,,"9,237,182.64","9,642,431.32","8,828,981.05","8,113,628.77","10,349,874.25","11,492,237.90","9,207,598.16","10,786,228.12","8,872,640.48","8,366,820.37","9,199,344.22","8,872,640.48","8,016,903.62","8,016,903.62"
流动资产合计,"1,424,433,325.63","1,556,848,668.70","1,648,936,450.17","1,461,717,722.03","2,459,511,629.50","2,888,049,875.32","2,965,939,437.98","2,854,853,527.92","2,765,117,533.80","2,967,994,476.82","3,237,435,117.98","3,069,149,130.65","3,062,406,123.94","3,203,373,694.64","3,427,177,170.12","3,376,716,527.91"
流动负债合计,"1,291,715,020.48","1,089,407,997.60","1,038,370,275.65","821,627,538.36","759,608,797.73","1,113,779,824.61","1,102,581,573.58","904,305,245.75","790,752,123.52","939,092,455.47","1,190,198,405.12","935,126,127.53","943,646,330.09","1,027,174,611.44","1,158,782,549.28","1,027,922,335.11"
可供出售金融资产,,,,,,,,,"18,320,000.00","18,520,000.00","49,900,000.00","47,260,000.00","46,060,000.00","45,140,000.00","44,140,000.00","43,600,000.00"
长期借款,"74,820,000.00","174,720,000.00","53,940,000.00",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"3,042,751.36",,,,,,,
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,"32,770,611.27","164,430,652.46","368,302,322.25","376,301,204.73","373,041,336.70","369,488,465.02","355,525,366.24","350,400,880.62","346,699,243.86","342,310,108.35","336,615,606.66","343,286,793.28","354,617,612.70","346,011,327.52","359,328,364.91","336,715,825.83"
预计负债,,,,,,,,,,,,,,,,
固定资产,"891,902,072.84","798,869,445.02","570,780,928.41","548,507,944.43","537,304,728.95","593,742,300.05","606,634,034.94","586,328,972.32","586,953,261.11","580,036,878.69","607,952,702.67","598,986,323.54","566,077,475.56","568,818,127.15","564,500,219.25","569,138,002.37"
递延所得税负债,,,,,,,,,"580,000.00","630,000.00","975,000.00","315,000.00","15,000.00",,,
在建工程,"5,130,930.19","11,584,680.17","57,520,255.11","67,614,000.64","60,982,210.84","2,485,512.88","2,907,759.05","19,546,179.24","20,233,969.80","30,981,393.51","17,091,925.60","20,842,532.45","21,913,708.65","27,816,796.69","3,475,631.42","16,479,034.05"
其他非流动负债,,,,,,"644,426.75",,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"75,603,106.72","175,388,505.74","54,658,405.75","681,484.50","644,563.25","644,426.75","2,570,720.76","2,356,494.03","3,061,460.76","2,764,366.89","2,427,994.46","1,446,241.58","1,225,828.72","1,452,994.46","1,158,172.51","1,158,172.51"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"1,367,318,127.20","1,264,796,503.34","1,093,028,681.40","822,309,022.86","760,253,360.98","1,114,424,251.36","1,105,152,294.34","906,661,739.78","793,813,584.28","941,856,822.36","1,192,626,399.58","936,572,369.11","944,872,158.81","1,028,627,605.90","1,159,940,721.79","1,029,080,507.62"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"350,000,000.00","350,000,000.00","350,000,000.00","350,000,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","408,800,000.00","417,200,000.00","417,200,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,,,,,"915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","915,025,533.00","996,124,033.00","996,124,033.00"
无形资产,"50,275,368.07","72,924,432.41","58,247,775.34","57,581,445.26","56,620,836.18","56,004,256.54","55,779,214.36","55,163,923.82","54,548,633.27","58,475,315.88","53,317,230.66","52,702,487.88","52,087,197.34","52,186,078.03","70,476,777.55","69,828,501.58"
盈余公积,"36,000,513.40","44,224,227.67","58,315,736.38","58,315,736.38","58,315,736.38","58,315,736.38","62,358,011.75","62,364,261.75","62,358,011.75","62,358,011.75","69,048,589.60","69,048,589.60","69,048,589.60","69,048,589.60","82,275,518.76","82,275,518.76"
开发支出,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"74,424,000.00","74,424,000.00"
商誉,"5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30","5,427,381.30"
未分配利润,"770,054,781.49","1,019,418,934.68","1,262,958,272.34","1,334,850,797.51","1,394,757,558.57","1,471,902,098.10","1,558,925,538.99","1,634,829,922.33","1,670,152,365.25","1,729,640,690.24","1,798,453,567.49","1,887,182,766.87","1,870,686,122.15","1,951,980,632.68","2,064,558,650.23","2,156,848,281.55"
长期待摊费用,"5,193,175.60","4,592,748.28","3,096,899.63","2,502,456.40","1,912,109.51","1,241,132.04","2,629,189.88","4,290,365.83","4,851,608.37","5,515,567.95","10,450,082.44","14,238,411.19","19,341,414.89","15,212,242.92","7,800,569.82","2,857,792.96"
少数股东权益,,"37,209.31","46,772.71","41,164.61","54,167.39","77,302.43","95,514.20","88,564.87","98,101.20","7,593,711.81","4,422,393.76","3,013,429.81","2,266,056.34","414,224.78","-2,906,243.65","-3,922,075.78"
递延所得税资产,"46,998,346.42","46,725,879.11","51,050,193.32","45,864,566.57","41,119,332.43","50,822,399.56","53,526,593.73","50,475,192.12","45,509,614.05","56,620,048.10","71,312,847.32","67,513,757.39","81,528,946.96","107,972,215.71","75,003,585.56","71,059,737.59"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"61,242,210.77","17,072,987.55","987,257.30",,"1,286,790.91","1,283,598.56","1,987,914.80","1,283,598.56","1,283,598.56","1,283,598.56","1,798,588.80","1,420,870.71","1,283,598.56","1,293,722.00","83,857,980.20","109,319,461.56"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"1,098,940,096.46","1,121,628,206.30","1,115,413,012.66","1,103,798,999.33","1,077,694,726.82","1,080,495,045.95","1,084,417,454.30","1,072,916,493.81","1,086,870,061.68","1,099,170,292.34","1,153,866,365.45","1,151,678,557.74","1,148,337,335.96","1,169,877,891.32","1,214,010,510.01","1,224,425,737.24"
所有者权益(或股东权益)合计,"1,156,055,294.89","1,413,680,371.66","1,671,320,781.43","1,743,207,698.50","2,776,952,995.34","2,854,120,669.91","2,945,204,597.94","3,021,108,281.95","3,058,174,011.20","3,125,307,946.80","3,198,675,083.85","3,284,255,319.28","3,265,871,301.09","3,344,623,980.06","3,481,246,958.34","3,572,061,757.53"
资产总计,"2,523,373,422.09","2,678,476,875.00","2,764,349,462.83","2,565,516,721.36","3,537,206,356.32","3,968,544,921.27","4,050,356,892.28","3,927,770,021.73","3,851,987,595.48","4,067,164,769.16","4,391,301,483.43","4,220,827,688.39","4,210,743,459.90","4,373,251,585.96","4,641,187,680.13","4,601,142,265.15"
负债和所有者(或股东权益)合计,"2,523,373,422.09","2,678,476,875.00","2,764,349,462.83","2,565,516,721.36","3,537,206,356.32","3,968,544,921.27","4,050,356,892.28","3,927,770,021.73","3,851,987,595.48","4,067,164,769.16","4,391,301,483.43","4,220,827,688.39","4,210,743,459.90","4,373,251,585.96","4,641,187,680.13","4,601,142,265.15"
