科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"450,228,308.56","353,198,430.29","218,720,699.88","186,472,089.41","225,487,959.53","180,811,460.77","150,214,026.79","387,189,468.71","538,986,087.85","369,730,826.15","493,310,677.75","821,093,928.34","599,314,473.38","582,265,280.73","635,297,940.83","515,717,779.16","550,378,169.62","504,161,104.74","1,026,958,982.86","1,100,888,501.44","900,319,193.52","1,234,441,500.14","1,030,545,279.57","1,202,796,162.52","889,202,923.55","744,734,505.02","815,465,268.17","895,586,003.02","630,930,855.67","989,302,510.18","3,019,188,813.44","2,061,823,133.81","2,013,211,288.24","1,640,273,131.20","1,638,066,358.35","3,242,319,452.69","2,460,204,337.28","3,371,906,442.06","3,178,622,664.11","3,666,243,098.16","4,803,343,773.00","5,323,698,563.55","5,145,637,244.40","6,315,745,033.34","5,620,262,208.27","4,818,694,731.39"
短期借款,"509,253,015.91","404,299,017.47","496,731,957.31","520,901,403.98","590,377,588.46","725,312,084.22","649,716,933.79","898,259,071.03","814,674,354.99","752,410,509.01","840,858,183.85","936,514,373.42","1,046,445,339.08","1,609,500,258.51","1,517,845,714.03","1,011,694,580.68","1,267,376,325.90","1,453,913,993.91","931,805,582.45","1,084,365,158.06","1,089,679,966.40","1,649,444,851.92","1,079,671,634.50","1,011,298,855.55","941,886,953.50","1,148,848,054.69","1,816,833,801.13","1,804,947,511.51","1,457,204,203.51","1,928,992,562.76","1,770,252,765.78","1,099,193,941.44","997,915,255.78","922,402,527.22","1,099,803,461.74","1,062,274,411.81","1,047,085,725.57","1,329,192,676.63","1,578,930,650.11","1,626,792,560.64","1,065,976,119.71","1,168,873,641.87","1,168,843,277.86","1,360,835,891.07","1,875,003,615.82","2,244,243,043.05"
交易性金融资产,"4,293,181.57","5,712,430.26","4,709,403.46","6,403,874.22","7,940,047.60","6,861,105.63","1,818,049.98","3,694,875.00","27,571,684.26","41,012,287.79","41,773,128.75","72,145,650.00","61,434,483.00","18,593,690.00","48,416,127.60","29,233,364.00",,"34,934,220.00","41,354,322.77","42,029,402.50","67,722,758.87",,,,,,,,,"1,609,525.00",,,,,,,,,,,"173,137.90","34,194.70","102,569.69","8,957,011.00","11,154,436.11","5,646,231.33"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"201,638,888.89","809,829,211.46","2,614,916.00","4,414,366.00",,,"2,379,824.80","12,749,300.00",,"1,788,225.00",,,,,,,,,,,,,"106,260,982.23","105,299,215.66","15,163,094.60"
应收票据,"6,383,392.00","15,806,871.45","9,864,703.63","12,565,227.02","27,511,922.40","15,750,959.29","7,337,636.60","7,231,126.45","5,859,229.06","7,231,971.00","3,535,044.55","9,787,595.00","10,782,407.71","9,324,032.20","11,048,059.68","14,374,293.10","13,304,792.91","14,585,019.01","17,864,022.57","27,099,571.19","25,323,257.02","34,363,001.56","13,303,932.43","70,235,737.47","56,156,417.03","34,343,581.83","77,472,745.45","101,405,181.97","35,666,526.37","75,984,404.36","108,734,100.69","98,842,841.96","108,386,927.27","140,880,236.50","152,535,391.44","130,933,553.70","165,230,763.62","147,960,516.66","174,853,697.63","262,052,197.64","237,310,102.52","279,406,084.56","368,693,424.07","485,255,090.41","306,579,820.65","398,930,878.58"
应付票据,"191,683,150.80","262,406,966.00","84,477,228.80","60,000,000.00","107,000,000.00","66,201,050.01","57,925,000.00","56,390,857.31","66,950,857.31","75,000,000.00","65,000,000.00","30,000,000.00","80,000,000.00","75,000,000.00","175,000,000.00","107,475,290.00","12,000,000.00","12,000,000.00","43,000,000.00","991,600.00","9,600,000.00","7,500,000.00",,"4,000,000.00","5,000,000.00","27,453,846.45","35,894,945.25",,"75,835,545.03","156,687,283.14","198,339,628.42","363,651,905.69","325,843,676.80","471,364,144.77","583,899,718.94","658,391,680.36","750,194,893.87","1,031,206,076.39","1,216,905,598.58","1,389,698,237.93","1,195,714,835.39","1,302,246,063.36","1,590,456,777.75","2,098,827,619.96","2,080,793,373.29","1,911,017,412.11"
应收账款,"412,081,145.60","468,210,558.98","486,757,171.65","485,257,132.81","526,265,539.02","659,098,046.38","682,828,959.76","695,611,001.19","881,601,332.67","1,003,225,987.27","998,167,506.36","926,350,524.73","1,073,124,399.91","1,365,835,011.50","1,360,041,961.62","1,456,328,846.57","1,496,656,352.20","1,816,439,096.03","1,551,960,243.89","1,669,380,604.70","1,839,897,252.41","2,075,984,325.79","2,115,306,001.60","2,064,754,935.67","2,291,913,961.17","2,685,218,226.77","2,728,577,965.75","2,684,667,876.84","2,981,299,246.54","3,439,370,593.72","3,423,370,073.15","3,293,340,644.17","3,484,632,410.69","3,680,787,783.84","3,745,580,050.78","3,896,302,214.06","4,527,298,592.47","4,932,194,095.30","5,066,371,003.35","5,323,361,667.74","6,614,220,717.47","6,997,407,596.70","6,927,679,894.82","5,881,683,860.09","7,181,205,770.28","7,679,579,081.97"
应付账款,"163,151,802.42","221,701,147.58","244,497,833.06","225,879,183.38","244,776,400.72","207,606,227.20","362,216,344.95","308,850,864.79","294,838,552.78","399,870,971.11","457,084,292.98","442,792,294.91","327,954,523.01","474,268,830.82","477,648,187.03","681,753,378.02","586,002,249.49","682,156,440.44","664,435,833.26","628,404,353.50","658,592,495.06","632,589,960.36","576,123,418.27","590,128,490.34","603,453,771.84","743,195,009.99","798,448,775.25","1,024,147,355.22","1,000,963,165.50","991,616,712.58","952,804,606.93","1,113,278,119.14","1,020,657,268.19","1,427,483,273.56","1,410,686,314.91","1,805,693,034.07","1,884,260,777.11","2,203,831,431.08","2,533,435,761.61","2,644,735,560.98","2,945,102,204.79","3,102,477,168.65","3,190,565,824.12","3,022,183,478.14","2,861,542,944.18","3,871,431,311.53"
预付款项,"66,977,876.26","152,340,115.84","147,340,574.02","98,486,349.92","113,119,069.20","109,036,382.53","98,841,168.89","70,455,794.80","93,340,511.68","128,336,719.34","165,069,581.89","213,825,023.05","138,920,586.37","263,983,885.36","220,996,454.81","204,635,104.60","220,770,446.03","140,052,248.03","143,288,048.90","101,260,369.14","149,256,947.39","224,582,735.02","198,466,114.32","99,106,487.71","173,204,702.00","152,638,867.38","194,704,389.52","115,339,316.28","180,584,672.28","212,714,630.73","347,004,885.88","133,401,611.85","253,644,364.52","530,304,577.01","410,396,683.72","184,628,206.29","595,238,456.87","491,653,709.70","633,666,196.35","318,216,523.78","793,101,001.37","1,155,546,595.42","1,104,330,426.75","674,373,634.10","880,755,605.98","1,784,509,457.64"
预收款项,"336,778,427.84","397,695,500.87","490,480,279.85","362,359,588.60","338,989,681.43","301,933,844.16","309,932,127.28","340,625,034.23","400,566,937.34","198,001,468.48","335,914,175.31","290,703,483.11","370,141,075.41","424,010,238.03","124,392,772.80","92,544,124.57","102,005,844.96","122,631,510.73","174,166,515.95","148,339,279.78","210,725,651.98","277,519,392.21","253,164,618.57","245,174,965.51","242,968,352.79","159,337,377.73","254,018,127.24","142,737,632.02","151,762,886.16","166,279,493.58","250,774,512.85","235,046,410.72","254,922,692.52","365,233,511.16","328,264,204.63","294,998,823.88","437,414,535.71","791,856,354.35","689,066,513.97","466,662,043.24","736,701,007.92","966,304,369.16","871,427,970.87","569,920,345.10","902,306,059.52","571,311,816.10"
