科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
盈余公积,"103,793,712.46","115,648,706.61","194,424,769.13","194,424,769.13","194,424,769.13","225,554,973.80","225,554,973.80","225,554,973.80","225,554,973.80","301,539,317.83","301,539,317.83","301,539,317.83"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"417,614,700.00","417,614,700.00","396,164,340.00"
商誉,,,,,,,,,,,,"64,606,106.64"
未分配利润,"343,772,936.05","456,288,425.11","410,824,259.59","545,883,986.58","693,455,731.70","817,745,593.99","1,005,594,337.39","916,982,707.05","1,149,003,644.54","1,275,456,822.41","1,543,896,629.94","1,347,188,328.93"
长期待摊费用,"6,162,366.23","2,025,156.94","5,386,725.64","55,764,755.73","56,496,636.62","53,815,739.62","55,938,970.84","52,324,582.59","55,352,198.07","53,627,822.67","49,739,127.36","48,159,332.47"
少数股东权益,"-1,723,428.24","8,805,473.93","7,935,981.85","14,316,548.36","17,147,222.70","11,465,839.62","15,341,554.86","26,280,089.13","35,826,494.59","26,565,846.97","37,182,610.27","45,144,395.49"
递延所得税资产,"22,048,281.82","27,813,355.10","25,114,109.00","25,157,798.43","29,283,718.99","33,134,282.21","35,164,592.19","40,779,280.75","57,305,818.36","58,457,339.93","63,381,719.95","59,965,064.21"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"5,676,694.93",,"15,638,444.93","12,941,886.79","11,064,517.30","8,627,924.52","8,957,054.50","4,313,962.26","2,214,804.75","19,982,438.61","16,919,789.11"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"614,556,077.86","993,262,476.57","1,262,739,653.71","1,396,788,786.58","1,397,297,240.31","1,434,229,243.87","1,463,363,140.01","1,961,236,596.60","2,070,250,491.69","2,323,024,327.66","2,684,100,831.03","4,265,888,931.84"
所有者权益(或股东权益)合计,"869,655,583.71","1,004,362,617.17","1,037,030,338.87","1,178,227,886.20","1,339,142,703.59","3,448,941,159.43","3,640,740,331.51","3,562,673,014.59","3,804,288,470.08","4,026,145,995.18","4,329,550,287.13","4,171,121,422.36"
资产总计,"1,600,161,969.64","2,066,058,755.25","2,371,996,371.85","2,653,165,653.23","2,924,717,510.62","5,219,640,842.65","5,276,778,187.85","5,114,990,751.23","5,564,753,583.28","6,560,921,483.63","6,492,551,831.76","7,261,216,467.37"
负债和所有者(或股东权益)合计,"1,600,161,969.64","2,066,058,755.25","2,371,996,371.85","2,653,165,653.23","2,924,717,510.62","5,219,640,842.65","5,276,778,187.85","5,114,990,751.23","5,564,753,583.28","6,560,921,483.63","6,492,551,831.76","7,261,216,467.37"
