科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"202,681,927.22","393,661,892.07","602,398,049.73","744,472,064.45",,"93,138,197.60","93,297,331.60","113,873,367.60","8,720,209.00","15,133,406.00","23,892,478.00","126,666,485.85","8,944,559.58","28,701,761.50","33,772,789.53","103,676,428.15","17,332,826.00","41,892,305.59","43,512,305.59","55,683,008.59","4,424,218.00","30,986,100.13","73,425,785.82","117,778,105.13","7,168,075.00","74,311,513.00","84,097,925.00","107,147,449.00","4,812,030.46","64,368,976.59","85,619,040.36","174,915,669.31","68,512,169.75","124,361,216.76","206,437,184.75","368,434,645.62","169,800,874.91","305,117,770.47","374,909,186.32","476,364,098.15","82,934,994.42","157,880,210.70","201,216,619.38","241,073,950.69","32,697,273.22","75,316,259.83"
二、营业利润,"-23,068,870.20","-55,505,974.92","-85,783,546.83","-163,517,375.11","326,927.41","13,375,438.04","11,614,568.45","12,958,033.77","2,035,188.15","3,029,397.17","4,354,854.01","15,647,005.45","2,405,483.19","6,098,757.91","6,322,765.50","23,106,926.52","2,032,362.35","8,600,515.09","7,084,238.10","5,103,673.06","1,667,595.41","3,948,857.49","3,063,635.42","7,283,734.94","-3,860,679.90","9,932,115.88","11,257,519.75","11,301,483.70","-7,536,468.15","-1,448,784.94","-16,230,884.22","344,512.54","2,447,652.39","-32,173,691.75","-28,236,342.67","3,499,563.60","15,922,566.13","19,484,612.21","10,907,199.64","11,910,543.38","3,524,110.37","1,784,351.38","-23,831,621.32","-349,588,026.86","-17,907,573.38","-26,884,630.28"
减:营业成本,"192,033,427.18","374,807,695.66","576,711,793.26","715,641,393.09",,"68,242,316.18","68,374,816.18","84,789,145.02","3,358,288.82","6,689,228.18","9,810,238.03","86,471,952.68","1,842,081.91","11,086,677.42","12,068,954.81","53,261,346.42","10,161,375.00","21,289,301.12","21,301,485.97","30,514,469.38","863,692.78","11,417,838.78","50,124,036.42","83,925,620.06","5,320,913.65","29,547,304.13","33,741,800.55","45,956,844.06","75,173.50","37,138,379.71","50,240,352.65","107,326,540.08","36,872,037.48","90,604,344.18","148,721,469.60","249,576,258.69","108,276,031.81","219,668,711.22","259,875,482.40","321,432,946.13","47,221,164.27","83,998,091.26","121,406,442.99","145,762,164.53","28,136,479.54","68,368,619.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"236,986.74","560,589.12","867,104.68","992,103.37",,"7,171,641.22","7,186,056.22","8,885,375.99","680,483.53","1,213,564.14","2,046,576.53","9,893,154.38","525,155.61","2,161,531.41","2,472,483.48","8,210,592.14","1,411,588.48","3,691,339.60","3,781,249.60","4,140,551.63","387,119.08","2,523,635.66","5,812,711.35","9,339,684.16","559,375.80","21,434,426.63","22,278,971.80","24,878,705.64","269,473.71","40,018.87","94,147.66","385,147.97","45,324.77","521,205.94","557,693.74","3,083,250.06","43,578.13","318,444.66","318,444.66","737,704.83","76,837.46","109,677.66","568,137.10","602,761.25","3,931.61","56,712.75"
营业外收入,"656,322.72","1,596,163.31","2,269,325.68","330,632,321.31",,,"111,801.69","335,872.44",,,"14,100.00","18,208.00","38,277.83",,,,,,,,,"237,574.00","237,574.00","237,574.00","32,743.87","32,743.87","32,743.87","32,743.87",90.00,"3,335,885.96","4,507,200.43","6,780,648.78","1,613,097.14","3,289,591.70","4,764,108.38","7,087,589.96","1,547,387.93","3,175,394.55","7,396,910.63","11,625,210.99","1,568,584.22","3,256,440.84","4,084,368.28","248,196.63","40,180.08","86,009.43"
销售费用,"6,161,869.55","12,458,106.71","18,411,096.21","22,299,913.31",,"73,536.80","77,836.80","77,836.80",,"47,600.00","135,502.00","844,977.22","168,950.00","406,479.90","506,365.90","658,403.42","285,039.00","420,386.00","514,244.72","611,839.30","1,375.00","82,573.00","128,686.40","128,061.40","13,960.00","4,262,503.00","4,262,503.00","4,262,503.00",,"1,639,069.61","2,624,761.58","4,035,064.47","1,069,227.96","2,797,201.59","4,562,644.44","4,040,566.31","1,411,598.11","6,034,044.14","8,060,345.44","6,341,252.87","1,356,140.13","5,271,272.81","6,906,888.42","6,911,139.33","1,427,315.53","3,033,757.29"
减:营业外支出,"1,675.01","70,411.23","1,313,137.31","60,454,476.70",,"14,797.99","14,798.39","14,798.39",,,,"56,669.00",,,87.08,87.08,"37,485.76","52,711.96","262,711.96","262,711.96","10,000.00","25,516.00","25,516.00","26,816.00",,,"1,000.00","2,260.82",110.53,,"28,294.37","34,021.20",,"28,653.33","145,360.20","971,678.93",,"27,270.86","41,538.39","44,278.58","6,494.12","6,494.12","37,991.79","10,385,219.35",116.80,116.80
管理费用,"16,510,354.44","39,658,325.74","59,637,323.85","109,543,715.76","901,707.58","6,837,306.97","9,262,403.80","11,196,236.69","3,073,985.38","4,787,081.06","8,076,825.39","12,868,966.60","4,142,928.57","8,994,557.46","12,930,325.18","18,335,695.11","3,644,304.76","8,267,898.39","11,404,113.41","14,424,516.68","2,639,797.89","7,964,021.90","10,847,368.03","15,493,481.56","5,274,556.94","9,457,639.85","12,915,047.90","19,432,211.53","12,439,776.33","25,926,335.20","47,577,235.29","61,984,713.06","27,368,589.45","54,351,077.90","76,746,503.50","105,252,099.55","38,307,055.00","58,325,094.22","93,227,189.20","115,548,034.66","29,855,861.07","59,754,905.10","84,434,441.70","133,172,280.49","16,192,757.54","31,777,310.12"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,762.73","64,651.01",,"1,488.86","1,488.86","15,742.71",,,"31,467.67",,,
