科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
资产减值损失,"3,502,980.36","5,812,553.75","11,327,264.24","2,209,671.10","6,400,138.87","11,939,038.77","12,902,693.16","671,676.64","11,007,746.72","13,604,401.82","20,579,196.87","1,225,960.67","-18,670,334.12","-18,631,005.71","14,045,444.92","2,311,718.77","11,697,099.84","34,858,934.88","195,727,691.49","-4,791,785.46"
减:所得税,"6,446,007.51","25,144,518.70","30,045,874.53","5,100,500.45","12,841,612.57","21,581,878.10","29,341,260.61","2,565,092.06","10,266,982.25","15,561,364.18","31,055,140.35","5,872,652.22","11,407,336.87","13,807,675.73","2,941,257.84","108,239.54","-1,475,450.88","-2,290,211.18","14,825,470.54","887,529.40"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,"-79,683.11","391,323.29","169,218.42",,"-213,154.30","84,691.02","793,035.15",,"-160,473.95","230,762.13","1,344,118.87",,"-1,243,389.75","-1,243,389.75","-1,390,963.70","-613,922.48","-842,968.43","-1,055,912.88","-60,641.22","1,542.23"
四、净利润,"101,718,131.39","147,760,522.34","179,594,526.44","26,687,354.41","66,329,177.97","123,680,106.06","176,565,571.95","7,177,867.27","59,197,530.52","88,743,170.72","168,268,071.59","8,543,702.29","60,804,563.05","62,910,840.87","29,622,930.73","-40,997,935.96","-78,410,357.13","-154,517,124.69","-484,196,295.45","-12,190,657.49"
其中:对联营企业和合营企业的投资权益,,,,,,,"793,035.15",,"-160,473.95","230,762.13","1,344,118.87",,"-1,243,389.75","-1,243,389.75","-1,390,963.70",,"-842,968.43","-1,055,912.88","-60,641.22",
归属于母公司所有者的净利润,"102,714,519.35","149,659,379.92","179,594,526.44","26,687,354.41","66,329,177.97","123,680,106.06","176,565,571.95","7,338,580.97","59,264,402.19","89,376,546.74","167,327,437.72","9,438,783.10","61,870,579.93","65,059,707.33","32,483,701.16","-40,080,646.60","-76,717,049.97","-152,346,646.28","-479,250,738.85","-11,751,124.30"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-996,387.96","-1,898,857.58",,,,,,"-160,713.70","-66,871.67","-633,376.02","940,633.87","-895,080.81","-1,066,016.88","-2,148,866.46","-2,860,770.43","-917,289.36","-1,693,307.16","-2,170,478.41","-4,945,556.60","-439,533.19"
