科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"160,133,149.90","433,736,092.09","831,306,453.93","1,310,575,558.72","429,656,419.90","928,923,064.82","1,229,190,377.84","1,648,890,895.17","457,285,783.13","857,894,177.19","1,175,635,601.84","1,624,931,366.83","411,833,709.69","834,710,935.87","1,256,593,141.77","1,761,495,011.26","506,063,806.43","1,062,439,991.37","1,599,996,293.56","2,204,939,272.25","565,191,869.71","1,177,127,665.54","1,816,239,435.78","2,560,217,119.60","1,280,462,764.98","2,677,281,054.61","4,227,421,296.96","5,818,345,229.92","1,651,705,467.35","3,358,909,082.81","5,136,822,753.29","6,962,714,808.24","1,805,129,300.86","3,727,228,627.42","5,753,021,246.89","7,925,941,303.69","2,130,048,579.63","4,384,635,178.81","6,630,041,678.12","8,849,712,406.54","2,102,484,871.92","4,249,620,004.83","6,304,741,287.70","8,169,698,714.47","1,761,422,867.58","3,522,116,160.37"
二、营业利润,"843,404.76","33,303,093.03","93,888,374.67","157,609,576.54","50,401,247.66","108,135,763.08","133,670,034.87","177,368,664.74","95,988,136.70","125,795,661.99","170,425,473.18","217,280,159.00","63,361,744.68","128,233,987.03","167,710,192.96","198,440,546.37","71,343,403.50","136,487,590.67","186,760,626.61","195,117,930.74","66,570,222.00","126,927,251.34","178,286,197.47","208,713,653.98","174,617,775.96","281,705,785.74","403,602,026.23","521,657,333.31","203,253,503.71","355,673,139.45","524,305,813.91","656,807,798.12","201,325,633.05","472,177,226.69","685,316,830.48","751,134,424.53","217,764,233.27","456,544,515.15","693,099,715.55","862,780,907.04","201,979,286.28","443,742,156.75","694,843,259.62","865,385,539.01","112,967,120.28","256,996,490.18"
减:营业成本,"146,378,948.42","346,693,861.95","637,332,923.60","1,005,631,076.77","323,540,060.67","703,901,445.95","922,428,094.10","1,201,884,730.74","276,050,189.62","558,158,900.93","756,759,103.93","1,094,600,165.68","271,851,508.87","546,950,888.58","851,142,905.86","1,195,064,016.17","354,334,689.59","747,604,131.61","1,138,947,062.48","1,536,269,265.54","386,931,582.35","788,102,058.42","1,227,504,694.25","1,720,781,843.47","631,170,926.60","1,261,626,264.69","1,927,243,134.25","2,623,576,038.00","657,011,666.77","1,401,698,431.38","2,138,666,408.22","2,830,664,211.56","709,922,881.02","1,466,181,997.68","2,235,675,685.67","3,236,420,135.08","890,176,545.66","1,824,495,470.43","2,785,737,006.03","3,766,072,719.77","1,002,454,058.86","2,052,068,169.69","2,917,742,666.69","3,748,703,904.39","824,587,003.03","1,668,838,579.73"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"473,691.17","4,945,050.04","13,061,344.61","21,962,401.36","6,693,799.46","17,342,795.24","24,605,300.60","42,161,205.06","12,416,031.71","24,915,498.44","33,408,137.73","46,625,190.29","11,090,277.50","23,423,213.47","36,045,837.83","51,700,301.23","16,281,864.19","32,644,140.31","49,485,510.69","66,615,585.68","18,845,531.40","39,856,581.22","60,856,375.30","83,199,907.42","43,030,489.06","90,619,918.48","143,440,124.48","196,291,159.21","54,570,259.57","97,301,860.18","116,410,501.61","131,236,318.47","10,735,691.66","21,536,588.37","28,591,672.21","36,893,915.27","4,721,196.96","9,210,260.68","11,893,207.88","17,054,733.52","3,925,364.24","8,517,066.22","13,954,264.70","18,808,752.98","4,933,962.49","9,546,970.91"
营业外收入,"937,494.05","946,494.05","5,047,630.68","6,669,499.86","994,785.24","2,839,999.04","3,652,827.32","7,539,692.04","12,640,232.37","14,665,585.54","16,261,917.89","24,089,957.70","7,388,660.94","8,246,456.31","11,067,572.07","13,749,902.45","3,463,357.81","12,636,327.67","18,783,543.88","28,725,416.45","4,244,502.32","9,720,085.37","15,409,613.52","35,792,260.76","1,254,085.76","2,001,079.10","4,462,198.11","12,126,551.16","2,811,737.07","10,470,597.63","15,292,300.73","19,037,342.60","1,597,888.67","9,561,792.55","11,811,600.59","56,741,778.33","8,377,324.39","14,965,439.70","24,336,700.12","70,979,861.50","2,213,929.95","11,524,529.83","21,639,541.55","45,260,332.05","4,201,525.84","35,188,210.16"
销售费用,"2,285,384.43","9,550,949.74","19,981,287.89","31,225,786.38","10,699,819.32","23,167,543.02","40,395,337.36","49,711,370.43","15,376,196.73","30,551,645.28","48,529,635.80","67,202,221.25","19,469,049.90","48,713,171.78","76,212,596.07","115,563,993.61","30,490,185.33","62,968,011.84","95,136,190.25","155,891,998.39","47,925,937.12","107,553,699.28","191,706,476.80","332,554,154.31","324,539,190.40","701,219,525.07","1,126,289,391.27","1,607,944,175.00","475,246,202.69","970,451,853.99","1,519,538,106.39","2,100,296,380.72","593,697,075.49","1,238,173,279.44","1,936,132,446.07","2,704,044,019.38","696,805,785.95","1,426,692,716.23","2,122,106,536.95","2,797,813,683.87","573,987,370.16","1,135,273,853.64","1,693,666,762.02","2,172,505,286.05","465,825,225.98","934,935,698.33"
减:营业外支出,"10,910.40","264,484.59","276,199.63","325,908.59","1,474.72","1,162,064.93","1,203,800.93","1,203,800.93","42,017.75","88,807.72","95,162.43","826,075.99","638,080.81","706,969.15","948,194.83","1,072,655.02","28,565.09","47,119.29","76,898.18","1,316,131.78","200,560.52","357,136.61","685,101.17","887,454.28","2,082,288.71","2,835,792.67","3,945,917.50","5,301,706.10","317,639.98","831,162.09","2,717,505.21","4,550,266.79","2,396,706.00","2,998,836.31","4,042,273.64","8,714,187.34","704,563.37","1,572,141.12","2,855,827.71","7,006,227.02","1,288,444.97","2,896,022.56","5,991,293.99","7,748,016.11","1,094,855.31","2,492,271.87"
管理费用,"6,819,370.48","22,959,800.12","46,558,592.80","70,922,379.14","34,990,564.01","69,897,787.23","100,064,522.46","156,568,304.24","47,789,382.66","91,866,168.92","135,732,386.64","165,203,299.92","45,885,987.04","84,476,883.02","124,117,319.37","170,453,170.18","52,714,413.53","102,957,867.17","156,390,500.01","221,327,497.90","55,889,233.06","106,052,036.09","160,339,151.27","232,495,115.16","123,457,771.44","310,147,894.66","531,778,994.64","743,285,558.68","226,703,966.16","434,568,604.77","680,057,160.67","989,920,179.16","271,628,577.40","539,369,636.07","826,438,584.89","1,146,928,584.02","300,467,071.04","622,895,149.55","950,230,788.44","1,292,154,353.30","298,452,166.41","561,885,472.41","883,672,691.45","1,185,767,746.34","301,212,851.56","579,931,093.08"
其中:非流动资产处置净损失,"-259,750.46",,,,,,,,,,,,,,,,,,,,,"52,680.07",,,,,,,,,,,,,,,"75,087.97","250,847.96",,"909,324.63",,"130,240.28",,,,
