科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"125,922,899.67","171,663,456.70","98,907,118.77","158,366,046.04","229,952,500.13","64,923,628.84","138,205,771.84","226,139,730.79","332,936,358.52","94,606,901.85","204,716,376.55","311,132,147.35","426,736,657.53","107,754,738.43","223,279,128.94","336,149,739.37","449,643,840.43","117,686,831.48","249,939,793.68","386,311,876.54","510,871,710.75","126,782,371.52","263,525,572.38","393,736,196.96","509,890,147.06","107,751,390.34","230,730,602.28","351,977,970.13","494,515,188.23","133,667,519.96","289,380,367.64","451,951,113.16","683,971,923.34","214,734,030.61","630,843,704.32","955,746,987.58","1,211,088,801.42"
二、营业利润,"75,502,059.57","82,590,600.96","40,101,088.95","66,556,152.83","99,870,236.78","26,617,400.05","62,852,089.32","105,716,876.72","154,728,025.30","35,027,479.58","80,703,152.37","126,277,778.37","169,453,048.91","26,967,174.08","65,987,688.93","106,045,240.56","128,216,916.00","26,055,896.79","68,972,791.69","109,076,868.96","127,717,851.05","15,577,978.60","70,574,769.41","93,885,776.90","99,858,497.17","26,017,200.86","125,054,962.83","154,412,536.82","172,192,588.98","-12,762,398.44","23,941,764.13","40,659,098.69","98,563,265.04","13,849,292.52","29,186,107.34","63,568,272.06","73,527,370.33"
减:营业成本,"16,678,410.11","26,102,010.36","15,497,791.40","25,104,172.44","36,315,503.69","11,249,036.21","22,742,015.90","35,996,626.44","51,455,902.15","17,620,822.41","37,897,232.11","59,583,759.85","91,414,032.35","34,124,583.24","64,131,371.84","89,278,102.32","129,008,127.64","36,552,944.40","78,159,275.10","121,838,490.52","159,956,051.77","45,239,183.87","92,924,722.04","142,720,055.61","190,205,403.93","39,676,425.95","86,071,801.41","133,796,822.36","199,587,097.28","56,383,761.75","107,603,059.26","165,368,120.57","261,863,946.36","84,815,756.23","376,674,573.83","569,825,613.43","702,002,868.55"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,355,084.54","5,995,872.34","3,495,357.90","5,633,560.47","8,263,917.42","2,325,354.18","5,053,327.58","8,247,714.67","12,122,233.78","3,338,715.08","7,521,984.48","11,622,695.18","16,281,824.60","3,771,311.58","7,921,774.74","11,655,973.01","14,915,394.88","4,088,876.13","8,105,480.61","12,596,166.01","16,501,697.99","3,944,901.27","6,169,154.48","7,087,532.39","15,331,929.62","1,222,099.30","2,628,788.87","3,451,112.16","4,260,061.16","1,194,558.16","1,820,388.91","2,412,306.11","4,247,211.49","828,538.41","1,807,607.56","2,582,144.68","4,312,146.86"
营业外收入,"15,623.83","1,110,619.84","1,057,200.00","2,835,136.67","2,570,088.60","6,930.00","3,260,135.00","3,377,010.00","12,452,314.18","56,100.22","6,568,550.37","14,813,479.60","24,246,201.07","3,285,488.23","4,313,608.26","4,342,619.10","21,603,724.47","1,493,133.07","6,112,342.44","9,494,954.21","28,491,576.92","5,380,422.33","10,745,740.11","11,427,807.64","31,850,161.18","3,071,797.23","6,503,154.18","9,093,078.67","15,307,192.18","1,120,470.53","4,071,534.69","8,153,138.88","24,213,986.76","1,098,268.57","5,094,494.87","8,927,710.15","14,453,183.19"
销售费用,"33,119,319.04","46,419,727.80","33,369,714.10","53,444,350.07","69,542,738.92","22,924,103.70","47,307,964.20","74,157,634.15","110,122,459.97","31,410,285.95","66,448,119.78","96,549,578.97","135,452,359.33","35,478,541.33","73,643,516.18","113,028,939.28","153,715,477.15","36,666,735.13","75,559,356.00","116,174,022.35","163,592,020.27","37,638,766.58","77,528,226.62","122,582,040.97","168,906,978.05","41,928,566.04","92,395,432.07","133,860,584.55","182,601,061.24","55,581,524.00","114,002,398.27","168,188,793.11","259,341,506.06","75,116,689.77","151,036,975.92","221,022,281.10","304,723,022.18"
减:营业外支出,"3,282.48","74,733.70","1,054,676.17","1,074,162.29","1,079,595.04","1,936.30","1,936.30","7,538.47","20,560.93","9,160.00","44,660.00","52,897.36","67,541.25","16,727.25","39,617.72","177,078.96","213,716.15","32,560.43","45,001.31","142,291.36","232,378.19","68,425.97","88,266.24","414,080.69","472,899.48","70,376.46","92,149.69","179,610.89","241,275.43","20,549.41","1,177,047.05","2,477,086.92","2,355,966.16","64,334.82","246,265.54","342,017.74","180,128.31"
管理费用,"7,998,546.38","13,899,029.53","8,110,751.93","10,963,716.96","20,083,030.26","10,419,372.81","17,187,308.58","26,736,337.96","38,196,685.39","15,994,935.17","31,363,384.52","48,041,872.11","59,142,070.76","21,960,755.62","39,520,519.19","60,957,932.98","81,484,736.28","30,067,380.93","52,918,410.30","75,004,129.86","101,669,242.51","34,783,134.34","62,630,725.51","92,455,495.31","136,568,841.91","33,085,182.72","58,462,151.95","87,496,406.28","111,741,271.26","45,366,671.82","77,909,082.43","117,142,627.00","160,176,159.35","46,148,408.60","90,066,846.44","127,019,850.06","155,910,966.00"
其中:非流动资产处置净损失,,,,,"67,845.04","1,936.30","1,936.30","1,936.30","10,270.17",,,"6,229.36","15,691.33","13,250.25","17,371.39","17,371.39","39,863.62","1,236.86","5,438.16","8,024.35","21,926.99","43,425.97","63,166.24","69,481.66","113,610.71","19,479.21","21,782.13","85,706.73","129,693.49",255.14,"724,690.36","936,952.80","943,860.77","54,274.76","81,555.54","155,655.66",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-672,291.20","-3,343,784.29","-1,667,585.51","-3,335,906.73","-4,222,926.94","-8,611,638.11","-16,975,933.74","-24,756,857.95","-33,688,948.07","-8,785,336.34","-19,217,496.71","-30,943,537.13","-45,021,063.53","-14,606,768.63","-27,589,936.15","-41,072,784.41","-53,205,665.37","-12,579,432.12","-25,791,065.11","-36,847,758.94","-47,428,469.86","-7,493,926.63","-14,323,809.39","-24,989,325.06","-29,285,201.29","-5,759,969.12","-11,832,016.86","-16,846,854.99","-20,609,835.36","-2,987,066.87","-6,772,381.38","-9,909,670.58","-14,263,847.54","-402,130.01","-794,070.79","-1,648,108.50","2,620,333.78"
