科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"47,978,703.45","80,664,480.49","106,818,930.57","79,070,955.45","116,821,184.42","159,592,762.14","47,652,297.25","101,147,521.93","152,622,364.08","196,647,204.99","44,111,339.73","96,732,498.41","148,102,599.91","203,441,104.31","40,944,370.25","103,265,642.82","164,006,168.12","221,642,689.42","58,160,108.36","131,644,103.36","200,628,069.17","447,889,212.02","177,474,768.00","346,110,408.96","518,218,717.22","743,446,727.69","181,746,910.02","378,139,288.11","563,212,669.47","762,039,939.88","180,129,139.88","357,605,250.13","608,439,872.77","688,800,571.33","130,742,061.78","287,913,729.53"
二、营业利润,"7,789,857.20","14,742,521.17","20,425,077.35","16,676,171.07","21,610,172.00","30,871,301.49","5,744,659.61","16,270,692.63","30,333,069.86","40,487,369.21","5,610,282.54","14,554,207.96","21,142,296.12","26,149,744.19","3,455,713.15","9,226,185.95","17,512,540.28","22,283,241.43","7,256,521.97","17,311,647.76","23,798,594.18","35,323,063.03","778,712.01","1,736,240.42","8,467,249.61","26,167,834.47","2,922,523.78","27,396,696.69","42,745,097.19","58,662,014.35","-5,672,587.68","-4,386,775.44","-3,742,943.29","-14,188,053.18","-18,394,292.53","-30,724,674.94"
减:营业成本,"32,984,021.33","47,574,592.39","63,418,301.14","46,847,196.51","69,423,692.81","94,677,792.33","30,734,170.14","63,643,106.48","93,878,922.64","121,115,025.36","30,863,800.82","66,814,324.64","101,434,550.38","141,624,786.57","30,500,126.50","75,642,004.30","119,845,621.49","161,746,500.35","41,145,226.77","94,936,910.19","142,906,749.85","270,926,673.33","98,512,271.10","185,892,020.98","270,434,952.77","391,204,040.36","100,036,903.22","198,685,075.61","291,361,965.87","396,170,746.15","100,522,501.22","197,615,582.44","376,848,122.16","390,819,092.79","72,648,886.83","168,088,519.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"337,082.81","871,775.00","1,352,319.62","326,923.72","525,867.80","1,068,178.13","260,018.35","760,443.99","1,187,443.57","1,513,049.17","148,172.54","379,437.08","715,037.88","1,008,775.85","278,388.22","742,553.15","1,099,497.40","1,371,533.02","76,787.78","496,960.02","861,983.84","1,100,617.93","227,589.71","592,319.07","927,523.90","1,460,030.64","1,294,657.93","1,638,152.59","1,850,817.43","3,816,553.84","1,531,187.05","3,059,723.12","2,947,199.34","5,871,424.90","894,386.25","3,178,606.55"
营业外收入,"680,125.00","880,694.80","2,115,323.02","2,076,666.04","2,182,179.87","4,009,283.72","1,091,702.05","3,551,893.75","4,353,585.45","5,018,995.24","420,932.00","967,957.03","4,251,308.13","5,643,280.66","772,041.70","2,513,086.32","3,431,290.28","4,066,974.48","361,891.53","1,769,338.76","2,088,588.76","4,066,729.42","999,556.69","2,558,507.50","4,094,572.25","7,249,445.66","508,676.05","13,342,101.94","14,600,948.20","25,836,369.75","666,351.94","3,310,849.90","4,944,165.38","5,205,195.68","2,178,371.02","3,312,666.02"
销售费用,"909,723.31","2,050,219.91","3,109,417.69","2,058,350.77","2,682,530.13","2,631,429.33","696,555.01","1,355,118.58","2,831,437.15","3,253,773.29","739,762.01","2,038,465.94","2,921,042.89","3,964,636.66","1,090,236.28","3,315,916.24","5,411,839.23","7,123,093.87","1,546,226.06","3,797,280.93","5,698,981.88","86,393,864.46","53,389,550.37","112,397,662.24","169,089,924.52","232,009,275.46","55,026,187.69","107,109,968.18","164,987,111.37","220,283,364.27","59,763,089.59","111,151,864.20","162,844,064.54","210,529,762.76","47,255,452.61","93,985,004.52"
减:营业外支出,"157,816.92","449,483.31","221,455.35","17,529.65","22,529.65","52,127.07","325,986.09","323,626.44","335,833.44","358,988.44","9,226.28","28,260.97","55,545.65","77,442.65","4,543.00","11,484.19","38,644.41","37,188.24","12,795.00","16,495.00","46,343.01","320,021.76","64,263.55","1,026,465.81","1,033,902.51","737,924.92","238,060.75","1,535,749.29","2,346,755.28","1,960,191.92","2,315.00","23,516.41","118,324.02","29,042.87","1,120.00","12,115.55"
管理费用,"4,622,808.93","11,436,733.80","13,423,930.83","7,674,506.95","13,622,836.97","19,873,950.71","9,076,119.91","15,774,777.93","23,364,218.71","30,060,552.48","6,686,444.57","15,546,017.99","24,118,190.77","31,602,819.64","6,157,970.64","12,529,568.11","18,490,408.06","26,170,889.55","7,893,590.71","15,011,521.10","24,415,578.10","51,417,565.58","19,182,652.64","38,931,383.21","58,673,104.97","79,229,342.90","18,640,452.15","36,211,212.42","52,964,314.61","72,774,564.36","19,280,763.54","32,497,253.00","44,832,701.12","75,051,882.88","18,377,775.13","46,477,265.67"
其中:非流动资产处置净损失,,,"168,678.83",,,,,,,,,"7,536.28","9,152.96","9,125.96",,"4,421.17","4,421.17",,,,,"121,093.57",,"38,954.92","52,266.84","571,969.85",,"1,412,759.09","1,770,670.69","1,786,072.74",,"15,086.41","15,086.41",,,
