科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
流动负债合计,"98,929,151.45","128,929,921.53","134,312,861.33","105,473,954.93","111,344,774.90","93,110,458.03","267,940,957.96","211,298,198.62","237,164,957.68","235,691,303.40","355,426,002.17","403,382,658.97","491,919,105.30","585,194,304.34","606,529,104.72","585,398,265.42","678,366,915.36"
可供出售金融资产,,,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","7,000,000.00","12,000,000.00","7,000,000.00","8,500,000.00","13,500,000.00","13,500,000.00","63,500,000.00","116,000,000.00","166,000,000.00","218,600,000.00","218,600,000.00"
长期借款,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00"
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,"2,000,000.00","2,722,377.16","4,000,000.00","4,000,000.00","3,238,845.96","4,045,425.43","1,629,806.14","1,562,680.38","6,382,248.82","49,509,481.54","7,014,395.36","22,101,221.67","6,816,717.05","39,587,927.68","42,169,001.69","43,016,078.11","71,317,721.00"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,"4,357,610.36","4,302,154.30","4,246,647.74","4,189,632.38","4,135,685.12","4,080,203.81","4,024,722.50","3,969,241.19","3,913,759.88","3,858,278.57","3,802,797.26","5,213,900.96","3,691,834.64","3,636,353.33","3,580,872.02"
预计负债,,,,,,,,,,,,,,,,,
固定资产,"40,892,584.49","47,569,266.02","73,771,679.85","73,938,138.69","75,578,021.98","74,213,947.77","75,586,185.34","75,485,731.09","75,501,432.92","94,530,270.37","245,370,858.16","296,030,801.83","302,127,359.96","300,668,751.37","310,211,428.25","306,693,014.16","306,902,138.02"
递延所得税负债,,,,,,,,,,,,,,,,,
在建工程,,"31,420,011.00","4,970,663.00","16,331,814.51","32,338,046.85","44,335,492.74","56,928,230.66","67,242,357.36","92,787,931.50","116,804,382.59","9,030,903.39","11,552,275.35","13,451,417.08","14,817,499.24","35,404,389.82","44,929,507.37","57,441,621.33"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"8,520,000.00","12,478,000.00","17,050,000.00","18,499,800.00","20,499,800.00","20,499,800.00","21,199,800.00","25,011,800.00","25,679,800.00","25,679,800.00","21,359,800.00","21,359,800.00","21,359,800.00","21,359,800.00","20,643,883.64","10,643,883.64","10,615,925.46"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"107,449,151.45","141,407,921.53","151,362,861.33","123,973,754.93","131,844,574.90","113,610,258.03","289,140,757.96","236,309,998.62","262,844,757.68","261,371,103.40","376,785,802.17","424,742,458.97","513,278,905.30","606,554,104.34","627,172,988.36","596,042,149.06","688,982,840.82"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","70,067,500.00","70,067,500.00","211,003,500.00","211,003,500.00","210,996,000.00","242,949,263.00","242,949,263.00","242,949,263.00","242,801,887.00","242,801,887.00","485,603,774.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"57,034,527.00","57,034,527.00","57,414,420.09","57,414,420.09","240,954,420.09","240,954,420.09","346,872,170.09","359,048,860.09","251,186,010.09","262,065,564.52","273,735,706.94","1,485,854,109.17","1,489,329,606.19","1,495,527,821.40","1,499,628,425.90","1,430,551,560.76","1,198,480,819.45"
无形资产,"665,036.69","5,837,117.73","5,262,364.68","5,210,057.15","5,029,094.74","5,132,884.32","5,017,942.45","7,304,156.13","5,955,947.23","6,512,390.91","6,536,749.02","16,056,135.79","15,084,060.15","16,999,878.78","23,154,125.90","21,800,914.68","20,612,005.58"
盈余公积,"15,127,534.71","19,884,918.83","24,939,467.92","24,939,467.92","24,939,467.92","24,939,467.92","30,247,225.89","30,247,225.89","30,247,225.89","30,247,225.89","35,711,283.22","35,711,283.22","35,711,283.22","35,711,283.22","41,516,879.72","41,516,879.72","41,516,879.72"
开发支出,,,,,,"200,076.69",,,,"1,165,947.89",,,,"4,960,375.33",,"3,615,820.50","12,027,636.31"
减:库存股,,,,,,,"103,747,150.00","103,747,150.00","123,684,040.00","123,684,040.00","97,747,403.04","97,747,403.04","209,105,562.81","209,105,562.81","181,364,667.79","61,964,549.02","56,353,098.52"
商誉,,,,,,,,"1,121,978.00","1,121,978.00","23,499,931.11","31,248,971.58","1,048,897,753.79","1,064,748,512.42","1,092,942,762.98","1,108,004,441.03","1,108,004,441.03","1,108,004,441.03"
未分配利润,"137,473,496.88","178,447,818.85","210,769,416.79","212,993,132.93","218,148,226.37","229,953,579.78","255,143,379.55","255,651,893.31","241,537,750.56","265,075,477.99","302,173,025.37","322,923,354.21","310,564,318.46","345,266,370.14","435,329,536.63","479,502,376.92","472,211,229.69"
长期待摊费用,,"85,629.14","51,377.42","42,814.49",,,"17,125.70","8,562.77","835,999.99","791,999.98",,"587,285.59","649,180.64","594,210.45","517,859.85","506,219.35","1,391,045.97"
少数股东权益,,"716,986.22","724,669.41","677,500.40","724,709.93","667,573.42","727,458.92","2,148,534.32","2,073,254.79","7,298,065.41","31,470,719.65","33,069,637.17","33,810,185.65","12,380,259.72","33,905,574.69","28,324,151.52","31,248,033.21"
递延所得税资产,"1,698,120.67","2,967,283.05","3,603,657.43","3,603,052.62","4,190,782.47","4,544,826.54","4,984,414.83","5,216,182.83","3,847,012.29","4,142,961.50","5,071,272.08","6,202,661.72","7,508,460.31","6,644,313.45","7,082,924.78","8,081,186.34","9,156,692.85"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,"36,000,000.00",,"10,728,519.00","14,901,032.00","4,928,519.00",,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"45,255,741.85","90,601,684.10","98,017,352.74","109,428,031.76","126,621,439.74","138,662,285.87","155,299,390.24","174,021,852.37","233,457,273.25","309,426,607.08","347,415,428.47","1,448,687,446.31","1,497,617,023.87","1,613,429,620.24","1,711,236,005.96","1,773,883,534.87","1,824,034,174.11"
所有者权益(或股东权益)合计,"260,635,558.59","307,084,250.90","344,847,974.21","347,024,521.34","552,766,824.31","564,515,041.21","599,310,584.45","613,416,863.61","612,363,701.33","652,005,793.81","756,339,332.14","2,022,760,243.73","1,903,259,093.71","1,922,729,434.67","2,071,817,636.15","2,160,732,306.90","2,172,707,637.55"
资产总计,"368,084,710.04","448,492,172.43","496,210,835.54","470,998,276.27","684,611,399.21","678,125,299.24","888,451,342.41","849,726,862.23","875,208,459.01","913,376,897.21","1,133,125,134.31","2,447,502,702.70","2,416,537,999.01","2,529,283,539.01","2,698,990,624.51","2,756,774,455.96","2,861,690,478.37"
负债和所有者(或股东权益)合计,"368,084,710.04","448,492,172.43","496,210,835.54","470,998,276.27","684,611,399.21","678,125,299.24","888,451,342.41","849,726,862.23","875,208,459.01","913,376,897.21","1,133,125,134.31","2,447,502,702.70","2,416,537,999.01","2,529,283,539.01","2,698,990,624.51","2,756,774,455.96","2,861,690,478.37"
