科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"149,762,352.38","178,011,187.65","159,852,102.72","163,523,314.30","118,142,588.63","80,103,082.48","94,900,250.60","183,318,202.75","147,447,785.61","134,197,567.41","197,717,397.62","194,543,426.24","191,363,649.59","168,779,797.44","143,177,730.78","226,795,198.79","364,335,732.70","262,017,190.54","112,692,837.00","231,890,350.91","285,159,095.61","226,497,716.92","266,585,284.08","398,315,908.15","378,434,150.80","340,474,303.53","341,504,917.38","534,177,011.05","483,287,471.62","498,857,801.85","504,556,697.44","712,463,882.45","591,724,290.99","584,271,791.56","498,247,396.53","811,267,260.81","478,054,537.61","474,699,802.11","483,161,552.31","922,057,036.33","828,679,677.52","676,767,253.26","577,947,486.00"
短期借款,"105,261,663.90","154,485,729.92","130,249,446.78","105,353,169.50","50,000,000.00","60,000,000.00","90,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00","152,000,000.00","149,001,930.78","143,001,930.78","108,781,191.10","97,568,690.64","89,261,742.81","52,449,518.56","31,004,592.00","6,960,000.00","10,180,000.00","11,680,000.00",,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","45,000,000.00","22,500,000.00","22,500,000.00",,,,,,,,,,"140,000,000.00"
交易性金融资产,,,,,,,,"129,816.39","9,597,228.31","30,870,274.91","3,862,077.23","69,480,239.85","71,980,029.57","92,870,596.35","87,962,596.89","237,027,664.82","37,402,190.18","129,189,412.07","93,349,788.80","153,288,572.44","84,856,643.22","149,006,794.80","145,645,236.89","95,290,581.06","132,425,527.60","128,908,629.40","132,909,030.88","113,123,479.80","129,884,947.67","138,734,539.67","142,220,004.91","124,050,345.71","123,920,102.45","142,387,633.16","106,303,745.11","128,232,985.55","108,790,144.35","105,176,410.03","106,601,836.93","116,110,715.39","115,509,429.07","95,271,399.57","70,360,707.89"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"1,800,000.00","800,000.00",,,"3,800,000.00","2,000,000.00","4,000,000.00","3,000,000.00",,"266,481.59","3,081,317.16","2,236,775.97",,"300,000.00","4,565,731.86","7,117,920.58","9,640,091.59","5,008,228.01","1,670,488.00","1,094,661.52","1,094,661.52","370,296.88",,"876,819.77","33,535.77",,,,,,,,,,,,,,
应付票据,"66,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"50,081,509.40","88,076,756.15","47,680,409.37","66,177,569.20","64,970,635.83","66,738,589.07","68,816,151.06","49,121,269.67","48,601,754.11","48,219,711.08","45,710,353.97","41,194,549.27","11,052,395.09","10,425,819.55","10,496,551.32","10,233,940.69","10,070,357.16","9,981,939.06","10,008,908.05","5,289,928.93","7,158,623.36","5,934,375.61","7,995,829.75","1,801,319.28","1,780,391.36","2,678,238.30","1,790,293.85","2,239,170.52","2,399,410.69","3,415,787.54","331,276.38","2,080,120.86","3,645,957.30","4,721,668.05","6,940,003.29","3,896,810.22","5,544,741.92","3,889,935.73","4,880,756.95","6,800,886.82","13,502,284.66","16,682,153.72","8,310,382.24"
应付账款,"15,481,900.28","1,808,241.99","2,691,293.33","703,704.20","1,469,234.50","2,528,121.70","2,876,581.29","1,588,366.26","2,665,306.50","3,868,124.61","1,685,095.50","1,359,698.70","1,230,031.50","1,114,063.70","1,514,661.50","1,158,990.70","1,708,503.50","1,392,140.70","1,800,448.79","1,365,905.30","1,468,108.19","1,662,521.47","1,362,141.01","1,341,146.43","1,454,189.68","2,195,129.93","1,828,969.68","1,626,547.68","1,454,933.68","1,348,735.30","2,086,823.68","933,029.54","1,305,739.80","1,639,163.61","1,969,971.08","807,883.02","784,601.50","682,702.18","1,997,063.60","1,584,932.59","960,049.32","1,408,386.52","829,215.82"
预付款项,"414,745,010.73","394,030,607.18","387,142,741.46","533,828,058.41","528,143,375.41","524,940,473.53","500,661,922.63","510,912,522.81","540,681,325.69","569,102,630.48","575,510,866.81","520,144,713.77","532,541,624.93","559,729,797.29","549,191,036.37","483,530,522.58","491,342,469.57","492,944,040.89","498,630,774.44","466,819,257.82","468,747,880.46","473,995,437.03","489,452,683.75","186,133,212.30","185,864,443.32","186,880,945.32","187,283,232.80","100,384,668.34","106,568,170.69","156,868,003.53","132,463,720.41","84,597,030.91","154,004,724.87","84,674,728.51","106,314,491.49","12,909,578.80","288,160,140.21","219,822,835.72","155,074,624.52","8,536,960.46","8,481,758.15","86,981,247.26","279,081,431.86"
预收款项,"5,335,755.16","1,396,131.78","1,074,632.35","1,586,821.10","1,665,469.23","1,984,812.15","2,518,061.60","859,472.64","2,525,488.02","4,382,976.11","1,828,772.49","1,408,788.56","1,302,724.93","1,360,316.09","2,472,644.39","3,986,664.56","4,180,486.76","2,946,078.06","3,586,207.44","2,549,799.68","2,732,691.06","3,041,335.75","19,272,811.44","16,659,074.79","14,860,032.69","12,892,231.29","10,582,382.88","7,070,260.27","5,647,602.44","4,438,758.20","5,116,875.20","4,952,056.99","4,860,341.43","8,697,346.48","14,623,447.14","10,772,400.34","6,598,553.90","11,952,671.58","11,400,760.00","16,172,315.04","11,954,764.70","9,782,844.31","16,128,933.77"
