科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应付款,"14,203,861.28","18,254,996.41","21,472,616.16","18,638,664.41","55,301,596.00","52,432,301.69","19,196,605.04","18,040,839.29","24,835,768.58","22,578,199.70","14,601,507.96","13,436,652.32","18,173,686.54","16,057,743.28","19,691,680.20","25,281,915.35","20,959,910.42","11,237,013.38","25,306,992.45","21,405,515.35","21,458,846.89","21,831,420.70","23,937,737.36","23,706,265.56","27,282,093.53","29,086,639.20","22,234,358.67","19,442,098.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"601,016.61","9,092,714.18","10,079,384.14","10,079,384.14","7,079,384.14","5,170,888.40","13,579,208.77","13,579,208.77","9,579,208.77","9,579,208.77","20,672,393.98","20,672,393.98","20,774,986.59","20,774,986.59","222,991,788.47","222,991,788.47","179,654,963.10","173,650,000.00","26,879,748.97","21,879,748.97","54,800,000.00","48,308,000.00","39,440,254.48","39,440,254.48","126,773,308.20","107,962,331.52","132,967,829.42","134,967,829.42"
其他流动资产,,,"3,050,000.00","3,050,000.00",,,"10,166,934.98","10,166,934.98","10,891,505.55","57,501,248.56","7,283,563.77","8,436,440.15","5,431,632.25","8,750,089.64","12,530,215.10","11,313,735.78","10,114,206.29","13,375,411.87","6,766,917.56","6,863,089.44","8,633,254.24","7,624,139.59","4,792,195.85","6,053,776.58","3,334,333.61","5,261,131.38","6,531,619.52","6,704,055.75"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"238,672,797.08","305,784,692.18","350,155,601.55","337,481,071.44","746,195,883.82","737,516,742.15","883,988,778.88","897,932,599.10","1,112,753,749.73","1,268,886,274.31","1,227,516,265.03","1,215,021,836.71","1,207,095,023.16","1,214,252,946.15","1,197,057,673.37","1,318,472,181.89","1,392,728,725.80","1,397,627,946.10","1,506,234,028.86","1,494,841,049.31","1,469,558,284.56","1,466,974,784.73","1,518,790,224.70","1,485,012,914.24","1,492,181,088.08","1,469,791,412.41","1,527,006,278.79","1,472,858,089.11"
流动负债合计,"56,069,072.14","55,741,723.31","67,224,984.87","59,186,749.07","105,855,013.74","81,998,457.78","66,524,425.30","57,368,460.86","188,833,178.76","317,883,971.89","243,020,337.49","242,480,626.44","157,157,694.84","162,696,010.29","344,786,411.37","484,571,012.26","307,207,221.86","292,891,050.02","229,986,437.40","191,301,301.09","215,285,201.44","191,891,558.29","269,335,411.48","262,905,882.39","367,536,585.30","327,832,758.98","389,035,458.99","355,574,877.86"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"8,000,000.00","8,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00"
长期借款,"92,209,178.87","116,017,628.01","105,252,495.69","105,252,495.69","105,252,495.69","105,252,495.69","241,672,367.53","276,172,367.53","381,966,506.05","387,641,419.75","465,970,265.28","466,970,265.28","546,195,278.69","546,195,278.69","343,965,305.27","341,963,586.32","595,922,694.77","592,427,657.87","689,280,945.21","738,752,934.92","701,711,358.38","706,520,818.82","652,891,228.61","650,314,904.27","556,808,606.39","551,813,816.75","497,921,263.78","495,921,263.78"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,"20,000,000.00","20,120,102.10","20,452,856.89","20,519,253.49","21,797,608.10","21,969,520.34","22,486,415.63","22,450,680.66","29,646,152.81","29,699,962.28","22,417,584.97","22,276,696.34","22,133,204.26","22,477,724.72","22,816,919.46","23,228,713.31","22,910,248.98","23,127,000.82","22,701,505.26","41,337,352.68"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"5,634,537.69","5,634,537.69","5,538,644.37","5,538,644.37","5,442,719.43","5,442,719.43","5,346,826.11","5,298,879.45","5,250,932.79","5,202,986.13"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"2,309,525.16","2,875,983.89","3,288,350.98","3,237,872.50","20,672,192.46","20,475,595.46","20,440,444.48","20,932,863.70","21,237,296.99","21,066,343.79","23,547,438.74","23,173,024.36","31,946,119.41","31,870,279.60","31,494,063.79","30,694,389.93","31,120,507.72","30,269,437.55","23,106,635.05","22,338,687.44","21,760,930.77","21,112,883.24","21,203,196.22","20,408,312.17","19,857,449.85","19,213,795.30","18,496,919.81","22,405,577.65"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,"15,713,892.00","15,743,602.00","36,948,536.60","35,181,230.89","36,949,900.00","39,757,297.56",,,,,,,"8,765,595.88","8,765,595.88","12,535,337.75",
其他非流动负债,,,,,,,,,,,,,,,"783,151.09","783,151.09","783,151.09",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"92,209,178.87","116,017,628.01","105,252,495.69","105,252,495.69","105,252,495.69","105,252,495.69","241,672,367.53","276,172,367.53","381,966,506.05","387,641,419.75","465,970,265.28","466,970,265.28","546,195,278.69","546,195,278.69","344,748,456.36","342,746,737.41","596,705,845.86","593,210,808.96","698,951,403.64","748,423,393.35","711,294,746.81","716,030,022.25","662,543,142.53","659,966,818.19","569,890,938.27","564,896,148.63","510,654,390.84","508,243,390.84"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,43.50,,,,
负债合计,"148,278,251.01","171,759,351.32","172,477,480.56","164,439,244.76","211,107,509.43","187,250,953.47","308,196,792.83","333,540,828.39","570,799,684.81","705,525,391.64","708,990,602.77","709,450,891.72","703,352,973.53","708,891,288.98","689,534,867.73","827,317,749.67","903,913,067.72","886,101,858.98","928,937,841.04","939,724,694.44","926,579,948.25","907,921,580.54","931,878,554.01","922,872,700.58","937,427,523.57","892,728,907.61","899,689,849.83","863,818,268.70"
生产性生物资产,"11,144,770.00","11,078,342.22","13,727,676.33","13,707,499.74","15,027,948.45","16,000,521.53","16,608,977.17","16,934,159.28","17,240,619.28","17,468,652.28","17,817,577.41","17,957,002.41","17,808,681.46","17,710,992.19","16,783,027.42","16,685,338.15","16,518,670.48","16,352,002.81","8,506,123.01","8,455,491.32","8,438,651.85","8,403,509.82","8,360,104.34","8,351,891.96","8,335,759.28","8,290,527.25","8,239,586.52","8,193,944.49"
实收资本(或股本),"104,000,000.00","104,000,000.00","104,000,000.00","104,000,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00","138,680,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"4,300,000.00","4,300,000.00","4,300,000.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00","341,625,936.00"
无形资产,"497,318.80","444,887.08","412,455.38","398,847.47","9,255,499.61","9,256,521.23","9,223,864.90","9,160,051.96","9,359,333.02","10,073,410.88","11,596,913.49","11,837,737.94","11,694,778.42","11,585,352.55","13,744,698.93","13,612,643.07","13,480,587.21","13,348,531.35","13,619,642.43","13,477,336.98","13,335,031.53","13,192,726.08","13,050,420.63","12,914,125.83","12,765,809.73","12,623,504.28","13,775,515.70","22,554,967.57"
盈余公积,,"433,751.08","2,029,035.15","2,029,035.15","2,029,035.15","2,029,035.15","6,690,144.96","6,690,144.96","6,690,144.96","6,690,144.96","10,723,781.15","10,723,781.15","10,723,781.15","10,723,781.15","14,595,236.33","14,595,236.33","14,595,236.33","14,595,236.33","17,233,659.08","17,233,659.08","17,233,659.08","17,233,659.08","18,979,546.49","18,979,546.49","18,979,546.49","18,979,546.49","24,110,409.58","24,110,409.58"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"10,235,581.29","49,631,279.82","94,702,721.44","90,011,879.06","107,660,322.21","123,880,238.36","145,249,373.07","134,576,058.89","133,917,908.87","156,045,989.77","174,278,197.49","161,803,082.89","174,979,010.86","176,416,269.25","204,217,455.76","184,991,902.29","192,193,472.35","209,368,152.22","226,150,489.75","202,803,041.55","192,514,058.32","208,042,110.91","238,043,403.72","216,780,599.43","202,555,146.57","221,229,465.06","277,585,957.00","279,234,967.22"
长期待摊费用,,"402,544.70","375,983.06","369,739.88","363,496.70","628,850.52","608,558.34","588,266.16","1,519,275.79","1,349,061.63","3,075,855.65","3,449,653.81","3,348,464.17","3,247,274.53","3,146,084.89","3,044,895.25","3,493,705.61","3,242,515.97","1,630,629.53","1,564,836.89","1,499,044.25","1,433,251.61","1,434,110.29","1,364,928.61","1,295,746.93","1,235,948.25","1,204,169.37","1,149,098.79"
少数股东权益,"225,174.96","572,786.89","563,390.33","527,432.24","525,803.66","525,653.32","546,925.66","553,520.71","515,148.92","514,931.37","514,713.04","481,140.20","478,340.16","478,166.96","455,299.05","378,829.79","378,831.47","378,691.51","378,762.84","378,812.07","378,811.75","378,859.85","302,486.43","213,026.13","14,187,810.19","14,448,781.38","503,517.03","430,948.02"
递延所得税资产,"5,710.86","1,833.68","3,674.82","3,674.82","4,700.05","4,700.05","9,663.39","9,663.39","9,663.39","9,663.39","12,190.50","12,190.50","11,317.43","11,317.43","28,023.87","28,023.87","28,023.87","28,023.87","20,818.96","20,818.96","20,818.96","20,818.96","16,667.76","16,667.76","16,667.76","16,667.76","25,742.93","25,742.93"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,"10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","10,108,885.36","70,794,132.74","70,794,132.74","60,424,157.55","60,424,157.55","67,420,270.37","67,420,270.37","67,420,270.37","60,424,157.55","63,836,688.21","63,836,688.21","54,727,802.85","54,727,802.85","58,395,563.82","62,411,491.82","61,980,770.22","59,329,305.14","52,959,680.52","54,172,770.17"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"24,066,210.18","24,912,476.93","27,917,025.93","27,826,519.77","55,432,722.63","56,475,074.15","57,000,393.64","57,733,889.85","79,475,073.83","80,196,119.43","147,296,965.42","147,742,995.25","162,745,018.54","162,562,496.19","192,051,121.50","189,117,472.19","198,657,818.07","193,121,928.94","146,772,659.85","145,605,093.83","147,454,128.84","146,907,361.65","150,719,701.95","154,138,894.39","161,274,874.74","157,901,224.13","155,189,390.65","175,042,440.41"
所有者权益(或股东权益)合计,"114,460,756.25","158,937,817.79","205,595,146.92","200,868,346.45","590,521,097.02","606,740,862.83","632,792,379.69","622,125,660.56","621,429,138.75","643,557,002.10","665,822,627.68","653,313,940.24","666,487,068.17","667,924,153.36","699,573,927.14","680,271,904.41","687,473,476.15","704,648,016.06","724,068,847.67","700,721,448.70","690,432,465.15","705,960,565.84","737,631,372.64","716,279,108.05","716,028,439.25","734,963,728.93","782,505,819.61","784,082,260.82"
资产总计,"262,739,007.26","330,697,169.11","378,072,627.48","365,307,591.21","801,628,606.45","793,991,816.30","940,989,172.52","955,666,488.95","1,192,228,823.56","1,349,082,393.74","1,374,813,230.45","1,362,764,831.96","1,369,840,041.70","1,376,815,442.34","1,389,108,794.87","1,507,589,654.08","1,591,386,543.87","1,590,749,875.04","1,653,006,688.71","1,640,446,143.14","1,617,012,413.40","1,613,882,146.38","1,669,509,926.65","1,639,151,808.63","1,653,455,962.82","1,627,692,636.54","1,682,195,669.44","1,647,900,529.52"
负债和所有者(或股东权益)合计,"262,739,007.26","330,697,169.11","378,072,627.48","365,307,591.21","801,628,606.45","793,991,816.30","940,989,172.52","955,666,488.95","1,192,228,823.56","1,349,082,393.74","1,374,813,230.45","1,362,764,831.96","1,369,840,041.70","1,376,815,442.34","1,389,108,794.87","1,507,589,654.08","1,591,386,543.87","1,590,749,875.04","1,653,006,688.71","1,640,446,143.14","1,617,012,413.40","1,613,882,146.38","1,669,509,926.65","1,639,151,808.63","1,653,455,962.82","1,627,692,636.54","1,682,195,669.44","1,647,900,529.52"
