科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"241,955,518.79","335,765,138.70","402,935,906.06","120,969,861.88","274,183,916.30","373,439,512.48","484,654,170.23","75,216,473.41","148,662,232.54","206,837,587.33","288,062,044.75","109,895,508.43","247,414,324.12","324,741,522.62","488,287,062.89","131,123,101.50","250,718,913.71","365,444,686.07","550,431,123.86","185,845,598.15","561,372,430.19","916,995,785.74","2,033,129,339.89","446,146,653.73","1,549,799,791.52","2,480,321,094.17","3,904,985,302.41","600,871,710.90","754,827,087.85","1,145,353,267.40","1,100,207,475.09","214,306,601.30"
二、营业利润,"30,623,751.49","42,931,228.55","44,908,510.45","12,008,816.77","27,595,702.28","34,155,081.21","44,774,779.55","-8,296,190.05","-17,330,979.45","-36,137,494.88","-54,284,888.91","-5,532,577.52","166,953.12","-3,574,762.57","6,085,657.71","1,892,950.93","-3,077,461.11","-8,117,683.69","-9,583,283.35","-3,465,196.58","7,316,484.41","-12,793,626.90","38,091,932.63","127,646.55","14,541,807.79","56,093,568.38","-222,236,875.08","-17,760,994.04","-362,353,736.86","-657,740,895.46","-2,559,415,224.59","-135,775,260.27"
减:营业成本,"181,093,397.20","238,674,581.33","293,786,458.10","88,092,814.19","203,690,826.71","275,818,158.83","353,397,773.66","58,027,442.20","116,052,428.61","165,948,740.23","235,585,999.61","90,147,908.38","200,405,758.41","260,220,431.33","390,560,576.71","110,957,303.39","205,209,095.17","293,706,432.54","435,149,979.26","139,677,562.73","439,286,837.90","715,530,941.88","1,563,098,163.52","331,320,839.95","1,181,797,622.62","1,871,498,524.17","3,102,823,729.90","453,444,327.33","669,472,073.02","1,089,647,110.88","1,207,221,482.15","199,897,867.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"993,045.30","1,622,176.01","1,928,813.74","677,410.38","1,373,934.00","1,567,384.48","1,918,075.50","480,757.56","793,931.84","1,075,328.64","2,228,277.70","369,304.27","1,106,933.33","1,537,029.88","2,104,145.39","420,776.41","519,435.68","879,366.34","3,352,656.31","2,378,587.21","6,945,768.35","10,745,442.65","20,895,469.90","7,143,870.73","16,895,187.69","23,970,409.09","33,601,707.26","4,921,829.63","9,723,067.71","12,107,194.46","19,643,961.33","1,567,117.93"
营业外收入,"2,147,179.00","1,691,067.06","4,110,296.10","1,307,280.00","1,614,556.05","2,879,194.08","4,915,274.34","783,614.35","919,081.05","5,547,221.20","34,842,277.65","1,933,130.66","2,134,695.23","4,344,894.65","6,510,854.60","317,627.56","1,971,278.25","4,765,714.42","5,071,650.46","4,037,908.96","11,810,842.59","14,691,581.61","44,108,367.61","3,844,199.56","43,052,805.94","57,359,392.31","66,483,876.74","7,499,299.94","1,917,496.05","1,925,557.47","4,686,810.62","1,199,088.98"
销售费用,"5,469,417.54","11,885,397.14","13,267,780.01","4,622,245.67","10,967,628.81","17,261,827.33","22,372,797.83","7,425,210.19","13,337,970.51","20,036,219.36","26,155,277.30","5,524,378.77","11,960,350.80","17,832,842.21","25,702,739.16","4,676,217.62","17,098,729.60","27,576,124.43","34,203,783.00","13,155,036.19","35,332,185.82","58,335,097.14","91,416,540.48","22,635,378.45","49,686,477.05","75,658,882.55","143,742,515.15","26,245,681.51","55,698,116.63","82,944,032.63","195,373,391.79","24,493,075.45"
减:营业外支出,"92,223.49","1,513,200.66","196,568.15","46,337.37","46,337.37","101,168.68","171,425.60",,"96,410.98","485,356.18","997,282.87","116,168.08","154,848.08","668,986.22","743,494.96","321,474.65","381,861.39","414,714.09","673,830.36","410,782.21","516,949.93","784,455.23","2,884,284.98","1,602,591.87","3,630,733.21","6,262,505.06","10,363,463.38","1,135,311.94","2,326,779.15","2,906,197.85","225,348,942.58","71,508,216.78"
管理费用,"19,703,190.77","32,343,669.50","36,687,593.48","12,677,160.73","23,950,831.22","37,233,405.71","54,023,072.55","14,387,323.30","31,553,927.76","47,051,507.89","65,639,399.80","15,018,169.27","27,818,703.89","41,270,331.40","50,478,426.88","13,383,456.53","30,181,829.65","47,559,844.71","76,721,918.36","27,968,179.48","72,049,108.22","119,454,952.14","242,716,492.29","52,377,696.61","154,371,620.63","233,704,325.39","395,413,999.90","82,188,917.06","216,539,024.14","276,075,083.06","471,781,900.03","62,157,527.32"
其中:非流动资产处置净损失,"92,223.49","924,870.66","129,558.15","46,337.37","46,337.37","23,168.68","23,425.60",,,,"6,154.75",,,,"90,540.95",,,,"224,820.15",,,,"69,883.06",,"146,610.05",,,,,,,
