科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"66,489,215.28","45,884,147.15","102,642,950.80","137,457,294.70","113,905,582.24","143,189,174.31","397,510,817.51","346,813,291.07","389,456,888.70","253,954,993.34","195,225,620.29","378,582,672.46","341,074,876.35","393,268,554.30","322,680,381.83"
短期借款,"110,654,284.70","89,087,178.61","75,202,928.53","110,981,019.13","109,640,977.45","155,727,912.31","108,821,986.83","94,319,845.56","167,956,651.69","206,069,752.16","271,438,871.55","316,273,380.88","234,134,011.22","364,348,176.32","291,733,194.11"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"8,386,159.64","19,170,776.68","10,494,892.61","15,115,858.35","20,804,545.50","35,233,526.06","25,899,711.38","29,660,226.78","29,367,067.76","31,792,627.78","30,222,655.09","26,262,943.72","21,069,925.94","18,756,479.20","26,876,535.82"
应付票据,"10,507,039.47","15,966,875.65","19,867,749.00","35,851,063.65","34,316,127.00","48,137,138.11","61,608,022.53","64,888,262.73","94,640,730.79","69,950,000.00","64,674,916.45","81,447,942.99",,"168,580,785.09",
应收账款,"75,786,667.14","101,248,474.52","108,509,356.93","142,675,194.63","154,296,352.63","173,319,196.79","207,976,745.26","210,348,603.04","218,799,219.60","197,395,977.95","218,560,596.83","244,502,226.04","267,381,778.43","269,507,534.97","310,339,910.97"
应付账款,"50,044,555.31","50,534,547.69","66,776,386.87","86,696,738.55","91,424,499.81","119,680,360.56","106,173,279.28","145,707,210.30","106,199,123.49","123,251,611.93","125,064,439.60","133,110,554.04",,"139,711,679.42",
预付款项,"6,459,167.62","5,606,782.49","9,919,218.86","4,185,757.39","6,048,496.19","9,066,648.44","8,879,146.84","11,324,528.54","10,124,364.64","15,511,469.84","15,100,804.78","18,040,475.11","20,204,509.84","14,044,682.46","18,325,976.44"
预收款项,"816,031.79","1,073,318.05","5,122,503.95","6,845,942.04","3,698,066.62","9,313,070.46","7,842,267.77","3,535,231.38","7,051,007.13","3,176,199.90","5,531,265.05","4,666,803.96","6,552,012.63","2,302,002.08","3,657,749.05"
其他应收款,"4,357,169.33","4,150,643.87","5,373,523.78","4,940,838.78","5,185,646.02","8,625,000.24","6,187,559.50","7,214,334.02","12,823,510.32","7,771,076.03","8,755,781.36","11,155,624.60","7,467,092.64","16,599,845.70","14,068,227.51"
应付职工薪酬,"3,877,787.63","5,520,800.87","8,882,126.13","4,924,670.88","4,913,590.09","6,529,977.61","3,129,541.55","4,020,767.46","4,394,493.56","22,621,339.68","7,877,391.15","7,866,530.75","7,808,572.77","33,700,607.01","22,718,783.28"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,445,382.41","474,958.88","2,958,364.89","4,907,235.05","4,682,357.10","10,066,369.18","8,534,174.60","6,176,189.61","5,958,840.53","810,469.89","2,935,450.48","12,440,079.29","15,620,986.68","4,066,343.49","3,755,862.31"
应收利息,,,,,,,,,,,,,,,
应付利息,"181,883.19","417,855.50","149,965.84","179,509.76","119,512.10","150,379.71","170,315.21","226,095.50","185,754.86","976,577.99","1,206,479.65","497,080.37",,"700,375.99","422,732.03"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"2,943,255.17",,,
存货,"133,711,432.35","144,905,366.32","152,783,173.14","186,126,806.54","185,308,545.12","198,046,126.84","180,440,702.20","208,083,686.62","217,359,987.24","282,319,338.80","330,211,858.12","332,506,459.50","375,550,635.27","443,983,304.64","507,735,398.35"
其他应付款,"26,828,151.49","33,090,691.97","32,014,853.37","37,081,791.90","27,602,324.69","29,612,239.02","22,146,334.15","35,235,848.89","36,685,132.87","64,252,915.75","56,421,522.98","67,633,835.47","59,575,056.87","120,553,005.76","123,811,496.22"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,"4,811,368.94","2,406,263.98","4,791,798.45","9,240,563.14","9,448,131.07","6,306,279.42","4,326,250.41","13,217,319.84","7,612,133.53","114,036,315.49","157,514,263.86","24,897,752.13","10,859,716.72","16,435,423.28","15,629,430.85"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"300,001,180.30","323,372,455.01","394,514,914.57","499,742,313.53","494,997,298.77","573,785,952.10","831,220,933.10","826,661,989.91","885,543,171.79","902,781,799.23","955,591,580.33","1,035,948,153.56","1,043,608,535.19","1,172,595,824.55","1,215,655,861.77"
流动负债合计,"204,355,115.99","196,166,227.22","210,974,878.58","287,467,970.96","276,397,454.86","379,217,446.96","318,425,921.92","354,109,451.43","423,071,734.92","491,108,867.30","535,150,336.91","626,879,462.92","641,202,620.56","833,262,599.17","856,652,548.77"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,"11,340,000.00","10,834,324.28","10,322,643.67","62,804,886.84","62,280,981.65","60,250,855.09","59,714,433.27","70,281,626.71","103,126,850.56"
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,"17,134,471.15","16,190,885.59","15,887,277.77","14,452,942.21","14,086,350.54","12,656,274.84","12,066,834.84","11,362,674.84","10,862,862.89","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","773,219.29","773,219.29"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"181,706,782.19","197,372,294.73","223,833,106.70","225,505,231.57","221,656,294.84","219,075,695.55","215,123,715.48","279,437,489.39","289,982,858.87","342,204,827.39","371,475,554.92","372,391,182.34","424,360,165.90","443,739,001.05","432,760,177.66"
递延所得税负债,,,,,,,,,,"1,021,876.12","1,021,876.12","928,813.18","882,275.11","941,456.37","926,472.68"
在建工程,"3,616,634.85","9,812,112.19","2,098,863.01","16,423,292.42","25,939,596.52","45,634,238.52","66,223,657.43","27,877,133.22","57,592,190.29","40,449,127.58","29,472,862.69","62,577,312.78","73,596,270.58","173,392,468.53","239,907,040.35"
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,"10,085.47","10,085.47","872,154.47",,,
非流动负债合计,"14,501,068.56","21,570,148.70","20,458,722.39","19,626,191.33","19,399,263.80","19,172,196.27","30,252,476.74","25,870,013.49","26,622,637.35","78,408,597.11","79,260,803.70","75,920,021.69","74,827,122.83","84,956,912.74","116,712,812.84"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"218,856,184.55","217,736,375.92","231,433,600.97","307,094,162.29","295,796,718.66","398,389,643.23","348,678,398.66","379,979,464.92","449,694,372.27","569,517,464.41","614,411,140.61","702,799,484.61","716,029,743.39","918,219,511.91","973,365,361.61"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00","180,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"156,103,182.06","156,506,578.06","154,806,578.06","154,806,578.06","154,806,578.06","154,806,578.06","402,686,693.03","340,204,405.08","340,204,405.08","340,204,405.08","340,204,405.08","340,204,405.08","340,204,405.08","340,204,405.08","340,204,405.08"
无形资产,"5,083,954.68","4,953,334.87","4,825,603.90","4,991,598.48","4,959,665.85","14,875,990.37","14,792,911.43","14,711,628.49","15,884,650.16","123,844,126.10","131,194,260.90","130,615,313.49","139,104,599.05","142,091,957.93","141,169,292.53"
盈余公积,"4,610,253.65","9,133,375.35","14,629,518.45","14,629,518.45","14,629,518.45","23,432,974.41","23,432,974.41","23,432,974.41","23,821,785.70","31,466,970.03","31,466,970.03","31,466,970.03","31,466,970.03","43,295,021.84","43,295,021.84"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,"19,731,250.00","26,621,572.25","26,621,572.25","26,621,572.25","26,621,572.25","26,621,572.25","26,621,572.25"
未分配利润,"43,438,349.57","84,049,852.62","153,936,465.01","202,766,587.48","227,393,265.94","235,710,470.84","266,966,119.62","280,592,602.45","324,386,259.71","345,576,753.98","381,065,121.04","412,169,849.93","474,061,491.51","507,202,223.18","560,358,185.41"
长期待摊费用,,,,,,,,,"3,634,443.46","6,499,764.31","5,858,464.49","5,031,029.53","4,480,048.90","3,959,199.63","4,797,236.83"
少数股东权益,"331,654.56","126,115.41","1,566.88","57,202.81","-111,996.83","65,807.06","419,008.93","373,384.75","26,028,044.85","25,070,806.93","25,682,348.90","26,541,990.08","28,007,941.69","27,977,419.06","28,846,582.44"
递延所得税资产,"1,359,339.57","1,654,727.54","1,145,993.35","1,486,703.83","1,541,516.82","7,104,258.44","4,286,769.00","5,166,843.34","7,846,289.49","13,831,082.67","13,832,530.58","14,076,910.31","14,024,905.93","13,551,623.00","13,613,104.42"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,"4,588,762.31","5,864,854.87","3,386,792.46","7,943,099.48","20,967,494.30","29,832,292.13","22,431,928.07","40,304,018.54","54,236,284.18","32,116,346.95","35,115,946.92","41,927,517.00","42,669,698.37","40,665,456.46","50,073,160.27"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"213,489,944.75","235,848,209.79","251,177,637.19","270,802,867.99","289,150,918.87","329,178,749.85","334,925,816.25","378,859,787.82","459,770,829.34","587,976,932.72","615,981,278.22","656,512,992.17","727,257,260.98","844,794,498.14","909,714,803.60"
