科目,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"5,024,847.63","10,359,343.32","10,504,941.94","9,759,708.72","11,411,457.58","8,744,716.08","8,508,133.06","9,334,474.27","10,859,962.77","12,775,625.62","13,453,545.58","13,316,748.99","15,942,268.83","22,946,811.55","28,532,046.39","27,617,337.54","27,110,922.72","75,228,681.65","65,487,050.33","35,380,746.35","59,378,315.43","24,906,523.89","46,986,504.88","46,891,253.53","50,843,557.51","52,676,442.96","60,107,384.17","53,498,078.02","45,699,022.99","78,543,382.30","68,941,114.98","70,336,440.29","74,211,208.07","42,047,270.30","45,132,287.16","42,742,928.95","45,433,425.49","36,062,429.76","38,142,990.82","39,821,919.20","32,257,580.87"
应付职工薪酬,"3,038,601.09","6,702,409.09","4,093,789.83","3,782,742.39","4,168,066.72","5,398,050.01","4,817,820.79","3,129,539.81","2,814,567.83","5,194,459.30","2,660,988.61","4,902,362.42","3,476,882.65","4,634,987.62","4,440,477.59","5,095,524.67","4,491,424.72","5,216,142.47","3,432,409.04","4,835,798.62","4,657,571.47","3,709,137.60","4,607,617.88","5,758,746.88","3,293,607.23","4,983,205.19","3,682,300.41","3,269,411.55","3,798,589.71","4,100,345.33","3,007,206.16","3,336,903.85","2,625,182.46","2,791,576.64","3,435,509.89","4,311,634.06","4,779,432.66","2,879,837.94","2,601,374.30","2,162,501.58","1,102,264.45"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"9,111,543.02","753,296.25","4,021,463.54","6,070,597.32","7,395,148.56","-8,876,452.50","-3,098,723.84","140,682.39","2,084,159.37","-6,379,627.25","-5,950,618.73","-1,492,750.68","381,943.66","-16,897,208.55","-12,386,177.67","-35,862,002.30","-34,262,653.90","-68,620,551.93","-66,315,842.33","-66,090,413.62","-58,535,561.67","-61,994,720.69","-60,644,735.15","-65,366,752.65","-79,220,439.39","6,289,330.06","2,982,644.19","5,519,081.76","4,249,828.87","4,902,640.74","6,228,273.17","7,011,154.78","6,746,169.41","7,041,496.16","5,920,426.73","5,221,883.89","6,176,485.46","6,110,730.59","6,227,661.03","4,964,168.60","10,338,867.77"
应收利息,,,,,,,,,,,,,,,,,,,,"4,413,600.00","3,288,335.03","3,107,300.00","4,475,000.00","5,518,900.00","5,040,125.00","6,020,444.40",,,,,,,,,,,,,,,
应付利息,,,,,,,,,,"528,056.10",,,,"680,736.22",,"828,422.25",,"3,133,220.83","1,093,869.60","1,216,911.11","986,347.78","1,138,490.00","1,220,430.00","1,042,045.50","1,028,025.00","1,572,284.00","1,530,284.00","201,691.09","2,462,939.20","5,949,959.20","8,071,549.20","148,662.50","148,662.50","141,808.33",,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"60,618,125.45","126,548,482.90","195,316,339.90","193,740,214.24","208,560,294.41","203,895,757.19","159,609,454.92","169,785,939.12","181,460,796.01","149,841,856.82","152,053,283.36","206,972,989.60","244,418,015.85","201,697,387.04","265,783,036.58","295,502,919.09","273,946,356.64","285,090,754.30","273,886,821.54","313,347,222.42","309,944,891.37","280,114,035.14","292,861,841.88","254,047,151.32","253,058,485.63","182,905,193.25","193,571,707.58","178,100,548.34","164,468,473.20","139,890,816.91","124,502,695.73","117,602,469.11","107,103,561.25","97,974,111.39","94,275,818.66","89,350,900.47","68,923,724.63","67,221,682.68","98,628,917.35","96,165,004.31","68,277,239.42"
其他应付款,"769,900.04","2,624,937.16","4,181,323.98","1,174,563.49","1,229,307.07","2,481,772.20","1,735,299.38","2,352,311.58","1,225,411.24","3,373,563.60","2,431,314.95","2,380,362.17","1,193,678.17","4,315,166.67","4,044,985.92","3,076,292.06","2,735,070.81","2,939,249.59","3,286,822.09","39,204,364.66","40,854,430.52","43,714,355.05","30,473,011.86","130,188,516.47","127,321,015.89","139,344,245.47","108,657,424.82","12,638,698.38","125,690,761.77","86,988,052.59","52,775,115.14","29,305,338.12","3,907,950.94","127,120,672.73","202,996,265.33","19,191,495.99","9,290,208.40","5,494,911.40","4,070,847.38","2,271,312.08","3,094,540.01"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,"60,691,738.59","58,417,810.41","20,617,072.52","24,811,304.75","16,649,231.62","17,320,034.11","333,881,610.27","7,484,192.20","10,621,264.78","123,757,512.39","253,626,584.36","358,675,488.45","320,554,730.09","445,523,448.57","466,640,325.29","530,741,531.87"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"265,315,096.30","305,678,811.04","841,044,931.72","508,314,968.24","691,856,367.99","504,599,732.94","638,747,389.90","492,370,102.84","477,048,097.70","537,708,968.11","510,052,849.15","515,378,779.55","591,807,375.99","1,247,662,792.16","1,084,249,719.65","1,282,477,924.13","1,041,337,799.53","970,363,333.42","1,015,376,970.59","1,118,305,906.77","1,052,318,645.13","985,235,617.56","1,009,681,233.44","981,308,756.93","955,613,578.60","693,509,444.25","535,533,407.31","640,878,916.77","503,895,647.12","469,341,479.38","409,025,985.65","758,124,787.44","732,503,449.53","692,222,326.97","794,797,352.40","663,647,718.58","685,035,460.86","767,766,889.58","842,248,619.88","798,482,642.06","851,581,320.66"
流动负债合计,"254,882,844.27","308,628,697.09","313,069,285.80","201,315,937.53","449,628,874.53","323,417,963.00","494,178,748.83","361,554,109.15","353,401,727.88","496,623,531.16","559,475,881.80","584,251,976.73","689,117,880.89","704,123,139.34","699,991,218.05","966,469,832.01","777,399,549.75","710,716,691.02","808,090,211.26","915,522,377.72","885,888,346.55","915,005,960.23","918,730,971.14","953,118,813.35","943,926,515.45","855,876,574.71","510,845,719.09","293,010,429.86","430,172,009.58","403,635,553.92","339,811,930.60","358,806,011.03","331,375,775.07","241,454,661.01","334,229,597.80","195,181,098.39","225,576,439.44","263,875,587.54","319,131,678.03","267,149,723.37","306,647,469.72"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322,980,000.00","322,980,000.00",,,,,,,,,,
长期借款,"191,800,000.00","206,800,000.00","133,700,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,"26,122,000.67","26,122,000.67","26,743,606.60","45,184,594.17","46,370,071.84","60,600,698.69","70,856,317.42","70,302,403.95","72,028,819.18","71,904,467.89","71,574,748.41","44,060,917.47","37,220,563.24","37,124,174.50","17,333,238.91","341,291,798.90","18,149,047.99","17,943,783.32","15,434,260.37","15,468,872.28","7,503,339.16","7,181,974.84",,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"74,137,643.64","336,953,499.63","329,986,677.45","322,592,751.32","319,045,845.43","319,025,815.55","318,038,067.53","310,440,362.75","303,015,320.37","390,266,637.14","403,542,073.05","539,714,078.37","525,377,819.31","875,953,699.60","856,828,434.70","837,832,811.11","870,765,709.25","926,251,960.53","907,434,622.24","886,513,008.21","799,961,911.50","897,412,958.27","875,729,404.80","769,876,950.92","659,897,892.24","590,092,716.14","528,255,084.60","273,581,509.22","248,806,969.96","241,011,300.65","233,618,566.15","220,219,243.00","209,703,920.15","216,990,632.52","210,288,936.71","203,358,252.47","196,612,866.97","190,786,590.71","184,134,886.47","177,533,298.60","170,674,180.47"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"360,460,859.38","163,506,637.27","191,886,625.12","286,579,970.62","375,501,279.74","430,350,042.66","472,127,657.69","481,144,229.16","507,186,123.28","510,953,745.53","603,999,977.63","492,067,044.02","562,995,411.07","234,179,165.85","433,904,455.95","520,021,100.59","566,859,427.87","404,152,217.18","457,149,550.74","488,613,374.33","612,943,829.72","599,687,913.06","578,629,888.81","577,602,805.29","269,366,394.28","226,146,393.43","161,754,246.11","90,958,950.65","91,359,396.85","82,159,178.30","80,462,908.33","68,124,253.94","68,196,253.94","9,548,294.07","10,816,156.08","10,284,933.85","10,335,378.29","14,753,005.94","14,798,545.94","15,273,542.12","22,103,384.21"
其他非流动负债,"7,968,531.88","8,410,000.00","8,410,000.00","8,410,000.00","12,860,000.00","26,258,978.40","25,987,277.10","26,525,575.80","26,253,874.50","25,982,173.20","25,710,471.90","32,898,770.60","32,627,069.30","27,905,368.00","29,433,666.70","41,492,965.40","41,042,174.10","44,791,472.79","47,180,771.48","56,045,070.17","55,301,868.86","38,776,667.60","39,527,600.50","41,143,265.00","41,143,265.00","42,014,862.40","28,670,000.00","18,670,000.00","18,670,000.00",,,,,,,,,,,,
工程物资,"1,172,302.56","847,304.88","1,992,528.01","2,006,756.27","2,843,464.81","1,890,487.10","3,736,568.06","3,629,923.86","5,001,042.92","5,660,736.98","6,353,916.40","9,735,274.32","8,224,759.91","15,934,148.74","21,512,920.73","31,774,687.96","15,478,537.60","18,493,625.17","12,771,681.86","16,174,212.72","16,180,874.75","13,057,265.82","4,786,585.37","7,395,623.09","13,940,330.84","2,891,446.69","3,141,599.42","2,898,237.83","1,421,359.57","2,933,878.91","2,933,878.91","2,927,962.71","2,916,042.58","597,199.76","597,199.76","147,986.16","97,330.33","88,782.67","89,098.06","88,886.09","88,894.85"
非流动负债合计,"199,768,531.88","215,210,000.00","142,110,000.00","8,410,000.00","12,860,000.00","26,258,978.40","25,987,277.10","26,525,575.80","26,253,874.50","25,982,173.20","25,710,471.90","32,898,770.60","32,627,069.30","27,905,368.00","29,433,666.70","41,492,965.40","41,042,174.10","44,791,472.79","47,180,771.48","56,045,070.17","55,301,868.86","38,776,667.60","39,527,600.50","41,143,265.00","41,143,265.00","42,014,862.40","28,670,000.00","18,670,000.00","18,670,000.00","8,500,000.00",,"8,500,000.00","8,500,000.00",,,,,,,,
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,"30,801,594.00",,,,,,,,,,,,,,,
负债合计,"454,651,376.15","523,838,697.09","455,179,285.80","209,725,937.53","462,488,874.53","349,676,941.40","520,166,025.93","388,079,684.95","379,655,602.38","522,605,704.36","585,186,353.70","617,150,747.33","721,744,950.19","732,028,507.34","729,424,884.75","1,007,962,797.41","818,441,723.85","755,508,163.81","855,270,982.74","971,567,447.89","941,190,215.41","953,782,627.83","958,258,571.64","994,262,078.35","985,069,780.45","897,891,437.11","539,515,719.09","311,680,429.86","448,842,009.58","412,135,553.92","339,811,930.60","367,306,011.03","339,875,775.07","241,454,661.01","334,229,597.80","195,181,098.39","225,576,439.44","263,875,587.54","319,131,678.03","267,149,723.37","306,647,469.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"180,877,186.00","180,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","241,877,186.00","288,317,186.00","288,317,186.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00","432,475,779.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"3,795.76","3,795.76","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","549,983,084.45","1,175,911,654.45","1,175,911,654.45","1,031,753,061.45","1,031,753,061.45","1,031,753,061.45","1,031,753,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45","1,037,883,061.45"
无形资产,"19,062,341.57","43,296,117.37","43,172,828.42","41,808,893.69","41,579,208.65","41,349,523.61","41,119,838.57","52,570,873.64","51,454,929.66","51,217,195.99","50,913,264.13","59,029,662.06","58,788,637.26","60,033,332.38","59,670,020.92","72,852,618.83","72,527,580.62","94,022,438.44","93,499,664.58","92,993,920.77","92,485,348.33","92,354,673.64","91,818,989.82","91,307,528.23","90,792,691.09","86,266,049.92","44,386,865.61","35,660,453.00","35,472,190.94","38,813,885.94","38,605,997.26","38,401,341.84","38,200,466.49","37,999,884.30","37,804,152.00","37,599,360.94","37,400,976.74","37,203,742.07","37,007,219.69","36,810,697.31","36,614,174.93"
盈余公积,"13,627,092.26","14,097,450.33","14,097,450.33","14,097,450.33","14,097,450.33","20,806,905.00","20,806,905.00","20,806,905.00","20,806,905.00","23,302,577.11","23,302,577.11","23,302,577.11","23,302,577.11","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03","28,894,524.03"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"48,034,746.25","105,026,820.23","119,294,139.44","116,759,280.53","132,612,833.88","116,293,088.91","121,351,724.67","118,752,981.30","130,057,536.65","137,000,890.35","152,278,572.56","166,476,741.25","191,517,919.49","206,882,700.76","230,541,066.06","240,967,473.74","269,481,161.97","187,307,802.83","176,071,850.92","179,688,170.22","180,007,079.74","190,563,674.19","166,872,660.26","19,928,114.79","-459,774,682.11","-685,742,381.37","-683,276,747.66","-682,505,976.71","-678,926,583.88","-674,014,905.77","-672,742,367.70","-699,530,734.44","-710,363,624.35","-734,951,238.14","-738,115,753.58","-740,843,780.09","-746,230,895.64","-724,261,777.05","-713,747,613.36","-709,126,650.25","-704,447,873.65"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,"24,417,922.89","27,871,875.35","29,085,899.27","30,413,701.00","31,320,037.13","19,561,507.12","20,567,706.72","21,666,820.74","22,336,369.64","22,907,703.90","24,104,168.96","25,213,611.03","27,472,198.18","30,264,100.03","31,544,528.61","32,332,064.51","33,872,099.45","30,623,872.03","30,707,937.29","31,767,200.83","33,423,096.34","31,476,253.54","30,516,178.06","27,905,774.40","26,876,426.08","25,920,544.18","25,215,693.78","25,637,121.27","26,031,087.62","27,525,054.04","27,735,822.10","27,639,892.42","27,575,786.40","28,137,509.14","28,345,503.85","28,979,132.30","28,389,228.30","28,923,326.42","30,852,835.27","31,196,105.52","32,558,720.31"
递延所得税资产,"1,463,875.86","1,433,454.57","1,433,454.57","1,553,299.70","1,553,299.70","983,111.02","983,111.02","1,011,170.19","1,011,170.19","1,869,862.42","1,869,862.42","1,701,864.32","2,326,667.35","2,413,533.21","2,346,291.28","2,682,950.92","2,764,700.71","6,909,556.57","8,340,946.73","8,819,443.20","9,680,742.59","10,298,672.51","17,350,204.31","37,282,919.15","17,753,084.38","1,268,883.47","1,386,778.88","1,167,326.27","1,105,080.09","1,275,093.62","1,281,266.75","1,318,072.08","1,680,901.70","1,297,187.36","1,256,769.71","1,415,218.40","2,000,178.56","2,127,442.06","2,307,130.72","2,666,113.28","2,629,035.22"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,"6,377,244.53","6,377,244.53",,,,,,,,,,,,,"69,125,873.26","69,125,873.26","91,586,306.25","71,847,434.37","88,235,201.88","87,206,363.11","90,118,612.11","87,671,394.93","67,735,432.35","60,970,171.05","66,116,344.68","75,505,944.83","55,064,048.36","54,904,763.66","57,617,363.66","50,320,690.52"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"456,297,023.01","546,037,013.72","568,472,113.57","654,541,671.60","740,523,098.33","793,598,979.94","836,005,242.87","848,796,559.60","867,668,586.42","959,968,178.06","1,066,679,093.63","1,108,625,167.62","1,164,090,539.43","1,214,635,880.45","1,400,384,124.25","1,491,907,776.01","1,573,580,550.22","1,496,199,869.73","1,539,797,164.84","1,563,970,276.65","1,601,555,110.84","1,689,840,302.48","1,645,219,541.00","1,560,040,575.09","1,095,811,310.30","1,043,813,520.15","845,174,622.38","513,186,022.13","791,304,230.68","795,557,587.29","785,032,763.83","436,543,746.05","423,837,852.07","341,671,969.52","328,915,360.15","318,922,096.50","321,952,675.72","300,023,611.81","293,241,644.54","289,989,901.06","282,430,360.20"
所有者权益(或股东权益)合计,"266,960,743.16","327,877,127.67","954,337,759.49","953,130,702.31","969,890,591.79","948,521,771.48","954,586,606.84","953,086,977.49","965,061,081.74","975,071,441.81","991,545,589.08","1,006,853,199.84","1,034,152,965.23","1,730,270,165.27","1,755,208,959.15","1,766,422,902.73","1,796,476,625.90","1,711,055,039.34","1,699,903,152.69","1,710,708,735.53","1,712,683,540.56","1,721,293,292.21","1,696,642,202.80","1,547,087,253.67","1,066,355,108.45","839,431,527.29","841,192,310.60","842,384,509.04","846,357,868.22","852,763,512.75","854,246,818.88","827,362,522.46","816,465,526.53","792,439,635.48","789,483,114.75","787,388,716.69","781,411,697.14","803,914,913.85","816,358,586.39","821,322,819.75","827,364,211.14"
资产总计,"721,612,119.31","851,715,824.76","1,409,517,045.29","1,162,856,639.84","1,432,379,466.32","1,298,198,712.88","1,474,752,632.77","1,341,166,662.44","1,344,716,684.12","1,497,677,146.17","1,576,731,942.78","1,624,003,947.17","1,755,897,915.42","2,462,298,672.61","2,484,633,843.90","2,774,385,700.14","2,614,918,349.75","2,466,563,203.15","2,555,174,135.43","2,682,276,183.42","2,653,873,755.97","2,675,075,920.04","2,654,900,774.44","2,541,349,332.02","2,051,424,888.90","1,737,322,964.40","1,380,708,029.69","1,154,064,938.90","1,295,199,877.80","1,264,899,066.67","1,194,058,749.48","1,194,668,533.49","1,156,341,301.60","1,033,894,296.49","1,123,712,712.55","982,569,815.08","1,006,988,136.58","1,067,790,501.39","1,135,490,264.42","1,088,472,543.12","1,134,011,680.86"
负债和所有者(或股东权益)合计,"721,612,119.31","851,715,824.76","1,409,517,045.29","1,162,856,639.84","1,432,379,466.32","1,298,198,712.88","1,474,752,632.77","1,341,166,662.44","1,344,716,684.12","1,497,677,146.17","1,576,731,942.78","1,624,003,947.17","1,755,897,915.42","2,462,298,672.61","2,484,633,843.90","2,774,385,700.14","2,614,918,349.75","2,466,563,203.15","2,555,174,135.43","2,682,276,183.42","2,653,873,755.97","2,675,075,920.04","2,654,900,774.44","2,541,349,332.02","2,051,424,888.90","1,737,322,964.40","1,380,708,029.69","1,154,064,938.90","1,295,199,877.80","1,264,899,066.67","1,194,058,749.48","1,194,668,533.49","1,156,341,301.60","1,033,894,296.49","1,123,712,712.55","982,569,815.08","1,006,988,136.58","1,067,790,501.39","1,135,490,264.42","1,088,472,543.12","1,134,011,680.86"
