科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"166,156,525.62","558,648,514.11","1,074,660,390.16","1,651,681,962.79","355,945,186.20","680,683,833.36","897,065,365.81","1,296,263,050.99","337,027,845.11","1,050,297,051.67","2,144,371,804.24","2,801,867,181.13","584,846,441.12","1,241,949,245.25","1,842,878,796.54","2,634,783,117.27","589,454,814.68","1,261,540,746.03","1,810,408,162.51","2,216,865,270.99","265,663,384.13","685,933,291.62","1,307,142,540.15","2,070,426,125.42","282,777,655.31","826,400,648.42","1,280,451,308.67","2,096,371,633.17","435,806,131.94","1,156,198,952.23","1,805,970,593.62","3,281,087,739.31","451,016,461.27","1,145,836,263.40","2,022,763,610.36","2,755,719,025.57","1,488,466,113.52","2,886,701,457.79","3,976,561,288.23","5,145,011,250.74","1,011,885,573.80","2,460,005,081.19","3,814,697,396.05","5,156,181,921.73","1,593,767,280.88"
取得子公司及其他营业单位支付的现金净额,,"431,695.16","1,342,274.29","-110,725.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,597,280.19",,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,"3,890,193.74","3,890,193.74","3,922,933.70",,,"6,674,361.89","24,297,580.40",,,,"15,825.75",,,"4,471,543.87","28,580.88","21,398.00","21,398.00","21,398.00","21,398.00",,"43,448.00","9,124,671.41","9,124,671.41",,,"41,857.19","41,857.19","839,411.02","35,481,381.49","35,516,375.08","51,985,457.81",,"10,138,874.30","12,060,493.53","22,179,931.29",
支付其他与投资活动有关的现金,,,,,,,,"549,267.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"14,343,884.24","69,775,801.64","146,318,912.92","325,669,746.94","110,803,363.59","136,473,588.50","144,240,386.27","523,921,388.94","55,664,432.40","154,021,010.09","220,961,126.12","374,265,706.33","107,850,614.20","190,268,521.54","290,073,013.78","386,276,605.64","42,911,701.69","109,209,061.91","210,497,630.03","282,337,408.23","69,515,835.74","147,114,969.96","243,434,206.66","585,999,069.05","105,402,830.72","82,018,900.99","129,666,848.90","142,750,017.67","45,369,863.89","96,019,659.26","159,880,465.06","464,821,786.91","116,787,729.35","267,650,215.53","485,420,143.25","614,761,734.16","491,450,233.72","638,684,324.45","565,028,870.55","1,101,851,637.56","11,210,664.28","897,848,025.97","1,165,729,994.63","2,539,323,119.38","1,590,568,150.34"
投资活动现金流出小计,"2,662,862.57","4,060,789.53","5,682,695.11","7,254,975.22","419,263.06","983,212.06","1,673,762.65","2,721,900.00","235,910.00","1,512,717.00","3,547,408.00","4,938,203.71","777,147.70","2,110,957.70","3,722,699.21","154,992,862.70","64,347,532.00","83,208,390.00","186,251,698.86","187,844,962.68","500,102.00","773,506.00","2,850,949.00","3,567,113.80","919,912.00","78,175,847.60","138,569,597.75","140,654,290.05","494,497.67","1,417,402.38","42,371,464.86","48,587,700.14","369,028.46","9,768,031.84","12,620,245.65","33,987,553.65","19,802,276.00","27,709,732.58","31,763,521.24","33,859,196.72","12,970,161.56","28,185,217.89","33,648,168.32","35,114,885.08","168,432,636.75"
经营活动现金流入小计,"180,500,409.86","628,424,315.75","1,220,979,303.08","1,977,351,709.73","466,748,549.79","817,157,421.86","1,041,305,752.08","1,820,184,439.93","392,692,277.51","1,208,208,255.50","2,369,223,124.10","3,180,055,821.16","692,697,055.32","1,432,217,766.79","2,139,626,172.21","3,045,357,303.31","632,366,516.37","1,370,749,807.94","2,020,905,792.54","2,499,218,504.97","335,179,219.87","833,048,261.58","1,555,048,290.68","2,656,453,775.35","388,201,884.03","908,440,947.41","1,410,139,555.57","2,239,143,048.84","481,175,995.83","1,252,262,059.49","1,974,975,730.09","3,755,034,197.63","567,804,190.62","1,413,486,478.93","2,508,225,610.80","3,370,522,616.92","1,980,755,758.26","3,560,867,163.73","4,577,106,533.86","6,298,848,346.11","1,023,096,238.08","3,367,991,981.46","4,992,487,884.21","7,717,684,972.40","3,184,335,431.22"
投资活动产生的现金流量净额,"-2,548,425.77","-3,946,002.73","5,440,921.21","4,814,431.48","-419,263.06","-978,931.99","8,345,839.43","8,506,635.82","9,766,440.00","8,547,033.00","37,592,178.33","52,201,382.62","2,223,052.30","1,099,412.30","-507,519.21","-114,858,280.70","-64,346,202.00","-83,207,021.30","-186,249,030.16","-187,841,293.98","3,499,898.00","13,905,093.00","10,167,639.86","11,152,975.06","-903,366.15","-78,157,401.75","-138,549,901.90","-140,620,924.20","-494,167.67","-1,415,677.48","-42,369,099.96","-48,581,844.66","-369,028.46","-9,766,211.84","-12,617,205.65","-33,984,397.65","-19,802,276.00","-22,253,427.33","-22,164,593.24","-21,710,825.26","-12,456,219.45","-27,670,151.60","-33,130,567.03","-10,531,903.99","-168,432,636.75"
购买商品、接受劳务支付的现金,"97,412,300.61","426,864,319.14","816,308,645.80","1,817,256,537.92","202,762,778.76","466,332,438.42","571,198,013.45","763,885,079.98","172,008,568.93","351,000,474.62","645,236,437.49","1,123,871,011.88","1,008,873,537.35","2,010,310,128.80","2,799,288,103.90","3,057,032,132.62","442,143,471.90","819,245,970.80","1,496,016,763.88","1,811,857,030.46","276,932,203.17","506,577,193.46","1,049,149,289.13","2,000,232,801.16","458,045,867.82","1,240,132,037.93","1,953,981,745.88","2,468,804,514.46","256,331,535.94","459,085,565.80","1,063,923,911.27","3,156,586,471.76","875,714,680.00","1,544,070,992.86","2,719,241,715.17","3,826,889,216.14","801,601,399.26","1,207,966,208.94","2,273,599,555.37","2,958,295,010.66","731,814,210.89","1,376,156,765.44","2,458,266,981.41","3,449,331,401.79","1,223,992,636.18"
吸收投资收到的现金,,,,,,,,,,,,,,,,"150,000,000.00",,,"100,000,000.00","100,000,000.00",,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,,"10,000,000.00"
支付给职工以及为职工支付的现金,"12,511,042.02","22,018,243.35","32,138,484.46","41,420,749.06","15,209,632.10","25,643,858.11","35,648,957.26","45,306,941.18","16,312,665.02","31,604,922.13","43,909,511.94","57,256,069.33","22,770,591.99","39,468,585.99","53,611,243.42","67,975,656.48","27,341,567.42","50,959,813.35","68,250,942.44","86,450,130.68","38,928,209.01","57,117,356.21","81,931,037.99","105,988,244.26","37,757,029.58","68,869,155.81","96,471,626.49","123,918,854.27","56,867,543.57","85,679,200.39","114,796,314.82","143,463,230.31","52,675,710.10","93,708,403.59","124,910,914.50","164,489,413.78","62,948,123.56","110,497,917.13","157,146,737.74","201,892,698.66","82,492,302.33","124,938,987.96","175,181,910.51","223,525,856.15","88,377,304.90"
取得借款收到的现金,"264,000,000.00","478,000,000.00","798,000,000.00","1,268,000,000.00","160,000,000.00","769,000,000.00","939,000,000.00","989,000,000.00","160,000,000.00","740,000,000.00","1,240,000,000.00","1,340,000,000.00","580,000,000.00","1,030,000,000.00","1,540,000,000.00","1,741,000,000.00","585,000,000.00","747,060,000.00","1,047,060,000.00","1,277,060,000.00","176,013,060.00","589,392,060.00","1,140,790,413.64","1,691,300,000.00","1,120,700,000.00","3,400,200,000.00","3,495,200,000.00","4,385,200,000.00","490,000,000.00","1,799,000,000.00","2,802,950,000.00","4,087,930,000.00","640,680,000.00","2,104,740,000.00","3,044,740,000.00","3,644,740,000.00","2,626,000,000.00","3,146,000,000.00","4,383,000,000.00","4,482,640,000.00","435,360,000.00","535,360,000.00","1,907,860,000.00","4,870,190,000.00","300,000,000.00"
支付的各项税费,"47,060,805.99","74,518,918.79","120,573,148.71","161,383,500.08","64,178,360.45","133,994,976.16","155,906,206.88","191,527,235.36","38,643,415.61","115,642,892.58","195,372,841.92","291,702,181.56","77,975,438.44","201,210,104.25","253,587,065.98","322,370,151.06","105,884,388.03","213,224,958.21","268,520,831.47","334,935,612.96","57,012,913.46","197,686,166.02","239,686,201.76","407,505,435.62","115,006,813.59","368,071,256.24","422,510,650.05","512,583,752.75","151,544,036.31","254,491,647.75","322,030,918.24","409,898,722.55","185,946,847.34","283,656,419.15","358,497,778.22","461,867,108.49","188,433,315.12","370,726,705.36","507,139,034.62","579,880,125.62","223,324,988.57","331,835,936.54","448,459,511.32","579,214,065.02","144,507,615.60"
收到其他与筹资活动有关的现金,"372,543.08","782,913.08","1,458,000.53","1,309,725.24","99,403.90","392,374.80","1,777,858.45","2,123,983.97","535,933.20","458,267.71","2,969,246.46","4,472,801.13","2,092,553.58","3,003,443.00","3,684,776.70",,,,,,,,,,,,,,,,"291,444,444.40","440,000,000.00","305,000,000.00","454,000,000.00","492,000,000.00","496,000,000.00","305,843.04","13,120,000.00","20,120,000.00","20,920,000.00",,,,,
支付其他与经营活动有关的现金,"49,756,941.28","79,650,073.16","113,109,683.27","262,469,804.14","73,817,281.30","72,659,893.78","174,795,045.88","414,454,302.85","70,614,524.62","174,774,774.22","262,833,536.21","396,204,584.04","201,475,290.17","274,182,535.25","428,751,105.44","579,455,714.12","83,987,063.78","179,180,928.19","298,353,144.24","370,280,661.90","96,724,298.94","184,478,307.56","292,069,280.13","408,322,004.19","276,904,712.77","298,735,992.32","737,592,584.96","528,242,352.55","275,525,803.81","331,843,027.21","402,250,065.75","628,487,481.01","120,562,657.59","199,548,500.61","254,721,826.66","316,349,962.36","511,895,294.65","583,815,565.36","640,396,614.42","1,193,663,045.29","128,192,524.92","1,175,579,212.78","1,380,906,993.78","3,606,089,124.06","1,083,395,369.28"
筹资活动现金流入小计,"264,372,543.08","478,782,913.08","799,458,000.53","1,269,309,725.24","160,099,403.90","769,392,374.80","940,777,858.45","991,123,983.97","160,535,933.20","740,458,267.71","1,242,969,246.46","1,344,472,801.13","582,092,553.58","1,033,003,443.00","1,543,684,776.70","1,891,000,000.00","585,000,000.00","747,060,000.00","1,147,060,000.00","1,377,060,000.00","176,013,060.00","589,392,060.00","1,140,790,413.64","1,691,300,000.00","1,130,700,000.00","3,410,200,000.00","3,505,200,000.00","4,395,200,000.00","494,000,000.00","1,803,000,000.00","3,098,394,444.40","4,531,930,000.00","945,680,000.00","2,558,740,000.00","5,536,740,000.00","7,140,740,000.00","2,626,305,843.04","3,159,120,000.00","5,398,120,000.00","5,503,560,000.00","435,360,000.00","535,360,000.00","1,907,860,000.00","4,870,190,000.00","310,000,000.00"
经营活动现金流出小计,"206,741,089.90","603,051,554.44","1,082,129,962.24","2,282,530,591.20","355,968,052.61","698,631,166.47","937,548,223.47","1,415,173,559.37","297,579,174.18","673,023,063.55","1,147,352,327.56","1,869,033,846.81","1,311,094,857.95","2,525,171,354.29","3,535,237,518.74","4,026,833,654.28","659,356,491.13","1,262,611,670.55","2,131,141,682.03","2,603,523,436.00","469,597,624.58","945,859,023.25","1,662,835,809.01","2,922,048,485.23","887,714,423.76","1,975,808,442.30","3,210,556,607.38","3,633,549,474.03","740,268,919.63","1,131,099,441.15","1,903,001,210.08","4,338,435,905.63","1,234,899,895.03","2,120,984,316.21","3,457,372,234.55","4,769,595,700.77","1,564,878,132.59","2,273,006,396.79","3,578,281,942.15","4,933,730,880.23","1,165,824,026.71","3,008,510,902.72","4,462,815,397.02","7,858,160,447.02","2,540,272,925.96"
偿还债务支付的现金,"157,098,155.94","266,645,725.94","650,194,466.15","713,785,147.81","322,500,000.00","789,762,941.18","932,911,632.95","1,170,955,964.72","196,345,211.77","645,094,623.54","1,058,538,321.02","1,256,982,018.50","373,642,016.78","537,143,826.16","896,797,969.86","1,110,585,228.90","93,959,355.97","349,442,344.28","557,201,649.72","1,036,290,370.63","231,803,424.91","528,596,043.26","1,148,212,851.59","1,487,896,207.78","334,760,465.51","893,823,326.93","906,539,413.12","1,188,521,283.15","483,847,429.70","1,863,262,498.47","2,210,544,303.51","3,185,495,960.06","286,134,791.13","1,711,515,966.26","2,478,165,966.26","3,682,396,966.26","1,070,300,000.00","3,870,686,000.00","4,784,686,000.00","5,344,686,000.00","333,000,000.00","611,300,000.00","1,512,962,800.00","3,647,662,800.00","311,862,800.00"
经营活动产生的现金流量净额,"-26,240,680.04","25,372,761.31","138,849,340.84","-305,178,881.47","110,780,497.18","118,526,255.39","103,757,528.61","405,010,880.56","95,113,103.33","535,185,191.95","1,221,870,796.54","1,311,021,974.35","-618,397,802.63","-1,092,953,587.50","-1,395,611,346.53","-981,476,350.97","-26,989,974.76","108,138,137.39","-110,235,889.49","-104,304,931.03","-134,418,404.71","-112,810,761.67","-107,787,518.33","-265,594,709.88","-499,512,539.73","-1,067,367,494.89","-1,800,417,051.81","-1,394,406,425.19","-259,092,923.80","121,162,618.34","71,974,520.01","-583,401,708.00","-667,095,704.41","-707,497,837.28","-949,146,623.75","-1,399,073,083.85","415,877,625.67","1,287,860,766.94","998,824,591.71","1,365,117,465.88","-142,727,788.63","359,481,078.74","529,672,487.19","-140,475,474.62","644,062,505.26"
分配股利、利润或偿还利息支付的现金,"18,812,843.83","75,521,451.77","96,385,036.42","119,563,213.27","33,452,606.99","102,713,052.23","136,079,061.67","159,424,809.86","26,214,622.44","77,060,802.16","118,580,832.93","154,777,896.45","21,431,862.73","90,922,354.89","118,542,438.50","154,607,765.27","38,961,212.31","126,868,877.76","185,898,775.14","230,711,461.05","65,097,796.84","113,615,494.16","180,342,778.39","235,127,594.60","59,008,480.84","239,445,326.44","329,710,338.35","541,152,020.10","75,424,845.97","408,515,339.78","487,493,585.68","694,841,150.70","98,486,822.85","353,653,186.18","583,924,120.76","770,821,930.19","165,720,317.50","336,508,816.03","656,177,339.54","827,716,450.73","83,005,423.06","249,782,202.03","571,213,457.40","741,907,847.64","99,905,514.92"
收回投资收到的现金,,,"10,280,000.00","10,843,500.00",,,"10,000,000.00","10,500,000.00","10,000,000.00","10,000,000.00","40,490,280.00","56,490,280.00","3,000,000.00","3,000,000.00","3,000,000.00","39,918,100.00",,,,,,,,,,,,,,,,,,,,,,"4,500,000.00","8,500,000.00","11,000,000.00","500,000.00","500,000.00","500,000.00","24,000,000.00",
支付其他与筹资活动有关的现金,"82,422,469.38","122,101,259.29","123,313,012.50","122,049,343.18","2,679,326.23","1,979,788.87","3,970,803.22","13,258,277.20","732,050.99","1,912,119.56","3,600,952.65","3,215,948.23","2,284,960.33","3,749,051.07","4,032,233.57","12,273,190.05","8,480,570.00","8,482,065.00","8,483,125.00","9,969,825.00","6,096,366.00","6,275,651.00","6,439,651.00","14,137,491.00","17,509,265.00","39,920,566.19","56,405,346.19","65,228,646.19","34,225,599.60","50,615,279.65","51,250,920.23","505,364,579.65","343,909,988.20","485,012,692.50","517,630,592.50","544,210,135.39","13,565,150.00","14,765,955.00","16,155,460.20","21,916,908.20","94,500.00","1,700,223.30","2,089,827.30","2,520,437.30","829,000.00"
取得投资收益收到的现金,,,,"330,290.38",,,,,,,"589,556.33","589,556.33",,,,,,,,,,,,,,,,,,,,,,,,,,"68,481.25","133,044.00","171,585.67","12,161.11","12,161.11","12,161.11","576,087.92",
筹资活动现金流出小计,"258,333,469.15","464,268,437.00","869,892,515.07","955,397,704.26","358,631,933.22","894,455,782.28","1,072,961,497.84","1,343,639,051.78","223,291,885.20","724,067,545.26","1,180,720,106.60","1,414,975,863.18","397,358,839.84","631,815,232.12","1,019,372,641.93","1,277,466,184.22","141,401,138.28","484,793,287.04","751,583,549.86","1,276,971,656.68","302,997,587.75","648,487,188.42","1,334,995,280.98","1,737,161,293.38","411,278,211.35","1,173,189,219.56","1,292,655,097.66","1,794,901,949.44","593,497,875.27","2,322,393,117.90","2,749,288,809.42","4,385,701,690.41","728,531,602.18","2,550,181,844.94","3,579,720,679.52","4,997,429,031.84","1,249,585,467.50","4,221,960,771.03","5,457,018,799.74","6,194,319,358.93","416,099,923.06","862,782,425.33","2,086,266,084.70","4,392,091,084.94","412,597,314.92"
处置固定资产、无形资产和其他长期资产收回的现金净额,,350.00,"31,300.00","83,300.00",,"4,280.07","19,602.08","728,535.82","2,350.00","59,750.00","59,750.00","59,750.00",200.00,"210,370.00","215,180.00","216,482.00","1,330.00","1,368.70","2,668.70","3,668.70","4,000,000.00","14,678,599.00","13,018,588.86","14,720,088.86",,"1,900.00","3,050.00","16,720.00",330.00,"1,724.90","2,364.90","5,855.48",,"1,820.00","3,040.00","3,156.00",,"887,824.00","965,884.00","976,785.79","1,781.00","2,905.18","5,440.18","6,893.17",
筹资活动产生的现金流量净额,"6,039,073.93","14,514,476.08","-70,434,514.54","313,912,020.98","-198,532,529.32","-125,063,407.48","-132,183,639.39","-352,515,067.81","-62,755,952.00","16,390,722.45","62,249,139.86","-70,503,062.05","184,733,713.74","401,188,210.88","524,312,134.77","613,533,815.78","443,598,861.72","262,266,712.96","395,476,450.14","100,088,343.32","-126,984,527.75","-59,095,128.42","-194,204,867.34","-45,861,293.38","719,421,788.65","2,237,010,780.44","2,212,544,902.34","2,600,298,050.56","-99,497,875.27","-519,393,117.90","349,105,634.98","146,228,309.59","217,148,397.82","8,558,155.06","1,957,019,320.48","2,143,310,968.16","1,376,720,375.54","-1,062,840,771.03","-58,898,799.74","-690,759,358.93","19,260,076.94","-327,422,425.33","-178,406,084.70","478,098,915.06","-102,597,314.92"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-1,173.20","-1,252.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"114,436.80","114,436.80","812,316.32","812,316.32",,,,,,,,,,,,,,,,,,,,,"16,545.85","16,545.85","16,645.85","16,645.85",,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
