科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
应付股利,,,,,,,"2,385,889.00","856,542.00",,,"4,690,950.00",,,,"1,393,776.00",,,,"2,131,920.00","2,131,920.00",,"3,960,000.00",,,,"3,960,000.00",,
存货,"43,997,101.37","49,498,301.55","78,365,927.12","89,942,576.84","82,441,046.27","80,830,520.20","78,091,817.63","94,564,563.96","123,553,463.09","130,848,913.84","144,373,787.53","147,199,197.16","113,253,790.28","115,088,040.36","144,413,100.52","146,288,985.71","151,881,924.57","186,751,153.57","171,483,967.44","169,770,237.51","152,409,381.65","153,431,040.10","175,205,156.10","183,541,480.46","202,612,149.39","207,558,062.72","202,065,321.04","199,312,226.59"
其他应付款,"992,798.39","601,240.98","863,343.14","897,948.72","1,577,317.41","1,669,129.19","2,273,473.98","1,698,633.28","3,517,428.65","3,049,278.49","3,482,004.28","3,133,443.07","2,980,418.08","3,429,437.71","2,517,784.00","1,687,919.92","3,379,044.29","1,553,495.58","1,778,924.83","1,865,385.70","3,869,019.96","2,371,312.76","3,001,819.47","4,411,914.81","3,672,575.80","1,535,681.89","2,003,724.23","1,655,323.36"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"15,000,000.00","4,429,385.54","4,729,385.54","11,729,385.54","73,729,385.54","66,729,385.54","66,729,385.53","4,729,385.53","5,821,942.95","5,821,942.95","10,330,692.76","9,148,346.38",,,,,,,,,,,,,,,,
其他流动资产,,,,,"6,060,000.00",,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"1,077,859.58",,"3,811,745.08","5,744,668.91","3,662,009.19","2,835,256.59","5,577,149.19","3,113,561.97","6,908,533.12","3,973,719.24"
其他流动负债,,,,,,,,,,,,,"3,310,582.16","3,310,582.16","3,310,582.16","3,310,582.16","4,699,978.00","4,699,978.00","4,699,978.00","4,699,978.00","4,699,978.00","4,699,978.00","4,699,978.00","4,699,978.00","3,557,993.01","3,557,993.01","2,583,226.24","2,583,226.24"
流动资产合计,"165,680,717.89","179,920,444.52","240,214,231.40","295,874,593.12","318,345,861.60","579,238,490.38","526,182,351.44","560,618,468.27","566,767,105.03","597,433,735.95","506,103,816.79","485,820,310.62","459,980,536.67","446,078,102.34","460,609,527.94","468,014,896.64","491,798,466.68","489,991,285.98","536,251,530.08","586,615,934.04","551,445,449.42","545,011,405.04","550,525,472.33","568,177,642.05","591,736,425.28","535,694,079.72","536,442,792.73","590,104,307.63"
流动负债合计,"155,818,740.17","116,657,676.80","130,181,288.79","189,515,948.35","262,747,337.59","237,178,908.76","201,751,899.37","235,189,570.55","275,656,912.83","312,569,793.63","315,973,858.84","314,562,359.70","338,716,434.97","327,183,407.13","351,604,923.74","366,699,388.81","377,208,954.34","370,029,084.35","430,148,231.48","484,975,329.33","517,338,736.60","522,981,265.66","539,760,728.85","589,441,507.99","620,678,310.08","565,533,188.04","566,998,695.48","559,527,305.22"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00"
长期借款,,"42,000,000.00","69,000,000.00","62,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"109,659,938.72","114,846,420.47","131,995,594.79","134,570,858.73","143,284,562.01","151,862,761.37","157,205,654.92","156,402,353.37","209,115,152.73","226,737,387.46","227,971,019.73","226,003,303.05","272,953,335.39","270,333,270.39","271,640,872.57","272,010,250.94","339,903,338.38","333,054,577.39","336,089,088.63","332,627,431.16","349,118,307.00","354,885,819.28","350,566,580.39","350,823,822.42","397,673,444.14","392,654,777.82","382,777,488.56","402,181,862.22"
递延所得税负债,"8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95","8,297.95",,,,,,,,,,,,,,,,
在建工程,"6,766,624.42","3,849,262.57","6,516,241.47","16,920,942.31","25,499,367.42","27,062,894.86","38,964,589.44","45,299,232.01","32,808,045.00","44,445,874.04","56,090,186.49","72,010,120.04","51,834,187.23","56,669,074.22","65,711,741.88","77,354,449.88","32,720,527.68","36,428,345.94","38,916,457.06","45,702,048.45","39,280,769.38","42,110,314.21","56,870,879.55","72,637,866.65","61,183,310.08","64,458,585.37","72,215,339.71","54,975,634.71"
其他非流动负债,"12,146,927.70","13,288,156.62","9,458,771.08","7,094,078.31","4,729,385.54","3,547,039.15","2,364,692.77","1,182,346.38","11,314,885.14","36,189,399.40","28,104,942.57","26,113,442.57","15,955,914.28","14,780,914.28","13,605,914.28","12,430,914.28",,,,,,,,,,,,
工程物资,,,,,,,,,,"1,086,722.30","1,252,174.70","1,252,174.70",,,,,,,,,,,,,,,,
非流动负债合计,"12,155,225.65","55,296,454.57","78,467,069.03","69,102,376.26","4,737,683.49","3,555,337.10","2,372,990.72","1,190,644.33","11,323,183.09","36,197,697.35","28,113,240.52","26,121,740.52","15,955,914.28","14,780,914.28","13,605,914.28","12,430,914.28","10,598,743.70","9,423,749.20","8,248,754.70","7,073,760.20","5,898,765.70","4,723,771.20","3,548,776.70","2,373,782.20","2,340,772.69","1,451,274.44","1,536,542.96","50,647,044.71"
固定资产清理,,,,,,,,,,,,,"6,609,369.94","6,609,369.94","7,115,082.90","7,166,919.37",,,,,,,,,,,,
负债合计,"167,973,965.82","171,954,131.37","208,648,357.82","258,618,324.61","267,485,021.08","240,734,245.86","204,124,890.09","236,380,214.88","286,980,095.92","348,767,490.98","344,087,099.36","340,684,100.22","354,672,349.25","341,964,321.41","365,210,838.02","379,130,303.09","387,807,698.04","379,452,833.55","438,396,986.18","492,049,089.53","523,237,502.30","527,705,036.86","543,309,505.55","591,815,290.19","623,019,082.77","566,984,462.48","568,535,238.44","610,174,349.93"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"21,734,982.81","21,734,982.81","21,734,982.81","27,692,811.71","27,692,811.71","287,462,811.71","287,462,811.71","287,462,811.71","287,462,811.71","287,462,811.71","167,462,811.71","167,462,811.71","167,462,811.71","167,462,811.71","47,462,811.71","47,462,811.71","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94","64,236,115.94"
无形资产,"23,641,306.18","26,335,869.58","33,154,585.36","32,805,989.61","33,389,979.92","33,431,434.11","33,667,618.04","33,393,048.93","42,405,281.06","43,291,089.58","113,649,268.74","112,911,991.09","133,973,461.55","135,304,552.49","134,317,863.71","130,882,792.84","130,765,222.72","127,471,577.92","126,572,909.35","130,787,126.54","138,401,674.67","136,236,899.37","133,681,934.28","137,139,831.94","136,448,931.53","133,441,978.04","131,679,815.66","128,656,335.38"
盈余公积,"2,572,384.95","4,119,698.98","9,044,186.66","9,044,186.66","14,411,686.51","14,411,686.51","14,411,686.51","14,411,686.51","18,784,521.08","18,784,521.08","18,784,521.08","18,784,521.08","20,321,978.95","20,321,978.95","20,321,978.95","20,321,978.95","23,139,438.42","23,139,438.42","23,139,438.42","23,139,438.42","25,386,017.71","25,386,017.71","25,386,017.71","25,386,017.71","27,269,117.56","27,269,117.56","27,269,117.56","27,269,117.56"
开发支出,,,,,,,,,"9,269,855.53","11,756,941.57","17,124,870.17","23,977,970.96",,,,,,,"7,294,133.97","7,142,386.98",,,"3,822,588.86","1,931,527.12",,,"6,092,884.13",
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"24,048,255.17","37,875,697.31","83,445,522.55","96,209,944.07","122,553,659.21","130,622,809.90","132,550,614.41","139,884,160.90","149,766,707.76","155,502,301.30","156,385,349.17","158,854,551.25","153,363,970.02","156,457,542.71","158,672,268.50","165,383,603.70","171,713,209.70","175,266,470.01","175,751,956.73","181,808,209.19","183,646,292.56","182,113,422.96","187,474,969.78","194,022,552.45","195,811,278.09","193,836,614.28","196,575,716.08","198,140,475.08"
长期待摊费用,,,,,,,"208,000.00","197,600.00","578,900.00","2,278,900.00","2,048,930.01","2,078,945.04","1,956,460.01","1,833,975.02","1,711,490.03","1,589,005.04","1,466,520.05","1,344,035.06","2,937,412.85","3,282,736.74","7,324,219.36","7,028,837.92","6,733,456.48","6,438,075.04","6,005,941.46","5,710,560.02","5,415,178.73","7,657,975.08"
少数股东权益,,,,,,,,,,,,,,,,,"2,100,728.33","2,085,312.69","2,188,902.91","2,224,368.46",,,,,,,,
递延所得税资产,"581,001.54","732,513.33","992,396.82","1,395,579.28","1,361,155.94","1,383,373.78","1,716,046.68","1,824,957.87","1,915,554.00","1,902,823.08","1,866,335.00","1,911,567.33","6,128,668.32","6,105,196.22","5,867,495.33","5,765,031.86","6,068,867.28","5,522,161.46","5,119,448.74","5,380,567.11","5,260,784.15","5,323,160.23","5,792,294.75","6,340,197.63","5,548,662.04","5,212,382.07","5,602,740.98","6,034,209.29"
外币报表折算价差,,,,"2,696.00","-262,251.62","-252,599.48","-605,742.20","-403,213.55","-134,243.12","-1,583,651.09","-613,179.69","180,398.57","176,666.43","459,313.47","371,968.40","-460,810.83",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,"2,561,757.25","3,732,427.63","5,065,791.22","9,054,540.05","5,600,745.61","8,934,652.46","9,260,435.90","10,783,271.00","4,485,000.09","7,753,398.00","11,344,616.61","30,919,134.93","10,675,976.03","14,087,982.60","15,266,756.71","9,075,417.06"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"140,648,870.86","145,764,065.95","172,658,818.44","185,693,369.93","203,535,065.29","213,740,464.12","231,761,909.08","237,117,192.18","296,092,788.32","331,499,738.03","420,002,784.84","440,146,072.21","476,017,239.69","480,587,865.91","491,430,337.64","503,822,989.98","516,525,221.72","512,755,350.23","526,189,886.50","535,705,567.98","603,870,754.65","613,338,429.01","628,812,350.92","666,230,455.73","677,536,265.28","675,566,265.92","679,050,204.48","668,581,433.74"
所有者权益(或股东权益)合计,"138,355,622.93","153,730,379.10","204,224,692.02","222,949,638.44","254,395,905.81","552,244,708.64","553,819,370.43","561,355,445.57","575,879,797.43","580,165,983.00","582,019,502.27","585,282,282.61","581,325,427.11","584,701,646.84","586,829,027.56","592,707,583.53","620,515,990.36","623,293,802.66","624,044,430.40","630,272,412.49","632,078,701.77","630,644,797.19","636,028,317.70","642,592,807.59","646,253,607.79","644,275,883.16","646,957,758.77","648,511,391.44"
资产总计,"306,329,588.75","325,684,510.47","412,873,049.84","481,567,963.05","521,880,926.89","792,978,954.50","757,944,260.52","797,735,660.45","862,859,893.35","928,933,473.98","926,106,601.63","925,966,382.83","935,997,776.36","926,665,968.25","952,039,865.58","971,837,886.62","1,008,323,688.40","1,002,746,636.21","1,062,441,416.58","1,122,321,502.02","1,155,316,204.07","1,158,349,834.05","1,179,337,823.25","1,234,408,097.78","1,269,272,690.56","1,211,260,345.64","1,215,492,997.21","1,258,685,741.37"
负债和所有者(或股东权益)合计,"306,329,588.75","325,684,510.47","412,873,049.84","481,567,963.05","521,880,926.89","792,978,954.50","757,944,260.52","797,735,660.45","862,859,893.35","928,933,473.98","926,106,601.63","925,966,382.83","935,997,776.36","926,665,968.25","952,039,865.58","971,837,886.62","1,008,323,688.40","1,002,746,636.21","1,062,441,416.58","1,122,321,502.02","1,155,316,204.07","1,158,349,834.05","1,179,337,823.25","1,234,408,097.78","1,269,272,690.56","1,211,260,345.64","1,215,492,997.21","1,258,685,741.37"
